form_no,set_code,dm_code,running_number,reference_no,indent,item_in_taxonomy,item_in_taxonomy_en,parent_code,parent_code_operation,formating,data_type,symbol,financial_statement_type,fs_category,description_th,description_en,opposite_code_short,mandatory_mapping,zone_code,warning_mapping_msg_th,warning_mapping_msg_en,meaning_of_taxonomy
F6,112300,70,18,18,0,เงินให้กู้ยืมระยะสั้นและดอกเบี้ยค้างรับ,Short-Term Loan And Interest Receivables,119999,1,,N,23,BS_A,สินทรัพย์หมุนเวียน,,,,,,,,บางครั้งใช้ชื่อว่า เงินให้กู้ยืมระยะสั้น
F6,112310,71,19,19,1,บุคคลหรือกิจการอื่น,Other Parties,112300,1,,N,23,BS_A,สินทรัพย์หมุนเวียน,,,,,,,,หมายถึง เงินให้กู้ยืมระยะสั้นและดอกเบี้ยค้างรับแก่บุคคลหรือกิจการที่ไม่มีความเกี่ยวข้องกัน (อ้างอิงตามคำนิยามของบุคคลหรือกิจการที่เกี่ยวข้องกันตามมาตรฐานการบัญชี ฉบับที่ 24 เรื่อง บุคคลหรือกิจการที่เกี่ยวข้องกัน)
F6,112320,72,20,20,1,บุคคลหรือกิจการที่เกี่ยวข้องกัน,Related Parties,112300,1,,N,23,BS_A,สินทรัพย์หมุนเวียน,,,,,,,,บางครั้งใช้ชื่อว่า เงินให้กู้ยืมระยะสั้นแก่บริษัทย่อย หรือ เงินให้กู้ยืมระยะสั้นแก่กิจการที่เกี่ยวข้องกัน
F6,112400,73,21,21,0,เงินให้กู้ยืมระยะยาวและดอกเบี้ยค้างรับ - ส่วนที่ถึงกำหนดชำระภายในหนึ่งปี,Current Portion Of Long-Term Loan Receivables,119999,1,,N,23,BS_A,สินทรัพย์หมุนเวียน,,,,,,,,"หมายถึง เงินให้กู้ยืมระยะยาวและดอกเบี้ยค้างรับเฉพาะส่วนที่มีกำหนดชำระภายใน 12 เดือนนับจากวันสิ้นรอบระยะเวลารายงาน หรือเงินให้กู้ยืมในลักษณะอื่นใดที่บริษัทคาดว่าจะได้รับชำระภายใน 12 เดือนนับจากวันสิ้นรอบระยะเวลารายงาน สุทธิจากค่าเผื่อผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น ที่นอกเหนือจากเลขอ้างอิงที่ 5 11 15 16 17 และ 18  

เงินให้กู้ยืมระยะยาวและดอกเบี้ยค้างรับเฉพาะส่วนที่ถึงกำหนดชำระภายในหนึ่งปี ประกอบด้วยเลขอ้างอิงที่ 22 ถึง 23"
F6,112410,75,22,22,1,บุคคลหรือกิจการอื่น,Other Parties,112400,1,,N,23,BS_A,สินทรัพย์หมุนเวียน,,,,,,,,หมายถึง เงินให้กู้ยืมระยะยาวและดอกเบี้ยค้างรับเฉพาะส่วนที่ถึงกำหนดชำระภายในหนึ่งปีแก่บุคคลหรือกิจการที่ไม่มีความเกี่ยวข้องกัน (อ้างอิงตามคำนิยามของบุคคลหรือกิจการที่เกี่ยวข้องกันตามมาตรฐานการบัญชี ฉบับที่ 24 เรื่อง บุคคลหรือกิจการที่เกี่ยวข้องกัน)
F6,112420,77,23,23,1,บุคคลหรือกิจการที่เกี่ยวข้องกัน,Related Parties,112400,1,,N,23,BS_A,สินทรัพย์หมุนเวียน,,,,,,,,บางครั้งใช้ชื่อว่า ส่วนของเงินให้กู้ยืมระยะยาวแก่กิจการที่เกี่ยวข้องกันที่ถึงกำหนดรับชำระภายในหนึ่งปี หรือ เงินให้กู้ยืมระยะยาวแก่กิจการที่เกี่ยวข้องกันที่ถึงกำหนดรับชำระภายในหนึ่งปี
F6,112900,101,25,24,0,สินค้าคงเหลือ - สุทธิ,Inventories - Net,119999,1,,N,23,BS_A,สินทรัพย์หมุนเวียน,"- ลักษณะของสินค้าคงเหลือดังกล่าวขึ้นอยู่กับลักษณะการประกอบธุรกิจตามปกติของบริษัท
- แสดงผลใน Company Highlight & Fact Sheet  
- ใช้ในการคำนวณ Inventory Turnover","- The nature of such inventories depends on the nature of the company's normal business operations
- Displayed in the Company Highlight & Fact Sheet  
- For calculation of Inventory Turnover",,,,,,บางครั้งใช้ชื่อว่า สินค้าคงเหลือ-สุทธิ หรือ สินค้าคงเหลือ หรือ สินค้าคงเหลือสุทธิ
F6,112910,102,26,25,1,สินค้าสำเร็จรูป,Finished Goods,112900,1,,N,23,BS_A,สินทรัพย์หมุนเวียน,,,,,,,,บางครั้งใช้ชื่อว่า สินค้าคงเหลือ
F6,112920,103,27,26,1,สินค้าระหว่างทาง,Goods In Transit,112900,1,,N,23,BS_A,สินทรัพย์หมุนเวียน,,,,,,,,หมายถึง สินค้าที่บริษัทได้รับโอนการควบคุมในสินค้า หรือได้รับโอนความเสี่ยงและผลตอบแทนในฐานะความเป็นเจ้าของแล้ว หรือได้รับกรรมสิทธิ์ในสินค้าดังกล่าวแล้ว แต่สินค้ายังอยู่ในระหว่างกระบวนการขนส่ง
F6,112930,104,28,27,1,ต้นทุนโครงการพัฒนาอสังหาริมทรัพย์,Real Estate Development Costs,112900,1,,N,23,BS_A,สินทรัพย์หมุนเวียน,รวมถึง ที่ดินระหว่างการพัฒนา ต้นทุนการพัฒนาอสังหาริมทรัพย์ งานระหว่างก่อสร้าง ของบริษัทในธุรกิจก่อสร้างอสังหาริมทรัพย์เพื่ขาย,"Include land under development, real estate development costs and construction in progress for real estate developer",,,,,,บางครั้งใช้ชื่อว่า ต้นทุนการพัฒนาอสังหาริมทรัพย์
F6,112940,105,29,28,1,อสังหาริมทรัพย์รอการขาย,Real Estate For Sales,112900,1,,N,23,BS_A,สินทรัพย์หมุนเวียน,,,,,,,,หมายถึง สินค้าที่เป็นอสังหาริมทรัพย์เพื่อขายตามปกติธุรกิจของบริษัท
F6,112950,106,30,29,1,งานระหว่างทำ,Work In Progress,112900,1,,N,23,BS_A,สินทรัพย์หมุนเวียน,,,,,,,,หมายถึง สินค้าที่อยู่ในระหว่างกระบวนการผลิตให้แล้วเสร็จ เพื่อให้เป็นสินค้าสำเร็จรูปเพื่อขาย
F6,112960,107,31,30,1,วัตถุดิบ อะไหล่และวัสดุสิ้นเปลือง,Raw Material And Factory Supplies,112900,1,,N,23,BS_A,สินทรัพย์หมุนเวียน,,,,,,,,บางครั้งใช้ชื่อว่า อะไหล่และวัสดุเครื่องจักรสุทธิ
F6,112970,108,32,31,1,หัก ค่าเผื่อการลดมูลค่าของสินค้าคงเหลือ,Less : Allowance For Diminution In Value Of Inventories,112900,-1,,N,23,BS_A,สินทรัพย์หมุนเวียน,,,,,,,,หมายถึง ค่าเผื่อการลดมูลค่าของสินค้าคงเหลือ ในกรณีที่บริษัทคาดว่ามูลค่าสุทธิที่คาดว่าจะได้รับจะน้อยกว่าต้นทุนของสินค้าคงเหลือ ทั้งนี้ รวมถึงค่าเผื่อสินค้าล้าสมัยและเสื่อมสภาพ ที่บริษัทคาดว่าจะจำหน่ายหรือขายได้ในมูลค่าสุทธิที่ต่ำกว่าราคาทุนของสินค้านั้น ๆ
F6,113000,109,33,32,0,สินทรัพย์อนุพันธ์ - หมุนเวียน,Derivative Assets - Current,119999,1,,N,23,BS_A,สินทรัพย์หมุนเวียน,รวมถึง อนุพันธ์เพื่อค้าและเพื่อป้องกันความเสี่ยง (ที่ไม่ได้เลือกใช้การบัญชีป้องกันความเสี่ยง) และ อนุพันธ์ที่ปฏิบัติตามวิธีการบัญชีป้องกันความเสี่ยง,"Include trading and hedging derivatives (not applying hedge accounting), and derivatives for hedging that the company has chosen to apply hedge accounting",,,,,,บางครั้งใช้ชื่อว่า สินทรัพย์อนุพันธ์การเงินที่ถึงกำหนดภายในหนึ่งปี
F6,113100,111,34,33,0,สินทรัพย์ทางการเงินหมุนเวียนอื่น,Other Current Financial Assets,119999,1,,R,23,BS_A,สินทรัพย์หมุนเวียน,,,,,,,,"หมายถึง สินทรัพย์ทางการเงินอื่น ๆ ที่คาดว่าจะได้รับชำระภายใน 12 เดือน หรือภายในรอบระยะเวลาการดำเนินงานปกติของบริษัท นอกเหนือจากเลขอ้างอิงที่ 3 ถึง 23 และ เลขอ้างอิงที่ 32

สินทรัพย์ทางการเงินหมุนเวียนอื่น ประกอบด้วยเลขอ้างอิงที่ 34 ถึง 36"
F6,113110,113,35,34,1,เงินมัดจำ,Deposits,113100,1,,N,23,BS_A,สินทรัพย์หมุนเวียน,รวมถึง เงินประกันการเช่า,Include rental deposits,,,,,,หมายถึง เงินมัดจำที่บริษัทได้จ่ายชำระตามเงื่อนไขของสัญญา รวมถึงเงินประกันการเช่า ซึ่งบริษัทคาดว่าจะได้รับชำระคืนเป็นเงินสดหรือสินทรัพย์ทางการเงินอื่นภายใน 12 เดือน หรือภายในรอบระยะเวลาการดำเนินงานปกติของบริษัท 
F6,113120,115,36,35,1,เงินประกันผลงาน,Retentions,113100,1,,N,23,BS_A,สินทรัพย์หมุนเวียน,,,,,,,,หมายถึง เงินประกันผลงานที่บริษัทถูกหักไว้เพื่อการประกันผลงานตามเงื่อนไขของสัญญา ซึ่งบริษัทคาดว่าจะได้รับชำระคืนภายใน 12 เดือน หรือภายในรอบระยะเวลาการดำเนินงานปกติของบริษัท
F6,113190,119,37,36,1,สินทรัพย์ทางการเงินหมุนเวียนอื่น - อื่น ๆ,Other Current Financial Assets - Others,113100,1,,N,23,BS_A,สินทรัพย์หมุนเวียน,รวมถึง ลูกหนี้จากการขายเงินลงทุน ค่าหุ้นค้างรับ ลูกหนี้จากการปรับโครงสร้างหนี้,"Include receivables from sales of investments, receivable from shareholders for issuance of capital stock, receivables from troubled debt restructurings",,,,,,บางครั้งใช้ชื่อว่า สินทรัพย์ทางการเงินหมุนเวียนอื่น
F6,113200,121,38,37,0,สินทรัพย์ที่เกิดจากสัญญา - หมุนเวียน,Contract Assets - Current,119999,1,,N,23,BS_A,สินทรัพย์หมุนเวียน,,,,,,,,บางครั้งใช้ชื่อว่า รายได้ค้างรับ
F6,113300,123,39,38,0,สินทรัพย์ชีวภาพ - หมุนเวียน,Biological Assets - Current,119999,1,,N,23,BS_A,สินทรัพย์หมุนเวียน,,,,,,,,หมายถึง สัตว์หรือพืชที่มีชีวิต ที่บริษัทคาดว่าจะได้รับประโยชน์ หรือตั้งใจจะขายภายใน12 เดือนนับจากวันสิ้นรอบระยะเวลารายงาน หรือภายในรอบระยะเวลาการดำเนินการตามปกติของบริษัท 
F6,114500,148,40,39,0,ภาษีเงินได้นิติบุคคลค้างรับ - หมุนเวียน,Income Tax Receivable - Current,119999,1,,N,23,BS_A,สินทรัพย์หมุนเวียน,,,,,,,,หมายถึง จำนวนภาษีเงินได้นิติบุคคลที่บริษัทสามารถขอคืนได้และคาดว่าจะได้คืน หรือจะได้รับประโยชน์เป็นเครดิตทางภาษี (สุทธิจากภาษีเงินได้นิติบุคคลค้างจ่ายในรอบระยะเวลาเดียวกัน) ภายในระยะเวลา 12 เดือนนับจากวันสิ้นรอบระยะเวลารายงาน
F6,115000,155,41,40,0,ลูกหนี้ที่เกิดจากภาษีอื่นหรือรายการอื่นภายใต้กฎหมาย - หมุนเวียน,Other Tax Or Other Receivables Under Law And Regulations - Current,119999,1,,R,23,BS_A,สินทรัพย์หมุนเวียน,,,,,,,,"หมายถึง ลูกหนี้ที่เกิดจากภาษีอื่นหรือรายการอื่นภายใต้กฎหมายซึ่งบังคับใช้กับบริษัท ที่บริษัทสามารถขอคืนได้และคาดว่าจะได้คืน หรือจะได้รับประโยชน์เป็นเครดิตทางภาษี ภายในระยะเวลา 12 เดือนนับจากวันสิ้นรอบระยะเวลารายงาน ที่นอกเหนือจากเลขอ้างอิงที่ 39

ลูกหนี้ที่เกิดจากภาษีอื่นหรือรายการอื่นภายใต้กฎหมาย - หมุนเวียน ประกอบด้วยเลขอ้างอิงที่ 41 ถึง 44"
F6,115010,157,42,41,1,ลูกหนี้ภาษีค้างรับ,Other Tax Receivables,115000,1,,N,23,BS_A,สินทรัพย์หมุนเวียน,รวมถึง ภาษีมูลค่าเพิ่มที่รอขอคืน เครดิตอากรนำเข้าจากกรมศุลกากร ภาษีสรรพสามิต,"Include claimable value added tax refund, custom duty credit and excise tax",,,,,,หมายถึง ค่าภาษีหรืออากรค้างรับหรือเครดิตทางภาษีที่จะได้รับจากหน่วยงานจัดเก็บ เช่น ภาษีมูลค่าเพิ่มรอขอคืน ภาษีสรรพสามิต เครดิตอากรนำเข้าจากกรมศุลกากร ที่บริษัทคาดว่าจะได้รับชำระคืนหรือได้รับประโยชน์ภายในระยะเวลา 12 เดือนนับจากวันสิ้นรอบระยะเวลารายงาน
F6,115020,159,43,42,1,ลูกหนี้กองทุนน้ำมันเชื้อเพลิง,Receivables From Oil Fuel Fund,115000,1,,N,23,BS_A,สินทรัพย์หมุนเวียน,,,,,,,,หมายถึง ลูกหนี้เงินชดเชยและ/หรือเงินคืนจากกองทุนน้ำมันเชื้อเพลิงตามพระราชบัญญัติกองทุนน้ำมันเชื้อเพลิง ซึ่งจะถึงกำหนดรับชำระภายใน 12 เดือนนับจากวันสิ้นรอบระยะเวลารายงาน
F6,115030,161,44,43,1,ลูกหนี้กองทุนพัฒนาไฟฟ้า,Receivables From Power Fund,115000,1,,N,23,BS_A,สินทรัพย์หมุนเวียน,,,,,,,,หมายถึง ลูกหนี้เงินชดเชยและ/หรือเงินอุดหนุนจากกองทุนพัฒนาไฟฟ้าตามพระราชบัญญัติการประกอบกิจการพลังงาน ซึ่งจะถึงกำหนดรับชำระภายใน 12 เดือนนับจากวันสิ้นรอบระยะเวลารายงาน
F6,115090,163,45,44,1,ลูกหนี้ที่เกิดจากภาษีอื่นหรือรายการอื่นภายใต้กฎหมาย - อื่น ๆ,Other Tax Or Other Receivables Under Law And Regulations - Others,115000,1,,N,23,BS_A,สินทรัพย์หมุนเวียน,รวมถึง สิ่งที่คาดว่าจะได้คืนหรือจะได้รับประโยชน์ในอนาคตจากหน่วยงานที่จัดตั้งขึ้นตามกฎหมาย เช่น เงินชดเชยจากสำนักงานกองทุนอ้อยและน้ำตาลทราย,Include items that will be received or benefited in the future from institution established under law such as receivables from Sugar Cane and Sugar Fund ,,,,,,หมายถึง ลูกหนี้ที่เกิดจากภาษีอื่นหรือรายการอื่นภายใต้กฎหมายซึ่งบังคับใช้กับบริษัท  โดยจะถึงกำหนดรับชำระภายใน 12 เดือนนับจากวันสิ้นรอบระยะเวลารายงาน นอกเหนือจากเลขอ้างอิงที่ 41 ถึง 43
F6,114700,151,46,45,0,สินทรัพย์ไม่หมุนเวียน และ/หรือ กลุ่มสินทรัพย์ที่ยกเลิกซึ่งถือไว้เพื่อขาย,Non-Current Assets And/Or The Disposal Group Held For Sale,119999,1,,N,23,BS_A,สินทรัพย์หมุนเวียน,รวมถึง สินทรัพย์ไม่หมุนเวียน (หรือกลุ่มสินทรัพย์ที่จะจำหน่าย) ที่จัดประเภทเป็นสินทรัพย์ที่ถือไว้เพื่อจ่ายคืนให้แก่ผู้เป็นเจ้าของ,Include non-current assets (or group of assets to be disposed) classified as assets held for distribution to owners,,,,,,บางครั้งใช้ชื่อว่า สินทรัพย์ที่จัดประเภทเป็นสินทรัพย์ที่ถือไว้เพื่อขาย หรือ สินทรัพย์ไม่หมุนเวียนที่จัดประเภทเป็นสินทรัพย์ที่ถือไว้เพื่อขาย
