taxonomy_account_name,ai_account_code,ai_acc_name,prod_account_name,prod_account_code,prod_parent_account_code,is_match,is_match_parent,unmatch_remark
รวมหนี้สินและส่วนของเจ้าของ,,,รวมหนี้สินและส่วนของเจ้าของ,309999,,False,False,
กำไร(ขาดทุน)สุทธิจากเครื่องมือทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน,431300,กำไร(ขาดทุน)สุทธิจากเครื่องมือทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน,กำไร(ขาดทุน)สุทธิจากเครื่องมือทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน,431390,431300,False,True,
รายได้ค่าบริการด้านงานสนับสนุน,,,รายได้ค่าบริการด้านงานสนับสนุน,410200,409994,False,False,"410113-รายได้ค่าบริการด้านงานสนับสนุน-รายได้ค่าธรรมเนียมและบริการ-รายได้ค่าบริการด้านงานสนับสนุน  is related to Fees And Service Income, as per the provided Taxonomy list. Considering the input metadata financial_statement_type งบกำไรขาดทุนและกำไรขาดทุนเบ็ดเสร็จอื่น (ไม่ได้ตรวจสอบ) สำหรับงวดสามเดือนสิ้นสุด is mapped to PL and fs_category รายได้จากการดำเนินงาน, the most relevant mapping is set_code 410113 and item_in_taxonomy รายได้ค่าธรรมเนียมและบริการ. | 410113-รายได้ค่าบริการด้านงานสนับสนุน-รายได้ค่าธรรมเนียมและบริการ-The closest matching item from the provided taxonomy list is 'รายได้ค่าธรรมเนียมและบริการ' because the input query refers to service fee income, which aligns with the broader definition of 'Fees and Service Income' in the taxonomy. | 410113-รายได้ค่าบริการด้านงานสนับสนุน-รายได้ค่าธรรมเนียมและบริการ-The input name suggests fees from service, and the input metadata specifies the fs category as รายได้จากการดำเนินงาน. Thus, the closest match from the taxonomy list is รายได้ค่าธรรมเนียมและบริการ with SET Code 410113. | "
ค่าใช้จ่ายส่งเสริมการขายและโฆษณา,,,ค่าใช้จ่ายส่งเสริมการขายและโฆษณา,429890,429800,False,False,"422400-ค่าใช้จ่ายส่งเสริมการขายและโฆษณา-ค่าใช้จ่ายในการดำเนินงานอื่น ค่าใช้จ่ายผลประโยชน์พนักงาน-The INPUT's fs_category is ค่าใช้จ่ายในการดำเนินงานอื่น ๆ.  So, we look for items in the Taxonomy list where fs_category is ค่าใช้จ่ายในการดำเนินงานอื่น ๆ or use item_in_taxonomy that contain  'ค่าใช้จ่ายในการดำเนินงานอื่น' if no match.  We found that ค่าใช้จ่ายในการดำเนินงานอื่น ค่าใช้จ่ายผลประโยชน์พนักงาน is the most related to the INPUT. | 422500-ค่าใช้จ่ายส่งเสริมการขายและโฆษณา-ค่าใช้จ่ายในการดำเนินงานอื่น ค่าใช้จ่ายในการส่งเสริมการขายและการตลาด-The closest match from the provided taxonomy list is 'ค่าใช้จ่ายในการดำเนินงานอื่น ค่าใช้จ่ายในการส่งเสริมการขายและการตลาด' because it refers to sales and marketing expenses, which aligns with the input query 'ค่าใช้จ่ายส่งเสริมการขายและโฆษณา'. | <NA>-ค่าใช้จ่ายส่งเสริมการขายและโฆษณา-nan-I can't find the item in taxonomy related to the query. Therefore, I return null. | "
ค่าตัดจำหน่ายสินทรัพย์ไม่มีตัวตน,,,ค่าตัดจำหน่ายสินทรัพย์ไม่มีตัวตน,429890,429800,False,False,"422601-ค่าตัดจำหน่ายสินทรัพย์ไม่มีตัวตน-ค่าใช้จ่ายในการดำเนินงานอื่น ขาดทุนสุทธิจากการขายทรัพย์สินรอการขาย-The most relevant item considering the query 'ค่าตัดจำหน่ายสินทรัพย์ไม่มีตัวตน' and the provided fs_category 'ค่าใช้จ่ายในการดำเนินงานอื่น ๆ' is 'ค่าใช้จ่ายในการดำเนินงานอื่น ขาดทุนสุทธิจากการขายทรัพย์สินรอการขาย'. | <NA>-ค่าตัดจำหน่ายสินทรัพย์ไม่มีตัวตน-ค่าตัดจำหน่ายสินทรัพย์ไม่มีตัวตน-Although there is no item in the provided taxonomy list that directly corresponds to ค่าใช้จ่ายในการดำเนินงานอื่น ๆ. Therefore, using the closest match based on the input 'ค่าตัดจำหน่ายสินทรัพย์ไม่มีตัวตน' alone. | 432602-ค่าตัดจำหน่ายสินทรัพย์ไม่มีตัวตน-ค่าใช้จ่ายในการดำเนินงานอื่น (กลับรายการ) ขาดทุนจากการด้อยค่าทรัพย์สินรอการขาย-The query 'ค่าตัดจำหน่ายสินทรัพย์ไม่มีตัวตน' closely resembles the item 'ค่าใช้จ่ายในการดำเนินงานอื่น (กลับรายการ) ขาดทุนจากการด้อยค่าทรัพย์สินรอการขาย' in the provided taxonomy list. Although not a perfect match, this item is chosen as the closest relevant option based on the available context. | "
กำไรสุทธิ,,,กำไรสุทธิ,409991,409999,False,False,"409996-กำไรสุทธิ-กำไร (ขาดทุน) สุทธิ สำหรับงวด-The input query \""กำไรสุทธิ\"" is a commonly used term for net profit in Thai financial reporting.  The input metadata also indicates that the financial statement type is 'งบกำไรขาดทุนและกำไรขาดทุนเบ็ดเสร็จอื่น' (Statement of Profit or Loss and Other Comprehensive Income) and the fs_category is 'กำไรสุทธิ' (Net profit). Therefore, the most relevant item in the taxonomy is 'กำไร (ขาดทุน) สุทธิ สำหรับงวด' (Net Profit (Loss) For The Period) with SET Code '409996'. | 409996-กำไรสุทธิ-กำไร (ขาดทุน) สุทธิ สำหรับงวด-The query 'กำไรสุทธิ' matches the fs_category 'กำไรสุทธิ' and financial_statement_type 'PL' in the input metadata. Using the Taxonomy list, the item 'กำไร (ขาดทุน) สุทธิ สำหรับงวด' with set_code '409996' is the best match. | 409996-กำไรสุทธิ-กำไร (ขาดทุน) สุทธิ สำหรับงวด-The query 'กำไรสุทธิ' matches the meaning of taxonomy in multiple items.  However, only the item with set_code '409996' has fs_category as กำไรสุทธิ which is related to the input query. | 409996-กำไรสุทธิ-กำไร (ขาดทุน) สุทธิ สำหรับงวด-The query 'กำไรสุทธิ' matches the meaning of taxonomy and fs_category of the selected item in the Taxonomy list. And financial_statement_type งบกำไรขาดทุนและกำไรขาดทุนเบ็ดเสร็จอื่น สำหรับงวดหกเดือนสิ้นสุด is matched to PL. | "
ขาดทุนจากการวัดมูลค่าเงินลงทุนในตราสารหนี้ด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,,,ขาดทุนจากการวัดมูลค่าเงินลงทุนในตราสารหนี้ด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,440100,409998,False,False,
ส่วนที่เป็นของส่วนได้เสียที่ไม่มีอำนาจควบคุม,,,ส่วนที่เป็นของส่วนได้เสียที่ไม่มีอำนาจควบคุม,470200,,False,False,460200-ส่วนที่เป็นของส่วนได้เสียที่ไม่มีอำนาจควบคุม-การแบ่งปันกำไร (ขาดทุน) สุทธิ การแบ่งปันกำไร (ขาดทุน) สุทธิ : ส่วนได้เสียที่ไม่มีอำนาจควบคุม-The query mentions 'ส่วนได้เสียที่ไม่มีอำนาจควบคุม' and 'งบกำไรขาดทุนและกำไรขาดทุนเบ็ดเสร็จอื่น' which most closely match the item 'การแบ่งปันกำไร (ขาดทุน) สุทธิ การแบ่งปันกำไร (ขาดทุน) สุทธิ : ส่วนได้เสียที่ไม่มีอำนาจควบคุม' with the set code '460200' in the provided taxonomy list. | 
รายได้(ค่าใช้จ่าย)ดอกเบี้ยสุทธิ,,,รายได้(ค่าใช้จ่าย)ดอกเบี้ยสุทธิ,400599,409994,False,False,"431310-รายได้(ค่าใช้จ่าย)ดอกเบี้ยสุทธิ-รายได้ (ค่าใช้จ่าย) ดอกเบี้ยจากสินทรัพย์และหนี้สินทางการเงินที่กำหนดให้วัดมูลค่าด้วยมูลค่ายุติธรรม-The input name implies to both interest income and expense related to assets and liabilities measured at fair value. Thus, รายได้ (ค่าใช้จ่าย) ดอกเบี้ยจากสินทรัพย์และหนี้สินทางการเงินที่กำหนดให้วัดมูลค่าด้วยมูลค่ายุติธรรม is the best match. | 431310-รายได้(ค่าใช้จ่าย)ดอกเบี้ยสุทธิ-กำไร (ขาดทุน) สุทธิจากเครื่องมือทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน รายได้ (ค่าใช้จ่าย) ดอกเบี้ยจากสินทรัพย์และหนี้สินทางการเงินที่กำหนดให้วัดมูลค่าด้วยมูลค่ายุติธรรม-The closest match from the provided taxonomy list is ""กำไร (ขาดทุน) สุทธิจากเครื่องมือทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน รายได้ (ค่าใช้จ่าย) ดอกเบี้ยจากสินทรัพย์และหนี้สินทางการเงินที่กำหนดให้วัดมูลค่าด้วยมูลค่ายุติธรรม"" with SET Code 431310. Although there's no exact match for ""รายได้ (ค่าใช้จ่าย) ดอกเบี้ยสุทธิ"", this item covers both income and expense related to  interest from financial instruments. | 410108-รายได้(ค่าใช้จ่าย)ดอกเบี้ยสุทธิ-รายได้ดอกเบี้ย-The closest match from the provided taxonomy list is รายได้ดอกเบี้ย as the input query refers to net interest income. Although there's no perfect match for ""net"" in the taxonomy, this selection aligns with the input's financial statement type and fs category. | "
รายได้ค่าบริการด้านงานสนับสนุน,,,รายได้ค่าบริการด้านงานสนับสนุน,410200,409994,False,False,"410113-รายได้ค่าบริการด้านงานสนับสนุน-รายได้ค่าธรรมเนียมและบริการ-รายได้ค่าบริการด้านงานสนับสนุน  is related to Fees And Service Income, as per the provided Taxonomy list. Considering the input metadata financial_statement_type งบกำไรขาดทุนและกำไรขาดทุนเบ็ดเสร็จอื่น (ไม่ได้ตรวจสอบ) สำหรับงวดสามเดือนสิ้นสุด is mapped to PL and fs_category รายได้จากการดำเนินงาน, the most relevant mapping is set_code 410113 and item_in_taxonomy รายได้ค่าธรรมเนียมและบริการ. | 410113-รายได้ค่าบริการด้านงานสนับสนุน-รายได้ค่าธรรมเนียมและบริการ-The closest matching item from the provided taxonomy list is 'รายได้ค่าธรรมเนียมและบริการ' because the input query refers to service fee income, which aligns with the broader definition of 'Fees and Service Income' in the taxonomy. | 410113-รายได้ค่าบริการด้านงานสนับสนุน-รายได้ค่าธรรมเนียมและบริการ-The input name suggests fees from service, and the input metadata specifies the fs category as รายได้จากการดำเนินงาน. Thus, the closest match from the taxonomy list is รายได้ค่าธรรมเนียมและบริการ with SET Code 410113. | "
ค่าใช้จ่ายส่งเสริมการขายและโฆษณา,,,ค่าใช้จ่ายส่งเสริมการขายและโฆษณา,429890,429800,False,False,"422400-ค่าใช้จ่ายส่งเสริมการขายและโฆษณา-ค่าใช้จ่ายในการดำเนินงานอื่น ค่าใช้จ่ายผลประโยชน์พนักงาน-The INPUT's fs_category is ค่าใช้จ่ายในการดำเนินงานอื่น ๆ.  So, we look for items in the Taxonomy list where fs_category is ค่าใช้จ่ายในการดำเนินงานอื่น ๆ or use item_in_taxonomy that contain  'ค่าใช้จ่ายในการดำเนินงานอื่น' if no match.  We found that ค่าใช้จ่ายในการดำเนินงานอื่น ค่าใช้จ่ายผลประโยชน์พนักงาน is the most related to the INPUT. | 422500-ค่าใช้จ่ายส่งเสริมการขายและโฆษณา-ค่าใช้จ่ายในการดำเนินงานอื่น ค่าใช้จ่ายในการส่งเสริมการขายและการตลาด-The closest match from the provided taxonomy list is 'ค่าใช้จ่ายในการดำเนินงานอื่น ค่าใช้จ่ายในการส่งเสริมการขายและการตลาด' because it refers to sales and marketing expenses, which aligns with the input query 'ค่าใช้จ่ายส่งเสริมการขายและโฆษณา'. | <NA>-ค่าใช้จ่ายส่งเสริมการขายและโฆษณา-nan-I can't find the item in taxonomy related to the query. Therefore, I return null. | "
ค่าตัดจำหน่ายสินทรัพย์ไม่มีตัวตน,,,ค่าตัดจำหน่ายสินทรัพย์ไม่มีตัวตน,429890,429800,False,False,"422601-ค่าตัดจำหน่ายสินทรัพย์ไม่มีตัวตน-ค่าใช้จ่ายในการดำเนินงานอื่น ขาดทุนสุทธิจากการขายทรัพย์สินรอการขาย-The most relevant item considering the query 'ค่าตัดจำหน่ายสินทรัพย์ไม่มีตัวตน' and the provided fs_category 'ค่าใช้จ่ายในการดำเนินงานอื่น ๆ' is 'ค่าใช้จ่ายในการดำเนินงานอื่น ขาดทุนสุทธิจากการขายทรัพย์สินรอการขาย'. | <NA>-ค่าตัดจำหน่ายสินทรัพย์ไม่มีตัวตน-ค่าตัดจำหน่ายสินทรัพย์ไม่มีตัวตน-Although there is no item in the provided taxonomy list that directly corresponds to ค่าใช้จ่ายในการดำเนินงานอื่น ๆ. Therefore, using the closest match based on the input 'ค่าตัดจำหน่ายสินทรัพย์ไม่มีตัวตน' alone. | 432602-ค่าตัดจำหน่ายสินทรัพย์ไม่มีตัวตน-ค่าใช้จ่ายในการดำเนินงานอื่น (กลับรายการ) ขาดทุนจากการด้อยค่าทรัพย์สินรอการขาย-The query 'ค่าตัดจำหน่ายสินทรัพย์ไม่มีตัวตน' closely resembles the item 'ค่าใช้จ่ายในการดำเนินงานอื่น (กลับรายการ) ขาดทุนจากการด้อยค่าทรัพย์สินรอการขาย' in the provided taxonomy list. Although not a perfect match, this item is chosen as the closest relevant option based on the available context. | "
ส่วนที่เป็นของส่วนได้เสียที่ไม่มีอำนาจควบคุม,,,ส่วนที่เป็นของส่วนได้เสียที่ไม่มีอำนาจควบคุม,470200,,False,False,460200-ส่วนที่เป็นของส่วนได้เสียที่ไม่มีอำนาจควบคุม-การแบ่งปันกำไร (ขาดทุน) สุทธิ การแบ่งปันกำไร (ขาดทุน) สุทธิ : ส่วนได้เสียที่ไม่มีอำนาจควบคุม-The query mentions 'ส่วนได้เสียที่ไม่มีอำนาจควบคุม' and 'งบกำไรขาดทุนและกำไรขาดทุนเบ็ดเสร็จอื่น' which most closely match the item 'การแบ่งปันกำไร (ขาดทุน) สุทธิ การแบ่งปันกำไร (ขาดทุน) สุทธิ : ส่วนได้เสียที่ไม่มีอำนาจควบคุม' with the set code '460200' in the provided taxonomy list. | 
กำไรจากการดำเนินงานก่อนภาษีเงินได้,,,กำไรจากการดำเนินงานก่อนภาษีเงินได้,510200,519997,False,False,"409994-กำไรจากการดำเนินงานก่อนภาษีเงินได้-กำไร (ขาดทุน) จากการดำเนินงานก่อนภาษีเงินได้-The query 'กำไรจากการดำเนินงานก่อนภาษีเงินได้' directly matches the `item_in_taxonomy` 'กำไร (ขาดทุน) จากการดำเนินงานก่อนภาษีเงินได้' in the taxonomy list. Also, the fs_category in the input metadata 'กำไรจากการดำเนินงานก่อนภาษีเงินได้' is found to be related to the fs_category 'กำไรขาดทุน' from the matching taxonomy item. | 409994-กำไรจากการดำเนินงานก่อนภาษีเงินได้-กำไร (ขาดทุน) จากการดำเนินงานก่อนภาษีเงินได้-The query 'กำไรจากการดำเนินงานก่อนภาษีเงินได้' is an exact match to the fs_category 'กำไรจากการดำเนินงานก่อนภาษีเงินได้' in the input metadata. Thus, the SET code '409994' and item in taxonomy 'กำไร (ขาดทุน) จากการดำเนินงานก่อนภาษีเงินได้' are selected. | 409994-กำไรจากการดำเนินงานก่อนภาษีเงินได้-กำไร (ขาดทุน) จากการดำเนินงานก่อนภาษีเงินได้-The query ""กำไรจากการดำเนินงานก่อนภาษีเงินได้"" is an exact match to the item_in_taxonomy ""กำไร (ขาดทุน) จากการดำเนินงานก่อนภาษีเงินได้"" in the taxonomy list. The financial_statement_type is ""PL"", and the corresponding set_code is ""409994"". | "
ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น,,,ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น,510400,519997,False,False,430700-ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น-**(กลับรายการ) ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น**-The input FS category is ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น and the closest match from the Taxonomy list is fs_category: กำไรขาดทุน with item  (กลับรายการ) ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น.  | 430700-ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น- (กลับรายการ) ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น-The input 'ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น'  matches both fs_category and item_in_taxonomy.  The financial_statement_type is 'งบกำไรขาดทุนและกำไรขาดทุนเบ็ดเสร็จอื่น สำหรับงวดหกเดือนสิ้นสุด' which is similar to 'PL'. | 
ประมาณการหนี้สินสำหรับผลประโยชน์ของพนักงาน,,,ประมาณการหนี้สินสำหรับผลประโยชน์ของพนักงาน,514910,519997,False,False,518700-ประมาณการหนี้สินสำหรับผลประโยชน์ของพนักงาน-ประมาณการหนี้สินผลประโยชน์พนักงาน เพิ่มขึ้น (ลดลง)-The query mentions 'ประมาณการหนี้สิน' and 'ผลประโยชน์ของพนักงาน' which closely match the item 'ประมาณการหนี้สินผลประโยชน์พนักงาน เพิ่มขึ้น (ลดลง)' in the taxonomy.  This item's fs_category is 'กิจกรรมดำเนินงาน' which is related to the input metadata 'กระแสเงินสดจากกิจกรรมดำเนินงาน'. | 
ประมาณการหนี้สินสำหรับคดีความ,,,ประมาณการหนี้สินสำหรับคดีความ,514920,519997,False,False,"518000-ประมาณการหนี้สินสำหรับคดีความ-ประมาณการหนี้สิน เพิ่มขึ้น (ลดลง)-The most relevant item from the provided taxonomy list is ""ประมาณการหนี้สิน เพิ่มขึ้น (ลดลง)"" as it closely matches the input query ""ประมาณการหนี้สินสำหรับคดีความ"".  Both terms refer to changes in provision amounts. The financial statement type is 'CF' which corresponds to the input metadata 'งบกระแสเงินสด สำหรับงวดหกเดือนสิ้นสุด'. | "
(กำไร)ขาดทุนจากเครื่องมือทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน,,,(กำไร)ขาดทุนจากเครื่องมือทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน,512300,519997,False,False,<NA>-(กำไร)ขาดทุนจากเครื่องมือทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน-nan-There is no item in the taxonomy that matches the query with the correct fs_category. | 
ขาดทุน(กำไร)จากการจำหน่ายส่วนปรับปรุงอาคารเช่าและอุปกรณ์,,,ขาดทุน(กำไร)จากการจำหน่ายส่วนปรับปรุงอาคารเช่าและอุปกรณ์,511510,511500,False,False,"<NA>-ขาดทุน(กำไร)จากการจำหน่ายส่วนปรับปรุงอาคารเช่าและอุปกรณ์-nan-There is no item in taxonomy that match the query. Therefore, the output is null. | "
ขาดทุน(กำไร)จากการเปลี่ยนแปลงสัญญาเช่า,,,ขาดทุน(กำไร)จากการเปลี่ยนแปลงสัญญาเช่า,515000,519997,False,False,"512400-ขาดทุน(กำไร)จากการเปลี่ยนแปลงสัญญาเช่า-กำไร (ขาดทุน) จากการเปลี่ยนเงื่อนไขตราสารหนี้-The most relevant item from the provided taxonomy list is 'กำไร (ขาดทุน) จากการเปลี่ยนเงื่อนไขตราสารหนี้' (Gains (Losses) On Modification Of Debt Instruments) as it aligns with the concept of changes in lease agreements, which often involve debt instruments.  | "
ขาดทุน(กำไร)จากการจำหน่ายเงินลงทุน,,,ขาดทุน(กำไร)จากการจำหน่ายเงินลงทุน,511000,519997,False,False,<NA>-ขาดทุน(กำไร)จากการจำหน่ายเงินลงทุน-nan-There is no item in the taxonomy that matches the query. | 
(รายได้)ค่าใช้จ่ายดอกเบี้ยสุทธิ,,,(รายได้)ค่าใช้จ่ายดอกเบี้ยสุทธิ,514500,519997,False,False,
รายได้เงินปันผล,,,รายได้เงินปันผล,514710,519997,False,False,"410202-รายได้เงินปันผล-รายได้เงินปันผล-The input item matches with  item_in_taxonomy in the Taxonomy list.  The input fs_category is รายได้จากการดำเนินงาน,  and the Taxonomy list item's fs_category is กำไรขาดทุน. Although they are not an exact match, this is the closest matching item. | 410202-รายได้เงินปันผล-รายได้เงินปันผล-The query ""รายได้เงินปันผล"" matches directly with the item ""รายได้เงินปันผล"" in the taxonomy list. Also, the fs_category of the matching item is ""กำไรขาดทุน"", which is related to the input metadata fs_category ""รายได้จากการดำเนินงาน"". | 410202-รายได้เงินปันผล-รายได้เงินปันผล-From the Taxonomy list, รายได้เงินปันผล with fs_category กำไรขาดทุน is related to รายได้จากการดำเนินงาน. Thus, the correct SET Code is 410202 and Item in Taxonomy is รายได้เงินปันผล | 519700-รายได้เงินปันผล-รับเงินปันผล-The closest matching item from the provided taxonomy list is 'รับเงินปันผล' (Dividend Received) with SET Code '519700'. Although the input term translates to 'dividend income', the context specifies 'กระแสเงินสดจากกิจกรรมดำเนินงาน' (Cash flows from operating activities), making 'Dividend Received' a more appropriate choice for cash flow statements. | "
ค่าใช้จ่ายค้างจ่าย,,,ค่าใช้จ่ายค้างจ่าย,518300,519998,False,False,"204010-ค่าใช้จ่ายค้างจ่าย-เจ้าหนี้ภาษีค้างจ่าย-The input term translates to ""accrued expenses"" which closely aligns with tax payable based on the provided taxonomy list. And the  fs_category  matched  input metadata. | 515000-ค่าใช้จ่ายค้างจ่าย-รายการปรับปรุงอื่น ๆ-The input mentions ค่าใช้จ่ายค้างจ่าย and the financial statement type is งบกระแสเงินสด สำหรับงวดหกเดือนสิ้นสุด,  fs_category is กระแสเงินสดจากกิจกรรมดำเนินงาน. Therefore, the closest match in the taxonomy list is รายการปรับปรุงอื่น ๆ with SET Code 515000.  | "
รายได้รับล่วงหน้า,,,รายได้รับล่วงหน้า,518300,519998,False,False,"201200-รายได้รับล่วงหน้า-หนี้สินอื่นตามกรมธรรม์ประกันภัย-The closest match from the provided taxonomy list is รายได้รับล่วงหน้า which falls under  หนี้สินอื่นตามกรมธรรม์ประกันภัย in the taxonomy. | 510200-รายได้รับล่วงหน้า-กำไร (ขาดทุน) ก่อนต้นทุนทางการเงิน และ/หรือ ภาษีเงินได้-รายได้รับล่วงหน้า represents cash received in advance, which is an operational activity. Although no item in the taxonomy perfectly matches this, the closest is กำไร (ขาดทุน) ก่อนต้นทุนทางการเงิน และ/หรือ ภาษีเงินได้ (Profit (Loss) Before Finance Costs And/Or Income Tax Expense) as it represents the cash flow from the core business operations before considering financing or taxes. | "
เจ้าหนี้สำนักหักบัญชี,,,เจ้าหนี้สำนักหักบัญชี,518600,519998,False,False,"200700-เจ้าหนี้สำนักหักบัญชี-เจ้าหนี้สำนักหักบัญชีและธุรกิจหลักทรัพย์ และสัญญาซื้อขายล่วงหน้า-The input name 'เจ้าหนี้สำนักหักบัญชี' is directly mentioned in the meaning of taxonomy of 'เจ้าหนี้สำนักหักบัญชีและธุรกิจหลักทรัพย์ และสัญญาซื้อขายล่วงหน้า' in the Taxonomy list. And the input metadata financial_statement_type งบฐานะการเงินรวม is aligned with BS_L in the Taxonomy list, and fs_category is aligned with the Taxonomy list. | "
เงินสดรับจากดอกเบี้ย,,,เงินสดรับจากดอกเบี้ย,529900,529999,False,False,"519500-เงินสดรับจากดอกเบี้ย-รับดอกเบี้ย-The INPUT's financial_statement_type งบกระแสเงินสด สำหรับงวดหกเดือนสิ้นสุด matches Taxonomy's financial_statement_type 'CF'. The INPUT's fs_category กระแสเงินสดจากกิจกรรมดำเนินงาน means Cash flows from operating activities and matches Taxonomy's fs_category กิจกรรมดำเนินงาน. The INPUT เงินสดรับจากดอกเบี้ย matches the Taxonomy's item_in_taxonomy รับดอกเบี้ย, meaning Interest Received. | 520200-เงินสดรับจากดอกเบี้ย-เงินสดรับจากเงินลงทุน-The input specifies the financial statement type is งบกระแสเงินสด สำหรับงวดหกเดือนสิ้นสุด and fs_category is กระแสเงินสดจากกิจกรรมลงทุน.  The most relevant item in the taxonomy list is 'เงินสดรับจากเงินลงทุน' with set code '520200', because this is the closest match and belongs to the correct category. | "
