taxonomy_account_name,ai_account_code,ai_acc_name,prod_account_name,prod_account_code,prod_parent_account_code,is_match,is_match_parent,unmatch_remark
กำไรจากหนี้สินทางการเงินที่กำหนดให้แสดงด้วยมูลค่ายุติธรรม,,,กำไรจากหนี้สินทางการเงินที่กำหนดให้แสดงด้วยมูลค่ายุติธรรม,515000,519997,False,False,"517110-กำไรจากหนี้สินทางการเงินที่กำหนดให้แสดงด้วยมูลค่ายุติธรรม-หนี้สินทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน เพิ่มขึ้น (ลดลง)-The input name mentions an increase/decrease in financial liabilities measured at fair value through profit or loss. The closest match in the provided taxonomy list is 'หนี้สินทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน เพิ่มขึ้น (ลดลง)' with SET Code '517110', and the fs_category is related to กระแสเงินสดจากกิจกรรมดำเนินงาน. | "
ดอกเบี้ยรับ,,,ดอกเบี้ยรับ,514720,514500,False,False,"519500-ดอกเบี้ยรับ-รับดอกเบี้ย-The input query 'ดอกเบี้ยรับ' matches the meaning_of_taxonomy 'เงินสดรับดอกเบี้ย' in the Taxonomy list.  The input metadata financial_statement_type is 'งบกระแสเงินสด' which is matched with 'CF' in the Taxonomy list. And the input metadata fs_category is 'กระแสเงินสดจากกิจกรรมดำเนินงาน' which is matched with 'กิจกรรมดำเนินงาน' in the Taxonomy list. Thus, the SET Code should be '519500' and Item in Taxonomy should be 'รับดอกเบี้ย'. | 519500-ดอกเบี้ยรับ-รับดอกเบี้ย-The input 'ดอกเบี้ยรับ' is related to cash flow from operating activities, so the fs_category should be 'กิจกรรมดำเนินงาน'. The closest match from the Taxonomy list is 'รับดอกเบี้ย' with SET Code '519500'. | 519500-ดอกเบี้ยรับ-รับดอกเบี้ย-The input query 'ดอกเบี้ยรับ' is similar to 'รับดอกเบี้ย' and 'รายได้ดอกเบี้ยสุทธิ รายได้ดอกเบี้ย' in the Taxonomy list. However, there is no item in the Taxonomy list with fs_category as 'กระแสเงินสดจากกิจกรรมลงทุน'. Therefore, the closest match is 'รับดอกเบี้ย' with set code '519500'. | "
เงินปันผลรับ,,,เงินปันผลรับ,514710,519997,False,False,"519700-เงินปันผลรับ-รับเงินปันผล-The INPUT's financial_statement_type is งบกระแสเงินสด and fs_category is กระแสเงินสดจากกิจกรรมดำเนินงาน.  The closest match from the Taxonomy list is  item_in_taxonomy: รับเงินปันผล and set_code: 519700 | 529700-เงินปันผลรับ-รับเงินปันผล-The input 'เงินปันผลรับ' implies Dividend Received. 
The input metadata specifies financial_statement_type as งบกระแสเงินสด and fs_category as กระแสเงินสดจากกิจกรรมลงทุน. 
Therefore, the most relevant item in the Taxonomy list is {'form_no': 'F1', 'indent': '0', 'set_code': '529700', 'financial_statement_type': 'CF', 'data_type': 'N', 'meaning_of_taxonomy': 'เงินสดรับเงินปันผล, เงินสดรับจากเงินปันผลที่ได้รับจากบริษัทย่อยและบริษัทร่วม', 'symbol': '123', 'item_in_taxonomy': 'รับเงินปันผล', 'item_in_taxonomy_en': 'Dividend Received', 'fs_category': 'กิจกรรมลงทุน'} | "
ค่าใช้จ่ายดอกเบี้ย,,,ค่าใช้จ่ายดอกเบี้ย,514800,514500,False,False,"410108-ค่าใช้จ่ายดอกเบี้ย-รายได้ดอกเบี้ย-The input is ค่าใช้จ่ายดอกเบี้ย and financial_statement_type is งบกำไรขาดทุนเบ็ดเสร็จ (ยังไม่ได้ตรวจสอบ) which is a PL, fs_category is รายได้.  The closest matched item in Taxonomy is รายได้ดอกเบี้ย with set code 410108 | 429900-ค่าใช้จ่ายดอกเบี้ย-ค่าใช้จ่ายดอกเบี้ย-The input query 'ค่าใช้จ่ายดอกเบี้ย' is directly matched to the 'item_in_taxonomy' in the Taxonomy list. Thus, the correct SET Code is '429900'. | 519600-ค่าใช้จ่ายดอกเบี้ย-จ่ายดอกเบี้ย-The input is ค่าใช้จ่ายดอกเบี้ย and financial_statement_type is งบกระแสเงินสด, fs_category is กระแสเงินสดจากกิจกรรมดำเนินงาน.  The closest matching item from the Taxonomy list is จ่ายดอกเบี้ย with set code 519600 | "
เงินวางหลักประกันของตราสารอนุพันธ์,,,เงินวางหลักประกันของตราสารอนุพันธ์,516600,519998,False,False,"104600-เงินวางหลักประกันของตราสารอนุพันธ์-หลักประกันตามสัญญาเครดิตซัพพอร์ทแอนเน็กซ์-From the Taxonomy list, meaning_of_taxonomy mentioned  บางครั้งใช้ขื่อว่า เงินวางหลักประกันของตราสารอนุพันธ์ which matched the query. And the value of property fs_category is สินทรัพย์, so the correct SET Code is 104600 and Item in Taxonomy is หลักประกันตามสัญญาเครดิตซัพพอร์ทแอนเน็กซ์ | <NA>-เงินวางหลักประกันของตราสารอนุพันธ์-nan-There is no item in the taxonomy list that matches the query 'เงินวางหลักประกันของตราสารอนุพันธ์' related to fs_category กระแสเงินสดจากกิจกรรมดำเนินงาน | "
รายการระหว่างธนาคารและตลาดเงิน,,,รายการระหว่างธนาคารและตลาดเงิน,516900,519998,False,False,"200200-รายการระหว่างธนาคารและตลาดเงิน-รายการระหว่างธนาคารและตลาดเงิน-The input item name 'รายการระหว่างธนาคารและตลาดเงิน' matched with 'item_in_taxonomy' column in the Taxonomy list. And the financial_statement_type of both Input and Taxonomy List are matched. | 515200-รายการระหว่างธนาคารและตลาดเงิน-รายการระหว่างธนาคารและตลาดเงิน (เพิ่มขึ้น) ลดลง-The query \""รายการระหว่างธนาคารและตลาดเงิน\"" matches multiple items in the taxonomy list.  However, only the item with set_code 515200 has fs_category related to กระแสเงินสดจากกิจกรรมดำเนินงาน. | 515200-รายการระหว่างธนาคารและตลาดเงิน-รายการระหว่างธนาคารและตลาดเงิน (เพิ่มขึ้น) ลดลง-The query matches closely to the item_in_taxonomy 'รายการระหว่างธนาคารและตลาดเงิน (เพิ่มขึ้น) ลดลง' and 'รายการระหว่างธนาคารและตลาดเงิน เพิ่มขึ้น (ลดลง)' in the taxonomy list. However, only the former's fs_category matches the context's fs_category, which is กิจกรรมดำเนินงาน. | "
เงินรับหลักประกันของตราสารอนุพันธ์,,,เงินรับหลักประกันของตราสารอนุพันธ์,518300,519998,False,False,"202100-เงินรับหลักประกันของตราสารอนุพันธ์-หนี้สินอนุพันธ์-The most relevant item from the provided taxonomy list is 'หนี้สินอนุพันธ์' (Derivative Liabilities) with SET Code '202100'. Although the input mentions 'เงินรับ' (money received), suggesting an asset, the context clarifies that it pertains to collateral, which aligns with a liability perspective in financial reporting. The input also specifies 'ตราสารอนุพันธ์' (derivatives), directly corresponding to the chosen taxonomy item. Considering the input metadata indicating 'งบฐานะการเงิน' (balance sheet) and 'หนี้สิน' (liabilities), 'หนี้สินอนุพันธ์' accurately reflects the financial position of holding collateral received for derivative instruments as a liability. | <NA>-เงินรับหลักประกันของตราสารอนุพันธ์-nan-There is no item in the taxonomy list that matches the input query with the correct fs_category. | "
ภาษีจ่าย,,,ภาษีจ่าย,519900,519999,False,False,514900-ภาษีจ่าย-ภาษีเงินได้-The most relevant item from the provided taxonomy list is 'ภาษีเงินได้' (Income Tax Expense) with SET Code '514900'. This aligns with the query 'ภาษีจ่าย' (Tax Paid) and the specified financial statement category 'กระแสเงินสดจากกิจกรรมดำเนินงาน' (Cash Flows from Operating Activities).  | 
ผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,,,ผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,520300,529999,False,False,
เงินสดรับจากการไถ่ถอนเงินลงทุนในตราสารหนี้ที่วัดมูลค่าด้วยราคาทุนตัดจำหน่าย,,,เงินสดรับจากการไถ่ถอนเงินลงทุนในตราสารหนี้ที่วัดมูลค่าด้วยราคาทุนตัดจำหน่าย,520200,529999,False,False,"520220-เงินสดรับจากการไถ่ถอนเงินลงทุนในตราสารหนี้ที่วัดมูลค่าด้วยราคาทุนตัดจำหน่าย-เงินสดรับจากเงินลงทุน เงินสดรับจากการไถ่ถอนเงินลงทุนในตราสารหนี้-The input keywords ""เงินสดรับจากการไถ่ถอนเงินลงทุนในตราสารหนี้"" matched the item in taxonomy ""เงินสดรับจากเงินลงทุน เงินสดรับจากการไถ่ถอนเงินลงทุนในตราสารหนี้"" which belonged to the correct fs_category. | "
ดอกเบี้ยรับ,,,ดอกเบี้ยรับ,529900,529999,False,False,"519500-ดอกเบี้ยรับ-รับดอกเบี้ย-The input query 'ดอกเบี้ยรับ' matches the meaning_of_taxonomy 'เงินสดรับดอกเบี้ย' in the Taxonomy list.  The input metadata financial_statement_type is 'งบกระแสเงินสด' which is matched with 'CF' in the Taxonomy list. And the input metadata fs_category is 'กระแสเงินสดจากกิจกรรมดำเนินงาน' which is matched with 'กิจกรรมดำเนินงาน' in the Taxonomy list. Thus, the SET Code should be '519500' and Item in Taxonomy should be 'รับดอกเบี้ย'. | 519500-ดอกเบี้ยรับ-รับดอกเบี้ย-The input 'ดอกเบี้ยรับ' is related to cash flow from operating activities, so the fs_category should be 'กิจกรรมดำเนินงาน'. The closest match from the Taxonomy list is 'รับดอกเบี้ย' with SET Code '519500'. | 519500-ดอกเบี้ยรับ-รับดอกเบี้ย-The input query 'ดอกเบี้ยรับ' is similar to 'รับดอกเบี้ย' and 'รายได้ดอกเบี้ยสุทธิ รายได้ดอกเบี้ย' in the Taxonomy list. However, there is no item in the Taxonomy list with fs_category as 'กระแสเงินสดจากกิจกรรมลงทุน'. Therefore, the closest match is 'รับดอกเบี้ย' with set code '519500'. | "
ผ่านกำไรหรือขาดทุนและการกู้ยืมเงิน,,,ผ่านกำไรหรือขาดทุนและการกู้ยืมเงิน,530620,530600,False,False,
ผ่านกำไรหรือขาดทุนและการกู้ยืมเงิน,,,ผ่านกำไรหรือขาดทุนและการกู้ยืมเงิน,530610,530600,False,False,
เงินสดและรายการเทียบเท่าเงินสดเพิ่มขึ้น(ลดลง)สุทธิ,,,เงินสดและรายการเทียบเท่าเงินสดเพิ่มขึ้น(ลดลง)สุทธิ,509999,599999,False,False,530620-เงินสดและรายการเทียบเท่าเงินสดเพิ่มขึ้น(ลดลง)สุทธิ-ตราสารหนี้ที่ออกและเงินกู้ยืม เพิ่มขึ้น (ลดลง) เงินสดรับจากตราสารหนี้ที่ออกและเงินกู้ยืม-Searched for taxonomy item related to fs_category กระแสเงินสดจากกิจกรรมจัดหาเงิน and found  'ตราสารหนี้ที่ออกและเงินกู้ยืม เพิ่มขึ้น (ลดลง) เงินสดรับจากตราสารหนี้ที่ออกและเงินกู้ยืม' as a possible match. | 
เงินสดและรายการเทียบเท่าเงินสดณวันต้นรอบระยะเวลา,,,เงินสดและรายการเทียบเท่าเงินสดณวันต้นรอบระยะเวลา,599998,599999,False,False,"<NA>-เงินสดและรายการเทียบเท่าเงินสดณวันต้นรอบระยะเวลา-nan-There is no item in the taxonomy that belongs to the fs_category กระแสเงินสดจากกิจกรรมจัดหาเงิน.  Therefore, could not find the item in taxonomy with the provided context. | "
เงินสดและรายการเทียบเท่าเงินสดณวันปลายรอบระยะเวลา,,,เงินสดและรายการเทียบเท่าเงินสดณวันปลายรอบระยะเวลา,599999,,False,False,530610-เงินสดและรายการเทียบเท่าเงินสดณวันปลายรอบระยะเวลา-ตราสารหนี้ที่ออกและเงินกู้ยืม เพิ่มขึ้น (ลดลง) เงินสดจ่ายชำระคืนตราสารหนี้ที่ออกและเงินกู้ยืม-The INPUT's financial_statement_type is งบกระแสเงินสด and fs_category is กระแสเงินสดจากกิจกรรมจัดหาเงิน.  The closest match from the Taxonomy list is fs_category: 'กิจกรรมจัดหาเงิน' and item_in_taxonomy: 'ตราสารหนี้ที่ออกและเงินกู้ยืม เพิ่มขึ้น (ลดลง) เงินสดจ่ายชำระคืนตราสารหนี้ที่ออกและเงินกู้ยืม'. | 
