taxonomy_account_name,ai_account_code,ai_acc_name,prod_account_name,prod_account_code,prod_parent_account_code,is_match,is_match_parent,unmatch_remark
ค่าใช้จ่ายภาษีเงินได้,,,ค่าใช้จ่ายภาษีเงินได้,439800,409995,False,False,"429830-ค่าใช้จ่ายภาษีเงินได้-ค่าภาษีเงินได้-The most relevant item from the provided taxonomy list is 'ค่าภาษีอากร' because this is the closest match to the input query 'ค่าใช้จ่ายภาษีเงินได้'.

Although the input mentions 'ภาษีเงินได้', the taxonomy list does not contain a specific item for 'ค่าใช้จ่ายภาษีเงินได้'. Therefore, 'ค่าภาษีอากร' is chosen as the most suitable match. | 429840-ค่าใช้จ่ายภาษีเงินได้-ภาษีเงินได้-The INPUT is ค่าใช้จ่ายภาษีเงินได้ and financial_statement_type is งบกำไรขาดทุนเบ็ดเสร็จ  สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567 และ 2566, fs_category is null. Therefore, the most relevant item_in_taxonomy is ภาษีเงินได้. | "
กำไรขาดทุนเบ็ดเสร็จรวมสำหรับงวด,,,กำไรขาดทุนเบ็ดเสร็จรวมสำหรับงวด,470100,,False,False,"409999-กำไรขาดทุนเบ็ดเสร็จรวมสำหรับงวด-กำไร (ขาดทุน) เบ็ดเสร็จรวม สำหรับงวด-The query mentions 'กำไรขาดทุนเบ็ดเสร็จรวมสำหรับงวด' which directly matches with the item_in_taxonomy 'กำไร (ขาดทุน) เบ็ดเสร็จรวม สำหรับงวด' in the taxonomy list. Also, the  fs_category is related to null as instructed. | 409999-กำไรขาดทุนเบ็ดเสร็จรวมสำหรับงวด-กำไร (ขาดทุน) เบ็ดเสร็จรวม สำหรับงวด-The query 'กำไรขาดทุนเบ็ดเสร็จรวมสำหรับงวด' is closely related to the item 'กำไร (ขาดทุน) เบ็ดเสร็จรวม สำหรับงวด' in the Taxonomy list, and the  fs_category is matched to the context. | "
รายได้ค้างรับลดลง,,,รายได้ค้างรับลดลง,516600,519998,False,False,515000-รายได้ค้างรับลดลง-รายการปรับปรุงอื่น ๆ-The input item's fs_category is กระแสเงินสดจากกิจกรรมดำเนินงาน.  So the selected Taxonomy item's fs_category should be related to  กิจกรรมดำเนินงาน. And รายได้ค้างรับลดลง is potentially mapped to รายการปรับปรุงอื่น ๆ | 
รายได้รับล่วงหน้าลดลง,,,รายได้รับล่วงหน้าลดลง,518300,519998,False,False,"515800-รายได้รับล่วงหน้าลดลง-เงินให้สินเชื่อแก่ลูกหนี้ (เพิ่มขึ้น) ลดลง-The input 'รายได้รับล่วงหน้าลดลง' implies a decrease in receivables, which is a cash inflow from operating activities.  Although there is no perfect match in the taxonomy, 'เงินให้สินเชื่อแก่ลูกหนี้ (เพิ่มขึ้น) ลดลง' is selected because this item reflects the cash flow from changes in receivables. | "
ค่าใช้จ่ายค้างจ่ายลดลง,,,ค่าใช้จ่ายค้างจ่ายลดลง,518300,519998,False,False,"515000-ค่าใช้จ่ายค้างจ่ายลดลง-รายการปรับปรุงอื่น ๆ-The INPUT's financial_statement_type is งบกระแสเงินสด  สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567 และ 2566, which maps to 'CF' in the Taxonomy list. The INPUT's fs_category is กระแสเงินสดจากกิจกรรมดำเนินงาน, which maps to 'กิจกรรมดำเนินงาน' in the Taxonomy list.  The most relevant item_in_taxonomy from the provided context is รายการปรับปรุงอื่น ๆ as it encompasses various adjustments within cash flow from operating activities. | "
โอนกลับค่าความเสียหายที่เกิดจากคดีฟ้องร้อง,,,โอนกลับค่าความเสียหายที่เกิดจากคดีฟ้องร้อง,518300,519998,False,False,<NA>-โอนกลับค่าความเสียหายที่เกิดจากคดีฟ้องร้อง-nan-There is no item in the taxonomy that matches the query. | 
สำรองผลประโยชน์ระยะยาวของพนักงาน,,,สำรองผลประโยชน์ระยะยาวของพนักงาน,514910,519997,False,False,518700-สำรองผลประโยชน์ระยะยาวของพนักงาน-ประมาณการหนี้สินผลประโยชน์พนักงาน เพิ่มขึ้น (ลดลง)-The query 'สำรองผลประโยชน์ระยะยาวของพนักงาน' maps to the taxonomy item 'Increase (Decrease) In Provisions For Employee Benefit Obligations' which is represented by the SET code '518700'. This is because the meaning_of_taxonomy field in the Taxonomy list mentions 'ประมาณการหนี้สินผลประโยชน์พนักงาน เพิ่มขึ้นหรือลดลง' which is semantically similar to the input query.  | 
ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น,,,ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น,510400,519997,False,False,"430700-ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น-ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น-The INPUT 'ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น'  matches the closest meaning to item_in_taxonomy '(กลับรายการ) ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น'. In this case, fs_category is 'กำไรขาดทุน', so using item_in_taxonomy instead of fs_category. | 430700-ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น-ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น-The query 'ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น' is an exact match to the item_in_taxonomy '(กลับรายการ) ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น' after removing '(กลับรายการ)' from the item in taxonomy, and the financial statement type is 'PL' which is aligned with the input metadata. | "
ขาดทุนจากการด้อยค่าของทรัพย์สินรอการขาย(โอนกลับ),,,ขาดทุนจากการด้อยค่าของทรัพย์สินรอการขาย(โอนกลับ),511200,519997,False,False,"512000-ขาดทุนจากการด้อยค่าของทรัพย์สินรอการขาย(โอนกลับ)- (โอนกลับ) ขาดทุนจากการด้อยค่าของทรัพย์สินรอการขาย-The most relevant item from the taxonomy list is ""(โอนกลับ) ขาดทุนจากการด้อยค่าของทรัพย์สินรอการขาย"" with SET Code ""512000"" because the input name contains the keyword  ""ขาดทุนจากการด้อยค่าของทรัพย์สินรอการขาย (โอนกลับ)"" which directly matches the meaning of this taxonomy item.  | "
เงินสดจ่ายภาษีเงินได้นิติบุคคล,,,เงินสดจ่ายภาษีเงินได้นิติบุคคล,519900,519999,False,False,514900-เงินสดจ่ายภาษีเงินได้นิติบุคคล-ภาษีเงินได้-The input name suggests that it is related to 'Income Tax Expense' which is similar to the meaning of taxonomy in the list. And the fs_category is matched to the context. | 
เงินรอรับจากการขายทอดตลาด,,,เงินรอรับจากการขายทอดตลาด,516600,519998,False,False,"521000-เงินรอรับจากการขายทอดตลาด-เงินสดรับจากการจำหน่ายทรัพย์สินรอการขาย-The closest match from the taxonomy list is 'เงินสดรับจากการจำหน่ายทรัพย์สินรอการขาย' because the input mentions 'ขายทอดตลาด' which implies a disposal of assets. Although the fs_category does not match the input, we will use item_in_taxonomy instead. | "
เงินทดรองจ่ายค่าธรรมเนียมในการซื้อทรัพย์และอื่นๆ,,,เงินทดรองจ่ายค่าธรรมเนียมในการซื้อทรัพย์และอื่นๆ,516600,519998,False,False,"539900-เงินทดรองจ่ายค่าธรรมเนียมในการซื้อทรัพย์และอื่นๆ-รายการอื่น ๆ (กิจกรรมจัดหาเงิน)-The INPUT's financial_statement_type is งบกระแสเงินสด  สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567 และ 2566, so the output financial_statement_type is CF.  The INPUT's fs_category has no direct match in the Taxonomy list.  However, it is related to financing activities based on the input name. Therefore, the closest match in the Taxonomy list is {'form_no': 'F1', 'meaning_of_taxonomy': 'บางครั้งใช้ขื่อว่า เงินสดจ่ายค่าธรรมเนียมในการออกตราสารหนี้และเงินกู้ยืม ', 'item_in_taxonomy': 'รายการอื่น ๆ (กิจกรรมจัดหาเงิน)', 'data_type': 'N', 'indent': '0', 'fs_category': 'กิจกรรมจัดหาเงิน', 'mandatory_mapping': '', 'financial_statement_type': 'CF', 'item_in_taxonomy_en': 'Other Items (Financing Activities)', 'set_code': '539900', 'symbol': '123'}. | "
เงินสดรับจากเงินลงทุน,,,เงินสดรับจากการคืนทุนเงินลงทุน,520200,529999,False,False,"529900-เงินสดรับจากการคืนทุนเงินลงทุน-รายการอื่น ๆ (กิจกรรมลงทุน)-The input item is similar to meaning_of_taxonomy in the first item of the Taxonomy list. Thus, the model selects the SET code and Item in Taxonomy from that item. | "
