taxonomy_account_name,ai_account_code,ai_acc_name,prod_account_name,prod_account_code,prod_parent_account_code,is_match,is_match_parent,unmatch_remark
ขาดทุนสำหรับงวด,,,ขาดทุนสำหรับงวด,510100,519997,False,False,"409996-ขาดทุนสำหรับงวด-กำไร (ขาดทุน) สุทธิ สำหรับงวด-The input query 'ขาดทุนสำหรับงวด' maps to the fs_category 'กำไรขาดทุน' in the taxonomy list. Therefore, the selected SET Code is '409996' and the Item in Taxonomy is 'กำไร (ขาดทุน) สุทธิ สำหรับงวด'. | 409996-ขาดทุนสำหรับงวด-กำไร (ขาดทุน) สุทธิ สำหรับงวด-The closest match from the provided taxonomy list is  กำไร (ขาดทุน) สุทธิ สำหรับงวด based on the input query and financial statement type. | "
กำไรจากการจำหน่ายสินทรัพย์ทางการเงินหมุนเวียนอื่น,,,กำไรจากการจำหน่ายสินทรัพย์ทางการเงินหมุนเวียนอื่น,511000,519997,False,False,"515000-กำไรจากการจำหน่ายสินทรัพย์ทางการเงินหมุนเวียนอื่น-รายการปรับปรุงอื่น ๆ-The input line item name matches the meaning_of_taxonomy in the third item of the Taxonomy list. Because the fs_category does not match the input metadata, we use item_in_taxonomy instead. | "
(กำไร)ขาดทุนที่ยังไม่เกิดขึ้นจากการเปลี่ยนแปลงมูลค่าสินทรัพย์ทางการเงินหมุนเวียนอื่น,,,(กำไร)ขาดทุนที่ยังไม่เกิดขึ้นจากการเปลี่ยนแปลงมูลค่าสินทรัพย์ทางการเงินหมุนเวียนอื่น,511100,519997,False,False,"516100-(กำไร)ขาดทุนที่ยังไม่เกิดขึ้นจากการเปลี่ยนแปลงมูลค่าสินทรัพย์ทางการเงินหมุนเวียนอื่น-เงินลงทุนตามวิธีมูลค่ายุติธรรมผ่านกำไรหรือขาดทุนที่ไม่ได้วางเป็นหลักประกัน (เพิ่มขึ้น) ลดลง-The input mentions unrealized gains and losses from changes in the value of other current financial assets, and the context closest match is  'เงินลงทุนตามวิธีมูลค่ายุติธรรมผ่านกำไรหรือขาดทุนที่ไม่ได้วางเป็นหลักประกัน (เพิ่มขึ้น) ลดลง' because the meaning includes ' บางครั้งใช้ชื่อว่า สินทรัพย์ทางการเงินหมุนเวียนอื่น ' | 515000-(กำไร)ขาดทุนที่ยังไม่เกิดขึ้นจากการเปลี่ยนแปลงมูลค่าสินทรัพย์ทางการเงินหมุนเวียนอื่น-รายการปรับปรุงอื่น ๆ-The most relevant item from the provided taxonomy list is 'รายการปรับปรุงอื่น ๆ' (Other Reconciliation Items) with SET code '515000'. Although no perfect match exists, this item's description includes similar phrases like 'กำไรจากการจำหน่ายสินทรัพย์ทางการเงินหมุนเวียนอื่น' (Gain on Disposal of Other Current Financial Assets), which aligns with the input query's reference to unrealized gains/losses from changes in the value of other current financial assets. | "
กำไรจากการวัดมูลค่ายุติธรรมของอสังหาริมทรัพย์เพื่อการลงทุน,,,กำไรจากการวัดมูลค่ายุติธรรมของอสังหาริมทรัพย์เพื่อการลงทุน,511300,519997,False,False,"439750-กำไรจากการวัดมูลค่ายุติธรรมของอสังหาริมทรัพย์เพื่อการลงทุน-กำไร (ขาดทุน) อื่น กำไร (ขาดทุน) จากการเปลี่ยนแปลงมูลค่ายุติธรรมของสินทรัพย์ที่ไม่ใช่สินทรัพย์ทางการเงิน-The query mentions 'กำไรจากการวัดมูลค่ายุติธรรมของอสังหาริมทรัพย์เพื่อการลงทุน' which matches the definition of 'กำไร (ขาดทุน) อื่น กำไร (ขาดทุน) จากการเปลี่ยนแปลงมูลค่ายุติธรรมของสินทรัพย์ที่ไม่ใช่สินทรัพย์ทางการเงิน' in the taxonomy list. Although no item's fs_category in the taxonomy list is related to the input metadata fs_category, this item is the most relevant to the query. | 439750-กำไรจากการวัดมูลค่ายุติธรรมของอสังหาริมทรัพย์เพื่อการลงทุน-กำไร (ขาดทุน) จากการเปลี่ยนแปลงมูลค่ายุติธรรมของสินทรัพย์ที่ไม่ใช่สินทรัพย์ทางการเงิน-The closest match is found by analyzing the meaning_of_taxonomy field. 
The terms  'กำไรจากการวัดมูลค่ายุติธรรมของอสังหาริมทรัพย์เพื่อการลงทุน' in the query and meaning_of_taxonomy suggest a match. 
Although the input financial_statement_type is งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567, the closest matched item's financial_statement_type is PL. | 515000-กำไรจากการวัดมูลค่ายุติธรรมของอสังหาริมทรัพย์เพื่อการลงทุน-รายการปรับปรุงอื่น ๆ-The INPUT METADATA specifies the fs_category as กระแสเงินสดจากกิจกรรมดำเนินงาน. However, there is no perfect match in the provided Taxonomy list.  The closest match is 'กำไรจากการรับโอนอสังหาริมทรัพย์เพื่อการลงทุนในการรับชำระหนี้' which is part of 'รายการปรับปรุงอื่น ๆ' with SET Code '515000' in the Taxonomy list. Therefore, we choose this as the most appropriate match. | "
กำไรจากการปลดภาระหนี้,,,กำไรจากการปลดภาระหนี้,515000,519997,False,False,"512400-กำไรจากการปลดภาระหนี้-กำไร (ขาดทุน) จากการเปลี่ยนเงื่อนไขตราสารหนี้-The most relevant item in the taxonomy list to describe กำไรจากการปลดภาระหนี้  is กำไร (ขาดทุน) จากการเปลี่ยนเงื่อนไขตราสารหนี้ which is in the category กิจกรรมดำเนินงาน matched the fs_category from INPUT METADATA. Therefore, the selected SET Code is 512400. | "
ประมาณการหนี้สินไม่หมุนเวียนสำหรับผลประโยชน์พนักงาน,,,ประมาณการหนี้สินไม่หมุนเวียนสำหรับผลประโยชน์พนักงาน,514910,519997,False,False,"222700-ประมาณการหนี้สินไม่หมุนเวียนสำหรับผลประโยชน์พนักงาน-ประมาณการหนี้สินผลประโยชน์พนักงาน - ไม่หมุนเวียน-The query mentions 'ประมาณการหนี้สิน' related to employee benefits and 'ไม่หมุนเวียน', indicating non-current liabilities. This aligns with the item 'ประมาณการหนี้สินผลประโยชน์พนักงาน - ไม่หมุนเวียน' (Provisions for Employee Benefit Obligations - Non-Current) in the taxonomy. | 222700-ประมาณการหนี้สินไม่หมุนเวียนสำหรับผลประโยชน์พนักงาน-ประมาณการหนี้สินผลประโยชน์พนักงาน - ไม่หมุนเวียน-The query mentions ""ประมาณการหนี้สิน"" and ""ผลประโยชน์พนักงาน"" which strongly suggests this is related to employee benefits. Additionally, it specifies ""ไม่หมุนเวียน"" meaning  non-current. Therefore, the closest match in the taxonomy is ""ประมาณการหนี้สินผลประโยชน์พนักงาน - ไม่หมุนเวียน"". | 518700-ประมาณการหนี้สินไม่หมุนเวียนสำหรับผลประโยชน์พนักงาน-ประมาณการหนี้สินผลประโยชน์พนักงาน เพิ่มขึ้น (ลดลง)-The most relevant item from the provided taxonomy list is ""ประมาณการหนี้สินผลประโยชน์พนักงาน เพิ่มขึ้น (ลดลง)"" as it directly relates to employee benefit obligations and their changes, aligning with the input query. The financial statement type is CF and fs_category is กิจกรรมดำเนินงาน, as specified in the input metadata. | "
ดอกเบี้ยจ่ายหุ้นกู้,,,ดอกเบี้ยจ่ายหุ้นกู้,514800,519997,False,False,"519600-ดอกเบี้ยจ่ายหุ้นกู้-จ่ายดอกเบี้ย-The input maps to the item ""จ่ายดอกเบี้ย"" in the taxonomy list because the input name suggests the cash outflow for interest expenses. The fs_category from the metadata matches the fs_category in the taxonomy list. Therefore, the SET Code is 519600. | "
ต้นทุนทางการเงิน,,,ดอกเบี้ยจ่ายเงินกู้ยืมบุคคลอื่น,514800,519997,False,False,"539600-ดอกเบี้ยจ่ายเงินกู้ยืมบุคคลอื่น-จ่ายดอกเบี้ย-The most relevant item from the provided taxonomy list is ""จ่ายดอกเบี้ย"" (Interest Paid) with SET Code 539600. Although the input mentions 'other parties,' the taxonomy item broadly covers interest paid, aligning with the input's meaning. Since no item specifically addresses interest paid on loans from other parties within the context of operating activities, this is the closest match. | "
ต้นทุนทางการเงิน,,,ดอกเบี้ยจ่ายเงินกู้ยืมบริษัทที่เกี่ยวข้องกัน,514800,519997,False,False,"539600-ดอกเบี้ยจ่ายเงินกู้ยืมบริษัทที่เกี่ยวข้องกัน-จ่ายดอกเบี้ย-The most relevant item from the provided taxonomy list is 'จ่ายดอกเบี้ย' (Interest Paid) with SET Code '539600'. Although the input mentions 'บริษัทที่เกี่ยวข้องกัน' (related parties), there's no direct match for interest expenses related to related parties within the 'กระแสเงินสดจากกิจกรรมดำเนินงาน' (Cash flows from operating activities) category in the taxonomy. Therefore, we choose the broader 'จ่ายดอกเบี้ย' to accommodate this input. | "
ดอกเบี้ยจ่ายตามสัญญาเช่า,,,ดอกเบี้ยจ่ายตามสัญญาเช่า,514800,519997,False,False,"519600-ดอกเบี้ยจ่ายตามสัญญาเช่า-จ่ายดอกเบี้ย-The input 'ดอกเบี้ยจ่ายตามสัญญาเช่า' is related to finance costs, and the provided financial statement type is 'งบกระแสเงินสด สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567' which means Cash Flow Statement. Thus, the closest matching item in the taxonomy list is 'จ่ายดอกเบี้ย' with SET Code '519600' under  'กิจกรรมดำเนินงาน' in Cash Flow Statement. | "
ลูกหนี้หมุนเวียนอื่น,,,ลูกหนี้หมุนเวียนอื่น,516600,519998,False,False,"113130-ลูกหนี้หมุนเวียนอื่น-สินทรัพย์ทางการเงินหมุนเวียนอื่น ลูกหนี้หมุนเวียนอื่น-The query ""ลูกหนี้หมุนเวียนอื่น"" matches with item_in_taxonomy ""สินทรัพย์ทางการเงินหมุนเวียนอื่น ลูกหนี้หมุนเวียนอื่น"" in the taxonomy list. Both financial_statement_type and fs_category criteria are met. | 113130-ลูกหนี้หมุนเวียนอื่น-สินทรัพย์ทางการเงินหมุนเวียนอื่น ลูกหนี้หมุนเวียนอื่น-The INPUT, ลูกหนี้หมุนเวียนอื่น, directly matches the item_in_taxonomy, สินทรัพย์ทางการเงินหมุนเวียนอื่น ลูกหนี้หมุนเวียนอื่น, in the Taxonomy list. The fs_category, สินทรัพย์หมุนเวียน, is also related to the INPUT METADATA fs_category, สินทรัพย์. Thus, the SET Code should be 113130. | 516910-ลูกหนี้หมุนเวียนอื่น-ลูกหนี้ที่เกิดจากภาษีอื่นหรือรายการอื่นภายใต้กฎหมาย (เพิ่มขึ้น) ลดลง-The most relevant item from the provided taxonomy list is 'ลูกหนี้ที่เกิดจากภาษีอื่นหรือรายการอื่นภายใต้กฎหมาย (เพิ่มขึ้น) ลดลง' because it broadly encompasses various types of receivables. Considering the input 'ลูกหนี้หมุนเวียนอื่น' likely falls under other receivables, this selection seems most appropriate. | "
ดอกเบี้ยค้างรับบริษัทที่เกี่ยวข้องกัน,,,ดอกเบี้ยค้างรับบริษัทที่เกี่ยวข้องกัน,519600,519999,False,False,"112320-ดอกเบี้ยค้างรับบริษัทที่เกี่ยวข้องกัน-เงินให้กู้ยืมระยะสั้นและดอกเบี้ยค้างรับ บุคคลหรือกิจการที่เกี่ยวข้องกัน-The input mentions ""ดอกเบี้ยค้างรับ"" and ""บริษัทที่เกี่ยวข้องกัน"" which most closely match the item ""เงินให้กู้ยืมระยะสั้นและดอกเบี้ยค้างรับ บุคคลหรือกิจการที่เกี่ยวข้องกัน"" in the provided taxonomy list. Although the input doesn't explicitly mention short-term loans, this item is the most relevant as it includes interest receivables from related parties. | 112320-ดอกเบี้ยค้างรับบริษัทที่เกี่ยวข้องกัน-เงินให้กู้ยืมระยะสั้นและดอกเบี้ยค้างรับ บุคคลหรือกิจการที่เกี่ยวข้องกัน-The query mentions ""ดอกเบี้ยค้างรับ"" and ""บริษัทที่เกี่ยวข้องกัน"" which directly match the taxonomy item ""เงินให้กู้ยืมระยะสั้นและดอกเบี้ยค้างรับ บุคคลหรือกิจการที่เกี่ยวข้องกัน"". | 515000-ดอกเบี้ยค้างรับบริษัทที่เกี่ยวข้องกัน-รายการปรับปรุงอื่น ๆ-The input name suggests that it is an adjustment item related to accrued interest from related companies in the cash flow statement. Although no perfect match was found in the provided taxonomy list, the closest item is 'รายการปรับปรุงอื่น ๆ' (Other Reconciliation Items) with SET Code 515000, as it serves as a general category for adjustments in the operating cash flow section. | "
เงินสดจ่ายชำระเงินกู้ยืมระยะสั้นจากบุคคลและบริษัทอื่น,,,เงินสดจ่ายชำระเงินกู้ยืมระยะสั้นจากบุคคลและบริษัทอื่น,530411,530410,False,False,"530412-เงินสดจ่ายชำระเงินกู้ยืมระยะสั้นจากบุคคลและบริษัทอื่น-เงินสดจ่ายชำระเงินกู้ยืมระยะสั้น - บุคคลหรือกิจการอื่น-The input mentions short-term loan repayments from individuals and other companies, aligning with the definition of 'เงินสดจ่ายชำระเงินกู้ยืมระยะสั้น - บุคคลหรือกิจการอื่น' in the taxonomy, and it also belongs to the correct fs_category,  'กิจกรรมจัดหาเงิน'. | "
เงินสดรับเงินกู้ยืมระยะสั้นจากบุคคลและบริษัทอื่น,,,เงินสดรับเงินกู้ยืมระยะสั้นจากบุคคลและบริษัทอื่น,530311,530310,False,False,"530312-เงินสดรับเงินกู้ยืมระยะสั้นจากบุคคลและบริษัทอื่น-เงินสดรับจากเงินกู้ยืมระยะสั้น - บุคคลหรือกิจการอื่น-The input query states that this is cash received from short-term borrowings from other individuals and companies. The most relevant item in the taxonomy list is 'เงินสดรับจากเงินกู้ยืมระยะสั้น - บุคคลหรือกิจการอื่น' with SET Code '530312' under the fs_category 'กิจกรรมจัดหาเงิน', which aligns with the input metadata's fs_category 'กระแสเงินสดจากกิจกรรมจัดหาเงิน'. | "
