form_no,set_code,dm_code,running_number,reference_no,indent,item_in_taxonomy,item_in_taxonomy_en,parent_code,parent_code_operation,formating,data_type,symbol,financial_statement_type,fs_category,description_th,description_en,opposite_code_short,mandatory_mapping,zone_code,warning_mapping_msg_th,warning_mapping_msg_en,meaning_of_taxonomy,historical_name
F6,112000,44,11,11,0,ลูกหนี้การค้าและลูกหนี้หมุนเวียนอื่น - สุทธิ,Trade And Other Receivables - Current - Net,119999,1,,N,23,BS_A,สินทรัพย์หมุนเวียน,"ใช้ในการคำนวณ Quick Ratio, Account Receivable Turnover","For calculation of Quick Ratio, Account Receivable Turnover",,,,,,"หมายถึง ลูกหนี้การค้าและลูกหนี้อื่นซึ่งบริษัทคาดว่าจะได้รับชำระภายในรอบระยะเวลาดำเนินงานตามปกติของบริษัท หรือถึงกำหนดรับชำระภายใน 12 เดือนนับจากวันสิ้นรอบระยะเวลารายงาน สุทธิจากค่าเผื่อผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น ประกอบด้วยรายการดังต่อไปนี้
1. ลูกหนี้การค้า หมายถึง สิทธิของบริษัทโดยปราศจากเงื่อนไขที่มีต่อสิ่งตอบแทนยกเว้นเงื่อนไขการจ่ายชำระสิ่งตอบแทนที่เป็นไปตามกำหนดเวลาที่ผ่านไป เช่น เงินที่ลูกค้าค้างชำระค่าสินค้าหรือค่าบริการที่บริษัทได้ส่งมอบสินค้าหรือให้บริการเสร็จสิ้นแล้ว เหลือเพียงแต่ระยะเวลาการจ่ายชำระตามกำหนดเวลาสินเชื่อ (Credit term) เท่านั้น รวมทั้งลูกหนี้ตามตั๋วเงินรับอันเกิดจากค่าสินค้าหรือบริการดังกล่าว 
2. ลูกหนี้หมุนเวียนอื่น หมายถึง ลูกหนี้อื่นที่ไม่ใช่ลูกหนี้การค้า เช่น เงินทดรองจ่าย ลูกหนี้จากการขายสินทรัพย์ถาวร ลูกหนี้ตามสัญญาโอนสิทธิ เป็นต้น

ลูกหนี้การค้าและลูกหนี้หมุนเวียนอื่น - สุทธิ เป็นรายการสุทธิของเลขอ้างอิงที่ 12 ถึง 14",ต้นทุนของสัญญา หรือ ลูกหนี้การค้าและลูกหนี้อื่น หรือ ลูกหนี้การค้าและลูกหนี้หมุนเวียนอื่น หรือ ลูกหนี้การค้าและลูกหนี้หมุนเวียนอื่น-สุทธิ หรือ ลูกหนี้การค้าและลูกหนี้หมุนเวียนอื่นสุทธิ หรือ ลูกหนี้การค้า หรือ ลูกหนี้ชาวไร่
F6,112010,46,12,12,1,บุคคลหรือกิจการอื่น,Other Parties,112000,1,,N,23,BS_A,สินทรัพย์หมุนเวียน,,,,,,,,หมายถึง ลูกหนี้การค้าและลูกหนี้หมุนเวียนอื่นที่เป็นรายการกับบุคคลหรือกิจการที่ไม่มีความเกี่ยวข้องกัน (อ้างอิงตามคำนิยามของบุคคลหรือกิจการที่เกี่ยวข้องกันตาม มาตรฐานการบัญชี ฉบับที่ 24 เรื่อง บุคคลหรือกิจการที่เกี่ยวข้องกัน),ลูกหนี้การค้าและลูกหนี้หมุนเวียนอื่น-กิจการอื่น หรือ -ลูกหนี้การค้า หรือ ลูกหนี้การค้าและลูกหนี้อื่น หรือ ลูกหนี้การค้าและลูกหนี้หมุนเวียนอื่น หรือ ลูกหนี้การค้าและลูกหนี้หมุนเวียนอื่น-สุทธิ หรือ ลูกหนี้การค้า หรือ ลูกหนี้การค้า-สุทธิ
F6,112020,48,13,13,1,บุคคลหรือกิจการที่เกี่ยวข้องกัน,Related Parties,112000,1,,N,23,BS_A,สินทรัพย์หมุนเวียน,,,,,,,,หมายถึง ลูกหนี้การค้าและลูกหนี้หมุนเวียนอื่นที่เป็นรายการกับบุคคลหรือกิจการที่เกี่ยวข้องกัน (อ้างอิงตามคำนิยามของบุคคลหรือกิจการที่เกี่ยวข้องกันตาม มาตรฐานการบัญชี ฉบับที่ 24 เรื่อง บุคคลหรือกิจการที่เกี่ยวข้องกัน),ลูกหนี้การค้าและลูกหนี้หมุนเวียนอื่น-กิจการที่เกี่ยวข้องกัน
F6,113130,117,14,14,1,ลูกหนี้หมุนเวียนอื่น,Other Current Receivables,112000,1,,N,23,BS_A,สินทรัพย์หมุนเวียน,"- รวมถึง เงินทดรองจ่าย ลูกหนี้จากการขายสินทรัพย์ถาวร
- ใช้ในการคำนวณ Quick Ratio, Account Receivable Turnover","- Include advances, receivables from disposal of fixed assets
- For calculation of Quick Ratio, Account Receivable Turnover",,,,,,หมายถึง ลูกหนี้หมุนเวียนอื่นที่นอกเหนือจากเลขอ้างอิงที่ 12 ถึง 13 เช่น เงินทดรองจ่าย ลูกหนี้จากการขายสินทรัพย์ถาวร ลูกหนี้ตามสัญญาโอนสิทธิ เป็นต้น,สินทรัพย์ที่เกิดจากสัญญา หรือ รายได้ค้างรับ หรือ ซื้อคืนสินทรัพย์ หรือ ลูกหนี้อื่น
F6,112110,66,15,15,0,ลูกหนี้ภายใต้สัญญากับหน่วยงานของรัฐ - หมุนเวียน,Unbilled receivables under agreements with government authorities - Current,119999,1,,N,23,BS_A,สินทรัพย์หมุนเวียน,รวมถึง ลูกหนี้จากการขายสินค้าหรือให้บริการภายใต้สัญญากับหน่วยงานของรัฐ,Include receivables from sales of goods or services under the contracts with government,,,,,,หมายถึง ลูกหนี้จากการขายสินค้าหรือให้บริการภายใต้สัญญากับหน่วยงานของรัฐซึ่งบริษัทคาดว่าจะได้รับชำระภายในรอบระยะเวลาดำเนินงานตามปกติของบริษัท หรือถึงกำหนดรับชำระภายใน 12 เดือนนับจากวันสิ้นรอบระยะเวลารายงาน ,รายได้ค่าบริการทางการแพทย์ค้างรับ หรือ -ลูกหนี้หมุนเวียนอื่น
F6,112071,57,16,16,0,เงินปันผลค้างรับ,Dividend Receivables,119999,1,,N,23,BS_A,สินทรัพย์หมุนเวียน,,,,,,,,หมายถึง เงินปันผลจากเงินลงทุนที่บริษัทถือในฐานะผู้ถือเงินลงทุน ซึ่งบริษัทมีสิทธิที่จะได้รับและได้รับรู้เป็นรายได้ ซึ่งบริษัทคาดว่าจะได้รับชำระภายในรอบระยะเวลาดำเนินงานตามปกติของบริษัท หรือถึงกำหนดรับชำระภายใน 12 เดือนนับจากวันสิ้นรอบระยะเวลารายงาน,
F6,112200,68,17,17,0,ลูกหนี้ตามสัญญาเช่าส่วนที่ถึงกำหนดชำระภายในหนึ่งปี - สุทธิ,Current Portion Of Lease Receivables - Net,119999,1,,N,23,BS_A,สินทรัพย์หมุนเวียน,,,,,,,,หมายถึง ลูกหนี้ที่เกิดจากสัญญาเช่าซึ่งจะถึงกำหนดรับชำระและบริษัทคาดว่าจะได้รับชำระภายใน 12 เดือนนับจากวันสิ้นรอบระยะเวลารายงาน สุทธิจากค่าเผื่อผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น,ครบกำหนดรับชำระภายในหนึ่งปีสุทธิ หรือ ลูกหนี้การค้าภายใต้สัญญาเช่าเงินทุนที่ครบกำหนดรับชำระภายในหนึ่งปีสุทธิ หรือ ลูกหนี้สัญญาเช่าเงินทุนส่วนที่ถึงกำหนดชำระภายในหนึ่งปี หรือ ที่ถึงกำหนดชำระภายในหนึ่งปี หรือ ลูกหนี้สัญญาเช่าเงินทุนที่ถึงกำหนดรับชำระภายในหนึ่งปี
F6,112300,70,18,18,0,เงินให้กู้ยืมระยะสั้นและดอกเบี้ยค้างรับ,Short-Term Loan And Interest Receivables,119999,1,,N,23,BS_A,สินทรัพย์หมุนเวียน,,,,,,,,"หมายถึง เงินให้กู้ยืมระยะสั้นและดอกเบี้ยค้างรับที่มีระยะเวลาการให้กู้ยืมหรือกำหนดรับชำระและบริษัทคาดว่าจะได้รับชำระภายใน 12 เดือนนับจากวันสิ้นรอบระยะเวลารายงาน หรือเงินให้กู้ยืมในลักษณะอื่นใดที่บริษัทคาดว่าจะได้รับชำระภายใน 12 เดือนนับจากวันสิ้นรอบระยะเวลารายงาน สุทธิจากค่าเผื่อผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น นอกเหนือจากเลขอ้างอิงที่ 5 11 15 16 และ 17 ที่ได้แยกแสดงตามรายการข้างต้นแล้ว

เงินให้กู้ยืมระยะสั้นและดอกเบี้ยค้างรับ ประกอบด้วยเลขอ้างอิงที่ 19 ถึง 20",
F6,112310,71,19,19,1,บุคคลหรือกิจการอื่น,Other Parties,112300,1,,N,23,BS_A,สินทรัพย์หมุนเวียน,,,,,,,,หมายถึง เงินให้กู้ยืมระยะสั้นและดอกเบี้ยค้างรับแก่บุคคลหรือกิจการที่ไม่มีความเกี่ยวข้องกัน (อ้างอิงตามคำนิยามของบุคคลหรือกิจการที่เกี่ยวข้องกันตามมาตรฐานการบัญชี ฉบับที่ 24 เรื่อง บุคคลหรือกิจการที่เกี่ยวข้องกัน),เงินให้กู้ยืมระยะสั้นแก่กิจการอื่น หรือ เงินให้กู้ยืมระยะสั้นแก่บุคคลและกิจการอื่น หรือ เงินให้กู้ยืมระยะสั้นแก่บริษัทอื่น หรือ -ส่วนที่ถึงกำหนดรับคืนภายในหนึ่งปี
F6,112320,72,20,20,1,บุคคลหรือกิจการที่เกี่ยวข้องกัน,Related Parties,112300,1,,N,23,BS_A,สินทรัพย์หมุนเวียน,,,,,,,,หมายถึง เงินให้กู้ยืมระยะสั้นและดอกเบี้ยค้างรับแก่บุคคลหรือกิจการที่เกี่ยวข้องกัน (อ้างอิงตามคำนิยามของบุคคลหรือกิจการที่เกี่ยวข้องกันตามมาตรฐานการบัญชี ฉบับที่ 24 เรื่อง บุคคลหรือกิจการที่เกี่ยวข้องกัน),จากบริษัทย่อย หรือ เงินให้กู้ยืมระยะสั้นแก่และดอกเบี้ยค้างรับจากบริษัทย่อย หรือ เงินให้กู้ยืมระยะสั้นแก่กิจการที่เกี่ยวข้องกัน หรือ เงินให้กู้ยืมระยะสั้นแก่บุคคลที่เกี่ยวข้องกัน หรือ เงินให้กู้ยืมระยะสั้นแก่บริษัทที่เกี่ยวข้องกัน หรือ เงินให้กู้ยืมระยะสั้นแก่กิจการที่เกี่ยวข้องกันและดอกเบี้ยค้างรับ หรือ เงินให้กู้ยืมระยะสั้นแก่บุคคลและกิจการที่เกี่ยวข้องกัน หรือ เงินให้กู้ยืมระยะสั้นแก่บริษัทย่อย
F6,112400,73,21,21,0,เงินให้กู้ยืมระยะยาวและดอกเบี้ยค้างรับ - ส่วนที่ถึงกำหนดชำระภายในหนึ่งปี,Current Portion Of Long-Term Loan Receivables,119999,1,,N,23,BS_A,สินทรัพย์หมุนเวียน,,,,,,,,"หมายถึง เงินให้กู้ยืมระยะยาวและดอกเบี้ยค้างรับเฉพาะส่วนที่มีกำหนดชำระภายใน 12 เดือนนับจากวันสิ้นรอบระยะเวลารายงาน หรือเงินให้กู้ยืมในลักษณะอื่นใดที่บริษัทคาดว่าจะได้รับชำระภายใน 12 เดือนนับจากวันสิ้นรอบระยะเวลารายงาน สุทธิจากค่าเผื่อผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น ที่นอกเหนือจากเลขอ้างอิงที่ 5 11 15 16 17 และ 18  

เงินให้กู้ยืมระยะยาวและดอกเบี้ยค้างรับเฉพาะส่วนที่ถึงกำหนดชำระภายในหนึ่งปี ประกอบด้วยเลขอ้างอิงที่ 22 ถึง 23",เงินให้กู้ยืมส่วนที่ถึงกำหนดชำระภายในหนึ่งปี หรือ เงินกู้ยืมระยะสั้นแก่บริษัทย่อย หรือ ส่วนของเงินให้กู้ยืมระยะยาวแก่บริษัทย่อยที่ถึงกำหนดชำระคืนภายในหนึ่งปี
F6,112410,75,22,22,1,บุคคลหรือกิจการอื่น,Other Parties,112400,1,,N,23,BS_A,สินทรัพย์หมุนเวียน,,,,,,,,หมายถึง เงินให้กู้ยืมระยะยาวและดอกเบี้ยค้างรับเฉพาะส่วนที่ถึงกำหนดชำระภายในหนึ่งปีแก่บุคคลหรือกิจการที่ไม่มีความเกี่ยวข้องกัน (อ้างอิงตามคำนิยามของบุคคลหรือกิจการที่เกี่ยวข้องกันตามมาตรฐานการบัญชี ฉบับที่ 24 เรื่อง บุคคลหรือกิจการที่เกี่ยวข้องกัน),ส่วนที่ถึงกำหนดชำระภายในหนึ่งปี
F6,112420,77,23,23,1,บุคคลหรือกิจการที่เกี่ยวข้องกัน,Related Parties,112400,1,,N,23,BS_A,สินทรัพย์หมุนเวียน,,,,,,,,หมายถึง เงินให้กู้ยืมระยะยาวและดอกเบี้ยค้างรับเฉพาะส่วนที่ถึงกำหนดชำระภายในหนึ่งปีแก่บุคคลหรือกิจการที่เกี่ยวข้องกัน (อ้างอิงตามคำนิยามของบุคคลหรือกิจการที่เกี่ยวข้องกันตามมาตรฐานการบัญชี ฉบับที่ 24 เรื่อง บุคคลหรือกิจการที่เกี่ยวข้องกัน),ส่วนของเงินให้กู้ยืมระยะยาวแก่กิจการที่เกี่ยวข้องกันที่ถึงกำหนดชำระภายในหนึ่งปี หรือ เงินให้กู้ยืมระยะยาวและดอกเบี้ยค้างรับจากบริษัทย่อยที่ถึงกำหนดชำระภายในหนึ่งปี หรือ เงินให้กู้ยืมระยะยาวแก่บริษัทย่อยและดอกเบี้ยค้างรับที่ถึงกำหนดชำระภายในหนึ่งปี หรือ เงินให้กู้ยืมระยะยาวแก่กิจการที่เกี่ยวข้องกันที่ถึงกำหนดรับชำระภายในหนึ่งปี หรือ ส่วนที่ถึงกำหนดชำระภายในหนึ่งปี
