,query,set_code,item_in_taxonomy,reasoning,table_name,category,number_values
10,ที่ดิน อาคารและอุปกรณ์สุทธิ,103800,ที่ดิน อาคาร และอุปกรณ์ - สุทธิ,The query is matched with item_in_taxonomy column in the Taxonomy list.  The value of fs_category in the matched Taxonomy list item is สินทรัพย์ which is related to the input metadata fs_category.,งบฐานะการเงิน,สินทรัพย์,"[1463875607, 1471649077, 21742934, 3496707]"
11,ค่าความนิยม,104200,ค่าความนิยม - สุทธิ,"The input 'ค่าความนิยม' matches exactly with the 'item_in_taxonomy' 'ค่าความนิยม - สุทธิ' in the taxonomy list. And the input metadata 'financial_statement_type' is 'งบฐานะการเงิน' which related to 'financial_statement_type' 'BS_A', and 'fs_category' is 'สินทรัพย์' which related to 'fs_category' 'สินทรัพย์'",งบฐานะการเงิน,สินทรัพย์,"[248455379, 248455379, 0, 0]"
12,สินทรัพย์ไม่มีตัวตนสุทธิ,104100,สินทรัพย์ไม่มีตัวตน - สุทธิ,"The query ""สินทรัพย์ไม่มีตัวตนสุทธิ"" is related to the item ""สินทรัพย์ไม่มีตัวตน - สุทธิ"" in the taxonomy list. Both refer to intangible assets after deducting accumulated depreciation and impairment.",งบฐานะการเงิน,สินทรัพย์,"[100419675, 79580765, 757185, 840806]"
13,สินทรัพย์ภาษีเงินได้ของรอบระยะเวลาปัจจุบัน,104400,สินทรัพย์ภาษีเงินได้รอตัดบัญชี,"The INPUT 'สินทรัพย์ภาษีเงินได้ของรอบระยะเวลาปัจจุบัน' is related to deferred tax assets, which aligns with the meaning of 'สินทรัพย์ภาษีเงินได้รอตัดบัญชี' (Deferred Tax Assets) in the taxonomy list. Thus, the selected SET Code is '104400' and Item in Taxonomy is 'สินทรัพย์ภาษีเงินได้รอตัดบัญชี'.",งบฐานะการเงิน,สินทรัพย์,"[0, 49335645, 211846, 12372]"
14,สินทรัพย์ภาษีเงินได้รอการตัดบัญชีสุทธิ,104400,สินทรัพย์ภาษีเงินได้รอตัดบัญชี,"The input query 'สินทรัพย์ภาษีเงินได้รอการตัดบัญชีสุทธิ' is very similar to the item 'สินทรัพย์ภาษีเงินได้รอตัดบัญชี' in the taxonomy list, and both belong to the same fs_category 'สินทรัพย์'. ",งบฐานะการเงิน,สินทรัพย์,"[1659766599, 1477283909, 0, 0]"
15,เบี้ยประกันภัยต่อจ่ายล่วงหน้าสุทธิ,104300,ต้นทุนการหาประกันภัยรอตัดบัญชี,The meaning_of_taxonomy indicates this is occasionally called เบี้ยประกันภัยต่อจ่ายล่วงหน้าสุทธิ.,งบฐานะการเงิน,สินทรัพย์,"[1005205377, 2077062793, 0, 0]"
16,ค่านายหน้าประกันภัยจ่ายล่วงหน้า,104300,ต้นทุนการหาประกันภัยรอตัดบัญชี,"The most relevant item in the Taxonomy list to ""ค่านายหน้าประกันภัยจ่ายล่วงหน้า"" (Prepaid Insurance Commissions) is ""ต้นทุนการหาประกันภัยรอตัดบัญชี"" (Deferred Acquisition Cost) given the provided context. This is because  'ต้นทุนการหาประกันภัยรอตัดบัญชี' represents costs related to acquiring insurance, which aligns with the concept of prepaid commissions in the context of insurance.",งบฐานะการเงิน,สินทรัพย์,"[1002233866, 997764185, 0, 0]"
17,เงินให้กู้ยืมแก่บริษัทที่เกี่ยวข้องกัน,102500,เงินให้กู้ยืมและดอกเบี้ยค้างรับ เงินให้กู้ยืม,"The input query refers to loans provided to related companies, and the input metadata specifies financial_statement_type as งบฐานะการเงิน and fs_category as สินทรัพย์. From the provided Taxonomy list, the most relevant item is 'เงินให้กู้ยืมและดอกเบี้ยค้างรับ เงินให้กู้ยืม' with SET Code '102500', as it aligns with the concept of loans given and falls under the specified financial statement type and category.",งบฐานะการเงิน,สินทรัพย์,"[0, 0, 90000000, 90000000]"
18,สินทรัพย์อื่น,109900,สินทรัพย์อื่น - สุทธิ,"The input 'สินทรัพย์อื่น' matches with item_in_taxonomy 'สินทรัพย์อื่น - สุทธิ' in the taxonomy list, and the fs_category 'สินทรัพย์' also matches the input metadata.",งบฐานะการเงิน,สินทรัพย์,"[877594932, 720791967, 1362943, 1145337]"
19,รวมสินทรัพย์,109999,รวมสินทรัพย์,The input query 'รวมสินทรัพย์' and financial_statement_type 'งบฐานะการเงิน'  exactly match with item_in_taxonomy 'รวมสินทรัพย์' and financial_statement_type 'BS_A' in the Taxonomy list. ,งบฐานะการเงิน,สินทรัพย์,"[54087468742, 57259524784, 10310060947, 10279935766]"
20,หนี้สินจากสัญญาประกันภัย,201200,หนี้สินจากสัญญาประกันภัย,"The query 'หนี้สินจากสัญญาประกันภัย' is a direct match with the 'item_in_taxonomy' in the Taxonomy list. And the 'fs_category' is 'หนี้สิน' as well. Thus, the correct SET Code is '201200'.",งบฐานะการเงิน,หนี้สิน,"[24261333473, 27410686551, 0, 0]"
21,เจ้าหนี้บริษัทประกันภัยต่อ,201400,เจ้าหนี้บริษัทประกันภัยต่อ,"The query 'เจ้าหนี้บริษัทประกันภัยต่อ' is an exact match to the item 'เจ้าหนี้บริษัทประกันภัยต่อ' in the provided taxonomy list. This item belongs to the 'หนี้สิน' fs_category, which aligns with the input metadata. Therefore, the set code '201400' is selected.",งบฐานะการเงิน,หนี้สิน,"[9918894402, 9148742173, 0, 0]"
22,ค่านายหน้าประกันภัยค้างจ่าย,201600,ค่าจ้างและค่าบำเหน็จค้างจ่าย,"The input name ""ค่านายหน้าประกันภัยค้างจ่าย"" closely resembles  ""ค่าจ้างและค่าบำเหน็จค้างจ่าย"" in the taxonomy list, and both fall under the fs_category ""หนี้สิน"". Therefore, the most relevant SET Code is 201600.",งบฐานะการเงิน,หนี้สิน,"[1136745440, 969845935, 0, 0]"
23,หุ้นกู้สุทธิ,201830,ตราสารหนี้ที่ออกและเงินกู้ยืม หุ้นกู้,"The input query 'หุ้นกู้สุทธิ' mentions 'หุ้นกู้' which directly corresponds to multiple entries in the taxonomy list. However, considering the provided 'fs_category' as 'หนี้สิน', the most appropriate match is 'ตราสารหนี้ที่ออกและเงินกู้ยืม หุ้นกู้' with SET Code '201830'. The term 'สุทธิ'  often implies a net value after adjustments, which doesn't contradict the chosen taxonomy item.",งบฐานะการเงิน,หนี้สิน,"[998529928, 998201165, 998529928, 998201165]"
24,ค่าเบี้ยประกันภัยรับล่วงหน้า,201500,เบี้ยประกันภัยรับล่วงหน้า,"The input query matches the item_in_taxonomy ""เบี้ยประกันภัยรับล่วงหน้า"" in the taxonomy list. And its fs_category is ""หนี้สิน"" which is matched the input metadata.",งบฐานะการเงิน,หนี้สิน,"[6872716514, 7821602652, 0, 0]"
25,บัญชีตั้งพักค่าเบี้ยประกันภัย,201200,หนี้สินจากสัญญาประกันภัย,The input query and metadata indicate this is an insurance liability on the balance sheet. The closest match in the taxonomy list is 'หนี้สินจากสัญญาประกันภัย' with set code '201200'.,งบฐานะการเงิน,หนี้สิน,"[106510980, 39453353, 0, 0]"
26,ภาษีเงินได้นิติบุคคลค้างจ่าย,203000,ภาษีเงินได้นิติบุคคลค้างจ่าย,The query 'ภาษีเงินได้นิติบุคคลค้างจ่าย' is an exact match with item_in_taxonomy in the Taxonomy list where financial_statement_type is BS_L and fs_category is หนี้สิน.,งบฐานะการเงิน,หนี้สิน,"[197719035, 0, 0, 0]"
27,ภาระผูกพันผลประโยชน์พนักงาน,202700,ประมาณการหนี้สินผลประโยชน์พนักงาน,"The meaning of taxonomy matching the query 'ภาระผูกพันผลประโยชน์พนักงาน' and financial_statement_type 'งบฐานะการเงิน' and fs_category 'หนี้สิน'  is 'บางครั้งใช้ขื่อว่า ภาระผูกพันผลประโยชน์พนักงาน หมายถึง ผลประโยชน์ทุกรูปแบบที่บริษัทประกันชีวิต/บริษัทประกันภัยให้แก่พนักงานเพื่อแลกเปลี่ยนกับบริการที่ได้รับจากพนักงาน ซึ่งบริษัทประกันชีวิต/บริษัทประกันภัยมีภาระผูกพันที่ต้องจ่ายให้แก่พนักงาน ซึ่งคาดว่าจะต้องจ่ายชำระ และ/หรือ มีความไม่แน่นอนเกี่ยวกับจังหวะเวลา และ/หรือ จำนวนที่ต้องจ่ายชำระ โดยแบ่งเป็น
1. ผลประโยชน์ระยะสั้นของพนักงาน หมายถึง ผลประโยชน์ของพนักงาน (ซึ่งมิใช่ผลประโยชน์เมื่อเลิกจ้าง) ซึ่งมีกำหนดจ่ายชำระภายใน 12 เดือน นับจากวันสิ้นงวดการให้บริการ
2. ผลประโยชน์หลังออกจากงาน หมายถึง ผลประโยชน์ของพนักงาน (ที่มิใช่ผลประโยชน์เมื่อเลิกจ้าง) ซึ่งมีการจ่ายหลังจากการจ้างงานสิ้นสุดลง
3. ผลประโยชน์เมื่อเลิกจ้าง หมายถึง ผลประโยชน์ของพนักงานที่จะจ่ายซึ่งเป็นผลจากการตัดสินใจของบริษัทประกันชีวิต/บริษัทประกันภัยที่จะเลิกจ้างพนักงานก่อนวันเกษียณอายุตามปกติ หรือ การตัดสินใจของพนักงานที่ยอมรับจะออกจากงานโดยสมัครใจเพื่อแลกเปลี่ยนกับผลประโยชน์ดังกล่าว'",งบฐานะการเงิน,หนี้สิน,"[528092223, 502571272, 6791172, 6038358]"
28,หนี้สินอื่น,209900,หนี้สินอื่น,The input query and the input metadata 'fs_category' match the item in the taxonomy list with set code '209900'.,งบฐานะการเงิน,หนี้สิน,"[1400419196, 1374676194, 93696074, 31660900]"
29,รวมหนี้สิน,209999,รวมหนี้สิน,The input query 'รวมหนี้สิน' and financial_statement_type งบฐานะการเงิน strongly suggest a match with the item 'รวมหนี้สิน' in the taxonomy list. This item also aligns with the fs_category 'หนี้สิน'.,งบฐานะการเงิน,หนี้สิน,"[45420961191, 48265779295, 1099017174, 1035900423]"
30,"หุ้นสามัญจำนวน 600,010,000 หุ้น มูลค่าที่ตราไว้หุ้นละ 1 บาท",310220,ทุนที่ออกและชำระแล้ว หุ้นสามัญชำระแล้ว,"The input mentions ordinary shares with a par value, which aligns with the definition of ""Issued and Paid-Up Share Capital Paid-Up Ordinary Shares"" in the taxonomy list. Therefore, the selected SET code is 310220 and the item is ""ทุนที่ออกและชำระแล้ว หุ้นสามัญชำระแล้ว"".",งบฐานะการเงิน,ส่วนของเจ้าของ,"[600010000, 600010000, 600010000, 600010000]"
31,"หุ้นสามัญจำนวน 594,292,336 หุ้น มูลค่าที่ได้รับชำระแล้วหุ้นละ 1 บาท",310220,ทุนที่ออกและชำระแล้ว หุ้นสามัญชำระแล้ว,"The input mentions ""หุ้นสามัญ"" and ""มูลค่าที่ได้รับชำระแล้ว"" which directly corresponds to the definition of ""ทุนที่ออกและชำระแล้ว หุ้นสามัญชำระแล้ว"" in the taxonomy list. ",งบฐานะการเงิน,ส่วนของเจ้าของ,"[594292336, 594292336, 594292336, 594292336]"
32,ส่วนเกินมูลค่าหุ้นสามัญ,310420,ส่วนเกิน (ต่ำกว่า) มูลค่าหุ้น ส่วนเกิน (ต่ำกว่า) มูลค่าหุ้นสามัญ,"The input name 'ส่วนเกินมูลค่าหุ้นสามัญ' is similar to the item_in_taxonomy 'ส่วนเกิน (ต่ำกว่า) มูลค่าหุ้น ส่วนเกิน (ต่ำกว่า) มูลค่าหุ้นสามัญ'. Thus, the set_code 310420 is selected.",งบฐานะการเงิน,ส่วนของเจ้าของ,"[895385444, 895385444, 8541105044, 8541105044]"
33,ส่วนเกินทุนจากการเปลี่ยนแปลงส่วนได้เสียในบริษัทย่อย,319921,ส่วนเกิน (ต่ำกว่า) ทุนจากการเปลี่ยนแปลงส่วนได้เสียในความเป็นเจ้าของในบริษัทย่อย,"The query mentions ""ส่วนเกินทุน"" and ""การเปลี่ยนแปลงส่วนได้เสียในบริษัทย่อย"", which directly corresponds to the item ""ส่วนเกิน (ต่ำกว่า) ทุนจากการเปลี่ยนแปลงส่วนได้เสียในความเป็นเจ้าของในบริษัทย่อย"" in the taxonomy. The financial statement type is confirmed as ""BS_OE"" based on the input metadata.",งบฐานะการเงิน,ส่วนของเจ้าของ,"[1354834, 1354834, 0, 0]"
34,สำรองตามกฎหมาย,310611,สำรองตามกฎหมาย,"The best match from taxonomy list is {'symbol': '23', 'fs_category': 'ส่วนของผู้ถือหุ้น', 'item_in_taxonomy': 'สำรองตามกฎหมาย', 'set_code': '310611', 'financial_statement_type': 'BS_OE', 'form_no': 'F4', 'data_type': 'N', 'meaning_of_taxonomy': 'หมายถึง สำรองที่กันไว้จากกำไรสุทธิ ตามกฎหมาย'} because the  fs_category is related to  ส่วนของเจ้าของ and meaning_of_taxonomy matched the query. ",งบฐานะการเงิน,ส่วนของเจ้าของ,"[121473834, 119920324, 59429234, 59429234]"
35,สำรองทั่วไป,310619,กำไรสะสม - จัดสรรแล้ว สำรองอื่น ๆ,"The closest match from the provided taxonomy list is 'กำไรสะสม - จัดสรรแล้ว สำรองอื่น ๆ' (Retained Earnings - Appropriated Other Reserves) with SET Code '310619'.

This is because its definition 'บางครั้งใช้ขื่อว่า ทุนสำรองทั่วไป หมายถึง จำนวนที่จัดสรรจากกำไรสุทธิหรือกำไรสะสมเพื่อการใด ๆ ตามมติที่ประชุมผู้ถือหุ้น...' mentions that it is sometimes called 'ทุนสำรองทั่วไป' which aligns with the input query 'สำรองทั่วไป'.",งบฐานะการเงิน,ส่วนของเจ้าของ,"[1289473447, 1197602141, 0, 0]"
36,ยังไม่ได้จัดสรร,310620,กำไร (ขาดทุน) สะสม กำไร (ขาดทุน) สะสม - ยังไม่ได้จัดสรร,"The input 'ยังไม่ได้จัดสรร' matches with the item 'กำไร (ขาดทุน) สะสม กำไร (ขาดทุน) สะสม - ยังไม่ได้จัดสรร' in the taxonomy list. Considering the input metadata financial_statement_type is งบฐานะการเงิน and fs_category is ส่วนของเจ้าของ, the best match from the provided taxonomy list is chosen.",งบฐานะการเงิน,ส่วนของเจ้าของ,"[9369367658, 9301597622, 15164833, 48156403]"
37,องค์ประกอบอื่นของส่วนของเจ้าของ,319900,องค์ประกอบอื่นของส่วนของผู้ถือหุ้น,The input name 'องค์ประกอบอื่นของส่วนของเจ้าของ' matches perfectly with the item in taxonomy 'องค์ประกอบอื่นของส่วนของผู้ถือหุ้น' in the context.  The context also has matching fs_category as 'ส่วนของผู้ถือหุ้น'.,งบฐานะการเงิน,ส่วนของเจ้าของ,"[-3746684507, -3272373583, 1052326, 1052326]"
38,รวมส่วนของผู้เป็นเจ้าของของบริษัท,319999,รวมส่วนของผู้ถือหุ้นของบริษัทใหญ่,"The query 'รวมส่วนของผู้เป็นเจ้าของของบริษัท' is a general term for equity, and it matches the closest meaning to 'item_in_taxonomy' : 'รวมส่วนของผู้ถือหุ้นของบริษัทใหญ่' in the taxonomy list. Also, the context information 'fs_category' is 'ส่วนของผู้ถือหุ้น' which is related to the input 'ส่วนของเจ้าของ'.",งบฐานะการเงิน,ส่วนของเจ้าของ,"[8524663046, 8837779118, 9211043773, 9244035343]"
39,ส่วนได้เสียที่ไม่มีอำนาจควบคุม,320130,ส่วนได้เสียที่ไม่มีอำนาจควบคุม,"The query 'ส่วนได้เสียที่ไม่มีอำนาจควบคุม' is an exact match to the 'item_in_taxonomy' field in the Taxonomy list. The 'fs_category' field in the matching Taxonomy list item is 'ส่วนของผู้ถือหุ้น', which is related to the input metadata 'fs_category' of 'ส่วนของเจ้าของ'.",งบฐานะการเงิน,ส่วนของเจ้าของ,"[141844505, 155966371, 0, 0]"
40,รวมส่วนของเจ้าของ,319999,รวมส่วนของผู้ถือหุ้นของบริษัทใหญ่,"The input query 'รวมส่วนของเจ้าของ' closely matches with 'รวมส่วนของผู้ถือหุ้นของบริษัทใหญ่' in the provided taxonomy list. Both refer to the total equity attributable to the parent company. Also, the financial statement type is 'งบฐานะการเงิน' which matches the taxonomy.",งบฐานะการเงิน,ส่วนของเจ้าของ,"[8666507551, 8993745489, 9211043773, 9244035343]"
41,รวมหนี้สินและส่วนของเจ้าของ,309999,รวมหนี้สินและส่วนของผู้ถือหุ้น,"The query 'รวมหนี้สินและส่วนของเจ้าของ' is a close match to the item 'รวมหนี้สินและส่วนของผู้ถือหุ้น' in the taxonomy list.  The other properties also align with the input metadata, making this the best match.",งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[54087468742, 57259524784, 10310060947, 10279935766]"
42,ทุนจดทะเบียน,310100,ทุนจดทะเบียน,"The query 'ทุนจดทะเบียน' is an exact match to the 'item_in_taxonomy' field in the Taxonomy list, and the 'fs_category' field ('ส่วนของผู้ถือหุ้น') is related to 'ส่วนของเจ้าของ' as instructed.",งบฐานะการเงิน (ต่อ),ส่วนของเจ้าของ,"[600010000, 600010000, 600010000, 600010000]"
43,ทุนที่ออกและชำระแล้ว,310200,ทุนที่ออกและชำระแล้ว,"The query 'ทุนที่ออกและชำระแล้ว' is an exact match to the 'item_in_taxonomy' field in the taxonomy list, and the 'fs_category' field ('ส่วนของผู้ถือหุ้น') is related to 'ส่วนของเจ้าของ'. Therefore, the SET code '310200' and 'item_in_taxonomy' 'ทุนที่ออกและชำระแล้ว' are the correct match.",งบฐานะการเงิน (ต่อ),ส่วนของเจ้าของ,"[594292336, 594292336, 594292336, 594292336]"
44,เบี้ยประกันภัยรับ,410126,เบี้ยประกันภัยรับ,"The query 'เบี้ยประกันภัยรับ' is an exact match with the 'item_in_taxonomy' in the Taxonomy list. Also, the fs_category of both query and matched item are both related to รายได้.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับรอบระยะเวลาสามเดือนสิ้นสุดวันที่ 30 มิถุนายน พ.ศ. 2567,รายได้,"[7274859025, 7865426187, 0, 0]"
45,หัก เบี้ยประกันภัยจ่ายจากการเอาประกันภัยต่อ,420200,หัก เบี้ยประกันภัยจ่ายจากการเอาประกันภัยต่อ,"The query 'หัก เบี้ยประกันภัยจ่ายจากการเอาประกันภัยต่อ' perfectly matches the item 'หัก เบี้ยประกันภัยจ่ายจากการเอาประกันภัยต่อ' in the provided taxonomy list. Thus, the set code '420200' is selected.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับรอบระยะเวลาสามเดือนสิ้นสุดวันที่ 30 มิถุนายน พ.ศ. 2567,รายได้,"[-5486720562, -5770285652, 0, 0]"
46,เบี้ยประกันภัยรับสุทธิ,400299,เบี้ยประกันภัยรับสุทธิ,"The query 'เบี้ยประกันภัยรับสุทธิ' is an exact match with the 'item_in_taxonomy' in the Taxonomy list. Thus, the set_code is '400299'.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับรอบระยะเวลาสามเดือนสิ้นสุดวันที่ 30 มิถุนายน พ.ศ. 2567,รายได้,"[1788138463, 2095140535, 0, 0]"
47,บวก สำรองเบี้ยประกันภัยที่ยังไม่ถือเป็นรายได้ลด จากรอบระยะเวลาก่อน,420300,หัก สำรองเบี้ยประกันภัยที่ยังไม่ถือเป็นรายได้เพิ่ม (ลด) จากงวดก่อน,"The query mentions 'สำรองเบี้ยประกันภัยที่ยังไม่ถือเป็นรายได้' and 'จากรอบระยะเวลาก่อน' which closely match the definition of 'หัก สำรองเบี้ยประกันภัยที่ยังไม่ถือเป็นรายได้เพิ่ม (ลด) จากงวดก่อน' in the taxonomy list. Thus, SET Code 420300 is selected.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับรอบระยะเวลาสามเดือนสิ้นสุดวันที่ 30 มิถุนายน พ.ศ. 2567,รายได้,"[359980211, 62485965, 0, 0]"
48,เบี้ยประกันภัยที่ถือเป็นรายได้สุทธิ,400399,เบี้ยประกันภัยที่ถือเป็นรายได้สุทธิจากการประกันภัยต่อ,"The most relevant item from the taxonomy list is เบี้ยประกันภัยที่ถือเป็นรายได้สุทธิจากการประกันภัยต่อ based on the input query เบี้ยประกันภัยที่ถือเป็นรายได้สุทธิ. Although the input does not contain the word ""จากการประกันภัยต่อ"", the meaning from the taxonomy list still covers the input query.  The input metadata financial_statement_type งบกำไรขาดทุนเบ็ดเสร็จ matches the taxonomy financial_statement_type PL. ",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับรอบระยะเวลาสามเดือนสิ้นสุดวันที่ 30 มิถุนายน พ.ศ. 2567,รายได้,"[2148118674, 2157626500, 0, 0]"
49,รายได้ค่าจ้างและค่าบำเหน็จ,410127,รายได้ค่าจ้างและค่าบำเหน็จ,The query 'รายได้ค่าจ้างและค่าบำเหน็จ' is an exact match with the 'รายได้ค่าจ้างและค่าบำเหน็จ' in the Taxonomy list. And the fs_category is matched the condition in the INSTRUCTION,งบกำไรขาดทุนเบ็ดเสร็จ สำหรับรอบระยะเวลาสามเดือนสิ้นสุดวันที่ 30 มิถุนายน พ.ศ. 2567,รายได้,"[1370832376, 1368001694, 0, 0]"
50,รายได้จากการลงทุนสุทธิ,410128,รายได้จากการลงทุนสุทธิ,"The query ""รายได้จากการลงทุนสุทธิ"" matches the item_in_taxonomy ""รายได้จากการลงทุนสุทธิ"" in the taxonomy list. Also, the fs_category of the selected item is ""กำไรขาดทุน"" which is related to the input metadata fs_category ""รายได้"".",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับรอบระยะเวลาสามเดือนสิ้นสุดวันที่ 30 มิถุนายน พ.ศ. 2567,รายได้,"[197104710, 236712772, 2208882, 244305]"
51,กำไรจากเงินลงทุน,431630,ผลกำไร (ขาดทุน) จากการลงทุน ผลกำไร (ขาดทุน) อื่นจากเงินลงทุน,"The closest match from the taxonomy list is 'ผลกำไร (ขาดทุน) จากการลงทุน ผลกำไร (ขาดทุน) อื่นจากเงินลงทุน' with SET Code '431630', as it closely resembles the input query after considering the input's fs_category is รายได้.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับรอบระยะเวลาสามเดือนสิ้นสุดวันที่ 30 มิถุนายน พ.ศ. 2567,รายได้,"[6580676, 27691113, 0, 0]"
52,กำไร(ขาดทุน)จากการปรับมูลค่ายุติธรรมของเงินลงทุน,431620,ผลกำไร (ขาดทุน) จากการลงทุน กำไร (ขาดทุน) จากการปรับมูลค่ายุติธรรมของเครื่องมือทางการเงิน,"The query mentions adjusting fair value of investment to profit and loss which is similar to the definition of ผลกำไร (ขาดทุน) จากการลงทุน กำไร (ขาดทุน) จากการปรับมูลค่ายุติธรรมของเครื่องมือทางการเงิน in the taxonomy list. And the closest fs_category is กำไรขาดทุน, so we use item_in_taxonomy in this case.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับรอบระยะเวลาสามเดือนสิ้นสุดวันที่ 30 มิถุนายน พ.ศ. 2567,รายได้,"[-309240, 3301002, 0, 0]"
53,ส่วนแบ่งกำไรจากเงินลงทุนในบริษัทร่วม,431100,ส่วนแบ่งกำไร (ขาดทุน) จากเงินลงทุนตามวิธีส่วนได้เสีย,"The input item name 'ส่วนแบ่งกำไรจากเงินลงทุนในบริษัทร่วม' is similar to the item in taxonomy 'ส่วนแบ่งกำไร (ขาดทุน) จากเงินลงทุนตามวิธีส่วนได้เสีย'. Although there is no item in the taxonomy list with fs_category as รายได้, this item is selected because the meaning best matched the input query.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับรอบระยะเวลาสามเดือนสิ้นสุดวันที่ 30 มิถุนายน พ.ศ. 2567,รายได้,"[10302050, 1628233, 0, 0]"
