,query,set_code,item_in_taxonomy,reasoning,table_name,category,number_values
10,รายได้ค่าเช่ารับล่วงหน้า,202310,หนี้สินที่เกิดจากสัญญาและค่าเช่ารับล่วงหน้า ค่าเช่ารับล่วงหน้า,"The query mentions 'รายได้ค่าเช่ารับล่วงหน้า' which directly translates to 'Unearned Rental Income'. The input metadata also specifies 'financial_statement_type' as 'งบฐานะการเงิน' and 'fs_category' as 'หนี้สิน', indicating Liabilities in the Balance Sheet. Therefore, the closest match from the taxonomy list is 'หนี้สินที่เกิดจากสัญญาและค่าเช่ารับล่วงหน้า ค่าเช่ารับล่วงหน้า' with SET Code '202310'.",งบฐานะการเงิน,หนี้สิน,"[816510, 816510]"
11,รวมหนี้สิน,209999,รวมหนี้สิน,The input query 'รวมหนี้สิน' and financial_statement_type งบฐานะการเงิน strongly match the item_in_taxonomy 'รวมหนี้สิน' in the taxonomy list.  The fs_category also matched the input metadata.,งบฐานะการเงิน,หนี้สิน,"[12485482, 13199968]"
12,ทุนที่ได้รับจากผู้ถือหน่วยลงทุน,310200,ทุนที่ได้รับจากผู้ถือหน่วยลงทุน,"The query 'ทุนที่ได้รับจากผู้ถือหน่วยลงทุน' matched to taxonomy item 'ทุนที่ได้รับจากผู้ถือหน่วยลงทุน'. Although the input metadata specified fs_category as สินทรัพย์สุทธิ, the taxonomy list associates this item with ส่วนของผู้ถือหุ้น. Therefore, using item_in_taxonomy, we suggest SET Code 310200 and Item in Taxonomy 'ทุนที่ได้รับจากผู้ถือหน่วยลงทุน'.",งบฐานะการเงิน,สินทรัพย์สุทธิ,"[72603800, 75403800]"
13,ขาดทุนสะสม,310600,กำไร (ขาดทุน) สะสม,"The query 'ขาดทุนสะสม' is related to Retained Earnings (Deficits) which is 'กำไร (ขาดทุน) สะสม' in Thai. And the input metadata financial_statement_type งบฐานะการเงิน is 'BS_OE' and fs_category สินทรัพย์สุทธิ is 'ส่วนของผู้ถือหุ้น' in Taxonomy list. Thus, the appropriate set_code from the provided Taxonomy list is 310600.",งบฐานะการเงิน,สินทรัพย์สุทธิ,"[-7411980, -8196147]"
14,สินทรัพย์สุทธิ,309998,รวมสินทรัพย์สุทธิ,"The closest match from the taxonomy list based on  fs_category and item_in_taxonomy is 'รวมสินทรัพย์สุทธิ' with set_code '309998', because the input  fs_category is สินทรัพย์สุทธิ and financial_statement_type is งบฐานะการเงิน",งบฐานะการเงิน,สินทรัพย์สุทธิ,"[65191820, 67207653]"
15,สินทรัพย์สุทธิต่อหน่วย (บาท),330101,สินทรัพย์สุทธิต่อหน่วย (บาท/หน่วย),"The query 'สินทรัพย์สุทธิต่อหน่วย (บาท)' matches the item_in_taxonomy 'สินทรัพย์สุทธิต่อหน่วย (บาท/หน่วย)' in the taxonomy list, and the financial_statement_type is 'BS_OE'.",งบฐานะการเงิน,สินทรัพย์สุทธิต่อหน่วย (บาท),"[8.1489, 8.4009]"
16,จำนวนหน่วยลงทุนที่จำหน่ายแล้วทั้งหมด ณ วันสิ้นงวด (พันหน่วย),330201,จำนวนหน่วยลงทุนที่จำหน่ายแล้วทั้งหมด ณ วันสิ้นงวด/ปี (พันหน่วย),"The input item name 'จำนวนหน่วยลงทุนที่จำหน่ายแล้วทั้งหมด ณ วันสิ้นงวด (พันหน่วย)' directly matches with the 'item_in_taxonomy' field in the Taxonomy list. Also, the 'financial_statement_type' in the input metadata is 'งบฐานะการเงิน' which is equivalent to 'BS_OE' in the Taxonomy list.",งบฐานะการเงิน,จำนวนหน่วยลงทุนที่จำหน่ายแล้วทั้งหมด ณ วันสิ้นงวด (พันหน่วย),"[8000000, 8000000]"
17,รายได้ค่าเช่า,410123,รายได้ค่าเช่าและบริการ,"The input item name 'รายได้ค่าเช่า' is related to rental income, and the input metadata specifies 'fs_category' as 'รายได้'. In the provided taxonomy list, the item 'รายได้ค่าเช่าและบริการ' with 'set_code' '410123' aligns with the input as it falls under the 'รายได้' category and pertains to rental income.",งบกำไรขาดทุนเบ็ดเสร็จ (ไม่ได้ตรวจสอบ) สำหรับงวดสามเดือนสิ้นสุด วันที่ 30 มิถุนายน,รายได้,"[1857329, 2644166.0]"
18,รายได้ดอกเบี้ย,410108,รายได้จากเงินลงทุน รายได้ดอกเบี้ย,"Financial Statement Type is งบกำไรขาดทุนเบ็ดเสร็จ (ไม่ได้ตรวจสอบ) สำหรับงวดสามเดือนสิ้นสุด วันที่ 30 มิถุนายน, so financial_statement_type should be PL.  The input is รายได้ดอกเบี้ย and fs_category is รายได้,  the item meaning is หมายถึง รายได้ดอกเบี้ยรับที่เกิดจากการลงทุนในตราสารหนี้ หรือการให้ผู้อื่นใช้เงินสด รายการเทียบเท่าเงินสด หรือจำนวนค้างรับของกองทุน, so the matched taxonomy is รายได้จากเงินลงทุน รายได้ดอกเบี้ย with set_code 410108",งบกำไรขาดทุนเบ็ดเสร็จ (ไม่ได้ตรวจสอบ) สำหรับงวดสามเดือนสิ้นสุด วันที่ 30 มิถุนายน,รายได้,"[24478, 17105.0]"
19,รายได้อื่น,410200,รายได้อื่น,"The input item name is รายได้อื่น and the input metadata financial statement type is งบกำไรขาดทุนเบ็ดเสร็จ (ไม่ได้ตรวจสอบ) สำหรับงวดสามเดือนสิ้นสุด วันที่ 30 มิถุนายน,  fs_category is รายได้. An item in taxonomy list matched the input item name and the input metadata fs_category is รายได้. ",งบกำไรขาดทุนเบ็ดเสร็จ (ไม่ได้ตรวจสอบ) สำหรับงวดสามเดือนสิ้นสุด วันที่ 30 มิถุนายน,รายได้,"[0, 800.0]"
20,รวมรายได้,419999,รวมรายได้,"The input query 'รวมรายได้' matches exactly with the item 'รวมรายได้' in the taxonomy list. Also, the fs_category รายได้ matched with the input metadata fs_category รายได้. Thus, the set code '419999' and item in taxonomy 'รวมรายได้' are selected.",งบกำไรขาดทุนเบ็ดเสร็จ (ไม่ได้ตรวจสอบ) สำหรับงวดสามเดือนสิ้นสุด วันที่ 30 มิถุนายน,รายได้,"[1881807, 2662071.0]"
21,ค่าธรรมเนียมการจัดการ,421300,ค่าธรรมเนียมการจัดการ,The input item name ค่าธรรมเนียมการจัดการ matched to taxonomy item ค่าธรรมเนียมการจัดการ.  The financial_statement_type งบกำไรขาดทุนเบ็ดเสร็จ (ไม่ได้ตรวจสอบ) สำหรับงวดสามเดือนสิ้นสุด วันที่ 30 มิถุนายน is matched to PL.,งบกำไรขาดทุนเบ็ดเสร็จ (ไม่ได้ตรวจสอบ) สำหรับงวดสามเดือนสิ้นสุด วันที่ 30 มิถุนายน,ค่าใช้จ่าย,"[16560, 20336.0]"
22,ค่าธรรมเนียมผู้ดูแลผลประโยชน์,421400,ค่าธรรมเนียมผู้ดูแลผลประโยชน์ ค่าธรรมเนียมทรัสตี,The input 'ค่าธรรมเนียมผู้ดูแลผลประโยชน์' directly matches the item 'ค่าธรรมเนียมผู้ดูแลผลประโยชน์ ค่าธรรมเนียมทรัสตี' in the taxonomy list. And the fs_category is matched with input metadata.,งบกำไรขาดทุนเบ็ดเสร็จ (ไม่ได้ตรวจสอบ) สำหรับงวดสามเดือนสิ้นสุด วันที่ 30 มิถุนายน,ค่าใช้จ่าย,"[2981, 3660.0]"
23,ค่าธรรมเนียมนายทะเบียน,421600,ค่าธรรมเนียมนายทะเบียน,The query 'ค่าธรรมเนียมนายทะเบียน' is found in the taxonomy list with matching fs_category.  The set_code is 421600 and financial statement type is PL,งบกำไรขาดทุนเบ็ดเสร็จ (ไม่ได้ตรวจสอบ) สำหรับงวดสามเดือนสิ้นสุด วันที่ 30 มิถุนายน,ค่าใช้จ่าย,"[994, 998.0]"
24,ค่าธรรมเนียมวิชาชีพ,421500,ค่าธรรมเนียมวิชาชีพ,The input name 'ค่าธรรมเนียมวิชาชีพ' is an exact match with the item 'ค่าธรรมเนียมวิชาชีพ' in the taxonomy list. The fs_category of both input and matched taxonomy item is 'ค่าใช้จ่าย'.,งบกำไรขาดทุนเบ็ดเสร็จ (ไม่ได้ตรวจสอบ) สำหรับงวดสามเดือนสิ้นสุด วันที่ 30 มิถุนายน,ค่าใช้จ่าย,"[3774, 3503.0]"
25,ค่าใช้จ่ายในการดำเนินงาน,422100,ค่าใช้จ่ายในการขายและบริหาร,"The input name 'ค่าใช้จ่ายในการดำเนินงาน' closely resembles 'ค่าใช้จ่ายในการขายและบริหาร' in the taxonomy. Considering the provided fs_category 'ค่าใช้จ่าย',  'ค่าใช้จ่ายในการขายและบริหาร' is the most appropriate match.",งบกำไรขาดทุนเบ็ดเสร็จ (ไม่ได้ตรวจสอบ) สำหรับงวดสามเดือนสิ้นสุด วันที่ 30 มิถุนายน,ค่าใช้จ่าย,"[144050, 140200.0]"
26,ต้นทุนทางการเงิน,429900,ต้นทุนทางการเงิน,"The query 'ต้นทุนทางการเงิน' is an exact match with the 'item_in_taxonomy' field in the Taxonomy list. Also, the fs_category field 'กำไรขาดทุน' is related to the input metadata fs_category 'ค่าใช้จ่าย'.",งบกำไรขาดทุนเบ็ดเสร็จ (ไม่ได้ตรวจสอบ) สำหรับงวดสามเดือนสิ้นสุด วันที่ 30 มิถุนายน,ค่าใช้จ่าย,"[213266, 221305.0]"
27,ค่าใช้จ่ายภาษีจากการลงทุน,429900,ต้นทุนทางการเงิน,"The closest match from the provided taxonomy list is 'ต้นทุนทางการเงิน' (Finance Costs) because it broadly covers expenses related to financial activities, and 'ค่าใช้จ่ายภาษีจากการลงทุน' relates to a financial cost.",งบกำไรขาดทุนเบ็ดเสร็จ (ไม่ได้ตรวจสอบ) สำหรับงวดสามเดือนสิ้นสุด วันที่ 30 มิถุนายน,ค่าใช้จ่าย,"[142, 135.0]"
28,ค่าใช้จ่ายอื่น,429800,ค่าใช้จ่ายอื่น,"The INPUT and fs_category from metadata match the Item in Taxonomy and fs_category in the Taxonomy list. Thus, the SET Code and Item in Taxonomy are selected from the same item in Taxonomy list within CONTEXT.",งบกำไรขาดทุนเบ็ดเสร็จ (ไม่ได้ตรวจสอบ) สำหรับงวดสามเดือนสิ้นสุด วันที่ 30 มิถุนายน,ค่าใช้จ่าย,"[5336, 5386.0]"
29,รวมค่าใช้จ่าย,429999,รวมค่าใช้จ่าย,The query directly matches the item 'รวมค่าใช้จ่าย' in the taxonomy list. Property fs_category is 'กำไรขาดทุน' which is related to ค่าใช้จ่าย in the INPUT METADATA.,งบกำไรขาดทุนเบ็ดเสร็จ (ไม่ได้ตรวจสอบ) สำหรับงวดสามเดือนสิ้นสุด วันที่ 30 มิถุนายน,ค่าใช้จ่าย,"[387103, 395523.0]"
30,กำไรจากการลงทุนสุทธิ,409993,รายได้จากการลงทุนสุทธิ,"The closest match from the Taxonomy list is fs_category: กำไรขาดทุน and item_in_taxonomy: รายได้จากการลงทุนสุทธิ. Although the fs_category does not directly relate to the input, the item_in_taxonomy does. ",งบกำไรขาดทุนเบ็ดเสร็จ (ไม่ได้ตรวจสอบ) สำหรับงวดสามเดือนสิ้นสุด วันที่ 30 มิถุนายน,กำไรจากการลงทุนสุทธิ,"[1494704, 2266548.0]"
31,รายการขาดทุนจากการเปลี่ยนแปลงในมูลค่ายุติธรรมของเงินลงทุน,439702,กำไร (ขาดทุน) อื่น กำไร (ขาดทุน) จากการเปลี่ยนแปลงมูลค่ายุติธรรมของเงินลงทุน,"The query mentions 'รายการขาดทุนจากการเปลี่ยนแปลงในมูลค่ายุติธรรมของเงินลงทุน' which is related to fair value adjustments of investments. An item in the taxonomy list, 'กำไร (ขาดทุน) อื่น กำไร (ขาดทุน) จากการเปลี่ยนแปลงมูลค่ายุติธรรมของเงินลงทุน', closely matches this description. Although there's no perfect match for 'รายการขาดทุนสุทธิจากเงินลงทุน' in fs_category, we can use the item_in_taxonomy as it directly relates to the query.",งบกำไรขาดทุนเบ็ดเสร็จ (ไม่ได้ตรวจสอบ) สำหรับงวดสามเดือนสิ้นสุด วันที่ 30 มิถุนายน,รายการขาดทุนสุทธิจากเงินลงทุน,"[-1799867, -2199903.0]"
32,รวมรายการขาดทุนสุทธิจากเงินลงทุน,439701,กำไร (ขาดทุน) อื่น กำไร (ขาดทุน) สุทธิจากเงินลงทุน,"The input query explicitly mentions  'รายการขาดทุนสุทธิจากเงินลงทุน' which most closely corresponds to the 'กำไร (ขาดทุน) อื่น กำไร (ขาดทุน) สุทธิจากเงินลงทุน' item in the taxonomy list. Therefore, this item is the most appropriate match.",งบกำไรขาดทุนเบ็ดเสร็จ (ไม่ได้ตรวจสอบ) สำหรับงวดสามเดือนสิ้นสุด วันที่ 30 มิถุนายน,รายการขาดทุนสุทธิจากเงินลงทุน,"[-1799867, -2199903.0]"
33,การเพิ่มขึ้น (ลดลง) ในสินทรัพย์สุทธิจากการดำเนินงาน,409991,การเพิ่มขึ้น (ลดลง) ในสินทรัพย์สุทธิจากการดำเนินงาน,"The query's fs_category is การเพิ่มขึ้น (ลดลง) ในสินทรัพย์สุทธิจากการดำเนินงาน and financial_statement_type is งบกำไรขาดทุนเบ็ดเสร็จ (ไม่ได้ตรวจสอบ) สำหรับงวดสามเดือนสิ้นสุด วันที่ 30 มิถุนายน,  which, based on the Taxonomy list provided, corresponds to set_code '409991'.",งบกำไรขาดทุนเบ็ดเสร็จ (ไม่ได้ตรวจสอบ) สำหรับงวดสามเดือนสิ้นสุด วันที่ 30 มิถุนายน,การเพิ่มขึ้น (ลดลง) ในสินทรัพย์สุทธิจากการดำเนินงาน,"[-305163, 66645.0]"
34,รายได้ค่าเช่า,410123,รายได้ค่าเช่าและบริการ,"The query 'รายได้ค่าเช่า' is related to rental income, and the input metadata specifies 'fs_category' as 'รายได้'. In the provided taxonomy list, the item 'รายได้ค่าเช่าและบริการ' with 'set_code' '410123' aligns with the query and input metadata most closely.",งบกำไรขาดทุนเบ็ดเสร็จ (ไม่ได้ตรวจสอบ) สำหรับงวดหกเดือนสิ้นสุด วันที่ 30 มิถุนายน,รายได้,"[3714658, 5288332.0]"
35,รายได้ดอกเบี้ย,410108,รายได้จากเงินลงทุน รายได้ดอกเบี้ย,"The query 'รายได้ดอกเบี้ย' matches the item 'รายได้จากเงินลงทุน รายได้ดอกเบี้ย' in the taxonomy list. Both terms refer to interest income, and the input metadata specifies that the financial statement type is 'งบกำไรขาดทุนเบ็ดเสร็จ (ไม่ได้ตรวจสอบ) สำหรับงวดหกเดือนสิ้นสุด วันที่ 30 มิถุนายน' and the fs category is 'รายได้', which aligns with the taxonomy list item's properties.",งบกำไรขาดทุนเบ็ดเสร็จ (ไม่ได้ตรวจสอบ) สำหรับงวดหกเดือนสิ้นสุด วันที่ 30 มิถุนายน,รายได้,"[49547, 28932.0]"
36,รายได้อื่น,410200,รายได้อื่น,"The input item name is รายได้อื่น and the input metadata financial_statement_type is งบกำไรขาดทุนเบ็ดเสร็จ (ไม่ได้ตรวจสอบ) สำหรับงวดหกเดือนสิ้นสุด วันที่ 30 มิถุนายน, fs_category is รายได้.  The most relevant item from the Taxonomy list is set_code: 410200 and item_in_taxonomy: รายได้อื่น because the meaning_of_taxonomy and fs_category match the input query and metadata.",งบกำไรขาดทุนเบ็ดเสร็จ (ไม่ได้ตรวจสอบ) สำหรับงวดหกเดือนสิ้นสุด วันที่ 30 มิถุนายน,รายได้,"[0, 1033.0]"
37,รวมรายได้,419999,รวมรายได้,The input query 'รวมรายได้' matches exactly with item_in_taxonomy 'รวมรายได้' and the fs_category 'กำไรขาดทุน' is aligned with the input metadata fs_category 'รายได้'.,งบกำไรขาดทุนเบ็ดเสร็จ (ไม่ได้ตรวจสอบ) สำหรับงวดหกเดือนสิ้นสุด วันที่ 30 มิถุนายน,รายได้,"[3764205, 5318297.0]"
38,ค่าธรรมเนียมการจัดการ,422120,ค่าใช้จ่ายในการขายและบริหาร ค่าใช้จ่ายในการบริหาร,"The input is ค่าธรรมเนียมการจัดการ and fs_category is ค่าใช้จ่าย.  The most relevant item from the Taxonomy list is ค่าใช้จ่ายในการขายและบริหาร ค่าใช้จ่ายในการบริหาร with SET Code 422120 because the item's meaning is related to general expenses incurred in fund management, such as office rental fees, office water and electricity bills, etc.",งบกำไรขาดทุนเบ็ดเสร็จ (ไม่ได้ตรวจสอบ) สำหรับงวดหกเดือนสิ้นสุด วันที่ 30 มิถุนายน,ค่าใช้จ่าย,"[33350, 41185.0]"
39,ค่าธรรมเนียมผู้ดูแลผลประโยชน์,421400,ค่าธรรมเนียมผู้ดูแลผลประโยชน์ ค่าธรรมเนียมทรัสตี,"The input name 'ค่าธรรมเนียมผู้ดูแลผลประโยชน์' is a direct match with the item 'ค่าธรรมเนียมผู้ดูแลผลประโยชน์ ค่าธรรมเนียมทรัสตี' in the taxonomy list. Also, the fs_category of both input and taxonomy item is related to 'ค่าใช้จ่าย'.",งบกำไรขาดทุนเบ็ดเสร็จ (ไม่ได้ตรวจสอบ) สำหรับงวดหกเดือนสิ้นสุด วันที่ 30 มิถุนายน,ค่าใช้จ่าย,"[6003, 7413.0]"
40,ค่าธรรมเนียมนายทะเบียน,421600,ค่าธรรมเนียมนายทะเบียน,"The query 'ค่าธรรมเนียมนายทะเบียน' is an exact match with the 'item_in_taxonomy' in the Taxonomy list.  Also, fs_category  'กำไรขาดทุน' is related to 'ค่าใช้จ่าย' as instructed.",งบกำไรขาดทุนเบ็ดเสร็จ (ไม่ได้ตรวจสอบ) สำหรับงวดหกเดือนสิ้นสุด วันที่ 30 มิถุนายน,ค่าใช้จ่าย,"[1989, 1984.0]"
41,ค่าธรรมเนียมวิชาชีพ,421500,ค่าธรรมเนียมวิชาชีพ,"The INPUT matches the item_in_taxonomy ""ค่าธรรมเนียมวิชาชีพ"" in the Taxonomy list. And the fs_category of the matched item is 'กำไรขาดทุน' which is related to ค่าใช้จ่าย in INPUT METADATA.",งบกำไรขาดทุนเบ็ดเสร็จ (ไม่ได้ตรวจสอบ) สำหรับงวดหกเดือนสิ้นสุด วันที่ 30 มิถุนายน,ค่าใช้จ่าย,"[9514, 6637.0]"
42,ค่าใช้จ่ายในการดำเนินงาน,422100,ค่าใช้จ่ายในการขายและบริหาร,"The closest match from the provided taxonomy list is 'ค่าใช้จ่ายในการขายและบริหาร' (Selling And Administrative Expenses) as it broadly captures operational costs. While the taxonomy doesn't have a direct equivalent for 'ค่าใช้จ่ายในการดำเนินงาน' (Operating Expenses), this category is a suitable parent category.",งบกำไรขาดทุนเบ็ดเสร็จ (ไม่ได้ตรวจสอบ) สำหรับงวดหกเดือนสิ้นสุด วันที่ 30 มิถุนายน,ค่าใช้จ่าย,"[287998, 280414.0]"
43,ต้นทุนทางการเงิน,429900,ต้นทุนทางการเงิน,"The query 'ต้นทุนทางการเงิน' is an exact match with the 'item_in_taxonomy' field in the Taxonomy list.  Also, the fs_category field 'กำไรขาดทุน' is related to the input metadata fs_category 'ค่าใช้จ่าย'.",งบกำไรขาดทุนเบ็ดเสร็จ (ไม่ได้ตรวจสอบ) สำหรับงวดหกเดือนสิ้นสุด วันที่ 30 มิถุนายน,ค่าใช้จ่าย,"[432338, 436998.0]"
44,ค่าใช้จ่ายภาษีจากการลงทุน,429900,ต้นทุนทางการเงิน,"The most relevant item from the provided taxonomy list is 'ต้นทุนทางการเงิน' (Finance Costs) with SET Code '429900'. Although the input mentions 'ภาษี' (tax), the context lacks a specific tax-related category within 'ค่าใช้จ่าย' (expenses). 'ต้นทุนทางการเงิน' broadly captures investment-related costs, making it the most suitable choice.",งบกำไรขาดทุนเบ็ดเสร็จ (ไม่ได้ตรวจสอบ) สำหรับงวดหกเดือนสิ้นสุด วันที่ 30 มิถุนายน,ค่าใช้จ่าย,"[219, 264.0]"
45,ค่าใช้จ่ายอื่น,429800,ค่าใช้จ่ายอื่น,"The INPUT and fs_category in INPUT METADATA match the Item in Taxonomy and fs_category in the Taxonomy list. Therefore, the SET Code and Item in Taxonomy are from the same item in the Taxonomy list.",งบกำไรขาดทุนเบ็ดเสร็จ (ไม่ได้ตรวจสอบ) สำหรับงวดหกเดือนสิ้นสุด วันที่ 30 มิถุนายน,ค่าใช้จ่าย,"[8803, 6863.0]"
46,รวมค่าใช้จ่าย,429999,รวมค่าใช้จ่าย,The query 'รวมค่าใช้จ่าย' is an exact match with the 'item_in_taxonomy' field 'รวมค่าใช้จ่าย' in the taxonomy list. This item belongs to the fs_category 'กำไรขาดทุน' which is related to the input metadata 'fs_category' with value 'ค่าใช้จ่าย'.,งบกำไรขาดทุนเบ็ดเสร็จ (ไม่ได้ตรวจสอบ) สำหรับงวดหกเดือนสิ้นสุด วันที่ 30 มิถุนายน,ค่าใช้จ่าย,"[780214, 781758.0]"
47,กำไรจากการลงทุนสุทธิ,409993,รายได้จากการลงทุนสุทธิ,"The query 'กำไรจากการลงทุนสุทธิ' is similar to 'รายได้จากการลงทุนสุทธิ' in the Taxonomy list, and the fs_category in Taxonomy list item is matched with the input metadata fs_category, both are 'กำไรขาดทุน'.",งบกำไรขาดทุนเบ็ดเสร็จ (ไม่ได้ตรวจสอบ) สำหรับงวดหกเดือนสิ้นสุด วันที่ 30 มิถุนายน,กำไรจากการลงทุนสุทธิ,"[2983991, 4536539.0]"
48,รายการขาดทุนสุทธิที่เกิดขึ้นจากเงินลงทุน,439701,กำไร (ขาดทุน) อื่น กำไร (ขาดทุน) สุทธิจากเงินลงทุน,"The input query indicates an item related to net loss from investments, and the input metadata specifies the financial statement type as 'งบกำไรขาดทุนเบ็ดเสร็จ' and fs_category as 'รายการขาดทุนสุทธิจากเงินลงทุน'. The closest matching item in the taxonomy list is 'กำไร (ขาดทุน) อื่น กำไร (ขาดทุน) สุทธิจากเงินลงทุน' with set code '439701', which aligns with the input query and metadata.",งบกำไรขาดทุนเบ็ดเสร็จ (ไม่ได้ตรวจสอบ) สำหรับงวดหกเดือนสิ้นสุด วันที่ 30 มิถุนายน,รายการขาดทุนสุทธิจากเงินลงทุน,"[0, -2.0]"
49,รายการขาดทุนจากการเปลี่ยนแปลงในมูลค่ายุติธรรมของเงินลงทุน,439702,กำไร (ขาดทุน) อื่น กำไร (ขาดทุน) จากการเปลี่ยนแปลงมูลค่ายุติธรรมของเงินลงทุน,"The INPUT's fs_category is รายการขาดทุนสุทธิจากเงินลงทุน.  However, there is no item in the Taxonomy list that has this value in property 'fs_category'.  Therefore, we use the value in property 'item_in_taxonomy' instead. The selected item's meaning contains กำไร (ขาดทุน) จากการจำหน่าย และ การวัดมูลค่ายุติธรรมของสินทรัพย์ทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน, which is related to the query, รายการขาดทุนจากการเปลี่ยนแปลงในมูลค่ายุติธรรมของเงินลงทุน",งบกำไรขาดทุนเบ็ดเสร็จ (ไม่ได้ตรวจสอบ) สำหรับงวดหกเดือนสิ้นสุด วันที่ 30 มิถุนายน,รายการขาดทุนสุทธิจากเงินลงทุน,"[-2199824, -5899893.0]"
