,query,set_code,item_in_taxonomy,reasoning,table_name,category,number_values
15,หนี้สินอื่น 6.4,209900,หนี้สินอื่น,"The closest match from the taxonomy list based on the input ""หนี้สินอื่น 6.4"" and  fs_category  ""หนี้สินและส่วนของเจ้าของ"" is  ""หนี้สินอื่น"" with the set code ""209900"".",งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[47371819, 48158642, 47394988, 48166660]"
16,"หุ้นสามัญ 125,615,708 หุ้น มูลค่าหุ้นละ 1 บาท",310220,ทุนที่ออกและชำระแล้ว หุ้นสามัญชำระแล้ว,"The input mentions ordinary shares with a par value, which aligns with the definition of ""ทุนที่ออกและชำระแล้ว หุ้นสามัญชำระแล้ว"" (Issued And Paid-Up Share Capital Paid-Up Ordinary Shares) in the taxonomy. This taxonomy item also falls under the specified 'fs_category'.",งบฐานะการเงิน,ส่วนของเจ้าของ,"[125615708, 125615708, 125615708, 125615708]"
17,"หุ้นสามัญ 125,615,708 หุ้น ชำระเต็มมูลค่าแล้ว",310220,ทุนที่ออกและชำระแล้ว หุ้นสามัญชำระแล้ว,"The input mentions ""หุ้นสามัญ"" and ""ชำระเต็มมูลค่าแล้ว"" which directly translates to ordinary shares that are fully paid. This aligns with the definition of  ""ทุนที่ออกและชำระแล้ว หุ้นสามัญชำระแล้ว"" (Issued And Paid-Up Share Capital Paid-Up Ordinary Shares) in the taxonomy list.",งบฐานะการเงิน,ส่วนของเจ้าของ,"[125615708, 125615708, 125615708, 125615708]"
18,ส่วนเกินมูลค่าหุ้น,310400,ส่วนเกิน (ต่ำกว่า) มูลค่าหุ้น,"The input query 'ส่วนเกินมูลค่าหุ้น' is related to the concept of share premium, which refers to the amount received by a company in excess of the par value of shares issued. The taxonomy list item with 'item_in_taxonomy' = 'ส่วนเกิน (ต่ำกว่า) มูลค่าหุ้น' and 'set_code' = '310400' aligns with this concept and also matches the provided 'fs_category' of 'ส่วนของเจ้าของ' (Owner's Equity).",งบฐานะการเงิน,ส่วนของเจ้าของ,"[775201216, 775201216, 775201216, 775201216]"
19,สำรองตามกฎหมาย 5.12,310611,กำไรสะสม - จัดสรรแล้ว สำรองตามกฎหมาย,The query 'สำรองตามกฎหมาย' is a direct match with the 'item_in_taxonomy' field in the taxonomy list. The financial_statement_type is 'BS_OE' which is the short form of งบฐานะการเงิน.  The fs_category is 'ส่วนของผู้ถือหุ้น' which is related to 'ส่วนของเจ้าของ' from the INPUT METADATA.,งบฐานะการเงิน,ส่วนของเจ้าของ,"[18000000, 18000000, 18000000, 18000000]"
20,สำรองเพื่อรักษาระดับราคาหลักทรัพย์,310619,กำไรสะสม - จัดสรรแล้ว สำรองอื่น ๆ,"The input name 'สำรองเพื่อรักษาระดับราคาหลักทรัพย์' closely matches the meaning of 'กำไรสะสม - จัดสรรแล้ว สำรองอื่น ๆ' in the taxonomy list, specifically mentioning reserves set aside for purposes like maintaining dividend levels, which aligns with the input's suggestion of preserving value. The provided financial statement category 'ส่วนของเจ้าของ' also correctly matches the 'fs_category' or 'item_in_taxonomy'  of the selected taxonomy item.",งบฐานะการเงิน,ส่วนของเจ้าของ,"[5000000, 5000000, 5000000, 5000000]"
21,สำรองเพื่อขยายกิจการ,310619,กำไรสะสม - จัดสรรแล้ว สำรองอื่น ๆ,"The input item name 'สำรองเพื่อขยายกิจการ' implies a reserve set aside for business expansion, which aligns with the definition of 'กำไรสะสม - จัดสรรแล้ว สำรองอื่น ๆ' (Retained Earnings - Appropriated Other Reserves) in the taxonomy list. This category encompasses reserves appropriated for purposes beyond those explicitly listed, including business expansion.",งบฐานะการเงิน,ส่วนของเจ้าของ,"[10000000, 10000000, 10000000, 10000000]"
22,สำรองทั่วไป,310619,สำรองอื่น ๆ,"The input query 'สำรองทั่วไป' is a general reserve term. Although there's no perfect match, 'สำรองอื่น ๆ' (Other Reserves) best accommodates this general nature within the provided context of  'ส่วนของเจ้าของ' (Owner's Equity) in the financial statement.",งบฐานะการเงิน,ส่วนของเจ้าของ,"[50000000, 50000000, 50000000, 50000000]"
23,ยังไม่ได้จัดสรร 5.12,310620,กำไร (ขาดทุน) สะสม กำไร (ขาดทุน) สะสม - ยังไม่ได้จัดสรร,"The INPUT 'ยังไม่ได้จัดสรร' exists in the Taxonomy list with the closest meaning.  The value of property fs_category in the Taxonomy list item is ส่วนของผู้ถือหุ้น, which is related to ส่วนของเจ้าของ in the INPUT METADATA.",งบฐานะการเงิน,ส่วนของเจ้าของ,"[410723981, 468640349, 402172387, 469040578]"
24,องค์ประกอบอื่นของส่วนของเจ้าของ,319900,องค์ประกอบอื่นของส่วนของผู้ถือหุ้น,The query 'องค์ประกอบอื่นของส่วนของเจ้าของ' best maps to the item 'องค์ประกอบอื่นของส่วนของผู้ถือหุ้น' in the taxonomy list. Both terms refer to the same concept but use slightly different wording. The taxonomy item's fs_category ('ส่วนของผู้ถือหุ้น') also aligns with the input metadata's fs_category ('ส่วนของเจ้าของ').,งบฐานะการเงิน,ส่วนของเจ้าของ,"[-268195712, -263387897, -154432578, -150695188]"
25,ส่วนได้เสียที่ไม่มีอำนาจควบคุม,320130,ส่วนได้เสียที่ไม่มีอำนาจควบคุม,The query 'ส่วนได้เสียที่ไม่มีอำนาจควบคุม' is an exact match to the 'item_in_taxonomy' field in the taxonomy list. The financial statement type is 'BS_OE' which is related to 'งบฐานะการเงิน' and the fs_category is 'ส่วนของผู้ถือหุ้น' which is related to 'ส่วนของเจ้าของ'.,งบฐานะการเงิน,ส่วนของเจ้าของ,"[56, 55, 0, 0]"
26,"ทุนเรือนหุ้น ทุนจดทะเบียน หุ้นสามัญ 125,615,708 หุ้น มูลค่าหุ้นละ 1 บาท",310120,ทุนจดทะเบียน หุ้นสามัญจดทะเบียน,The INPUT query mentions 'ทุนจดทะเบียน หุ้นสามัญ' and 'หุ้น มูลค่าหุ้นละ' which is similar to the meaning_of_taxonomy in the Taxonomy list item with SET Code '310120'.  The INPUT METADATA financial_statement_type งบฐานะการเงิน maps to BS_OE and fs_category ส่วนของเจ้าของ maps to ส่วนของผู้ถือหุ้น in the Taxonomy list.,งบฐานะการเงิน,ส่วนของเจ้าของ,"[125615708, 125615708, 125615708, 125615708]"
27,"ทุนที่ออกและชำระแล้ว หุ้นสามัญ 125,615,708 หุ้น ชำระเต็มมูลค่าแล้ว",310220,ทุนที่ออกและชำระแล้ว หุ้นสามัญชำระแล้ว,"The input mentions ทุนที่ออกและชำระแล้ว and หุ้นสามัญ which is similar to the meaning of taxonomy in item ทุนที่ออกและชำระแล้ว หุ้นสามัญชำระแล้ว in the taxonomy list. Thus, the set code should be 310220.",งบฐานะการเงิน,ส่วนของเจ้าของ,"[125615708, 125615708, 125615708, 125615708]"
28,กำไรสะสม จัดสรรแล้ว สำรองตามกฎหมาย 5.12,310611,กำไรสะสม - จัดสรรแล้ว สำรองตามกฎหมาย,"The query mentions กำไรสะสม จัดสรรแล้ว สำรองตามกฎหมาย,  and the input metadata specifies financial_statement_type as งบฐานะการเงิน and fs_category as ส่วนของเจ้าของ. This closely matches the item_in_taxonomy 'กำไรสะสม - จัดสรรแล้ว สำรองตามกฎหมาย' with set_code '310611' in the taxonomy list, which falls under the fs_category 'ส่วนของผู้ถือหุ้น'.",งบฐานะการเงิน,ส่วนของเจ้าของ,"[18000000, 18000000, 18000000, 18000000]"
29,รายได้ค่าธรรมเนียมและบริการ,410113,รายได้จากการดำเนินธุรกิจ รายได้ค่าธรรมเนียมและบริการ,The query รายได้ค่าธรรมเนียมและบริการ matches the closest with รายได้ค่าธรรมเนียมและบริการ in the provided taxonomy list.  The value of fs_category รายได้ is found in the taxonomy list.,งบกำไรขาดทุนเบ็ดเสร็จ,รายได้,"[344685337, 272418106.0, 344692347, 272425115]"
30,รายได้ดอกเบี้ย,410108,รายได้จากการดำเนินธุรกิจ รายได้ดอกเบี้ย,"The query 'รายได้ดอกเบี้ย' directly matches the item 'รายได้ดอกเบี้ย' in the taxonomy list.  This item falls under the broader category of 'รายได้' as specified in the input metadata. Therefore, the selected SET code and item in taxonomy are a direct match to the user's query.",งบกำไรขาดทุนเบ็ดเสร็จ,รายได้,"[4218644, 4386495.0, 1399613, 1416061]"
31,กำไรและผลตอบแทนจากเครื่องมือทางการเงิน,430100,กำไร (ขาดทุน) และผลตอบแทนจากเครื่องมือทางการเงิน,Found a direct match for the query 'กำไรและผลตอบแทนจากเครื่องมือทางการเงิน' in the taxonomy list under item_in_taxonomy with fs_category 'กำไรขาดทุน'.,งบกำไรขาดทุนเบ็ดเสร็จ,รายได้,"[12596817, 6212326.0, 9439666, 4193503]"
32,รายได้อื่น,410200,รายได้อื่น,"The query 'รายได้อื่น' is a perfect match with the 'item_in_taxonomy' field in the Taxonomy list. Also, the fs_category field 'รายได้' matches the input metadata fs_category.",งบกำไรขาดทุนเบ็ดเสร็จ,รายได้,"[66962, 158614.0, 66961, 158614]"
33,รวมรายได้,419999,รวมรายได้,"The input name is รวมรายได้ and financial_statement_type is งบกำไรขาดทุนเบ็ดเสร็จ,  fs_category is รายได้. Thus the matched item in taxonomy is  meaning_of_taxonomy: 'รวมรายได้ เป็นผลรวมของเลขอ้างอิงที่ 121 ถึง 143', item_in_taxonomy: 'รวมรายได้', form_no: 'F3', item_in_taxonomy_en: 'Total Revenue', indent: '0', fs_category: 'กำไรขาดทุน', financial_statement_type: 'PL', set_code: '419999', symbol: '23', data_type: 'NV'",งบกำไรขาดทุนเบ็ดเสร็จ,รายได้,"[361567760, 283175541.0, 355598587, 278193293]"
34,ค่าใช้จ่ายผลประโยชน์พนักงาน,422400,ค่าใช้จ่ายผลประโยชน์พนักงาน,The query 'ค่าใช้จ่ายผลประโยชน์พนักงาน' matched directly with item_in_taxonomy 'ค่าใช้จ่ายผลประโยชน์พนักงาน' in the Taxonomy list.  This item's fs_category is related to 'ค่าใช้จ่าย'.,งบกำไรขาดทุนเบ็ดเสร็จ,ค่าใช้จ่าย,"[139986141, 130785592.0, 139986141, 130785592]"
35,ค่าธรรมเนียมและบริการจ่าย,422200,ค่าธรรมเนียมและบริการจ่าย,"The query 'ค่าธรรมเนียมและบริการจ่าย' directly matches the 'item_in_taxonomy' field in the provided taxonomy list.  Also, the input metadata specifies 'fs_category' is 'ค่าใช้จ่าย' which corresponds to the item found. Therefore, the selected SET Code and Item in Taxonomy are correct.",งบกำไรขาดทุนเบ็ดเสร็จ,ค่าใช้จ่าย,"[100135098, 51744606.0, 100135099, 51744606]"
36,ค่าใช้จ่ายดอกเบี้ย,429900,ค่าใช้จ่ายดอกเบี้ย,"Found item in taxonomy where fs_category is กำไรขาดทุน, which is related to ค่าใช้จ่าย in the Taxonomy list. ",งบกำไรขาดทุนเบ็ดเสร็จ,ค่าใช้จ่าย,"[1780673, 408976.0, 1780672, 408976]"
37,ค่าใช้จ่ายอื่น,429800,ค่าใช้จ่ายอื่น,"The financial report line item name ค่าใช้จ่ายอื่น matches with  item_in_taxonomy ค่าใช้จ่ายอื่น in the Taxonomy list.  Moreover, both have the same financial statement type งบกำไรขาดทุนเบ็ดเสร็จ, which is PL. Therefore, the correct SET Code is 429800 and Item in Taxonomy is ค่าใช้จ่ายอื่น.",งบกำไรขาดทุนเบ็ดเสร็จ,ค่าใช้จ่าย,"[41198336, 42971084.0, 41151546, 42922075]"
38,รวมค่าใช้จ่าย,429999,รวมค่าใช้จ่าย,"From the Taxonomy list where financial_statement_type is PL and fs_category is related to ค่าใช้จ่าย, the item_in_taxonomy: รวมค่าใช้จ่าย is matched to the query: รวมค่าใช้จ่าย. Thus, the set_code: 429999 is selected.",งบกำไรขาดทุนเบ็ดเสร็จ,ค่าใช้จ่าย,"[283100248, 225910258.0, 283053458, 225861249]"
39,กำไรก่อนภาษีเงินได้,409994,กำไร (ขาดทุน) ก่อนภาษีเงินได้,"The query 'กำไรก่อนภาษีเงินได้' is very similar to 'กำไร (ขาดทุน) ก่อนภาษีเงินได้' in the taxonomy list, and its fs_category 'กำไรขาดทุน' is related to the input metadata 'กำไรก่อนภาษีเงินได้'.",งบกำไรขาดทุนเบ็ดเสร็จ,กำไรก่อนภาษีเงินได้,"[78467512, 57265283.0, 72545129, 52332044]"
40,ภาษีเงินได้,439800,ภาษีเงินได้,The query matches the item_in_taxonomy field in the Taxonomy list. Both financial_statement_type and fs_category also match the input metadata.,งบกำไรขาดทุนเบ็ดเสร็จ,ภาษีเงินได้,"[14217391, 9859467.0, 13197264, 9071986]"
41,กำไรสำหรับงวด,409996,กำไร (ขาดทุน) สุทธิ สำหรับงวด,"The input query 'กำไรสำหรับงวด' is a general term and best matches the item 'กำไร (ขาดทุน) สุทธิ สำหรับงวด' in the taxonomy list. Considering the input metadata 'fs_category' is 'กำไรสำหรับงวด', we can use 'item_in_taxonomy' to represent the matched category. ",งบกำไรขาดทุนเบ็ดเสร็จ,กำไรสำหรับงวด,"[64250121, 47405816.0, 59347865, 43260058]"
42,ขาดทุนจากเงินลงทุนในตราสารทุนที่กำหนดให้วัดมูลค่า ด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,450200,กำไร (ขาดทุน) จากการวัดมูลค่าเงินลงทุนในตราสารทุนด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,"The input query explicitly mentions equity instruments measured at fair value through other comprehensive income, aligning with the definition of 'กำไร (ขาดทุน) จากการวัดมูลค่าเงินลงทุนในตราสารทุนด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น'. The provided fs_category confirms its relevance to other comprehensive income and not being reclassified.",งบกำไรขาดทุนเบ็ดเสร็จ,กำไร(ขาดทุน)เบ็ดเสร็จอื่น:  รายการที่จะไม่ถูกจัดประเภทรายการใหม่เข้าไปไว้ในกำไรหรือขาดทุนในภายหลัง,"[-11451597, -17963154.0, -13556962, -4570813]"
43,ภาษีเงินได้ของรายการที่จะไม่ถูกจัดประเภทรายการใหม่ เข้าไปไว้ในกำไรหรือขาดทุนในภายหลัง,459900,ภาษีเงินได้ของรายการที่จะไม่จัดประเภทรายการใหม่เข้าไปไว้ในกำไรหรือขาดทุนในภายหลัง,"From the Taxonomy list, fs_category: 'กำไรขาดทุนเบ็ดเสร็จอื่น-ไม่จัดประเภทในภายหลัง' is related to the input ภาษีเงินได้ของรายการที่จะไม่ถูกจัดประเภทรายการใหม่ เข้าไปไว้ในกำไรหรือขาดทุนในภายหลัง. Thus, the correct set_code is 459900 and item_in_taxonomy is ภาษีเงินได้ของรายการที่จะไม่จัดประเภทรายการใหม่เข้าไปไว้ในกำไรหรือขาดทุนในภายหลัง",งบกำไรขาดทุนเบ็ดเสร็จ,ภาษีเงินได้ของรายการที่จะไม่ถูกจัดประเภทรายการใหม่ เข้าไปไว้ในกำไรหรือขาดทุนในภายหลัง,"[2290319, 3592631.0, 2711392, 914163]"
44,รวมรายการที่จะไม่ถูกจัดประเภทรายการใหม่ เข้าไปไว้ในกำไรหรือขาดทุนในภายหลัง - สุทธิจากภาษี,459900,ภาษีเงินได้ของรายการที่จะไม่จัดประเภทรายการใหม่เข้าไปไว้ในกำไรหรือขาดทุนในภายหลัง,"The INPUT's fs_category matched the Taxonomy list's fs_category. Therefore, the SET Code is 459900 and the Item in Taxonomy is ภาษีเงินได้ของรายการที่จะไม่จัดประเภทรายการใหม่เข้าไปไว้ในกำไรหรือขาดทุนในภายหลัง.",งบกำไรขาดทุนเบ็ดเสร็จ,รวมรายการที่จะไม่ถูกจัดประเภทรายการใหม่ เข้าไปไว้ในกำไรหรือขาดทุนในภายหลัง - สุทธิจากภาษี,"[-9161278, -14370523.0, -10845570, -3656650]"
45,ขาดทุนเบ็ดเสร็จอื่นรวม - สุทธิจากภาษี,409998,กำไร (ขาดทุน) เบ็ดเสร็จอื่น - สุทธิจากภาษี,"The query mentions 'ขาดทุนเบ็ดเสร็จอื่นรวม - สุทธิจากภาษี' and the input metadata specifies financial_statement_type as 'งบกำไรขาดทุนเบ็ดเสร็จ' and fs_category as 'ขาดทุนเบ็ดเสร็จอื่นรวม - สุทธิจากภาษี'. The closest matching item from the taxonomy list is 'กำไร (ขาดทุน) เบ็ดเสร็จอื่น - สุทธิจากภาษี' with set_code '409998', which aligns with the input query and metadata.",งบกำไรขาดทุนเบ็ดเสร็จ,ขาดทุนเบ็ดเสร็จอื่นรวม - สุทธิจากภาษี,"[-9161278, -14370523.0, -10845570, -3656650]"
46,กำไรเบ็ดเสร็จรวมสำหรับงวด,409999,กำไร (ขาดทุน) เบ็ดเสร็จรวม สำหรับงวด,"The input query 'กำไรเบ็ดเสร็จรวมสำหรับงวด'  best matched with  'กำไร (ขาดทุน) เบ็ดเสร็จรวม สำหรับงวด' in the taxonomy list.  The input metadata financial_statement_type is งบกำไรขาดทุนเบ็ดเสร็จ,  fs_category is กำไรเบ็ดเสร็จรวมสำหรับงวด. And the selected item's financial_statement_type is PL, fs_category is กำไรขาดทุนเบ็ดเสร็จอื่น. ",งบกำไรขาดทุนเบ็ดเสร็จ,กำไรเบ็ดเสร็จรวมสำหรับงวด,"[55088843, 33035293.0, 48502295, 39603408]"
47,รายได้ค่าธรรมเนียมและบริการ,410113,รายได้จากการดำเนินธุรกิจ รายได้ค่าธรรมเนียมและบริการ,"The query 'รายได้ค่าธรรมเนียมและบริการ' matches the item 'รายได้ค่าธรรมเนียมและบริการ' in the taxonomy list. Both the query and the item refer to fees and service income. Thus, the SET code '410113' and 'รายได้จากการดำเนินธุรกิจ รายได้ค่าธรรมเนียมและบริการ' are selected.",งบกำไรขาดทุนเบ็ดเสร็จ,รายได้,"[632939145, 564623738.0, 632953164, 564637757]"
48,รายได้ดอกเบี้ย,410108,รายได้จากการดำเนินธุรกิจ รายได้ดอกเบี้ย,The input item name 'รายได้ดอกเบี้ย' is found in the taxonomy list with matching fs_category 'กำไรขาดทุน' and financial_statement_type 'PL'.,งบกำไรขาดทุนเบ็ดเสร็จ,รายได้,"[8264962, 8249357.0, 2322770, 2412732]"
49,กำไรและผลตอบแทนจากเครื่องมือทางการเงิน,430100,กำไร (ขาดทุน) และผลตอบแทนจากเครื่องมือทางการเงิน,"The input line item name is  'กำไรและผลตอบแทนจากเครื่องมือทางการเงิน' and financial_statement_type is 'งบกำไรขาดทุนเบ็ดเสร็จ' and fs_category is 'รายได้'. 
Though no exact match for fs_category 'รายได้' was found,  'กำไร (ขาดทุน) และผลตอบแทนจากเครื่องมือทางการเงิน' best matches the input query. ",งบกำไรขาดทุนเบ็ดเสร็จ,รายได้,"[18173859, 9710000.0, 13241345, 6533731]"
50,รายได้อื่น,410200,รายได้อื่น,"The input item name is รายได้อื่น and financial_statement_type is งบกำไรขาดทุนเบ็ดเสร็จ, fs_category is รายได้.  The Taxonomy list item with item_in_taxonomy as รายได้อื่น,  fs_category as กำไรขาดทุน and financial_statement_type as PL is the most relevant item.",งบกำไรขาดทุนเบ็ดเสร็จ,รายได้,"[157753, 1974027.0, 157752, 1974028]"
51,รวมรายได้,419999,รวมรายได้,"The query 'รวมรายได้' matches the item 'รวมรายได้' in the taxonomy list. Also, the fs_category of both query and matched item are both related to 'รายได้'.",งบกำไรขาดทุนเบ็ดเสร็จ,รายได้,"[659535719, 584557122.0, 648675031, 575558248]"
52,ค่าใช้จ่ายผลประโยชน์พนักงาน,422400,ค่าใช้จ่ายผลประโยชน์พนักงาน,The query 'ค่าใช้จ่ายผลประโยชน์พนักงาน' matched with item_in_taxonomy 'ค่าใช้จ่ายผลประโยชน์พนักงาน' in the taxonomy list.  The fs_category ค่าใช้จ่าย is found in the taxonomy list.,งบกำไรขาดทุนเบ็ดเสร็จ,ค่าใช้จ่าย,"[278662952, 259605817.0, 278662952, 259605817]"
53,ค่าธรรมเนียมและบริการจ่าย,422200,ค่าธรรมเนียมและบริการจ่าย,"The query \""ค่าธรรมเนียมและบริการจ่าย\"" matches the item_in_taxonomy \""ค่าธรรมเนียมและบริการจ่าย\"" in the Taxonomy list.  The item's fs_category is related to ค่าใช้จ่าย and financial_statement_type is งบกำไรขาดทุนเบ็ดเสร็จ, which matches the input metadata.",งบกำไรขาดทุนเบ็ดเสร็จ,ค่าใช้จ่าย,"[162006861, 117322562.0, 162006861, 117322562]"
54,ค่าใช้จ่ายดอกเบี้ย,429900,ค่าใช้จ่ายดอกเบี้ย,"The input item name is ค่าใช้จ่ายดอกเบี้ย and financial_statement_type is งบกำไรขาดทุนเบ็ดเสร็จ, fs_category is ค่าใช้จ่าย. Found a perfect match from the Taxonomy list with item_in_taxonomy as ค่าใช้จ่ายดอกเบี้ย and financial_statement_type is PL, fs_category is กำไรขาดทุน. ",งบกำไรขาดทุนเบ็ดเสร็จ,ค่าใช้จ่าย,"[3473564, 900662.0, 3473564, 900662]"
