,query,set_code,item_in_taxonomy,reasoning,table_name,category,number_values
10,อสังหาริมทรัพย์เพื่อการลงทุน,123700,อสังหาริมทรัพย์เพื่อการลงทุน - สุทธิ,The query 'อสังหาริมทรัพย์เพื่อการลงทุน' is an exact match to the 'item_in_taxonomy' field in the Taxonomy list. And the value of 'financial_statement_type' is 'BS_A' which is matched the criteria.,งบฐานะการเงิน,สินทรัพย์,"[39745, 39745, 39745, 39745]"
11,ที่ดิน อาคารและอุปกรณ์,123800,ที่ดิน อาคาร และอุปกรณ์ - สุทธิ,"The query ""ที่ดิน อาคารและอุปกรณ์"" is a close match to the item ""ที่ดิน อาคาร และอุปกรณ์ - สุทธิ"" in the provided taxonomy list.  The financial statement type is confirmed to be BS_A and the fs_category is สินทรัพย์, aligning with the input metadata.",งบฐานะการเงิน,สินทรัพย์,"[896635, 883665, 874063, 863724]"
12,สินทรัพย์สิทธิการใช้,123900,สินทรัพย์สิทธิการใช้ - สุทธิ,The query 'สินทรัพย์สิทธิการใช้' is an exact match to part of the 'item_in_taxonomy' field 'สินทรัพย์สิทธิการใช้ - สุทธิ'.,งบฐานะการเงิน,สินทรัพย์,"[79920, 83103, 69907, 68421]"
13,ค่าความนิยม,124200,ค่าความนิยม - สุทธิ,"The query ""ค่าความนิยม"" matches the item_in_taxonomy ""ค่าความนิยม - สุทธิ"" in the Taxonomy list. Both terms refer to the same concept in accounting. The financial_statement_type is confirmed to be BS_A and the fs_category is สินทรัพย์, aligning with the input metadata.",งบฐานะการเงิน,สินทรัพย์,"[14069, 13067, -1, -1]"
14,สินทรัพย์ไม่มีตัวตนอื่นนอกจากค่าความนิยม,124190,สินทรัพย์ไม่มีตัวตน - สุทธิ สินทรัพย์ไม่มีตัวตน - อื่น ๆ,"The input query explicitly mentions assets other than goodwill, and the context contains an item ""สินทรัพย์ไม่มีตัวตน - สุทธิ สินทรัพย์ไม่มีตัวตน - อื่น ๆ"" which perfectly aligns with the input query. Therefore, this item is the most appropriate match.",งบฐานะการเงิน,สินทรัพย์,"[62126, 47619, 55048, 39890]"
15,สินทรัพย์ภาษีเงินได้รอการตัดบัญชี,124400,สินทรัพย์ภาษีเงินได้รอตัดบัญชี,"The query matches the item_in_taxonomy ""สินทรัพย์ภาษีเงินได้รอตัดบัญชี"" in the taxonomy list. The financial_statement_type is BS_A and the set_code is 124400.",งบฐานะการเงิน,สินทรัพย์,"[74090, 75736, 45997, 44439]"
16,สินทรัพย์ไม่หมุนเวียนอื่น,129990,สินทรัพย์ไม่หมุนเวียนอื่น สินทรัพย์ไม่หมุนเวียนอื่น - อื่น ๆ,"The query 'สินทรัพย์ไม่หมุนเวียนอื่น' matches the Item in Taxonomy 'สินทรัพย์ไม่หมุนเวียนอื่น สินทรัพย์ไม่หมุนเวียนอื่น - อื่น ๆ' in the taxonomy list. Considering the fs_category should be related to 'สินทรัพย์', the selected item is the best match.",งบฐานะการเงิน,สินทรัพย์,"[11131, 12910, 5599, 7856]"
17,รวมสินทรัพย์ไม่หมุนเวียน,129999,รวมสินทรัพย์ไม่หมุนเวียน,Found an exact match for the input query 'รวมสินทรัพย์ไม่หมุนเวียน' in the Taxonomy list.  The fs_category is 'สินทรัพย์ไม่หมุนเวียน' which is related to the input metadata fs_category 'สินทรัพย์'.,งบฐานะการเงิน,สินทรัพย์,"[1193206, 1171885, 1293615, 1182661]"
18,รวมสินทรัพย์,109999,รวมสินทรัพย์,The query 'รวมสินทรัพย์' is a perfect match with the 'item_in_taxonomy' in the Taxonomy list. And the value of 'fs_category' matched the input metadata 'fs_category'.,งบฐานะการเงิน,สินทรัพย์,"[4064441, 3233995, 4354075, 3423393]"
19,เงินกู้ยืมระยะสั้นจากสถาบันการเงิน,210500,เงินเบิกเกินบัญชีและเงินกู้ยืมระยะสั้นจากสถาบันการเงิน,"The query mentions short-term loans from financial institutions, which aligns with the definition of 'เงินเบิกเกินบัญชีและเงินกู้ยืมระยะสั้นจากสถาบันการเงิน' (Bank Overdrafts And Short-Term Borrowings From Financial Institutions) in the taxonomy list. The provided 'fs_category' ('หนี้สินและส่วนของผู้ถือหุ้น') is too broad, so we use 'item_in_taxonomy' for matching.",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[669123, 9900, 659223, -1]"
20,ส่วนของเงินกู้ยืมระยะยาวจากสถาบันการเงินที่ถึงกำหนดชำระภายในหนึ่งปี,211860,ส่วนของหนี้สินระยะยาวส่วนที่ถึงกำหนดชำระภายในหนึ่งปี สถาบันการเงิน,"The query refers to a portion of long-term loans from financial institutions due within one year, which matches the definition of 'ส่วนของหนี้สินระยะยาวส่วนที่ถึงกำหนดชำระภายในหนึ่งปี สถาบันการเงิน' in the taxonomy list. Although the fs_category does not relate to 'หนี้สินและส่วนของผู้ถือหุ้น', it is the most relevant match.",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[-1, 34800, -1, 34800]"
21,เจ้าหนี้การค้าและเจ้าหนี้หมุนเวียนอื่น,211100,เจ้าหนี้การค้าและเจ้าหนี้หมุนเวียนอื่น,"The query perfectly matches the item ""เจ้าหนี้การค้าและเจ้าหนี้หมุนเวียนอื่น"" in the taxonomy list. Considering the fs_category from the input metadata, we select the taxonomy item where fs_category is หนี้สินหมุนเวียน, which is related to หนี้สินและส่วนของผู้ถือหุ้น.",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[732861, 707762, 703484, 667974]"
22,ส่วนของหนี้สินตามสัญญาเช่าที่ถึงกำหนดชำระภายในหนึ่งปี,212400,หนี้สินตามสัญญาเช่า - ส่วนที่ถึงกำหนดชำระภายในหนึ่งปี,"Found financial_statement_type is งบฐานะการเงิน, fs_category is หนี้สินและส่วนของผู้ถือหุ้น and  match item_in_taxonomy  หนี้สินตามสัญญาเช่า - ส่วนที่ถึงกำหนดชำระภายในหนึ่งปี from the Taxonomy list. ",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[29783, 29068, 23163, 21968]"
23,เงินกู้ยืมระยะสั้น,211700,เงินกู้ยืมระยะสั้น,The query 'เงินกู้ยืมระยะสั้น' is a perfect match with the item_in_taxonomy 'เงินกู้ยืมระยะสั้น' in the taxonomy list. And the fs_category 'หนี้สินหมุนเวียน' is related to the input metadata fs_category 'หนี้สินและส่วนของผู้ถือหุ้น'.,งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[9028, 10438, -1, -1]"
24,ภาษีเงินได้นิติบุคคลค้างจ่าย,213000,ภาษีเงินได้นิติบุคคลค้างจ่าย,The query 'ภาษีเงินได้นิติบุคคลค้างจ่าย' is an exact match with the 'item_in_taxonomy' in the taxonomy list.  The 'financial_statement_type' of the matching item is 'BS_L' which is related to the input metadata 'งบฐานะการเงิน'.,งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[10771, 18110, 10771, 18110]"
25,หนี้สินหมุนเวียนอื่น,219900,หนี้สินหมุนเวียนอื่น,"The query \""หนี้สินหมุนเวียนอื่น\"" matches directly with the \""item_in_taxonomy\"" in the Taxonomy list. And the input metadata \""financial_statement_type\"" is งบฐานะการเงิน which related to \""financial_statement_type\"": BS_L in the Taxonomy list.",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[19173, 18038, 14601, 16445]"
26,รวมหนี้สินหมุนเวียน,219999,รวมหนี้สินหมุนเวียน,"The query matches the item_in_taxonomy ""รวมหนี้สินหมุนเวียน"" in the taxonomy list. Also, the  fs_category field  ""หนี้สินหมุนเวียน"" is related to the input metadata fs_category ""หนี้สินและส่วนของผู้ถือหุ้น"".",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[1470739, 828116, 1411242, 759297]"
27,เงินกู้ยืมระยะยาวจากสถาบันการเงิน,221860,หนี้สินระยะยาว - ส่วนที่ถึงกำหนดชำระเกินกว่าหนึ่งปี สถาบันการเงิน,"The query \""เงินกู้ยืมระยะยาวจากสถาบันการเงิน\"" means long-term loan from financial institutions, and the input metadata specifies financial_statement_type as งบฐานะการเงิน and fs_category as หนี้สินและส่วนของผู้ถือหุ้น. Therefore, the most relevant item in the taxonomy list is \""หนี้สินระยะยาว - ส่วนที่ถึงกำหนดชำระเกินกว่าหนึ่งปี สถาบันการเงิน\"" with SET Code 221860, as it closely aligns with the query's meaning and specified criteria.",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[-1, 84584, -1, 84584]"
28,หนี้สินตามสัญญาเช่า,212400,หนี้สินตามสัญญาเช่า - ส่วนที่ถึงกำหนดชำระภายในหนึ่งปี,"The query \""หนี้สินตามสัญญาเช่า\"" matches both current and non-current portions of lease liabilities. However, the provided fs_category is หนี้สินและส่วนของผู้ถือหุ้น, which does not match the fs_category of either option. Therefore, we use item_in_taxonomy for mapping. Considering the query's general nature, it's suitable to map it to the broader \""หนี้สินตามสัญญาเช่า - ส่วนที่ถึงกำหนดชำระภายในหนึ่งปี\"" as a default.",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[49740, 53788, 45857, 45711]"
29,ประมาณการหนี้สินไม่หมุนเวียนสำหรับผลประโยชน์พนักงาน,222700,ประมาณการหนี้สินผลประโยชน์พนักงาน - ไม่หมุนเวียน,"The input query's meaning matches more with meaning_of_taxonomy in the Taxonomy list. Also, the input's fs_category is หนี้สินและส่วนของผู้ถือหุ้น which is related to the item's fs_category.",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[36891, 33987, 34627, 31935]"
30,หนี้สินไม่หมุนเวียนอื่น,229900,หนี้สินไม่หมุนเวียนอื่น,"The query 'หนี้สินไม่หมุนเวียนอื่น' is an exact match with the 'item_in_taxonomy' in the Taxonomy list. Also, the 'fs_category' ('หนี้สินไม่หมุนเวียน') is related to the input metadata 'fs_category' ('หนี้สินและส่วนของผู้ถือหุ้น').",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[196, 476, -1, -1]"
31,รวมหนี้สินไม่หมุนเวียน,229999,รวมหนี้สินไม่หมุนเวียน,"The query 'รวมหนี้สินไม่หมุนเวียน' is an exact match with the 'item_in_taxonomy' field in the Taxonomy list. Thus, the selected SET Code and Item in Taxonomy are correct and correspond to the user's query.",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[86827, 172835, 80484, 162230]"
32,รวมหนี้สิน,209999,รวมหนี้สิน,"The query perfectly matches the item ""รวมหนี้สิน"" in the taxonomy list, and the input metadata's fs_category is related to the matched item's fs_category, ""หนี้สิน"".",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[1557566, 1000951, 1491726, 921527]"
33,"หุ้นสามัญ 1,380,000,000 หุ้น มูลค่าหุ้นละ 0.25 บาท",310220,ทุนที่ออกและชำระแล้ว หุ้นสามัญชำระแล้ว,The input mentions 'หุ้นสามัญ' and the context's fs_category is 'หนี้สินและส่วนของผู้ถือหุ้น' so the closest match is 'ทุนที่ออกและชำระแล้ว หุ้นสามัญชำระแล้ว' with SET Code '310220'.,งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[345000, 345000, 345000, 345000]"
34,"หุ้นสามัญ 1,380,000,000 หุ้น มูลค่าหุ้นละ 0.25 บาท ชำระครบแล้ว",310220,ทุนที่ออกและชำระแล้ว หุ้นสามัญชำระแล้ว,The input mentions ordinary shares that have been fully paid.  The taxonomy item meaning 'Issued And Paid-Up Share Capital Paid-Up Ordinary Shares' matches the input.,งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[345000, 345000, 345000, 345000]"
35,ส่วนเกินมูลค่าหุ้นสามัญ,310420,ส่วนเกิน (ต่ำกว่า) มูลค่าหุ้น ส่วนเกิน (ต่ำกว่า) มูลค่าหุ้นสามัญ,"The query mentions ""ส่วนเกินมูลค่าหุ้นสามัญ"" which directly corresponds to the item ""ส่วนเกิน (ต่ำกว่า) มูลค่าหุ้น ส่วนเกิน (ต่ำกว่า) มูลค่าหุ้นสามัญ"" in the taxonomy. This item also aligns with the provided fs_category ""หนี้สินและส่วนของผู้ถือหุ้น"" as it falls under the broader category of ""ส่วนของผู้ถือหุ้น"".",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[1315440, 1315440, 1315440, 1315440]"
36,ส่วนเกิน (ต่ำกว่า) ทุนจากการเปลี่ยนแปลงสัดส่วนการถือหุ้นในบริษัทย่อย,319921,ส่วนเกิน (ต่ำกว่า) ทุน ส่วนเกิน (ต่ำกว่า) ทุนจากการเปลี่ยนแปลงส่วนได้เสียในความเป็นเจ้าของในบริษัทย่อย,"The query mentions ""ส่วนเกิน (ต่ำกว่า) ทุนจากการเปลี่ยนแปลง"" and ""บริษัทย่อย"", which closely match the wording in the taxonomy item ""ส่วนเกิน (ต่ำกว่า) ทุน ส่วนเกิน (ต่ำกว่า) ทุนจากการเปลี่ยนแปลงส่วนได้เสียในความเป็นเจ้าของในบริษัทย่อย"". Thus, this item is chosen.",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[-79961, 1186, -1, -1]"
37,ทุนสำรองตามกฎหมาย,310611,กำไรสะสม - จัดสรรแล้ว สำรองตามกฎหมาย,The best match from the Taxonomy list is 'กำไรสะสม - จัดสรรแล้ว สำรองตามกฎหมาย' with SET Code '310611' because the meaning_of_taxonomy indicates this item can also be referred to as 'ทุนสำรองตามกฎหมาย'.,งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[34500, 34500, 34500, 34500]"
38,ยังไม่ได้จัดสรร,310620,กำไร (ขาดทุน) สะสม กำไร (ขาดทุน) สะสม - ยังไม่ได้จัดสรร,"The query ""ยังไม่ได้จัดสรร"" is found in multiple taxonomy items.  However, only the taxonomy item ""กำไร (ขาดทุน) สะสม กำไร (ขาดทุน) สะสม - ยังไม่ได้จัดสรร"" belongs to the correct fs_category, which is หนี้สินและส่วนของผู้ถือหุ้น.",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[896214, 540632, 1167409, 806926]"
39,องค์ประกอบอื่นของส่วนของผู้ถือหุ้น,319900,องค์ประกอบอื่นของส่วนของผู้ถือหุ้น,Found an exact match for the query 'องค์ประกอบอื่นของส่วนของผู้ถือหุ้น' in the provided taxonomy list.  The fs_category property ('ส่วนของผู้ถือหุ้น') is related to the input metadata fs_category ('หนี้สินและส่วนของผู้ถือหุ้น').,งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[-4318, -6315, -1, -1]"
40,รวมส่วนของบริษัทใหญ่,319999,รวมส่วนของผู้ถือหุ้นของบริษัทใหญ่,"The query 'รวมส่วนของบริษัทใหญ่' is related to equity, and the input metadata specifies financial_statement_type as 'งบฐานะการเงิน' and fs_category as 'หนี้สินและส่วนของผู้ถือหุ้น'. In the Taxonomy list, the item 'รวมส่วนของผู้ถือหุ้นของบริษัทใหญ่' matches the query and has the correct fs_category and financial_statement_type.",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[2506875, 2230443, 2862349, 2501866]"
41,ส่วนได้เสียที่ไม่มีอำนาจควบคุม,320130,ส่วนได้เสียที่ไม่มีอำนาจควบคุม,"The query matches directly with the item ""ส่วนได้เสียที่ไม่มีอำนาจควบคุม"" in the taxonomy list. And the  fs_category in Taxonomy List item is ""ส่วนของผู้ถือหุ้น"" which is related to the input metadata fs_category ""หนี้สินและส่วนของผู้ถือหุ้น"".",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[-1, 2601, -1, -1]"
42,รวมส่วนของผู้ถือหุ้น,309998,รวมส่วนของผู้ถือหุ้น,"Found an exact match for the query ""รวมส่วนของผู้ถือหุ้น"" in the taxonomy list with a matching fs_category and financial statement type.",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[2506875, 2233044, 2862349, 2501866]"
43,รวมหนี้สินและส่วนของผู้ถือหุ้น,309999,รวมหนี้สินและส่วนของผู้ถือหุ้น,"The query matches the item_in_taxonomy in the Taxonomy list, and the financial_statement_type and fs_category also match the input metadata.",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[4064441, 3233995, 4354075, 3423393]"
44,เงินสดและรายการเทียบเท่าเงินสด,110100,เงินสดและรายการเทียบเท่าเงินสด,The query 'เงินสดและรายการเทียบเท่าเงินสด' is a perfect match with the 'item_in_taxonomy' in the Taxonomy list. And the 'fs_category' of the matched item is 'สินทรัพย์หมุนเวียน' which is related to the input metadata 'fs_category' as 'สินทรัพย์'.,งบฐานะการเงิน,สินทรัพย์,"[204672, 240212]"
45,ลูกหนี้การค้าและลูกหนี้หมุนเวียนอื่น,112000,ลูกหนี้การค้าและลูกหนี้หมุนเวียนอื่น - สุทธิ,"The input name 'ลูกหนี้การค้าและลูกหนี้หมุนเวียนอื่น' directly matches the item 'ลูกหนี้การค้าและลูกหนี้หมุนเวียนอื่น - สุทธิ' in the taxonomy list.  Also, the input metadata 'fs_category' is 'สินทรัพย์' which is related to the taxonomy 'fs_category' 'สินทรัพย์หมุนเวียน'.",งบฐานะการเงิน,สินทรัพย์,"[935215, 1024793]"
46,เงินให้กู้ยืมระยะสั้นแก่บริษัทย่อย,112320,เงินให้กู้ยืมระยะสั้นและดอกเบี้ยค้างรับ บุคคลหรือกิจการที่เกี่ยวข้องกัน,"The input query mentions short-term loans to subsidiaries, which aligns with the definition of 'เงินให้กู้ยืมระยะสั้นและดอกเบี้ยค้างรับ บุคคลหรือกิจการที่เกี่ยวข้องกัน' in the taxonomy list. This item refers to short-term loans and interest receivables from related parties, including subsidiaries.",งบฐานะการเงิน,สินทรัพย์,"[210500, 190500]"
47,สินค้าคงเหลือ,112900,สินค้าคงเหลือ - สุทธิ,"The query 'สินค้าคงเหลือ' matches the item 'สินค้าคงเหลือ - สุทธิ' in the taxonomy list. Both the query's metadata and the taxonomy list item share the same 'fs_category' value, 'สินทรัพย์'.",งบฐานะการเงิน,สินทรัพย์,"[1617723, 611994]"
48,สินทรัพย์ทางการเงินหมุนเวียนอื่น,113100,สินทรัพย์ทางการเงินหมุนเวียนอื่น,"The query 'สินทรัพย์ทางการเงินหมุนเวียนอื่น' is an exact match to the 'item_in_taxonomy' in the taxonomy list, and the 'fs_category' ('สินทรัพย์หมุนเวียน') is related to the input metadata 'fs_category' ('สินทรัพย์').",งบฐานะการเงิน,สินทรัพย์,"[83584, 165962]"
49,สินทรัพย์หมุนเวียนอื่น,119900,สินทรัพย์หมุนเวียนอื่น,The input name 'สินทรัพย์หมุนเวียนอื่น' matches exactly with the item_in_taxonomy 'สินทรัพย์หมุนเวียนอื่น' in the taxonomy list. And the input metadata financial_statement_type งบฐานะการเงิน is equal to BS_A and fs_category สินทรัพย์ is related to สินทรัพย์หมุนเวียน in the taxonomy list. ,งบฐานะการเงิน,สินทรัพย์,"[8766, 7271]"
50,รวมสินทรัพย์หมุนเวียน,119999,รวมสินทรัพย์หมุนเวียน,The input query 'รวมสินทรัพย์หมุนเวียน' and financial_statement_type งบฐานะการเงิน strongly match the item_in_taxonomy 'รวมสินทรัพย์หมุนเวียน' in the taxonomy list. ,งบฐานะการเงิน,สินทรัพย์,"[3060460, 2240732]"
51,เงินลงทุนในบริษัทย่อย,122710,เงินลงทุนในบริษัทย่อย,The query 'เงินลงทุนในบริษัทย่อย' matches directly with item_in_taxonomy 'เงินลงทุนในบริษัทย่อย' in the taxonomy list.  The financial_statement_type is 'BS_A' and fs_category is 'สินทรัพย์' which are matched the context.,งบฐานะการเงิน,สินทรัพย์,"[186132, 101462]"
52,เงินลงทุนในบริษัทร่วม,122720,เงินลงทุนในบริษัทร่วม,"The query 'เงินลงทุนในบริษัทร่วม' is a perfect match to the item_in_taxonomy with the same name in the taxonomy list. And the financial_statement_type of this item is BS_A, fs_category is สินทรัพย์ไม่หมุนเวียน, which is related to the input metadata: financial_statement_type is งบฐานะการเงิน, fs_category is สินทรัพย์.",งบฐานะการเงิน,สินทรัพย์,"[10000, 10000]"
53,เงินให้กู้ยืมระยะยาวแก่บริษัทร่วม,122420,เงินให้กู้ยืมระยะยาวและดอกเบี้ยค้างรับ - ส่วนที่ถึงกำหนดชำระเกินกว่าหนึ่งปี บุคคลหรือกิจการที่เกี่ยวข้องกัน,"The query mentions  'เงินให้กู้ยืมระยะยาว' and 'บริษัทร่วม' which closely match the definition of 'เงินให้กู้ยืมระยะยาวและดอกเบี้ยค้างรับ - ส่วนที่ถึงกำหนดชำระเกินกว่าหนึ่งปี บุคคลหรือกิจการที่เกี่ยวข้องกัน' in the taxonomy list. We also know the financial_statement_type is BS_A and fs_category is สินทรัพย์, which further confirms the selection.",งบฐานะการเงิน,สินทรัพย์,"[7124, 7124]"
54,อสังหาริมทรัพย์เพื่อการลงทุน,123700,อสังหาริมทรัพย์เพื่อการลงทุน - สุทธิ,"The query ""อสังหาริมทรัพย์เพื่อการลงทุน"" matches the meaning of taxonomy in the provided list. Thus, the correct SET Code is 123700 and Item in Taxonomy is อสังหาริมทรัพย์เพื่อการลงทุน - สุทธิ",งบฐานะการเงิน,สินทรัพย์,"[39745, 39745]"
55,ที่ดิน อาคารและอุปกรณ์,123800,ที่ดิน อาคาร และอุปกรณ์ - สุทธิ,"The input query ""ที่ดิน อาคารและอุปกรณ์"" is very similar to the item_in_taxonomy ""ที่ดิน อาคาร และอุปกรณ์ - สุทธิ"" in the Taxonomy list. Thus, the SET Code should be 123800.",งบฐานะการเงิน,สินทรัพย์,"[874063, 863724]"
56,สินทรัพย์สิทธิการใช้,123900,สินทรัพย์สิทธิการใช้ - สุทธิ,"The query 'สินทรัพย์สิทธิการใช้' is an exact match to the 'item_in_taxonomy' in the Taxonomy list.  Also, the 'fs_category' field in the Taxonomy list is 'สินทรัพย์ไม่หมุนเวียน' which is related to the input metadata 'fs_category' as 'สินทรัพย์'.",งบฐานะการเงิน,สินทรัพย์,"[69907, 68421]"
57,ค่าความนิยม,124200,ค่าความนิยม - สุทธิ,The query 'ค่าความนิยม' is an exact match to multiple items in the taxonomy list with the same 'item_in_taxonomy' value. All of these match the criteria where financial_statement_type is งบฐานะการเงิน and fs_category is สินทรัพย์. We will use the first match from the list.,งบฐานะการเงิน,สินทรัพย์,"[0, 0]"
58,สินทรัพย์ไม่มีตัวตนอื่นนอกจากค่าความนิยม,124190,สินทรัพย์ไม่มีตัวตน - สุทธิ สินทรัพย์ไม่มีตัวตน - อื่น ๆ,"The query mentions an intangible asset other than goodwill. The taxonomy item that best matches this description is ""สินทรัพย์ไม่มีตัวตน - สุทธิ สินทรัพย์ไม่มีตัวตน - อื่น ๆ"" as its definition states that it refers to intangible assets other than those listed in references 90 to 91, which includes goodwill.",งบฐานะการเงิน,สินทรัพย์,"[55048, 39890]"
