,query,set_code,item_in_taxonomy,reasoning,table_name,category,number_values
10,ค่าความนิยมและสินทรัพย์ไม่มีตัวตนอื่นสุทธิ,104000,ค่าความนิยมและสินทรัพย์ไม่มีตัวตนอื่น - สุทธิ,"The input name 'ค่าความนิยมและสินทรัพย์ไม่มีตัวตนอื่นสุทธิ' is an exact match to the item_in_taxonomy 'ค่าความนิยมและสินทรัพย์ไม่มีตัวตนอื่น - สุทธิ' in the Taxonomy list.  The financial_statement_type is 'BS_A' and fs_category is 'สินทรัพย์', which align with the input metadata.",งบฐานะการเงินรวม,สินทรัพย์ (ไม่ได้ตรวจสอบ),"[20747458, 21691664, 635119, 483466]"
11,สินทรัพย์ภาษีเงินได้รอตัดบัญชี,104400,สินทรัพย์ภาษีเงินได้รอตัดบัญชี,The query 'สินทรัพย์ภาษีเงินได้รอตัดบัญชี' is an exact match to the 'item_in_taxonomy' field in the taxonomy list. The 'financial_statement_type' is 'BS_A' which is aligned with the input metadata 'งบฐานะการเงินรวม'.,งบฐานะการเงินรวม,สินทรัพย์ (ไม่ได้ตรวจสอบ),"[6010657, 6138907, 0, 0]"
12,สินทรัพย์อื่นสุทธิ,109900,สินทรัพย์อื่น - สุทธิ,The query 'สินทรัพย์อื่นสุทธิ' directly matches the item 'สินทรัพย์อื่น - สุทธิ' in the taxonomy list.  The fs_category of both query and matched taxonomy item is 'สินทรัพย์'.,งบฐานะการเงินรวม,สินทรัพย์ (ไม่ได้ตรวจสอบ),"[36084554, 32321079, 1484368, 2400058]"
13,รวมสินทรัพย์,109999,รวมสินทรัพย์,"The query 'รวมสินทรัพย์' is an exact match for the 'item_in_taxonomy' field in the taxonomy list, and the 'fs_category' field ('สินทรัพย์') is related to the input metadata 'สินทรัพย์ (ไม่ได้ตรวจสอบ)'.",งบฐานะการเงินรวม,สินทรัพย์ (ไม่ได้ตรวจสอบ),"[3484314183, 3438721930, 681814901, 667143730]"
14,เงินรับฝาก,200100,เงินรับฝาก,"The input item name is เงินรับฝาก and financial_statement_type is งบฐานะการเงินรวม, fs_category is หนี้สิน. Thus the matched taxonomy item name is เงินรับฝาก, set_code is 200100, and financial_statement_type is BS_L.",งบฐานะการเงินรวม,หนี้สิน,"[2457273819, 2442859865, 0, 0]"
15,รายการระหว่างธนาคารและตลาดเงิน,200200,รายการระหว่างธนาคารและตลาดเงิน,"The financial report line item name is  รายการระหว่างธนาคารและตลาดเงิน and financial_statement_type is งบฐานะการเงินรวม, fs_category is หนี้สิน.  The most relevant item in the Taxonomy list is รายการระหว่างธนาคารและตลาดเงิน with set_code 200200 in financial_statement_type BS_L.",งบฐานะการเงินรวม,หนี้สิน,"[249082172, 221458781, 84101524, 96081476]"
16,หนี้สินจ่ายคืนเมื่อทวงถาม,200300,หนี้สินจ่ายคืนเมื่อทวงถาม,"The query 'หนี้สินจ่ายคืนเมื่อทวงถาม' is an exact match to the 'item_in_taxonomy' field in the Taxonomy list, and the 'fs_category' field ('หนี้สิน') is also a match with the input metadata.",งบฐานะการเงินรวม,หนี้สิน,"[16159506, 13005055, 0, 0]"
17,หนี้สินทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน,200400,หนี้สินทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน,"The query matches the item_in_taxonomy ""หนี้สินทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน"" in the Taxonomy list.  The fs_category also matches the input metadata.",งบฐานะการเงินรวม,หนี้สิน,"[1973031, 1910818, 0, 0]"
18,หนี้สินอนุพันธ์,202100,หนี้สินอนุพันธ์,The query 'หนี้สินอนุพันธ์' is a direct match with 'item_in_taxonomy' in the Taxonomy list.  The 'fs_category' is 'หนี้สิน' and 'financial_statement_type' is 'BS_L' which are aligned with the input metadata.,งบฐานะการเงินรวม,หนี้สิน,"[54633399, 42952427, 1946830, 0]"
19,ตราสารหนี้ที่ออกและเงินกู้ยืม,202000,ตราสารหนี้ที่ออกและเงินกู้ยืม,"The query 'ตราสารหนี้ที่ออกและเงินกู้ยืม' is an exact match to the 'item_in_taxonomy' in the Taxonomy list, and the 'fs_category' ('หนี้สิน') is also a match. Therefore, the most relevant SET Code is '202000'.",งบฐานะการเงินรวม,หนี้สิน,"[118866333, 109910607, 83374604, 49843096]"
20,ประมาณการหนี้สิน,202800,ประมาณการหนี้สิน,The query 'ประมาณการหนี้สิน' is a direct match to the 'item_in_taxonomy' field in the Taxonomy list. The financial statement type is confirmed to be 'BS_L' based on the INPUT METADATA.,งบฐานะการเงินรวม,หนี้สิน,"[18096585, 20125958, 129752, 97210]"
21,หนี้สินภาษีเงินได้รอตัดบัญชี,203200,หนี้สินภาษีเงินได้รอตัดบัญชี,"The query 'หนี้สินภาษีเงินได้รอตัดบัญชี' matches exactly with the 'item_in_taxonomy' field in the Taxonomy list, and the 'fs_category' field in the same list item matches the provided 'fs_category'.",งบฐานะการเงินรวม,หนี้สิน,"[1176677, 991717, 0, 0]"
22,หนี้สินอื่น,209900,หนี้สินอื่น,"The input query 'หนี้สินอื่น' is an exact match to the 'item_in_taxonomy' value in the provided taxonomy list.  The 'fs_category' is 'หนี้สิน' and 'financial_statement_type' is 'BS_L', which matches the input metadata.",งบฐานะการเงินรวม,หนี้สิน,"[88553782, 101773387, 1826775, 1701690]"
23,รวมหนี้สิน,209999,รวมหนี้สิน,"The input query's fs_category is หนี้สิน and financial_statement_type is งบฐานะการเงินรวม,  relate to fs_category: หนี้สิน and financial_statement_type: BS_L in the taxonomy list. Thus, the correct set_code is 209999 and item_in_taxonomy is รวมหนี้สิน.",งบฐานะการเงินรวม,หนี้สิน,"[3005815304, 2954988615, 171379485, 147723472]"
24,"ทุนเรือนหุ้นทุนจดทะเบียนหุ้นสามัญ 3,399,192,198 หุ้น มูลค่าหุ้นละ 10 บาท",310120,ทุนจดทะเบียน หุ้นสามัญจดทะเบียน,"The input query explicitly mentions ทุนจดทะเบียน and หุ้นสามัญ which directly corresponds to the item ""ทุนจดทะเบียน หุ้นสามัญจดทะเบียน"" in the taxonomy.  The input metadata also specifies 'fs_category' as 'ส่วนของเจ้าของ' which aligns with the chosen taxonomy item. ",งบฐานะการเงินรวม,ส่วนของเจ้าของ,"[33991922, 33991922, 33991922, 33991922]"
25,"ทุนที่ออกและชำระแล้วหุ้นสามัญ 3,367,107,286 หุ้น มูลค่าหุ้นละ 10 บาท",310220,ทุนที่ออกและชำระแล้ว หุ้นสามัญชำระแล้ว,"The input mentions both ""ทุนที่ออกและชำระแล้ว"" and ""หุ้นสามัญ"" which directly corresponds to the item ""ทุนที่ออกและชำระแล้ว หุ้นสามัญชำระแล้ว"" in the taxonomy list. ",งบฐานะการเงินรวม,ส่วนของเจ้าของ,"[33671073, 33671073, 33671073, 33671073]"
26,ส่วนเกินมูลค่าหุ้นสามัญ,310420,ส่วนเกิน (ต่ำกว่า) มูลค่าหุ้นสามัญ,"The query \""ส่วนเกินมูลค่าหุ้นสามัญ\"" is related to premium on ordinary shares. Considering the input metadata financial_statement_type as งบฐานะการเงินรวม and fs_category as ส่วนของเจ้าของ, the most relevant item in the taxonomy list is \""ส่วนเกิน (ต่ำกว่า) มูลค่าหุ้นสามัญ\"" with SET Code \""310420\"".",งบฐานะการเงินรวม,ส่วนของเจ้าของ,"[11019190, 11019190, 407069914, 407069914]"
27,องค์ประกอบอื่นของส่วนของเจ้าของ,319990,องค์ประกอบอื่นของส่วนของผู้ถือหุ้น - อื่นๆ,"The input name 'องค์ประกอบอื่นของส่วนของเจ้าของ' is very similar to the 'item_in_taxonomy' in the Taxonomy list. Also, the input metadata 'fs_category' is 'ส่วนของเจ้าของ' which is related to the 'fs_category' in the Taxonomy list. Therefore, the SET Code should be '319990' and Item in Taxonomy should be 'องค์ประกอบอื่นของส่วนของผู้ถือหุ้น - อื่นๆ'.",งบฐานะการเงินรวม,ส่วนของเจ้าของ,"[20425561, 20833387, 0, 0]"
28,กำไรสะสมจัดสรรแล้วทุนสำรองตามกฎหมาย,310611,กำไรสะสม - จัดสรรแล้ว สำรองตามกฎหมาย,The input query 'กำไรสะสมจัดสรรแล้วทุนสำรองตามกฎหมาย' explicitly mentions  'กำไรสะสม - จัดสรรแล้ว สำรองตามกฎหมาย' which directly corresponds to a taxonomy item. ,งบฐานะการเงินรวม,ส่วนของเจ้าของ,"[3400000, 3400000, 3400000, 3400000]"
29,ยังไม่ได้จัดสรร,310620,กำไร (ขาดทุน) สะสม กำไร (ขาดทุน) สะสม - ยังไม่ได้จัดสรร,"The query ""ยังไม่ได้จัดสรร"" is found in the item_in_taxonomy ""กำไร (ขาดทุน) สะสม กำไร (ขาดทุน) สะสม - ยังไม่ได้จัดสรร"" and the fs_category ""ส่วนของผู้ถือหุ้น"" is related to ""ส่วนของเจ้าของ"" in the input metadata. Therefore, the SET code is 310620.",งบฐานะการเงินรวม,ส่วนของเจ้าของ,"[404255057, 409158569, 66294429, 75279271]"
30,รวมส่วนของบริษัทใหญ่,319999,รวมส่วนของผู้ถือหุ้นของบริษัทใหญ่,"The input name 'รวมส่วนของบริษัทใหญ่' appears in the meaning_of_taxonomy of the Taxonomy list. And the input metadata financial_statement_type งบฐานะการเงินรวม is equal to BS_OE and fs_category ส่วนของเจ้าของ is equal to ส่วนของผู้ถือหุ้น in the Taxonomy list. Thus, the correct SET Code is 319999 and Item in Taxonomy is รวมส่วนของผู้ถือหุ้นของบริษัทใหญ่",งบฐานะการเงินรวม,ส่วนของเจ้าของ,"[472770881, 478082219, 510435416, 519420258]"
31,ส่วนได้เสียที่ไม่มีอำนาจควบคุม,320130,ส่วนได้เสียที่ไม่มีอำนาจควบคุม,"Found an exact match for the input query ""ส่วนได้เสียที่ไม่มีอำนาจควบคุม"" in the Taxonomy list with fs_category as ส่วนของผู้ถือหุ้น which is related to the input metadata fs_category ส่วนของเจ้าของ",งบฐานะการเงินรวม,ส่วนของเจ้าของ,"[5727998, 5651096, 0, 0]"
32,รวมส่วนของเจ้าของ,309998,รวมส่วนของผู้ถือหุ้น,"The query 'รวมส่วนของเจ้าของ' is a close match to the item 'รวมส่วนของผู้ถือหุ้น' in the taxonomy list, and both have the same fs_category 'ส่วนของผู้ถือหุ้น'.",งบฐานะการเงินรวม,ส่วนของเจ้าของ,"[478498879, 483733315, 510435416, 519420258]"
33,รวมหนี้สินและส่วนของเจ้าของ,309999,รวมหนี้สินและส่วนของผู้ถือหุ้น,"The query 'รวมหนี้สินและส่วนของเจ้าของ' is very similar to the 'item_in_taxonomy' of 'รวมหนี้สินและส่วนของผู้ถือหุ้น' in the Taxonomy list, and the fs_category also matched. Thus, the SET code should be '309999'.",งบฐานะการเงินรวม,ส่วนของเจ้าของ,"[3484314183, 3438721930, 681814901, 667143730]"
34,รายได้ดอกเบี้ย,410108,รายได้ดอกเบี้ย,"The input item name is รายได้ดอกเบี้ย and the financial statement type is งบกำไรขาดทุนและกำไรขาดทุนเบ็ดเสร็จอื่น (ไม่ได้ตรวจสอบ) which maps to PL. Although the input fs_category is รายได้ (ค่าใช้จ่าย) จากการดำเนินงาน, the closest matched item in taxonomy is รายได้ดอกเบี้ย with set code 410108,  and its fs_category is กำไรขาดทุน. Therefore, we use item_in_taxonomy instead of fs_category.",งบกำไรขาดทุนและกำไรขาดทุนเบ็ดเสร็จอื่น (ไม่ได้ตรวจสอบ),รายได้ (ค่าใช้จ่าย) จากการดำเนินงาน,"[42405740, 39519442.0, 1184224, 383734.0]"
35,ค่าใช้จ่ายดอกเบี้ย,429900,ค่าใช้จ่ายดอกเบี้ย,The input item name matches with  'ค่าใช้จ่ายดอกเบี้ย' in the taxonomy list. And the fs_category of both input and matched item are 'กำไรขาดทุน' which is related.,งบกำไรขาดทุนและกำไรขาดทุนเบ็ดเสร็จอื่น (ไม่ได้ตรวจสอบ),รายได้ (ค่าใช้จ่าย) จากการดำเนินงาน,"[9830056, 8728059.0, 1199183, 690275.0]"
36,รายได้ดอกเบี้ยสุทธิ,400599,รายได้ดอกเบี้ยสุทธิ,The input item matches directly with item_in_taxonomy:'รายได้ดอกเบี้ยสุทธิ' and financial_statement_type is 'PL' in the Taxonomy list. ,งบกำไรขาดทุนและกำไรขาดทุนเบ็ดเสร็จอื่น (ไม่ได้ตรวจสอบ),รายได้ (ค่าใช้จ่าย) จากการดำเนินงาน,"[32575684, 30791383.0, -14959, -306541.0]"
37,รายได้ค่าธรรมเนียมและบริการ,410113,รายได้ค่าธรรมเนียมและบริการ,The input item name matches exactly with item_in_taxonomy: รายได้ค่าธรรมเนียมและบริการ in the Taxonomy list. And the input metadata fs_category รายได้ (ค่าใช้จ่าย) จากการดำเนินงาน is related to fs_category กำไรขาดทุน in the Taxonomy list.,งบกำไรขาดทุนและกำไรขาดทุนเบ็ดเสร็จอื่น (ไม่ได้ตรวจสอบ),รายได้ (ค่าใช้จ่าย) จากการดำเนินงาน,"[10434498, 11692351.0, 579671, 0.0]"
38,ค่าใช้จ่ายค่าธรรมเนียมและบริการ,422200,ค่าใช้จ่ายค่าธรรมเนียมและบริการ,The input name's meaning matches the closest with ค่าใช้จ่ายค่าธรรมเนียมและบริการ in the Taxonomy list. And the  fs_category of both Input and selected Taxonomy are closely related. ,งบกำไรขาดทุนและกำไรขาดทุนเบ็ดเสร็จอื่น (ไม่ได้ตรวจสอบ),รายได้ (ค่าใช้จ่าย) จากการดำเนินงาน,"[2905099, 3183261.0, 384, 240.0]"
39,รายได้ค่าธรรมเนียมและบริการสุทธิ,400699,รายได้ค่าธรรมเนียมและบริการสุทธิ,The query 'รายได้ค่าธรรมเนียมและบริการสุทธิ' is an exact match with the 'item_in_taxonomy' field in the Taxonomy list.  The fs_category does not match รายได้ (ค่าใช้จ่าย) จากการดำเนินงาน thus using item_in_taxonomy instead.,งบกำไรขาดทุนและกำไรขาดทุนเบ็ดเสร็จอื่น (ไม่ได้ตรวจสอบ),รายได้ (ค่าใช้จ่าย) จากการดำเนินงาน,"[7529399, 8509090.0, 579287, -240.0]"
40,กำไร (ขาดทุน) สุทธิจากเครื่องมือทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน,431390,กำไร (ขาดทุน) สุทธิจากเครื่องมือทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน - อื่น ๆ,"From the Taxonomy list, the closest match for the query 'กำไร (ขาดทุน) สุทธิจากเครื่องมือทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน' is 'กำไร (ขาดทุน) สุทธิจากเครื่องมือทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน - อื่น ๆ' with SET Code '431390'. Although no item in the Taxonomy list has fs_category related to รายได้ (ค่าใช้จ่าย) จากการดำเนินงาน, this item's item_in_taxonomy is the closest match to the input query.",งบกำไรขาดทุนและกำไรขาดทุนเบ็ดเสร็จอื่น (ไม่ได้ตรวจสอบ),รายได้ (ค่าใช้จ่าย) จากการดำเนินงาน,"[1922939, 3717357.0, -500957, -203174.0]"
41,กำไร (ขาดทุน) สุทธิจากเงินลงทุน,431400,กำไร (ขาดทุน) สุทธิจากเงินลงทุน,"From the Taxonomy list, the item_in_taxonomy field with value กำไร (ขาดทุน) สุทธิจากเงินลงทุน matches the query กำไร (ขาดทุน) สุทธิจากเงินลงทุน.  Therefore, the correct SET Code is 431400 and the item_in_taxonomy is กำไร (ขาดทุน) สุทธิจากเงินลงทุน.",งบกำไรขาดทุนและกำไรขาดทุนเบ็ดเสร็จอื่น (ไม่ได้ตรวจสอบ),รายได้ (ค่าใช้จ่าย) จากการดำเนินงาน,"[-33254, 12376.0, -7565415, 0.0]"
42,ส่วนแบ่งกำไรจากเงินลงทุนในบริษัทร่วมและการร่วมค้า,431100,ส่วนแบ่งกำไร (ขาดทุน) จากเงินลงทุนตามวิธีส่วนได้เสีย,The closest match from the taxonomy list is 'ส่วนแบ่งกำไร (ขาดทุน) จากเงินลงทุนตามวิธีส่วนได้เสีย' with SET Code '431100' because the input keywords 'ส่วนแบ่งกำไร' and 'เงินลงทุนในบริษัทร่วมและการร่วมค้า'  are related to the meaning of this taxonomy item. ,งบกำไรขาดทุนและกำไรขาดทุนเบ็ดเสร็จอื่น (ไม่ได้ตรวจสอบ),รายได้ (ค่าใช้จ่าย) จากการดำเนินงาน,"[121192, 90593.0, 0, 0.0]"
43,รายได้เงินปันผล,410202,รายได้เงินปันผล,The financial report line item name is รายได้เงินปันผล.  The input metadata states that fs_category is รายได้ (ค่าใช้จ่าย) จากการดำเนินงาน. Found a closely related fs_category in the Taxonomy list with item_in_taxonomy as รายได้เงินปันผล and set_code as 410202. ,งบกำไรขาดทุนและกำไรขาดทุนเบ็ดเสร็จอื่น (ไม่ได้ตรวจสอบ),รายได้ (ค่าใช้จ่าย) จากการดำเนินงาน,"[141813, 75337.0, 0, 684224.0]"
44,รายได้จากการดำเนินงานอื่น ๆ,410200,รายได้จากการดําเนินงานอื่น ๆ,"The query 'รายได้จากการดำเนินงานอื่น ๆ' is an exact match to the item 'รายได้จากการดําเนินงานอื่น ๆ' in the provided taxonomy list. Also, the fs_category of both input and matched taxonomy item is 'กำไรขาดทุน'.",งบกำไรขาดทุนและกำไรขาดทุนเบ็ดเสร็จอื่น (ไม่ได้ตรวจสอบ),รายได้ (ค่าใช้จ่าย) จากการดำเนินงาน,"[995457, 1120012.0, 12366, 7651.0]"
45,รวมรายได้ (ค่าใช้จ่าย) จากการดำเนินงาน,409994,กำไร (ขาดทุน) จากการดำเนินงานก่อนภาษีเงินได้,"From the Taxonomy list, fs_category: กำไรขาดทุน  most related to the input  fs_category: รวมรายได้ (ค่าใช้จ่าย) จากการดำเนินงาน. And the input is similar to item_in_taxonomy: กำไร (ขาดทุน) จากการดำเนินงานก่อนภาษีเงินได้",งบกำไรขาดทุนและกำไรขาดทุนเบ็ดเสร็จอื่น (ไม่ได้ตรวจสอบ),รวมรายได้ (ค่าใช้จ่าย) จากการดำเนินงาน,"[43253230, 44316148.0, -7489678, 181920.0]"
46,ค่าใช้จ่ายเกี่ยวกับพนักงาน,422400,ค่าใช้จ่ายในการดำเนินงานอื่น ค่าใช้จ่ายผลประโยชน์พนักงาน,"The query mentions 'ค่าใช้จ่ายเกี่ยวกับพนักงาน' and the input metadata specifies the fs_category as 'ค่าใช้จ่ายจากการดำเนินงานอื่น ๆ'. In the taxonomy list, the item 'ค่าใช้จ่ายในการดำเนินงานอื่น ค่าใช้จ่ายผลประโยชน์พนักงาน' with the SET Code '422400' aligns with both the query's wording and the specified fs_category.",งบกำไรขาดทุนและกำไรขาดทุนเบ็ดเสร็จอื่น (ไม่ได้ตรวจสอบ),ค่าใช้จ่ายจากการดำเนินงานอื่น ๆ,"[9052011, 8449118.0, 490347, 117464.0]"
47,ค่าตอบแทนกรรมการ,422600,ค่าใช้จ่ายในการดำเนินงานอื่น ค่าตอบแทนกรรมการและผู้บริหาร,"From the Taxonomy list, the closest match to the input query 'ค่าตอบแทนกรรมการ' is 'ค่าตอบแทนกรรมการและผู้บริหาร' with fs_category 'กำไรขาดทุน' which is related to the input metadata fs_category 'ค่าใช้จ่ายจากการดำเนินงานอื่น ๆ'. Thus, the correct SET Code is '422600'.",งบกำไรขาดทุนและกำไรขาดทุนเบ็ดเสร็จอื่น (ไม่ได้ตรวจสอบ),ค่าใช้จ่ายจากการดำเนินงานอื่น ๆ,"[56398, 25631.0, 24337, -12549.0]"
48,ค่าใช้จ่ายเกี่ยวกับอาคารสถานที่และอุปกรณ์,429820,ค่าใช้จ่ายในการดำเนินงานอื่น ค่าใช้จ่ายเกี่ยวกับอาคารสถานที่และอุปกรณ์,"The INPUT is ค่าใช้จ่ายเกี่ยวกับอาคารสถานที่และอุปกรณ์ and financial_statement_type is งบกำไรขาดทุนและกำไรขาดทุนเบ็ดเสร็จอื่น (ไม่ได้ตรวจสอบ), fs_category is ค่าใช้จ่ายจากการดำเนินงานอื่น ๆ. Thus, the matched item_in_taxonomy is ค่าใช้จ่ายในการดำเนินงานอื่น ค่าใช้จ่ายเกี่ยวกับอาคารสถานที่และอุปกรณ์ with set_code 429820",งบกำไรขาดทุนและกำไรขาดทุนเบ็ดเสร็จอื่น (ไม่ได้ตรวจสอบ),ค่าใช้จ่ายจากการดำเนินงานอื่น ๆ,"[3085762, 3036539.0, 28239, 20326.0]"
49,ค่าภาษีอากร,429830,ค่าใช้จ่ายในการดำเนินงานอื่น ค่าภาษีอากร,"The input item name is ค่าภาษีอากร and fs_category is ค่าใช้จ่ายจากการดำเนินงานอื่น ๆ. Thus, the matched item in taxonomy is ค่าใช้จ่ายในการดำเนินงานอื่น ค่าภาษีอากร with set code 429830",งบกำไรขาดทุนและกำไรขาดทุนเบ็ดเสร็จอื่น (ไม่ได้ตรวจสอบ),ค่าใช้จ่ายจากการดำเนินงานอื่น ๆ,"[1359234, 1260808.0, 67, 16.0]"
50,ค่าใช้จ่ายอื่น ๆ,429890,ค่าใช้จ่ายในการดำเนินงานอื่น ค่าใช้จ่ายอื่น - อื่น ๆ,"The input item's financial_statement_type is งบกำไรขาดทุนและกำไรขาดทุนเบ็ดเสร็จอื่น (ไม่ได้ตรวจสอบ) which maps to 'PL' and fs_category is ค่าใช้จ่ายจากการดำเนินงานอื่น ๆ  which is found in the Taxonomy list. Thus, the selected SET Code and Item in Taxonomy are based on the matching fs_category.",งบกำไรขาดทุนและกำไรขาดทุนเบ็ดเสร็จอื่น (ไม่ได้ตรวจสอบ),ค่าใช้จ่ายจากการดำเนินงานอื่น ๆ,"[5014599, 4243962.0, 298365, 366337.0]"
51,รวมค่าใช้จ่ายจากการดำเนินงานอื่น ๆ,429890,ค่าใช้จ่ายในการดำเนินงานอื่น ค่าใช้จ่ายอื่น - อื่น ๆ,The input fs_category is  รวมค่าใช้จ่ายจากการดำเนินงานอื่น ๆ.  The most related item_in_taxonomy is ค่าใช้จ่ายในการดำเนินงานอื่น ค่าใช้จ่ายอื่น - อื่น ๆ,งบกำไรขาดทุนและกำไรขาดทุนเบ็ดเสร็จอื่น (ไม่ได้ตรวจสอบ),รวมค่าใช้จ่ายจากการดำเนินงานอื่น ๆ,"[18568004, 17016058.0, 841355, 491594.0]"
