,query,set_code,item_in_taxonomy,reasoning,table_name,category,number_values
11,สินทรัพย์ภาษีเงินได้รอการตัดบัญชี,104400,สินทรัพย์ภาษีเงินได้รอตัดบัญชี,"The input name ""สินทรัพย์ภาษีเงินได้รอการตัดบัญชี"" directly matches the item ""สินทรัพย์ภาษีเงินได้รอตัดบัญชี"" in the taxonomy list, and the fs_category ""สินทรัพย์"" also matched.",งบฐานะการเงิน,สินทรัพย์,"[298022948, 290845430, 259332415, 296469402, 289738014, 256894621]"
12,เงินวางไว้สำหรับโครงการประกันภัยข้าวนาปี,101500,ลูกหนี้จากสัญญาประกันภัยต่อ,"The input query represents funds set aside for a rice insurance project, which aligns with the concept of reinsurance. Although the input's fs_category is สินทรัพย์อื่น, there is no direct match in the taxonomy. Therefore, we prioritize 'item_in_taxonomy' over 'fs_category' and select 'ลูกหนี้จากสัญญาประกันภัยต่อ' (Amount Due From Reinsurers) as the closest match. This item encompasses funds placed by the insurer for reinsurance purposes.",งบฐานะการเงิน,สินทรัพย์อื่น,"[11411867, 11801423, 80210983, 11411867, 11801423, 80210983]"
13,อื่น ๆ,105090,ลูกหนี้ที่เกิดจากภาษีอื่นหรือรายการอื่นภายใต้กฎหมาย ลูกหนี้ที่เกิดจากภาษีอื่นหรือรายการอื่นภายใต้กฎหมาย - อื่น ๆ,"The query mentions อื่น ๆ which implies an ""Other"" category.  After reviewing the provided Taxonomy list, the most relevant item considering the financial_statement_type is BS_A and fs_category is สินทรัพย์อื่น,  is ลูกหนี้ที่เกิดจากภาษีอื่นหรือรายการอื่นภายใต้กฎหมาย ลูกหนี้ที่เกิดจากภาษีอื่นหรือรายการอื่นภายใต้กฎหมาย - อื่น ๆ with SET Code 105090. Therefore, this item appears to be the most suitable match.",งบฐานะการเงิน,สินทรัพย์อื่น,"[81677117, 78363750, 106915397, 81677117, 78363750, 106915397]"
14,รวมสินทรัพย์,109999,รวมสินทรัพย์,"The query 'รวมสินทรัพย์' is a direct match with the 'item_in_taxonomy' field in the taxonomy list, and the 'fs_category' field also aligns with the input metadata. Therefore, the SET code '109999' and 'item_in_taxonomy' 'รวมสินทรัพย์' are the correct match.",งบฐานะการเงิน,รวมสินทรัพย์,"[6101260314, 6065928484, 6189998070, 6107474500, 6070358153, 6199749250]"
15,หนี้สินจากสัญญาประกันภัย,201200,หนี้สินจากสัญญาประกันภัย,"The query \""หนี้สินจากสัญญาประกันภัย\"" completely matches the item \""หนี้สินจากสัญญาประกันภัย\"" in the provided taxonomy list. Also, its fs_category is \""หนี้สิน\"" which is aligned with the input metadata.",งบฐานะการเงิน,หนี้สิน,"[3151161250, 3115636632, 3035842356, 3151161250, 3115636632, 3035842356]"
16,เจ้าหนี้บริษัทประกันภัยต่อ,201400,เจ้าหนี้บริษัทประกันภัยต่อ,"The query 'เจ้าหนี้บริษัทประกันภัยต่อ' is an exact match to the 'item_in_taxonomy' field in the taxonomy list, and the 'fs_category' field in the taxonomy list matches the 'fs_category' in the input metadata.",งบฐานะการเงิน,หนี้สิน,"[510122453, 488953718, 665223974, 510122453, 488953718, 665223974]"
17,ภาษีเงินได้ค้างจ่าย,203000,ภาษีเงินได้นิติบุคคลค้างจ่าย,The input name 'ภาษีเงินได้ค้างจ่าย' is related to the meaning of taxonomy 'จำนวนภาษีเงินได้นิติบุคคลที่ต้องชำระ โดยคำนวณจากกำไร (ขาดทุน) ทางภาษีสำหรับงวดสุทธิจากเครดิตภาษี' with the same financial_statement_type and fs_category in the Taxonomy list.,งบฐานะการเงิน,หนี้สิน,"[0, 3936194, 18442399, 0, 3936194, 18442399]"
18,หนี้สินตามสัญญาเช่า,202400,หนี้สินตามสัญญาเช่า,The query matches the item 'หนี้สินตามสัญญาเช่า' in the taxonomy list. Both the query's fs_category and the taxonomy item's fs_category are 'หนี้สิน'.,งบฐานะการเงิน,หนี้สิน,"[36125461, 37086020, 36804175, 36125461, 37086020, 36804175]"
19,ภาระผูกพันผลประโยชน์พนักงาน,202700,ประมาณการหนี้สินผลประโยชน์พนักงาน,"The meaning of taxonomy that closely resembles the input query 'ภาระผูกพันผลประโยชน์พนักงาน' describes employee benefits in exchange for services, with obligations for future payments, aligning with the definition of 'ประมาณการหนี้สินผลประโยชน์พนักงาน'.",งบฐานะการเงิน,หนี้สิน,"[80303978, 74159806, 67423858, 80303978, 74159806, 67423858]"
20,ค่าจ้างและค่าบำเหน็จค้างจ่าย,202500,ค่าใช้จ่ายค้างจ่าย,The closest match from the provided taxonomy list is 'ค่าใช้จ่ายค้างจ่าย' with SET Code '202500' because the input key words 'ค้างจ่าย' match and both belong to fs_category 'หนี้สิน' and financial_statement_type 'งบฐานะการเงิน'.,งบฐานะการเงิน,หนี้สินอื่น,"[108901654, 93773398, 101880333, 108901654, 93773398, 101880333]"
21,ค่าใช้จ่ายค้างจ่าย,202500,ค่าใช้จ่ายค้างจ่าย,"The input item name ค่าใช้จ่ายค้างจ่าย matched with item_in_taxonomy ค่าใช้จ่ายค้างจ่าย in the Taxonomy list.  The financial_statement_type of ค่าใช้จ่ายค้างจ่าย is BS_L, which is matched the input metadata financial_statement_type งบฐานะการเงิน. ",งบฐานะการเงิน,หนี้สินอื่น,"[87183412, 68330577, 64994559, 87183412, 68330577, 64994559]"
22,อื่น ๆ,204090,เจ้าหนี้ที่เกิดจากภาษีอื่นหรือรายการอื่นภายใต้กฎหมาย เจ้าหนี้ที่เกิดจากภาษีอื่นหรือรายการอื่นภายใต้กฎหมาย - อื่น ๆ,The input's fs_category is หนี้สินอื่น and financial_statement_type is งบฐานะการเงิน.  The most relevant item in the Taxonomy list is เจ้าหนี้ที่เกิดจากภาษีอื่นหรือรายการอื่นภายใต้กฎหมาย เจ้าหนี้ที่เกิดจากภาษีอื่นหรือรายการอื่นภายใต้กฎหมาย - อื่น ๆ with set code 204090 because it's related to other liabilities and the financial statement type is BS_L (งบฐานะการเงิน).,งบฐานะการเงิน,หนี้สินอื่น,"[79659229, 59529512, 82276441, 79659229, 59529512, 82276441]"
23,รวมหนี้สิน,209999,รวมหนี้สิน,"The input fs_category is รวมหนี้สิน and financial_statement_type is งบฐานะการเงิน,  then the taxonomy list item has fs_category  is หนี้สิน and financial_statement_type is BS_L. Thus, the SET Code is 209999 and Item in Taxonomy is รวมหนี้สิน.",งบฐานะการเงิน,รวมหนี้สิน,"[4053457437, 3941405857, 4072888095, 4053457437, 3941405857, 4072888095]"
24,"ทุนจดทะเบียน ออกจำหน่ายและชำระแล้วหุ้นสามัญ 38,000,000 หุ้น มูลค่าหุ้นละ 10 บาท(31 ธันวาคม 2566: หุ้นสามัญ 37,000,000 หุ้นมูลค่าหุ้นละ 10 บาท)",310220,ทุนที่ออกและชำระแล้ว หุ้นสามัญชำระแล้ว,"The INPUT mentions ทุนจดทะเบียน ออกจำหน่ายและชำระแล้ว which is similar to meaning_of_taxonomy: บางครั้งใช้ขื่อว่า หุ้นสามัญหุ้นมูลค่าหุ้นละบาท หมายถึง หุ้นสามัญที่ออกจำหน่ายและเรียกชำระแล้ว and item_in_taxonomy: ทุนที่ออกและชำระแล้ว หุ้นสามัญชำระแล้ว in the Taxonomy list. Thus, the SET Code should be 310220 and Item in Taxonomy should be ทุนที่ออกและชำระแล้ว หุ้นสามัญชำระแล้ว",งบฐานะการเงิน,ทุนเรือนหุ้น,"[380000000, 370000000, 360000000, 380000000, 370000000, 360000000]"
25,ส่วนเกินมูลค่าหุ้นสามัญ,310420,ส่วนเกิน (ต่ำกว่า) มูลค่าหุ้น ส่วนเกิน (ต่ำกว่า) มูลค่าหุ้นสามัญ,"The query mentions ""ส่วนเกินมูลค่าหุ้นสามัญ"" which directly corresponds to the item ""ส่วนเกิน (ต่ำกว่า) มูลค่าหุ้น ส่วนเกิน (ต่ำกว่า) มูลค่าหุ้นสามัญ"" in the taxonomy list. This item's fs_category is also related to ทุนเรือนหุ้น.",งบฐานะการเงิน,ทุนเรือนหุ้น,"[647300363, 647294382, 647285572, 647300363, 647294382, 647285572]"
26,จัดสรรแล้วสำรองตามกฎหมาย,310611,กำไรสะสม - จัดสรรแล้ว สำรองตามกฎหมาย,"The query mentions 'จัดสรรแล้ว' and 'สำรองตามกฎหมาย', which are keywords found in the 'กำไรสะสม - จัดสรรแล้ว สำรองตามกฎหมาย' item in the taxonomy. The input metadata also specifies 'fs_category' as 'กำไรสะสม', further supporting this selection.",งบฐานะการเงิน,กำไรสะสม,"[37000000, 37000000, 36000000, 37000000, 37000000, 36000000]"
27,สำรองทั่วไป,310619,กำไรสะสม - จัดสรรแล้ว สำรองอื่น ๆ,"The input item name is 'สำรองทั่วไป' and the input metadata specifies 'financial_statement_type' as 'งบฐานะการเงิน' and 'fs_category' as 'กำไรสะสม'.

From the Taxonomy list, the most relevant item matching the input item name and metadata is 'กำไรสะสม - จัดสรรแล้ว สำรองอื่น ๆ' with SET Code '310619'.

This item's definition mentions 'บางครั้งใช้ขื่อว่า ทุนสำรองทั่วไป' which directly translates to 'sometimes called general reserves', making it the most suitable match.",งบฐานะการเงิน,กำไรสะสม,"[20000000, 20000000, 20000000, 20000000, 20000000, 20000000]"
28,ยังไม่จัดสรร,310620,กำไร (ขาดทุน) สะสม กำไร (ขาดทุน) สะสม - ยังไม่ได้จัดสรร,"The query ""ยังไม่จัดสรร"" matches the item ""กำไร (ขาดทุน) สะสม กำไร (ขาดทุน) สะสม - ยังไม่ได้จัดสรร"" in the taxonomy list. Both terms refer to unappropriated retained earnings.",งบฐานะการเงิน,กำไรสะสม,"[1035919999, 1067690178, 1007880448, 1022231480, 1053175336, 957870520]"
29,องค์ประกอบอื่นของส่วนของเจ้าของ,319900,องค์ประกอบอื่นของส่วนของผู้ถือหุ้น,"The query 'องค์ประกอบอื่นของส่วนของเจ้าของ' directly matches the 'item_in_taxonomy' field 'องค์ประกอบอื่นของส่วนของผู้ถือหุ้น' in the Taxonomy list.  Also, the input metadata 'financial_statement_type' and 'fs_category' match the corresponding fields in the Taxonomy list.",งบฐานะการเงิน,องค์ประกอบอื่นของส่วนของเจ้าของ,"[-72417485, -17461933, 45943955, -52514780, 1482578, 105705063]"
30,รวมส่วนของเจ้าของ,319999,รวมส่วนของผู้ถือหุ้นของบริษัทใหญ่,"The input query 'รวมส่วนของเจ้าของ' is a general term and does not have a specific match in the provided taxonomy. However, the input metadata specifies that 'fs_category' is 'รวมส่วนของเจ้าของ'.

Examining the taxonomy list, the item with 'item_in_taxonomy' as 'รวมส่วนของผู้ถือหุ้นของบริษัทใหญ่' has a close semantic relation to the input query and aligns with the specified 'fs_category'. Therefore, this item is chosen as the most suitable match.",งบฐานะการเงิน,รวมส่วนของเจ้าของ,"[2047802877, 2124522627, 2117109975, 2054017063, 2128952296, 2126861155]"
31,รวมหนี้สินและส่วนของเจ้าของ,309999,รวมหนี้สินและส่วนของผู้ถือหุ้น,"The query ""รวมหนี้สินและส่วนของเจ้าของ"" matches the item_in_taxonomy ""รวมหนี้สินและส่วนของผู้ถือหุ้น"" in the taxonomy list, and the fs_category ""ส่วนของผู้ถือหุ้น"" is related to the input metadata fs_category ""รวมหนี้สินและส่วนของเจ้าของ"".",งบฐานะการเงิน,รวมหนี้สินและส่วนของเจ้าของ,"[6101260314, 6065928484, 6189998070, 6107474500, 6070358153, 6199749250]"
32,จัดสรรแล้วสำรองทั่วไป,310619,กำไรสะสม - จัดสรรแล้ว สำรองอื่น ๆ,The input name has the word  'จัดสรรแล้ว' and 'สำรองทั่วไป' which is similar to the meaning of taxonomy 'กำไรสะสม - จัดสรรแล้ว สำรองอื่น ๆ',งบฐานะการเงิน (ต่อ),กำไรสะสม,"[20000000, 20000000, 20000000, 20000000, 20000000, 20000000]"
33,เบี้ยประกันภัยรับ,410126,เบี้ยประกันภัยรับ,"Found item_in_taxonomy เบี้ยประกันภัยรับ matched with query เบี้ยประกันภัยรับ. From the same json item, fs_category is กำไรขาดทุน, which is related to รายได้ as per instruction.",งบกำไรขาดทุน  สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,รายได้,"[993712990.0, 1008950566, 993712990, 1008950566]"
34,หัก: เบี้ยประกันภัยจ่ายจากการเอาประกันภัยต่อ,420200,หัก เบี้ยประกันภัยจ่ายจากการเอาประกันภัยต่อ,"The query mentions ""หัก: เบี้ยประกันภัยจ่ายจากการเอาประกันภัยต่อ"" which matches the item ""หัก เบี้ยประกันภัยจ่ายจากการเอาประกันภัยต่อ"" in the taxonomy list. Although the provided fs_category is รายได้, this item belongs to the fs_category กำไรขาดทุน in the taxonomy. Therefore, we use item_in_taxonomy.",งบกำไรขาดทุน  สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,รายได้,"[-234847518.0, -198672377, -234847518, -198672377]"
35,เบี้ยประกันภัยรับสุทธิ,400299,เบี้ยประกันภัยรับสุทธิ,"The query 'เบี้ยประกันภัยรับสุทธิ' is an exact match with the 'item_in_taxonomy' field in the Taxonomy list.  The fs_category value from the Taxonomy list is 'กำไรขาดทุน' which is not related to 'รายได้' from the input metadata.  Therefore, the 'item_in_taxonomy' field 'เบี้ยประกันภัยรับสุทธิ' is used.",งบกำไรขาดทุน  สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,รายได้,"[758865472.0, 810278189, 758865472, 810278189]"
36,หัก: สำรองเบี้ยประกันภัยที่ยังไม่ถือเป็นรายได้เพิ่ม จากงวดก่อน,420300,หัก สำรองเบี้ยประกันภัยที่ยังไม่ถือเป็นรายได้เพิ่ม (ลด) จากงวดก่อน,"The query mentions the deduction of unearned premium reserves, which aligns with the definition of  'หัก สำรองเบี้ยประกันภัยที่ยังไม่ถือเป็นรายได้เพิ่ม (ลด) จากงวดก่อน' in the taxonomy. The financial statement type is 'งบกำไรขาดทุน' which matches the taxonomy's 'PL'. Therefore, the most relevant item is 'หัก สำรองเบี้ยประกันภัยที่ยังไม่ถือเป็นรายได้เพิ่ม (ลด) จากงวดก่อน' with SET Code '420300'.",งบกำไรขาดทุน  สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,รายได้,"[-20504405.0, -83173274, -20504405, -83173274]"
37,เบี้ยประกันภัยที่ถือเป็นรายได้สุทธิจากการประกันภัยต่อ,400399,เบี้ยประกันภัยที่ถือเป็นรายได้สุทธิจากการประกันภัยต่อ,"The query perfectly matches the item 'เบี้ยประกันภัยที่ถือเป็นรายได้สุทธิจากการประกันภัยต่อ' in the provided taxonomy list. Therefore, the SET code is 400399.",งบกำไรขาดทุน  สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,รายได้,"[738361067.0, 727104915, 738361067, 727104915]"
38,รายได้ค่าจ้างและค่าบำเหน็จ,410127,รายได้ค่าจ้างและค่าบำเหน็จ,Found exact match for item_in_taxonomy with  รายได้ค่าจ้างและค่าบำเหน็จ. ,งบกำไรขาดทุน  สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,รายได้,"[57059090.0, 53027674, 57059090, 53027674]"
39,รายได้จากการลงทุน,410128,รายได้จากการลงทุนสุทธิ,"The query 'รายได้จากการลงทุน' is related to investment income, and after reviewing the context, 'รายได้จากการลงทุนสุทธิ' is the closest match. Therefore, the SET code '410128' and item 'รายได้จากการลงทุนสุทธิ' are selected.",งบกำไรขาดทุน  สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,รายได้,"[45900490.0, 49485456, 45900490, 49485456]"
40,กำไร (ขาดทุน) จากเงินลงทุน,431100,ส่วนแบ่งกำไร (ขาดทุน) จากเงินลงทุนตามวิธีส่วนได้เสีย,"The input name 'กำไร (ขาดทุน) จากเงินลงทุน' is related to investment income. 
              Although no items in fs_category matched 'รายได้', the item 'ส่วนแบ่งกำไร (ขาดทุน) จากเงินลงทุนตามวิธีส่วนได้เสีย' in item_in_taxonomy best represents the input.",งบกำไรขาดทุน  สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,รายได้,"[-9399717.0, 4128923, -9399717, 4128923]"
41,กำไร (ขาดทุน) จากการปรับมูลค่ายุติธรรม,431620,ผลกำไร (ขาดทุน) จากการลงทุน กำไร (ขาดทุน) จากการปรับมูลค่ายุติธรรมของเครื่องมือทางการเงิน,"The query matches closely to the meaning of taxonomy items related to fair value adjustments in the provided context. Since the input metadata specifies both 'financial_statement_type' as 'งบกำไรขาดทุน' and 'fs_category' as 'รายได้',  we should prioritize 'item_in_taxonomy' related to 'รายได้' which is 'ผลกำไร (ขาดทุน) จากการลงทุน กำไร (ขาดทุน) จากการปรับมูลค่ายุติธรรมของเครื่องมือทางการเงิน' with SET Code '431620'.",งบกำไรขาดทุน  สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,รายได้,"[9055863.0, -3910772, 9055863, -3910772]"
42,ส่วนแบ่งกำไร (ขาดทุน) จากเงินลงทุนในบริษัทร่วม,431100,ส่วนแบ่งกำไร (ขาดทุน) จากเงินลงทุนตามวิธีส่วนได้เสีย,"The query mentions ""ส่วนแบ่งกำไร (ขาดทุน)"" and ""เงินลงทุนในบริษัทร่วม"" which matches the definition of ""ส่วนแบ่งกำไร (ขาดทุน) จากเงินลงทุนตามวิธีส่วนได้เสีย"" in the taxonomy list. Although the input fs_category is รายได้, this item's fs_category is กำไรขาดทุน, so using item_in_taxonomy instead.",งบกำไรขาดทุน  สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,รายได้,"[-1002773.0, 1774635, 0, 0]"
43,รายได้อื่น,410200,รายได้อื่น,"The input item name is รายได้อื่น and the input metadata financial_statement_type is งบกำไรขาดทุน  สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567, fs_category is รายได้. Thus, the matched taxonomy item is รายได้อื่น with set code 410200",งบกำไรขาดทุน  สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,รายได้,"[750473.0, 681955, 750473, 681955]"
44,รวมรายได้,410200,รายได้อื่น,The input query's fs_category is รายได้. And the closest item_in_taxonomy related to input query is รายได้อื่น,งบกำไรขาดทุน  สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,รายได้,"[840724493.0, 832292786, 841727266, 830518151]"
45,ค่าสินไหมทดแทนและค่าใช้จ่ายในการจัดการสินไหมทดแทน,420900,ผลประโยชน์จ่ายตามกรมธรรม์ประกันภัยและค่าสินไหมทดแทน,"The query mentions ค่าสินไหมทดแทนและค่าใช้จ่ายในการจัดการสินไหมทดแทน, which closely matches the definition of ผลประโยชน์จ่ายตามกรมธรรม์ประกันภัยและค่าสินไหมทดแทน in the taxonomy list. This item also aligns with the fs_category ค่าใช้จ่าย.",งบกำไรขาดทุน  สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,ค่าใช้จ่าย,"[635816508.0, 536385578, 635816508, 536385578]"
46,หัก: ค่าสินไหมทดแทนรับคืนจากการประกันภัยต่อ,421000,หัก ผลประโยชน์จ่ายตามกรมธรรม์ประกันภัยและค่าสินไหมทดแทนรับคืนจากการประกันภัยต่อ,"The closest match from the provided taxonomy list is 'หัก ผลประโยชน์จ่ายตามกรมธรรม์ประกันภัยและค่าสินไหมทดแทนรับคืนจากการประกันภัยต่อ' with SET Code '421000'. Although the input mentions only 'ค่าสินไหมทดแทน', the taxonomy item encompasses both 'ผลประโยชน์จ่ายตามกรมธรรม์' and 'ค่าสินไหมทดแทน'. Therefore, this is the most appropriate mapping.",งบกำไรขาดทุน  สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,ค่าใช้จ่าย,"[-162692839.0, -75351599, -162692839, -75351599]"
47,ค่าจ้างและค่าบำเหน็จ,422100,ค่าใช้จ่ายในการดำเนินงาน,"The most relevant item from the provided taxonomy list is 'ค่าใช้จ่ายในการดำเนินงาน' (Operating Expenses) with SET Code '422100'. Although the query specifically mentions 'ค่าจ้างและค่าบำเหน็จ' (wages and salaries), this broader category encompasses such expenses within the context of operating a business.",งบกำไรขาดทุน  สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,ค่าใช้จ่าย,"[156877666.0, 157225795, 156877666, 157225795]"
48,ค่าใช้จ่ายในการรับประกันภัยอื่น,421200,ค่าใช้จ่ายในการรับประกันภัยอื่น,"The query 'ค่าใช้จ่ายในการรับประกันภัยอื่น' is an exact match with the 'item_in_taxonomy' in the Taxonomy list. Thus, the set_code 421200 is selected.",งบกำไรขาดทุน  สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,ค่าใช้จ่าย,"[80157197.0, 66285847, 80157197, 66285847]"
49,ค่าใช้จ่ายในการดำเนินงาน,422100,ค่าใช้จ่ายในการดำเนินงาน,"The query 'ค่าใช้จ่ายในการดำเนินงาน' in fs_category 'ค่าใช้จ่าย' directly matches the 'item_in_taxonomy' 'ค่าใช้จ่ายในการดำเนินงาน' in the taxonomy list. Thus, the selected SET Code is '422100'.",งบกำไรขาดทุน  สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,ค่าใช้จ่าย,"[100097135.0, 96541875, 100097135, 96541875]"
50,ต้นทุนทางการเงิน,429900,ต้นทุนทางการเงิน,"The input item name is ต้นทุนทางการเงิน and financial_statement_type is งบกำไรขาดทุน  สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567, fs_category is ค่าใช้จ่าย. Found a perfect match in the Taxonomy list where financial_statement_type is PL, fs_category is กำไรขาดทุน, item_in_taxonomy is ต้นทุนทางการเงิน. ",งบกำไรขาดทุน  สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,ค่าใช้จ่าย,"[333808.0, 386101, 333808, 386101]"
51,ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น,null,null,"The most relevant item in the taxonomy list is '(กลับรายการ) ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น' (Reversal Of Expected Credit Losses) with SET Code 430700. However, the input emphasizes ""expected credit losses,"" while this taxonomy item focuses on the ""reversal"" of such losses. Therefore, there is no direct match in the provided taxonomy list for the input.",งบกำไรขาดทุน  สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,ค่าใช้จ่าย,"[264353.0, 128568, 264353, 128568]"
