,query,set_code,item_in_taxonomy,reasoning,table_name,category,number_values
16,หนี้สินตราสารอนุพันธ์,202100,หนี้สินอนุพันธ์,"The input name 'หนี้สินตราสารอนุพันธ์' is a close match to the item 'หนี้สินอนุพันธ์' in the taxonomy list. Both terms refer to the liabilities arising from derivative instruments. Thus, the selected SET Code and Item in Taxonomy are based on the closest matching item related to derivative liabilities in the provided taxonomy list.",งบฐานะการเงิน,หนี้สิน,"[374891, 179485]"
17,ค่าจ้างและค่าบำเหน็จค้างจ่าย,202500,ค่าใช้จ่ายค้างจ่าย,"The most relevant item matching the query  ""ค่าจ้างและค่าบำเหน็จค้างจ่าย"" from the provided taxonomy list is ""ค่าใช้จ่ายค้างจ่าย"" with SET Code 202500. This considers the input metadata where fs_category is หนี้สิน.",งบฐานะการเงิน,หนี้สิน,"[18417229, 33117407]"
18,ภาระผูกพันผลประโยชน์พนักงาน,202700,ประมาณการหนี้สินผลประโยชน์พนักงาน,The input name 'ภาระผูกพันผลประโยชน์พนักงาน' is in the Taxonomy list with matching financial_statement_type and fs_category. ,งบฐานะการเงิน,หนี้สิน,"[5820936, 6263522]"
19,หนี้สินภาษีเงินได้รอการตัดบัญชี,203200,หนี้สินภาษีเงินได้รอตัดบัญชี,"The input name 'หนี้สินภาษีเงินได้รอการตัดบัญชี' exists in the Taxonomy list with the same name. Also, the input metadata financial_statement_type is งบฐานะการเงิน,  fs_category is หนี้สิน which is matched in the Taxonomy list. ",งบฐานะการเงิน,หนี้สิน,"[17897191, 17625815]"
20,หนี้สินอื่น,209900,หนี้สินอื่น,"The input item name is หนี้สินอื่น and the input metadata financial_statement_type is งบฐานะการเงิน, fs_category is หนี้สิน.  Found item in taxonomy list with matching item_in_taxonomy and fs_category. ",งบฐานะการเงิน,หนี้สิน,"[63118717, 98716010]"
21,"ทุนจดทะเบียน 1,902,913,766 หุ้น",310120,ทุนจดทะเบียน หุ้นสามัญจดทะเบียน,"The input mentions ทุนจดทะเบียน and หุ้น which match the item ทุนจดทะเบียน หุ้นสามัญจดทะเบียน in the taxonomy.  The input also mentions that this is related to ส่วนของผู้ถือหุ้น, matching the fs_category of the selected taxonomy item. ",งบฐานะการเงิน,ส่วนของผู้ถือหุ้น,"[951456883, 951456883]"
22,"หุ้นที่ออกและเรียกชำระเต็มมูลค่าแล้ว 1,902,913,766 หุ้น",310220,ทุนที่ออกและชำระแล้ว หุ้นสามัญชำระแล้ว,"The input mentions ordinary shares that have been issued and fully paid. The taxonomy item ""ทุนที่ออกและชำระแล้ว หุ้นสามัญชำระแล้ว"" (Issued And Paid-Up Share Capital Paid-Up Ordinary Shares) accurately reflects this.",งบฐานะการเงิน,ส่วนของผู้ถือหุ้น,"[951456883, 951456883]"
23,สำรองตามกฎหมาย,310611,กำไรสะสม - จัดสรรแล้ว สำรองตามกฎหมาย,"The query 'สำรองตามกฎหมาย' matched with multiple items in the taxonomy list. However, only one item has fs_category as 'ส่วนของผู้ถือหุ้น' and financial_statement_type as 'งบฐานะการเงิน'.",งบฐานะการเงิน,ส่วนของผู้ถือหุ้น,"[18811235, 18811235]"
24,สำรองทั่วไป,310619,กำไรสะสม - จัดสรรแล้ว สำรองอื่น ๆ,"The input 'สำรองทั่วไป' best matches the meaning of 'กำไรสะสม - จัดสรรแล้ว สำรองอื่น ๆ' in the provided taxonomy list. The taxonomy's definition, 'หมายถึง จำนวนที่จัดสรรจากกำไรสุทธิหรือกำไรสะสมเพื่อการใด ๆ ตามมติที่ประชุมผู้ถือหุ้น นอกเหนือจากเลขอ้างอิงที่ 81 และ 82   ที่ได้แยกแสดงตามรายการข้างต้น เช่น กำไรสะสมที่จัดสรรไว้เพื่อเป็นทุนสำรองสำหรับการรักษาระดับเงินปันผล กำไรสะสมที่จัดสรรไว้เพื่อเป็นทุนสำรองสำหรับการขยายบริษัท หรือตามเงื่อนไขของภาระผูกพันอื่น ๆ เป็นต้น', aligns with the general concept of 'สำรองทั่วไป'. This item's fs_category also aligns with the input metadata's fs_category.",งบฐานะการเงิน,ส่วนของผู้ถือหุ้น,"[6000000, 6000000]"
25,ยังไม่ได้จัดสรร,310620,กำไร (ขาดทุน) สะสม - ยังไม่ได้จัดสรร,"The input query 'ยังไม่ได้จัดสรร' matches with the meaning of taxonomy in the provided context. Also, the input metadata 'fs_category' is 'ส่วนของผู้ถือหุ้น' which is related to the 'fs_category' in the context. Therefore, the selected SET Code and Item in Taxonomy are correct.",งบฐานะการเงิน,ส่วนของผู้ถือหุ้น,"[-914965585, -874795425]"
26,องค์ประกอบอื่นของส่วนของผู้ถือหุ้น - สุทธิ,319990,องค์ประกอบอื่นของส่วนของผู้ถือหุ้น องค์ประกอบอื่นของส่วนของผู้ถือหุ้น - อื่นๆ,"1. The input mentions ""องค์ประกอบอื่นของส่วนของผู้ถือหุ้น"" which directly corresponds to a category in the taxonomy.
2. The input also mentions ""- สุทธิ"" which implies a net value, aligning with the broader definition of ""องค์ประกอบอื่นของส่วนของผู้ถือหุ้น"" that encompasses various components.
3. The taxonomy item ""องค์ประกอบอื่นของส่วนของผู้ถือหุ้น องค์ประกอบอื่นของส่วนของผู้ถือหุ้น - อื่นๆ"" best reflects this meaning as it captures the overall essence of the input.",งบฐานะการเงิน,ส่วนของผู้ถือหุ้น,"[71588763, 70503257]"
27,รวมสินทรัพย์,109999,รวมสินทรัพย์,"The query 'รวมสินทรัพย์' is a perfect match with the 'item_in_taxonomy' in the Taxonomy list, and the 'fs_category' is 'สินทรัพย์' as well. ",งบฐานะการเงิน,สินทรัพย์,"[1775253656, 1737069495]"
28,รวมหนี้สิน,209999,รวมหนี้สิน,"The query 'รวมหนี้สิน' is a perfect match with the 'item_in_taxonomy' field in the Taxonomy list, and the 'fs_category' is 'หนี้สิน' which is aligned with the input metadata.",งบฐานะการเงิน,หนี้สิน,"[1642362360, 1565093545]"
29,ทุนเรือนหุ้น - หุ้นสามัญ มูลค่าหุ้นละ 0.50 บาท,310220,ทุนที่ออกและชำระแล้ว หุ้นสามัญชำระแล้ว,"The input query explicitly mentions ""ทุนเรือนหุ้น"" and ""หุ้นสามัญ"" which directly translates to ""Issued and Paid-Up Share Capital"" and ""Ordinary Shares"" respectively.  The phrase ""มูลค่าหุ้นละ 0.50 บาท"" further suggests that this refers to the actual paid-up value of the shares. Therefore, the most relevant item in the taxonomy is ""ทุนที่ออกและชำระแล้ว หุ้นสามัญชำระแล้ว"" (Issued And Paid-Up Share Capital Paid-Up Ordinary Shares).",งบฐานะการเงิน,ส่วนของผู้ถือหุ้น,"[951456883, 951456883]"
30,ขาดทุนสะสม - จัดสรรแล้ว,310610,กำไร (ขาดทุน) สะสม กำไรสะสม - จัดสรรแล้ว,"The input name 'ขาดทุนสะสม - จัดสรรแล้ว' is similar to multiple items in the Taxonomy list.  However, considering the input metadata financial_statement_type is งบฐานะการเงิน and fs_category is ส่วนของผู้ถือหุ้น, the closest match is SET Code 310610, Item in Taxonomy 'กำไร (ขาดทุน) สะสม กำไรสะสม - จัดสรรแล้ว'.",งบฐานะการเงิน,ส่วนของผู้ถือหุ้น,"[18811235, 18811235]"
31,ขาดทุนสะสม - ยังไม่ได้จัดสรร,310620,กำไร (ขาดทุน) สะสม กำไร (ขาดทุน) สะสม - ยังไม่ได้จัดสรร,"The query 'ขาดทุนสะสม - ยังไม่ได้จัดสรร' is looking for an item in the taxonomy related to Retained Earnings that are Unappropriated. 

The Taxonomy list contains multiple items related to Retained Earnings, but the closest match to the query is 'กำไร (ขาดทุน) สะสม กำไร (ขาดทุน) สะสม - ยังไม่ได้จัดสรร' which translates to 'Retained Earnings (Deficits) Retained Earnings (Deficits) - Unappropriated'.

Therefore, the most appropriate SET Code is '310620' and the item in the taxonomy is 'กำไร (ขาดทุน) สะสม กำไร (ขาดทุน) สะสม - ยังไม่ได้จัดสรร'.",งบฐานะการเงิน,ส่วนของผู้ถือหุ้น,"[-914965585, -874795425]"
32,รวมส่วนของผู้ถือหุ้น,309998,รวมส่วนของผู้ถือหุ้น,The query 'รวมส่วนของผู้ถือหุ้น' combined with the input metadata 'fs_category' of 'ส่วนของผู้ถือหุ้น' from the financial report line item name suggests a match with the 'item_in_taxonomy' of 'รวมส่วนของผู้ถือหุ้น' in the taxonomy list. The corresponding 'set_code' is '309998'.,งบฐานะการเงิน,ส่วนของผู้ถือหุ้น,"[132891296, 171975950]"
33,รวมหนี้สินและส่วนของผู้ถือหุ้น,309999,รวมหนี้สินและส่วนของผู้ถือหุ้น,Found an exact match for the query 'รวมหนี้สินและส่วนของผู้ถือหุ้น' in the taxonomy list.  The item's fs_category is 'ส่วนของผู้ถือหุ้น' which is related to the input metadata fs_category 'ส่วนของผู้ถือหุ้น'.,งบฐานะการเงิน,ส่วนของผู้ถือหุ้น,"[1775253656, 1737069495]"
34,เบี้ยประกันภัยรับ,410126,เบี้ยประกันภัยรับ,"The query 'เบี้ยประกันภัยรับ' is an exact match for the 'item_in_taxonomy' field in the Taxonomy list.  The fs_category field 'กำไรขาดทุน' is not related to 'รายได้' from the input metadata.  Therefore, the correct SET Code is '410126' and the item in Taxonomy is 'เบี้ยประกันภัยรับ'.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน,รายได้,"[239756532.0, 217843839]"
35,เบี้ยประกันภัยจ่ายจากการเอาประกันภัยต่อ,420200,หัก เบี้ยประกันภัยจ่ายจากการเอาประกันภัยต่อ,"The query 'เบี้ยประกันภัยจ่ายจากการเอาประกันภัยต่อ' matches the meaning of taxonomy 'หมายถึง เบี้ยประกันภัยจ่ายให้แก่ผู้รับประกันภัยต่อจากการเอาประกันภัยต่อและการเอาประกันภัยต่อช่วงทั้งในประเทศและต่างประเทศ' in the provided taxonomy list. Also, the fs_category of the selected item in taxonomy list is 'กำไรขาดทุน' which is related to 'รายได้' from the input metadata.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน,รายได้,"[-116878490.0, -127969826]"
36,เบี้ยประกันภัยรับสุทธิ,410126,เบี้ยประกันภัยรับ,"The closest match from the provided taxonomy list is 'เบี้ยประกันภัยรับ' with SET Code '410126'. Although the input term includes 'สุทธิ',  'เบี้ยประกันภัยรับ' better aligns with the input's meaning and specified criteria.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน,รายได้,"[122878042.0, 89874013]"
37,สำรองเบี้ยประกันภัยที่ยังไม่ถือเป็นรายได้เพิ่มขึ้น,420300,หัก สำรองเบี้ยประกันภัยที่ยังไม่ถือเป็นรายได้เพิ่ม (ลด) จากงวดก่อน,"The query mentions 'สำรองเบี้ยประกันภัยที่ยังไม่ถือเป็นรายได้' increased, which closely matches the definition of 'หัก สำรองเบี้ยประกันภัยที่ยังไม่ถือเป็นรายได้เพิ่ม (ลด) จากงวดก่อน' in the taxonomy. Thus, this is the most appropriate match.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน,รายได้,"[69436388.0, 7310046]"
38,เบี้ยประกันภัยที่ถือเป็นรายได้สุทธิจากการประกันภัยต่อ,400399,เบี้ยประกันภัยที่ถือเป็นรายได้สุทธิจากการประกันภัยต่อ,"The query 'เบี้ยประกันภัยที่ถือเป็นรายได้สุทธิจากการประกันภัยต่อ' is an exact match with item_in_taxonomy in the Taxonomy list. Thus, the set_code 400399 and item_in_taxonomy 'เบี้ยประกันภัยที่ถือเป็นรายได้สุทธิจากการประกันภัยต่อ' are selected.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน,รายได้,"[192314430.0, 97184059]"
39,รายได้ค่าจ้างและค่าบำเหน็จ,410127,รายได้ค่าจ้างและค่าบำเหน็จ,The query 'รายได้ค่าจ้างและค่าบำเหน็จ' is present in the taxonomy list with set code '410127'.,งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน,รายได้,"[31936960.0, 42259316]"
40,รายได้จากการลงทุน,410128,รายได้จากการลงทุนสุทธิ,"The query 'รายได้จากการลงทุน' is related to investment income. The most relevant item in the taxonomy list is 'รายได้จากการลงทุนสุทธิ' (Net Investment Income) with SET Code '410128', as it closely aligns with the query's meaning within the context of financial statements.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน,รายได้,"[5136994.0, 3513248]"
41,ขาดทุนจากเครื่องมือทางการเงิน,431610,ผลกำไร (ขาดทุน) จากการลงทุน กำไร (ขาดทุน) อื่นจากเครื่องมือทางการเงิน,"The most relevant item in the taxonomy list is 'ผลกำไร (ขาดทุน) จากการลงทุน กำไร (ขาดทุน) อื่นจากเครื่องมือทางการเงิน' with SET Code '431610'. Although there is no exact match in the provided taxonomy, this item closely aligns with the input query, 'ขาดทุนจากเครื่องมือทางการเงิน', as it encompasses gains and losses related to financial instruments.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน,รายได้,"[-20147.0, -1669749]"
42,ขาดทุนจากการปรับมูลค่ายุติธรรมของเครื่องมือทางการเงิน,431620,ผลกำไร (ขาดทุน) จากการลงทุน กำไร (ขาดทุน) จากการปรับมูลค่ายุติธรรมของเครื่องมือทางการเงิน,"The query mentions the loss from fair value adjustments of financial instruments. Although the fs_category does not match, the item_in_taxonomy ""ผลกำไร (ขาดทุน) จากการลงทุน กำไร (ขาดทุน) จากการปรับมูลค่ายุติธรรมของเครื่องมือทางการเงิน"" directly addresses this concept and aligns with the query's meaning.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน,รายได้,"[-6965279.0, -5491544]"
43,รายได้อื่น,410200,รายได้อื่น,"The input item name is รายได้อื่น and the input metadata financial_statement_type is งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน, fs_category is รายได้. Thus, the matched taxonomy item is รายได้อื่น with set code 410200",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน,รายได้,"[1137326.0, 2115580]"
44,null,null,null,"I am sorry, I cannot locate the Taxonomy information. Therefore, I cannot provide an appropriate SET Code and Item in Taxonomy.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน,รวมรายได้,"[223540284.0, 137910910]"
45,ค่าสินไหมทดแทน,420900,ผลประโยชน์จ่ายตามกรมธรรม์ประกันภัยและค่าสินไหมทดแทน,"The query ""ค่าสินไหมทดแทน"" matches the meaning of taxonomy in the list where the item in taxonomy is ""ผลประโยชน์จ่ายตามกรมธรรม์ประกันภัยและค่าสินไหมทดแทน"" and the set code is ""420900"".",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน,ค่าใช้จ่าย,"[166561678.0, 114817426]"
46,หัก ค่าสินไหมทดแทนรับคืนจากการประกันภัยต่อ,421000,หัก ผลประโยชน์จ่ายตามกรมธรรม์ประกันภัยและค่าสินไหมทดแทนรับคืนจากการประกันภัยต่อ,"The query mentions 'หัก ค่าสินไหมทดแทนรับคืนจากการประกันภัยต่อ' which is related to insurance claims and their recoveries. The closest match in the taxonomy list is 'หัก ผลประโยชน์จ่ายตามกรมธรรม์ประกันภัยและค่าสินไหมทดแทนรับคืนจากการประกันภัยต่อ' with SET Code '421000'. Although the fs_category does not match, we select this item based on the item name.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน,ค่าใช้จ่าย,"[-83218601.0, -56846468]"
47,ค่าสินไหมทดแทนสุทธิ,420900,ผลประโยชน์จ่ายตามกรมธรรม์ประกันภัยและค่าสินไหมทดแทน,"The input name 'ค่าสินไหมทดแทนสุทธิ' closely resembles to the item 'ผลประโยชน์จ่ายตามกรมธรรม์ประกันภัยและค่าสินไหมทดแทน' in the provided taxonomy list. Considering the input metadata specifies 'ค่าใช้จ่าย' as fs_category,  'ผลประโยชน์จ่ายตามกรมธรรม์ประกันภัยและค่าสินไหมทดแทน' is the most appropriate match.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน,ค่าใช้จ่าย,"[83343077.0, 57970958]"
48,ค่าจ้างและค่าบำเหน็จ,422100,ค่าใช้จ่ายในการดำเนินงาน,"The INPUT's fs_category is ค่าใช้จ่าย and financial_statement_type is งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน,  relate to fs_category:กำไรขาดทุน and financial_statement_type: PL in Taxonomy list. Thus, the most relevant item is set_code: 422100, item_in_taxonomy: ค่าใช้จ่ายในการดำเนินงาน.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน,ค่าใช้จ่าย,"[38237694.0, 31121997]"
49,ค่าใช้จ่ายในการรับประกันภัยอื่น,421200,ค่าใช้จ่ายในการรับประกันภัยอื่น,"The query 'ค่าใช้จ่ายในการรับประกันภัยอื่น' is an exact match for the 'item_in_taxonomy' field in the Taxonomy list. Thus, the correct SET Code and Item in Taxonomy are 421200 and 'ค่าใช้จ่ายในการรับประกันภัยอื่น' respectively.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน,ค่าใช้จ่าย,"[58238295.0, 47423471]"
50,ค่าใช้จ่ายในการดำเนินงาน,422100,ค่าใช้จ่ายในการดำเนินงาน,The query 'ค่าใช้จ่ายในการดำเนินงาน' is an exact match to an item in the taxonomy list.  The fs_category is 'กำไรขาดทุน' which is related to the input metadata fs_category 'ค่าใช้จ่าย'.,งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน,ค่าใช้จ่าย,"[30237893.0, 27690636]"
51,null,null,null,"I am sorry, I cannot find the Taxonomy Information. Therefore, I cannot provide an appropriate SET Code and Item in Taxonomy.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน,รวมค่าใช้จ่าย,"[210056959.0, 164207062]"
52,null,null,null,"I am sorry, I cannot locate the Taxonomy information. Therefore, I cannot provide an appropriate SET Code and Item in Taxonomy.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน,กำไร (ขาดทุน) ก่อนภาษีเงินได้,"[13483325.0, -26296152]"
53,null,null,null,"I am sorry, I cannot locate the relevant taxonomy information to answer your request.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน,ผลประโยชน์ภาษีเงินได้,"[25369.0, 1110864]"
54,null,null,null,"I apologize, but I cannot provide an appropriate SET Code and Item from the Taxonomy list. The Taxonomy information is currently unavailable.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน,กำไร (ขาดทุน) สำหรับงวด,"[13508694.0, -25185288]"
55,null,null,null,"I am sorry, I cannot find the appropriate taxonomy to answer this question. ",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน,กำไรขาดทุนเบ็ดเสร็จอื่น รายการที่จะไม่ถูกจัดประเภทใหม่ไว้ใน       กำไรหรือขาดทุนในภายหลัง กำไรจากการวัดมูลค่าเงินลงทุนในตราสารทุน   ด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,"[1281365.0, 394753]"
56,null,null,null,"I apologize, but I cannot provide an answer. The provided context lacks Taxonomy Information, which is essential to determine the SET Code and Item in Taxonomy.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน,ภาษีเงินได้ของรายการที่จะไม่ถูกจัดประเภทใหม่ไว้ใน    กำไรหรือขาดทุนในภายหลัง,"[-256273.0, -78951]"
57,null,null,null,"I apologize, but I cannot provide an appropriate SET Code and Item in Taxonomy. The provided context lacks Taxonomy Information.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน,กำไรขาดทุนเบ็ดเสร็จอื่นสำหรับงวด - สุทธิจากภาษี,"[1025092.0, 315802]"
58,null,null,null,Taxonomy Information Not Found.,งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน,กำไรขาดทุนเบ็ดเสร็จรวมสำหรับงวด,"[14533786.0, -24869486]"
