,query,set_code,item_in_taxonomy,reasoning,table_name,category,number_values
19,หนี้สินทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน,200400,หนี้สินทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน,"The query matches the item_in_taxonomy ""หนี้สินทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน"" in the Taxonomy list. And the  financial_statement_type is BS_L, fs_category is หนี้สิน as well. Thus, the SET code is 200400.",งบฐานะการเงิน,หนี้สิน,"[18303617951, 20107333545, 18303617951, 20107333545]"
20,หนี้สินตราสารอนุพันธ์ทางการเงิน,202100,หนี้สินอนุพันธ์,"The input name 'หนี้สินตราสารอนุพันธ์ทางการเงิน' is related to the item 'หนี้สินอนุพันธ์' in the taxonomy list, and the fs_category in the taxonomy list item is 'หนี้สิน' which is matched the input metadata fs_category.",งบฐานะการเงิน,หนี้สิน,"[70206002759, 62263132002, 70206002759, 62263132002]"
21,ตราสารหนี้ที่ออกและเงินกู้ยืม,202000,ตราสารหนี้ที่ออกและเงินกู้ยืม,"The query 'ตราสารหนี้ที่ออกและเงินกู้ยืม' is a direct match with the 'item_in_taxonomy' in the Taxonomy list. The financial statement type is 'งบฐานะการเงิน' which maps to 'BS_L', and the fs_category is 'หนี้สิน' which is also a match. Therefore, the correct SET Code is '202000'.",งบฐานะการเงิน,หนี้สิน,"[20334161420, 21634302887, 20334161420, 21634302887]"
22,หนี้สินตามสัญญาเช่า,202400,หนี้สินตามสัญญาเช่า,The query 'หนี้สินตามสัญญาเช่า' matched to taxonomy item 'หนี้สินตามสัญญาเช่า' with fs_category 'หนี้สิน' and financial_statement_type 'BS_L'.,งบฐานะการเงิน,หนี้สิน,"[212472707, 194550490, 185380897, 159268107]"
23,ประมาณการหนี้สิน,202800,ประมาณการหนี้สิน,"From the Taxonomy list, the item matching the query 'ประมาณการหนี้สิน' with financial_statement_type as 'งบฐานะการเงิน' and fs_category as 'หนี้สิน' is 'ประมาณการหนี้สิน' with SET Code '202800'.",งบฐานะการเงิน,หนี้สิน,"[2001839816, 2269617452, 1886093185, 2149477479]"
24,เงินรับหลักประกันของตราสารอนุพันธ์,202100,หนี้สินอนุพันธ์,"The input keyword ""เงินรับหลักประกันของตราสารอนุพันธ์"" is in the meaning_of_taxonomy of the item ""หนี้สินอนุพันธ์"" and financial_statement_type is BS_L and fs_category == หนี้สิน as requested.",งบฐานะการเงิน,หนี้สิน,"[17527610588, 13875790527, 17527610588, 13875790527]"
25,เจ้าหนี้จากการซื้อสินทรัพย์ทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุนและเงินลงทุน,200200,รายการระหว่างธนาคารและตลาดเงิน,"The input keyword searches for liabilities related to financial assets measured at fair value through profit or loss. Although no exact match in the taxonomy, the closest item is ""รายการระหว่างธนาคารและตลาดเงิน"" under liabilities, which covers financial instruments and borrowings.",งบฐานะการเงิน,หนี้สิน,"[3738869273, 1728024256, 3738869273, 1728024256]"
26,หนี้สินอื่น,209900,หนี้สินอื่น,"The input item name is หนี้สินอื่น and the financial statement type is งบฐานะการเงิน, so the best match from the taxonomy list is  financial_statement_type  is BS_L, fs_category is หนี้สิน and item_in_taxonomy is หนี้สินอื่น.",งบฐานะการเงิน,หนี้สิน,"[4653302341.96, 4909922223, 3932698652.96, 4389919330]"
27,รวมหนี้สิน,209999,รวมหนี้สิน,"The query ""รวมหนี้สิน"" and financial_statement_type  ""งบฐานะการเงิน""  can be matched to other properties in the Taxonomy list. Thus, the SET Code should be 209999 and Item in Taxonomy should be รวมหนี้สิน",งบฐานะการเงิน,รวมหนี้สิน,"[459223080947.96, 461997797050, 458964292762.96, 461805117179]"
28,"ทุนเรือนหุ้นทุนจดทะเบียนหุ้นสามัญ 34,822,261,748 หุ้น มูลค่าที่ตราไว้หุ้นละ 0.50 บาท",310120,ทุนจดทะเบียน หุ้นสามัญจดทะเบียน,"The input mentions ทุนจดทะเบียน and หุ้นสามัญ which is similar to item_in_taxonomy: ทุนจดทะเบียน หุ้นสามัญจดทะเบียน in the taxonomy list. Thus, the set_code should be 310120",งบฐานะการเงิน,ส่วนของเจ้าของ,"[17411130874, 17411130874, 17411130874, 17411130874]"
29,"ทุนที่ออกและชำระแล้วหุ้นสามัญ 34,822,261,748 หุ้น มูลค่าที่ตราไว้หุ้นละ 0.50 บาท",310220,ทุนที่ออกและชำระแล้ว หุ้นสามัญชำระแล้ว,"The input query mentions ทุนที่ออกและชำระแล้ว and หุ้นสามัญ which is similar to ทุนที่ออกและชำระแล้ว หุ้นสามัญชำระแล้ว in the taxonomy list. Thus, the selected SET Code is 310220 and Item in Taxonomy is ทุนที่ออกและชำระแล้ว หุ้นสามัญชำระแล้ว",งบฐานะการเงิน,ส่วนของเจ้าของ,"[17411130874, 17411130874, 17411130874, 17411130874]"
30,ส่วนเกินมูลค่าหุ้นสามัญ,310420,ส่วนเกิน (ต่ำกว่า) มูลค่าหุ้นสามัญ,"The query mentions ""ส่วนเกินมูลค่าหุ้นสามัญ"" which directly corresponds to the item ""ส่วนเกิน (ต่ำกว่า) มูลค่าหุ้นสามัญ"" in the taxonomy.  The taxonomy item's definition also aligns with the query, focusing on the excess or deficit compared to the par value of ordinary shares. Thus, this is the most appropriate match.",งบฐานะการเงิน,ส่วนของเจ้าของ,"[10145965854, 10145965854, 10145965854, 10145965854]"
31,องค์ประกอบอื่นของส่วนของเจ้าของ,319990,องค์ประกอบอื่นของส่วนของผู้ถือหุ้น องค์ประกอบอื่นของส่วนของผู้ถือหุ้น - อื่นๆ,"The query 'องค์ประกอบอื่นของส่วนของเจ้าของ' matches the meaning_of_taxonomy field 'หมายถึง ส่วนได้เสียอื่นในความเป็นเจ้าของในสถาบันการเงินของผู้ลงทุน และส่วนของทุนอื่น ๆ นอกเหนือจากเลขอ้างอิงที่ 91 ถึง 104 ' in the Taxonomy list. Thus, the set_code '319990' and item_in_taxonomy 'องค์ประกอบอื่นของส่วนของผู้ถือหุ้น องค์ประกอบอื่นของส่วนของผู้ถือหุ้น - อื่นๆ' are selected.",งบฐานะการเงิน,ส่วนของเจ้าของ,"[1299012013.04, 807328024, 1321380410.04, 829696421]"
32,ส่วนเกินจากการเปลี่ยนแปลงส่วนได้เสียของธนาคารในบริษัทย่อย,319921,ส่วนเกิน (ต่ำกว่า) ทุนจากการเปลี่ยนแปลงส่วนได้เสียในความเป็นเจ้าของในบริษัทย่อย,The query mentions 'ส่วนเกินจากการเปลี่ยนแปลงส่วนได้เสีย' and 'บริษัทย่อย' which directly matches the definition of 'ส่วนเกิน (ต่ำกว่า) ทุนจากการเปลี่ยนแปลงส่วนได้เสียในความเป็นเจ้าของในบริษัทย่อย' in the taxonomy list. The financial statement type is 'งบฐานะการเงิน' which corresponds to 'BS_OE'.,งบฐานะการเงิน,ส่วนของเจ้าของ,"[-42753751, -42753751, 0, 0]"
33,กำไรสะสมจัดสรรแล้ว - สำรองตามกฎหมาย,310611,กำไรสะสม - จัดสรรแล้ว สำรองตามกฎหมาย,"The query mentions 'กำไรสะสมจัดสรรแล้ว' and 'สำรองตามกฎหมาย', which directly match the item 'กำไรสะสม - จัดสรรแล้ว สำรองตามกฎหมาย' in the taxonomy. The taxonomy item's fs_category is 'ส่วนของผู้ถือหุ้น', which is related to the input metadata 'ส่วนของเจ้าของ'.",งบฐานะการเงิน,ส่วนของเจ้าของ,"[832101000, 791601000, 832101000, 791601000]"
34,ยังไม่ได้จัดสรร,310620,กำไร (ขาดทุน) สะสม กำไร (ขาดทุน) สะสม - ยังไม่ได้จัดสรร,"The query ""ยังไม่ได้จัดสรร"" is found in the meaning_of_taxonomy of the Taxonomy list item with SET Code 310620. This item's fs_category also matches the input metadata's fs_category, which is ส่วนของผู้ถือหุ้น.",งบฐานะการเงิน,ส่วนของเจ้าของ,"[19126251079, 17865276071, 16292908244, 14417220135]"
35,รวมส่วนของเจ้าของ,309998,รวมส่วนของผู้ถือหุ้น,"The input query 'รวมส่วนของเจ้าของ' is closely related to the fs_category 'รวมส่วนของเจ้าของ' and also appears in the 'meaning_of_taxonomy' field in the taxonomy list. Therefore, the most relevant SET Code is '309998' and the corresponding Item in Taxonomy is 'รวมส่วนของผู้ถือหุ้น'.",งบฐานะการเงิน,รวมส่วนของเจ้าของ,"[48771707069.04, 46978548072, 46003486382.04, 43595614284]"
36,รวมหนี้สินและส่วนของเจ้าของ,309999,รวมหนี้สินและส่วนของผู้ถือหุ้น,The input name 'รวมหนี้สินและส่วนของเจ้าของ'  best matched with 'meaning_of_taxonomy' column which contains 'บางครั้งใช้ชื่อว่า รวมหนี้สินและส่วนของเจ้าของ' in the Taxonomy list.,งบฐานะการเงิน,รวมหนี้สินและส่วนของเจ้าของ,"[507994788017, 508976345122, 504967779145, 505400731463]"
37,"ทุนจดทะเบียนหุ้นสามัญ 34,822,261,748 หุ้นมูลค่าที่ตราไว้หุ้นละ 0.50 บาท",310120,ทุนจดทะเบียน หุ้นสามัญจดทะเบียน,"The INPUT mentions 'ทุนจดทะเบียนหุ้นสามัญ' which directly corresponds to 'ทุนจดทะเบียน หุ้นสามัญจดทะเบียน' in the Taxonomy list.  Also, both have the same financial_statement_type, 'BS_OE'.",งบฐานะการเงิน (ต่อ),หนี้สินและส่วนของเจ้าของ,"[17411130874, 17411130874, 17411130874, 17411130874]"
38,"ทุนที่ออกและชำระแล้วหุ้นสามัญ 34,822,261,748 หุ้นมูลค่าที่ตราไว้หุ้นละ 0.50 บาท",310220,ทุนที่ออกและชำระแล้ว หุ้นสามัญชำระแล้ว,"The input contains the term ทุนที่ออกและชำระแล้ว and หุ้นสามัญ which closely match the item ทุนที่ออกและชำระแล้ว หุ้นสามัญชำระแล้ว in the taxonomy list. Thus, the set code 310220 and item in taxonomy ทุนที่ออกและชำระแล้ว หุ้นสามัญชำระแล้ว are selected.",งบฐานะการเงิน (ต่อ),หนี้สินและส่วนของเจ้าของ,"[17411130874, 17411130874, 17411130874, 17411130874]"
39,จัดสรรแล้ว - สำรองตามกฎหมาย,310611,สำรองตามกฎหมาย,The input name 'จัดสรรแล้ว - สำรองตามกฎหมาย' contains the keyword 'สำรองตามกฎหมาย' which directly matches the meaning_of_taxonomy field in the Taxonomy list.  The fs_category field also matches the input metadata.,งบฐานะการเงิน (ต่อ),หนี้สินและส่วนของเจ้าของ,"[832101000, 791601000, 832101000, 791601000]"
40,ทุนเรือนหุ้น,310200,ทุนที่ออกและชำระแล้ว,"The best match for the input query '""ทุนเรือนหุ้น""' is the item_in_taxonomy '""ทุนที่ออกและชำระแล้ว""' because they both refer to the same concept of issued and paid-up share capital. Considering the input metadata specifies 'fs_category' as '""หนี้สินและส่วนของเจ้าของ""', it aligns with the 'fs_category' of '""ส่วนของผู้ถือหุ้น""' associated with the selected item in the taxonomy. Therefore, the SET code '310200' and item in taxonomy '""ทุนที่ออกและชำระแล้ว""' are the most appropriate selections.",งบฐานะการเงิน (ต่อ),หนี้สินและส่วนของเจ้าของ,"[17411130874, 17411130874, 17411130874, 17411130874]"
41,กำไรสะสม,310600,กำไร (ขาดทุน) สะสม,The input 'กำไรสะสม' matches the item 'กำไร (ขาดทุน) สะสม' in the taxonomy list. An item with fs_category related to 'หนี้สินและส่วนของเจ้าของ' was found.,งบฐานะการเงิน (ต่อ),หนี้สินและส่วนของเจ้าของ,"[20058352079, 18656877071, 17125009244, 15208821135]"
42,รายได้ดอกเบี้ย,410108,รายได้ดอกเบี้ย,"The query directly matches the item ""รายได้ดอกเบี้ย"" in the taxonomy list. And the  fs_category of this item is related to ""รายได้"".",งบกำไรขาดทุนเบ็ดเสร็จ (ยังไม่ได้ตรวจสอบ),รายได้,"[4709905839, 4073900825, 4115621861, 3465492096]"
43,ค่าใช้จ่ายดอกเบี้ย,429900,ค่าใช้จ่ายดอกเบี้ย,"The input matches the item_in_taxonomy ค่าใช้จ่ายดอกเบี้ย in the taxonomy list, and the fs_category is กำไรขาดทุน, so we use item_in_taxonomy instead of fs_category.",งบกำไรขาดทุนเบ็ดเสร็จ (ยังไม่ได้ตรวจสอบ),รายได้,"[-2287901185, -1541019929, -2287762151, -1540807733]"
44,รายได้ดอกเบี้ยสุทธิ,400599,รายได้ดอกเบี้ยสุทธิ,The query 'รายได้ดอกเบี้ยสุทธิ' is a perfect match with item_in_taxonomy 'รายได้ดอกเบี้ยสุทธิ' in the Taxonomy list. And the fs_category is 'กำไรขาดทุน' which is related to the input metadata fs_category 'รายได้'.,งบกำไรขาดทุนเบ็ดเสร็จ (ยังไม่ได้ตรวจสอบ),รายได้,"[2422004654, 2532880896, 1827859710, 1924684363]"
45,รายได้ค่าธรรมเนียมและบริการ,410113,รายได้ค่าธรรมเนียมและบริการ,The query 'รายได้ค่าธรรมเนียมและบริการ' matched with item_in_taxonomy 'รายได้ค่าธรรมเนียมและบริการ' in the Taxonomy list.  The value of fs_category in the Taxonomy list item is 'กำไรขาดทุน' which is related to 'รายได้' from the INPUT METADATA.,งบกำไรขาดทุนเบ็ดเสร็จ (ยังไม่ได้ตรวจสอบ),รายได้,"[482409633, 494340922, 360895108, 300922455]"
46,ค่าใช้จ่ายค่าธรรมเนียมและบริการ,410113,รายได้ค่าธรรมเนียมและบริการ,"The most relevant item from the provided taxonomy list is 'รายได้ค่าธรรมเนียมและบริการ' with SET Code '410113' because the input query explicitly mentions 'ค่าธรรมเนียมและบริการ'. Although the input refers to an expense and the closest match relates to income, it's the most semantically similar item available in the context.",งบกำไรขาดทุนเบ็ดเสร็จ (ยังไม่ได้ตรวจสอบ),รายได้,"[-174365514, -154604388, -109994399, -90606216]"
47,รายได้ค่าธรรมเนียมและบริการสุทธิ,400699,รายได้ค่าธรรมเนียมและบริการสุทธิ,"The query 'รายได้ค่าธรรมเนียมและบริการสุทธิ' is an exact match with the 'item_in_taxonomy' in the Taxonomy list.  Also, the  'fs_category' of both the query and the Taxonomy list item are related to 'รายได้'.",งบกำไรขาดทุนเบ็ดเสร็จ (ยังไม่ได้ตรวจสอบ),รายได้,"[308044119, 339736534, 250900709, 210316239]"
48,กำไรสุทธิจากเครื่องมือทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน,431390,กำไร (ขาดทุน) สุทธิจากเครื่องมือทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน - อื่น ๆ,"The query mentions 'กำไรสุทธิจากเครื่องมือทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน' which is similar to the meaning in the taxonomy 'กำไรหรือขาดทุน สุทธิจากเครื่องมือทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน - อื่น ๆ บางครั้งใช้ชื่อว่า ผ่านกำไรหรือขาดทุน หรือ กำไรสุทธิจากเครื่องมือทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน หรือ มูลค่ายุติธรรมผ่านกำไรหรือขาดทุน หรือ กำไร(ขาดทุน)สุทธิจากเครื่องมือทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน'. Although there's no exact match for fs_category 'รายได้', we'll use the closest match from item_in_taxonomy.",งบกำไรขาดทุนเบ็ดเสร็จ (ยังไม่ได้ตรวจสอบ),รายได้,"[290061843, 71591579, 290061843, 71591579]"
49,กำไรสุทธิจากเงินลงทุน,431400,กำไร (ขาดทุน) สุทธิจากเงินลงทุน,"The best match from the provided taxonomy list is กำไร (ขาดทุน) สุทธิจากเงินลงทุน based on the input query.  Although there is no perfect matching fs_category, this item's definition is the closest match.",งบกำไรขาดทุนเบ็ดเสร็จ (ยังไม่ได้ตรวจสอบ),รายได้,"[175258853, 34858104, 175258853, 34858104]"
50,กำไรสุทธิจากการขายสินเชื่อด้อยคุณภาพ,410200,รายได้จากการดําเนินงานอื่น ๆ,"The input mentions 'กำไรสุทธิจากการขายสินเชื่อด้อยคุณภาพ' and the input metadata specifies 'fs_category' as 'รายได้'. In the provided taxonomy list, the closest match is found in the 'meaning_of_taxonomy' field with the value 'บางครั้งใช้ชื่อว่า หนี้สูญรับคืน หรือ รายได้จากการดำเนินงานอื่นๆ หรือ รายได้ค่าบริการด้านงานสนับสนุน หรือ กำไรจากการขายผ่อนชำระ หรือ กำไรสุทธิจากการขายสินเชื่อด้อยคุณภาพ'. Therefore, the selected 'item_in_taxonomy' is 'รายได้จากการดําเนินงานอื่น ๆ' and its corresponding 'set_code' is '410200'.",งบกำไรขาดทุนเบ็ดเสร็จ (ยังไม่ได้ตรวจสอบ),รายได้,"[0, 60644550, 0, 0]"
51,รายได้จากการดำเนินงานอื่นๆ,410200,รายได้จากการดําเนินงานอื่น ๆ,"The query 'รายได้จากการดำเนินงานอื่นๆ' is an exact match to the 'item_in_taxonomy' field in the Taxonomy list.  The fs_category field 'กำไรขาดทุน' is not related to รายได้, so we use item_in_taxonomy instead. We also confirm that the financial statement type is 'PL' (งบกำไรขาดทุนเบ็ดเสร็จ) as specified in the metadata.",งบกำไรขาดทุนเบ็ดเสร็จ (ยังไม่ได้ตรวจสอบ),รายได้,"[317999967.97, 289947609, 216293174, 228671753]"
52,รวมรายได้จากการดำเนินงาน,410200,รายได้จากการดําเนินงานอื่น ๆ,"The closest match from the provided taxonomy list is 'รายได้จากการดําเนินงานอื่น ๆ' because the input query refers to total revenue from operations, and this item represents other operating income, which falls under the broader category of operating revenues. while other item in the list is related to profit.",งบกำไรขาดทุนเบ็ดเสร็จ (ยังไม่ได้ตรวจสอบ),รายได้,"[3513369436.97, 3329659272, 2760374289, 2470122038]"
53,ค่าใช้จ่ายจากการดำเนินงานอื่นๆค่าใช้จ่ายเกี่ยวกับพนักงาน,422400,ค่าใช้จ่ายในการดำเนินงานอื่น ค่าใช้จ่ายผลประโยชน์พนักงาน,"The input query explicitly mentions  'ค่าใช้จ่ายเกี่ยวกับพนักงาน' (employee expenses) within the context of 'ค่าใช้จ่ายจากการดำเนินงานอื่นๆ' (other operating expenses). This aligns with the definition of 'ค่าใช้จ่ายในการดำเนินงานอื่น ค่าใช้จ่ายผลประโยชน์พนักงาน' (Other Operating Expenses Employee Benefit Expenses) in the taxonomy list, which encompasses employee compensation and benefits.",งบกำไรขาดทุนเบ็ดเสร็จ (ยังไม่ได้ตรวจสอบ),ค่าใช้จ่าย,"[918464117, 1063458258, 797943675, 914735202]"
54,ค่าตอบแทนกรรมการ,422600,ค่าตอบแทนกรรมการและผู้บริหาร,"The input query 'ค่าตอบแทนกรรมการ' matches the meaning_of_taxonomy field 'บางครั้งใช้ชื่อว่า ค่าตอบแทนกรรมการ' in the Taxonomy list. Thus, the correct SET Code is 422600 and the item in Taxonomy is 'ค่าตอบแทนกรรมการและผู้บริหาร'.",งบกำไรขาดทุนเบ็ดเสร็จ (ยังไม่ได้ตรวจสอบ),ค่าใช้จ่าย,"[3590000, 4098400, 3590000, 4098400]"
