,query,set_code,item_in_taxonomy,reasoning,table_name,category,number_values
10,สินทรัพย์หมุนเวียนอื่น,119900,สินทรัพย์หมุนเวียนอื่น,"The query 'สินทรัพย์หมุนเวียนอื่น' is an exact match for the 'item_in_taxonomy' in the Taxonomy list.  The 'fs_category' ('สินทรัพย์หมุนเวียน') is related to 'สินทรัพย์' as instructed. Therefore, the correct SET Code and Item in Taxonomy are extracted from the corresponding item.",งบฐานะการเงิน,สินทรัพย์,"[83545, 59051, 47593, 45744]"
11,รวมสินทรัพย์หมุนเวียน,119999,รวมสินทรัพย์หมุนเวียน,The query 'รวมสินทรัพย์หมุนเวียน' is an exact match with the 'item_in_taxonomy' in the Taxonomy list.  The 'fs_category' is 'สินทรัพย์หมุนเวียน' which is related to the input metadata 'fs_category'.,งบฐานะการเงิน,สินทรัพย์,"[84545904, 83369793, 80424817, 79308544]"
12,ลูกหนี้การค้า,112040,ลูกหนี้การค้า,The input query 'ลูกหนี้การค้า' matches directly with 'item_in_taxonomy' in the Taxonomy list. And the input metadata 'fs_category' is 'สินทรัพย์' which is a broader category of 'สินทรัพย์หมุนเวียน' in the Taxonomy list.,งบฐานะการเงิน,สินทรัพย์,"[5177976, 4180462, 2315044, 2072649]"
13,ลูกหนี้อื่น,113130,สินทรัพย์ทางการเงินหมุนเวียนอื่น ลูกหนี้หมุนเวียนอื่น,"The input 'ลูกหนี้อื่น' is a general term, but the provided financial statement category is 'สินทรัพย์'. From the taxonomy list, the most relevant item considering the input name and financial statement category is 'สินทรัพย์ทางการเงินหมุนเวียนอื่น ลูกหนี้หมุนเวียนอื่น' with SET Code '113130'.",งบฐานะการเงิน,สินทรัพย์,"[12351, 24703, 12351, 24703]"
14,เงินฝากประจำธนาคารที่มีภาระผูกพัน,120300,เงินฝากสถาบันการเงินที่มีข้อจำกัดในการใช้ - ไม่หมุนเวียน,"The input name suggests a time deposit, which is classified as restricted cash. Considering the input metadata specifies the financial statement type as งบฐานะการเงิน and fs category as สินทรัพย์, the most relevant taxonomy item is ""เงินฝากสถาบันการเงินที่มีข้อจำกัดในการใช้ - ไม่หมุนเวียน"" with SET Code 120300. This aligns with the input's nature as a restricted asset.",งบฐานะการเงิน,สินทรัพย์,"[40672, 38275, 0, 0]"
15,เงินให้กู้ยืมระยะยาวแก่บริษัทย่อย,122400,เงินให้กู้ยืมระยะยาวและดอกเบี้ยค้างรับ - ส่วนที่ถึงกำหนดชำระเกินกว่าหนึ่งปี,"The query mentions about long-term loan to subsidiary, which should be categorized as non-current loan receivables. Thus, the closest item in taxonomy is เงินให้กู้ยืมระยะยาวและดอกเบี้ยค้างรับ - ส่วนที่ถึงกำหนดชำระเกินกว่าหนึ่งปี with SET code 122400",งบฐานะการเงิน,สินทรัพย์,"[0, 0, 58514, 57241]"
16,เงินให้สินเชื่อจากการซื้อลูกหนี้,112050,ลูกหนี้การค้า และลูกหนี้เงินให้สินเชื่อส่วนที่ถึงกำหนดชำระภายในหนึ่งปี - สุทธิ ลูกหนี้เงินให้สินเชื่อ,"The query 'เงินให้สินเชื่อจากการซื้อลูกหนี้' matches the definition of 'ลูกหนี้เงินให้สินเชื่อ' in the taxonomy list, specifically the part mentioning 'บางครั้งใช้ขื่อว่า เงินให้สินเชื่อจากการซื้อลูกหนี้'. The input metadata specifies 'financial_statement_type' as 'งบฐานะการเงิน' and 'fs_category' as 'สินทรัพย์', which corresponds to the taxonomy list items with 'financial_statement_type' as 'BS_A'. Although there are two options in the taxonomy list, 'ลูกหนี้การค้า และลูกหนี้เงินให้สินเชื่อส่วนที่ถึงกำหนดชำระภายในหนึ่งปี - สุทธิ ลูกหนี้เงินให้สินเชื่อ' and 'ลูกหนี้การค้า และลูกหนี้เงินให้สินเชื่อส่วนที่ถึงกำหนดชำระเกินกว่าหนึ่งปี - สุทธิ ลูกหนี้เงินให้สินเชื่อ', without further information on the due date of the loan, it's best to choose the broader category, which is 'ลูกหนี้การค้า และลูกหนี้เงินให้สินเชื่อส่วนที่ถึงกำหนดชำระภายในหนึ่งปี - สุทธิ ลูกหนี้เงินให้สินเชื่อ'.",งบฐานะการเงิน,สินทรัพย์,"[23426, 22617, 0, 0]"
17,เงินลงทุนในบริษัทย่อย,122710,เงินลงทุนในบริษัทย่อย,"The query ""เงินลงทุนในบริษัทย่อย"" matched with item_in_taxonomy ""เงินลงทุนในบริษัทย่อย"" in the taxonomy list.  The financial_statement_type is BS_A and fs_category is สินทรัพย์ as specified in the input metadata.",งบฐานะการเงิน,สินทรัพย์,"[0, 0, 1260909, 1260909]"
18,เงินลงทุนในตราสารทุนที่เลือกกำหนดให้แสดงด้วยมูลค่ายุติธรรม ผ่านกำไรหรือขาดทุน,121640,เงินลงทุนระยะยาว - สุทธิ เงินลงทุนในตราสารทุนที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุน,"The input explicitly mentions equity instruments measured at fair value through profit or loss. Although the input does not specify the term,  ""ระยะยาว"" (long-term), the context suggests that only long-term investments are measured at fair value through profit or loss. Thus, the most relevant item in the taxonomy is ""เงินลงทุนระยะยาว - สุทธิ เงินลงทุนในตราสารทุนที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุน"".",งบฐานะการเงิน,สินทรัพย์,"[14471, 14471, 14471, 14471]"
19,เงินลงทุนในตราสารทุนที่เลือกกำหนดให้แสดงด้วยมูลค่ายุติธรรม ผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,121650,เงินลงทุนระยะยาว - สุทธิ เงินลงทุนในตราสารทุนที่กำหนดให้วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,"The query mentions an investment in equity instruments measured at fair value through other comprehensive income. The taxonomy list contains items related to investments in equity instruments measured at fair value through other comprehensive income, categorized as both short-term and long-term assets. Since the input does not specify the term of the investment, it's best to select the long-term option. Therefore, the most relevant item is ""เงินลงทุนระยะยาว - สุทธิ เงินลงทุนในตราสารทุนที่กำหนดให้วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น"" with SET Code 121650.",งบฐานะการเงิน,สินทรัพย์,"[216000, 216000, 216000, 216000]"
20,เงินให้กู้ยืมประเภทด้อยสิทธิ,122400,เงินให้กู้ยืมระยะยาวและดอกเบี้ยค้างรับ - ส่วนที่ถึงกำหนดชำระเกินกว่าหนึ่งปี,"The input name 'เงินให้กู้ยืมประเภทด้อยสิทธิ' is related to long-term loans, and the input metadata specifies financial_statement_type as 'งบฐานะการเงิน' and fs_category as 'สินทรัพย์'. The taxonomy item 'เงินให้กู้ยืมระยะยาวและดอกเบี้ยค้างรับ - ส่วนที่ถึงกำหนดชำระเกินกว่าหนึ่งปี' under set code '122400' aligns with the input name and metadata, as it represents long-term loans receivable due over one year, categorized under non-current assets in the balance sheet.",งบฐานะการเงิน,สินทรัพย์,"[0, 0, 49859, 81633]"
21,ส่วนปรับปรุงอาคารเช่าและอุปกรณ์,123800,ที่ดิน อาคาร และอุปกรณ์ - สุทธิ,"The INPUT's fs_category is สินทรัพย์ and financial_statement_type is งบฐานะการเงิน, thus the best match from the Taxonomy list is  item_in_taxonomy: ที่ดิน อาคาร และอุปกรณ์ - สุทธิ, set_code: 123800",งบฐานะการเงิน,สินทรัพย์,"[537645, 529560, 400233, 401801]"
22,สินทรัพย์สิทธิการใช้,123900,สินทรัพย์สิทธิการใช้ - สุทธิ,"The query 'สินทรัพย์สิทธิการใช้' is an exact match to multiple items in the taxonomy list.  Selecting the item with fs_category สินทรัพย์ไม่หมุนเวียน, as it is the most common type of right-of-use asset.",งบฐานะการเงิน,สินทรัพย์,"[670510, 630947, 512915, 546129]"
23,สินทรัพย์ไม่มีตัวตนอื่นนอกจากค่าความนิยม,124190,สินทรัพย์ไม่มีตัวตน - สุทธิ สินทรัพย์ไม่มีตัวตน - อื่น ๆ,"The input query 'สินทรัพย์ไม่มีตัวตนอื่นนอกจากค่าความนิยม' is mapped to 'สินทรัพย์ไม่มีตัวตน - สุทธิ สินทรัพย์ไม่มีตัวตน - อื่น ๆ' because the input refers to intangible assets other than goodwill, which aligns with the definition of 'สินทรัพย์ไม่มีตัวตน - อื่น ๆ' in the taxonomy, representing intangible assets excluding those listed in reference number 87, including goodwill.",งบฐานะการเงิน,สินทรัพย์,"[812066, 850578, 679542, 719204]"
24,สินทรัพย์อนุพันธ์,123000,สินทรัพย์อนุพันธ์ - ไม่หมุนเวียน,"The input query สินทรัพย์อนุพันธ์  can be mapped to multiple items in the taxonomy. 
                    However, considering the input metadata fs_category is สินทรัพย์, the most relevant item is สินทรัพย์อนุพันธ์ - ไม่หมุนเวียน. ",งบฐานะการเงิน,สินทรัพย์,"[342795, 377276, 342795, 377276]"
25,สินทรัพย์ภาษีเงินได้รอการตัดบัญชี,124400,สินทรัพย์ภาษีเงินได้รอตัดบัญชี,"The query 'สินทรัพย์ภาษีเงินได้รอการตัดบัญชี' is an exact match with the 'item_in_taxonomy' in the Taxonomy list.  The 'fs_category' ('สินทรัพย์ไม่หมุนเวียน') is related to the input metadata 'fs_category' ('สินทรัพย์'). Thus, the correct SET Code is '124400'.",งบฐานะการเงิน,สินทรัพย์,"[1975404, 2088551, 1894101, 2012633]"
26,สินทรัพย์ไม่หมุนเวียนอื่น,129900,สินทรัพย์ไม่หมุนเวียนอื่น,User query 'สินทรัพย์ไม่หมุนเวียนอื่น' is a direct match to the item_in_taxonomy 'สินทรัพย์ไม่หมุนเวียนอื่น' with fs_category 'สินทรัพย์ไม่หมุนเวียน' which is related to the input metadata fs_category 'สินทรัพย์'.,งบฐานะการเงิน,สินทรัพย์,"[158666, 155297, 137778, 134946]"
27,รวมสินทรัพย์ไม่หมุนเวียน,129999,รวมสินทรัพย์ไม่หมุนเวียน,Found an exact match for the input query 'รวมสินทรัพย์ไม่หมุนเวียน' in the Taxonomy list.  The fs_category is 'สินทรัพย์ไม่หมุนเวียน' which is related to the input metadata fs_category 'สินทรัพย์'.,งบฐานะการเงิน,สินทรัพย์,"[9981982, 9128737, 7894512, 7919595]"
28,รวมสินทรัพย์,109999,รวมสินทรัพย์,"The query 'รวมสินทรัพย์' is an exact match to the 'item_in_taxonomy' field in the Taxonomy list, and the 'fs_category' field, 'สินทรัพย์', is related to the input metadata.",งบฐานะการเงิน,สินทรัพย์,"[94527886, 92498530, 88319329, 87228139]"
29,เงินกู้ยืมระยะสั้นจากสถาบันการเงิน,210500,เงินเบิกเกินบัญชีและเงินกู้ยืมระยะสั้นจากสถาบันการเงิน,The query mentions 'เงินกู้ยืมระยะสั้นจากสถาบันการเงิน' and the input metadata specifies 'financial_statement_type' as 'งบฐานะการเงิน' and 'fs_category' as 'หนี้สินและส่วนของผู้ถือหุ้น'. The taxonomy list item with 'item_in_taxonomy' as 'เงินเบิกเกินบัญชีและเงินกู้ยืมระยะสั้นจากสถาบันการเงิน' is the most relevant match as it closely aligns with the query and falls under the specified criteria.,งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[5600325, 2682231, 2810000, 500000]"
30,เจ้าหนี้การค้า,211100,เจ้าหนี้การค้าและเจ้าหนี้หมุนเวียนอื่น,"The input 'เจ้าหนี้การค้า' matches the item 'เจ้าหนี้การค้าและเจ้าหนี้หมุนเวียนอื่น' in the taxonomy list. Considering the fs_category provided, 'หนี้สินและส่วนของผู้ถือหุ้น' is a broader category. Thus the 'item_in_taxonomy' is used.",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[97278, 84862, 55052, 49893]"
31,เจ้าหนี้อื่น,211100,เจ้าหนี้การค้าและเจ้าหนี้หมุนเวียนอื่น,"The input name 'เจ้าหนี้อื่น' is related to other payables. The input metadata specifies 'fs_category' as 'หนี้สินและส่วนของผู้ถือหุ้น' and 'financial_statement_type' as 'งบฐานะการเงิน'. The closest matching item in the taxonomy list is 'เจ้าหนี้การค้าและเจ้าหนี้หมุนเวียนอื่น' with set code '211100', which falls under the broader category of liabilities.",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[1763442, 1625006, 1647030, 1557662]"
32,เงินกู้ยืมระยะยาว,221800,หนี้สินระยะยาว - ส่วนที่ถึงกำหนดชำระเกินกว่าหนึ่งปี,"The input 'เงินกู้ยืมระยะยาว' matches the broader category of long-term loans. Considering the provided fs_category 'หนี้สินและส่วนของผู้ถือหุ้น', the closest match in the taxonomy list is 'หนี้สินระยะยาว - ส่วนที่ถึงกำหนดชำระเกินกว่าหนึ่งปี' (Non-Current Portion Of Long-Term Debts) with SET Code 221800. This option aligns with the general definition of long-term debts.",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[21528292, 16960051, 21345133, 16960051]"
33,หุ้นกู้ระยะยาว,221830,หนี้สินระยะยาว - ส่วนที่ถึงกำหนดชำระเกินกว่าหนึ่งปี หุ้นกู้,"The query \""หุ้นกู้ระยะยาว\"" matches the taxonomy item \""หนี้สินระยะยาว - ส่วนที่ถึงกำหนดชำระเกินกว่าหนึ่งปี หุ้นกู้\"" as it refers to long-term debt in the form of bonds, aligning with the input metadata's fs_category \""หนี้สินและส่วนของผู้ถือหุ้น\"" and financial_statement_type \""งบฐานะการเงิน\"".",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[2420329, 2487424, 1999264, 1998985]"
34,หนี้สินอนุพันธ์,212100,หนี้สินอนุพันธ์ - หมุนเวียน,"The input name 'หนี้สินอนุพันธ์' matches directly with the item 'หนี้สินอนุพันธ์ - หมุนเวียน' in the provided taxonomy list. 
The input metadata financial_statement_type is งบฐานะการเงิน, fs_category is หนี้สินและส่วนของผู้ถือหุ้น. And the value of property 'fs_category' in the taxonomy list item 'หนี้สินอนุพันธ์ - หมุนเวียน' is related to 'หนี้สินและส่วนของผู้ถือหุ้น'.
Therefore, the correct SET Code is '212100' and Item in Taxonomy is 'หนี้สินอนุพันธ์ - หมุนเวียน'.",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[638479, 399465, 638479, 399465]"
35,หนี้สินตามสัญญาเช่า,222400,หนี้สินตามสัญญาเช่า - ส่วนที่ถึงกำหนดชำระเกินกว่าหนึ่งปี,"The input item name is หนี้สินตามสัญญาเช่า and financial_statement_type is งบฐานะการเงิน, fs_category is หนี้สินและส่วนของผู้ถือหุ้น. Found a closely matched item in the Taxonomy list with a similar name and related fs_category:
- หนี้สินตามสัญญาเช่า - ส่วนที่ถึงกำหนดชำระเกินกว่าหนึ่งปี with set_code 222400",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[380931, 377206, 319397, 330582]"
36,เงินกู้ยืมประเภทด้อยสิทธิ,211800,ส่วนของหนี้สินระยะยาวส่วนที่ถึงกำหนดชำระภายในหนึ่งปี,"The input mentions the term 'เงินกู้ยืมประเภทด้อยสิทธิ' and the provided financial statement category is 'หนี้สินและส่วนของผู้ถือหุ้น'. From the taxonomy list, the closest match to the input query, considering the financial statement type and category, is 'ส่วนของหนี้สินระยะยาวส่วนที่ถึงกำหนดชำระภายในหนึ่งปี'. This item's definition includes various long-term debts, including those with characteristics similar to equity, which aligns with the concept of subordinated loans.",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[34215, 2441, 0, 0]"
37,ภาษีเงินได้ค้างจ่าย,213000,ภาษีเงินได้นิติบุคคลค้างจ่าย,The query matches the meaning of ภาษีเงินได้นิติบุคคลค้างจ่าย in the taxonomy list. And the financial_statement_type and fs_category  also matched.,งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[67671, 36763, 26085, 0]"
38,หนี้สินหมุนเวียนอื่น,219900,หนี้สินหมุนเวียนอื่น,"The query \""หนี้สินหมุนเวียนอื่น\"" matches directly with item_in_taxonomy \""หนี้สินหมุนเวียนอื่น\"" in the taxonomy list. And the value of property fs_category \""หนี้สินหมุนเวียน\"" in the taxonomy list is related to หนี้สินและส่วนของผู้ถือหุ้น.",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[475699, 376595, 474189, 378247]"
39,รวมหนี้สินหมุนเวียน,219999,รวมหนี้สินหมุนเวียน,"Found an exact match for the input query 'รวมหนี้สินหมุนเวียน' in the Taxonomy list.  The context information also matches, with financial_statement_type as 'งบฐานะการเงิน' and fs_category as 'หนี้สินและส่วนของผู้ถือหุ้น'.",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[33006661, 25032044, 29314629, 22174885]"
40,เงินกู้ยืมระยะยาว,221800,หนี้สินระยะยาว - ส่วนที่ถึงกำหนดชำระเกินกว่าหนึ่งปี,"The input name 'เงินกู้ยืมระยะยาว' closely translates to long-term loans. Although the input metadata mentions 'หนี้สินและส่วนของผู้ถือหุ้น' (Liabilities and Shareholder's Equity), there's no perfect match for this broad term in the provided taxonomy. Therefore, we focus on the more specific term 'เงินกู้ยืมระยะยาว' and find the closest match in the taxonomy, which is 'หนี้สินระยะยาว - ส่วนที่ถึงกำหนดชำระเกินกว่าหนึ่งปี' (Non-Current Portion Of Long-Term Debts).",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[28153771, 34335585, 25640402, 31879059]"
41,เงินกู้ยืมระยะยาวภายใต้โครงการแปลงสินทรัพย์เป็นหลักทรัพย์,122400,เงินกู้ยืมระยะยาว,"The closest match from the provided taxonomy list is  'เงินกู้ยืมระยะยาว' given the input query and metadata.  Therefore, I will select the set code and item in taxonomy based on the closest match.",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[0, 0, 1049410, 1091265]"
42,หุ้นกู้ระยะยาว,221830,หนี้สินระยะยาว - ส่วนที่ถึงกำหนดชำระเกินกว่าหนึ่งปี หุ้นกู้,"The query mentions ""หุ้นกู้ระยะยาว"" which implies Long-Term Debts Bonds. And the closest item in taxonomy with the same fs_category as input metadata is ""หนี้สินระยะยาว - ส่วนที่ถึงกำหนดชำระเกินกว่าหนึ่งปี หุ้นกู้"" with set code 221830",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[5814700, 5965785, 5714982, 5802520]"
43,หนี้สินอนุพันธ์,212100,หนี้สินอนุพันธ์ - หมุนเวียน,"The input 'หนี้สินอนุพันธ์' matches the item 'หนี้สินอนุพันธ์ - หมุนเวียน' in the taxonomy list. Considering the fs_category  'หนี้สินและส่วนของผู้ถือหุ้น' from the input metadata,  'หนี้สินอนุพันธ์ - หมุนเวียน' is a more appropriate match. Therefore, the SET code is '212100'.",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[689082, 1142293, 689082, 1142293]"
44,หนี้สินตามสัญญาเช่า,212400,หนี้สินตามสัญญาเช่า - ส่วนที่ถึงกำหนดชำระภายในหนึ่งปี,"The query \""หนี้สินตามสัญญาเช่า\"" matches both current and non-current portions of lease liabilities. However, the input metadata specifies \""fs_category\"" as \""หนี้สินและส่วนของผู้ถือหุ้น,\"" which corresponds to the broader category. Therefore, we choose the item \""หนี้สินตามสัญญาเช่า - ส่วนที่ถึงกำหนดชำระภายในหนึ่งปี\"" to represent the overall lease liabilities.",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[373923, 314334, 277242, 273790]"
45,เงินกู้ยืมประเภทด้อยสิทธิ,221800,หนี้สินระยะยาว - ส่วนที่ถึงกำหนดชำระเกินกว่าหนึ่งปี,"The input name mentions ""เงินกู้ยืมประเภทด้อยสิทธิ"" which is similar to the meaning of taxonomy in set code 221800. And the input metadata's fs_category is aligned with the taxonomy's fs_category, both indicating liabilities. Thus, 221800 is chosen.",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[49859, 81633, 0, 0]"
46,ประมาณการหนี้สินสำหรับผลประโยชน์พนักงาน,212700,ประมาณการหนี้สินผลประโยชน์พนักงาน - หมุนเวียน,The input name 'ประมาณการหนี้สินสำหรับผลประโยชน์พนักงาน' is related to employee benefits. The input metadata  'fs_category' is 'หนี้สินและส่วนของผู้ถือหุ้น' is too broad.  The closest matching item in the taxonomy list is 'ประมาณการหนี้สินผลประโยชน์พนักงาน - หมุนเวียน' with set code '212700'.,งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[501948, 483535, 456858, 440701]"
47,หนี้สินไม่หมุนเวียนอื่น,229900,หนี้สินไม่หมุนเวียนอื่น,"The query \""หนี้สินไม่หมุนเวียนอื่น\"" is an exact match to the item \""หนี้สินไม่หมุนเวียนอื่น\"" in the provided taxonomy list. Also, the fs_category \""หนี้สินไม่หมุนเวียน\"" is related to the input metadata fs_category \""หนี้สินและส่วนของผู้ถือหุ้น\"".",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[90089, 81522, 72893, 69419]"
48,รวมหนี้สินไม่หมุนเวียน,229999,รวมหนี้สินไม่หมุนเวียน,"The query 'รวมหนี้สินไม่หมุนเวียน' is an exact match to the 'item_in_taxonomy' field in the Taxonomy list. Additionally, the 'fs_category' field in the Taxonomy list matches the input metadata 'fs_category'.",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[35673372, 42404687, 33900869, 40699047]"
49,รวมหนี้สิน,309999,รวมหนี้สินและส่วนของผู้ถือหุ้น,"The input query 'รวมหนี้สิน' is related to both หนี้สิน and ส่วนของผู้ถือหุ้น. And the input metadata financial_statement_type is งบฐานะการเงิน, which is similar to BS_OE. Thus, the appropriate match from the taxonomy list is where financial_statement_type is BS_OE and item_in_taxonomy is รวมหนี้สินและส่วนของผู้ถือหุ้น.",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[68680033, 67436731, 63215498, 62873932]"
50,"หุ้นสามัญ 250,000,000 หุ้น มูลค่าหุ้นละ 1 บาท",310120,ทุนจดทะเบียน หุ้นสามัญจดทะเบียน,"The input mentions 'หุ้นสามัญ' and 'มูลค่าหุ้นละ', which suggests authorized share capital. The input metadata specifies 'งบฐานะการเงิน' and 'หนี้สินและส่วนของผู้ถือหุ้น', further supporting this categorization. Therefore, the most relevant item from the taxonomy is 'ทุนจดทะเบียน หุ้นสามัญจดทะเบียน' with SET Code '310120'.",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[250000, 250000, 250000, 250000]"
