,query,set_code,item_in_taxonomy,reasoning,table_name,category,number_values
10,ผ่านกำไรหรือขาดทุน,121640,เงินลงทุนในตราสารทุนที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุน,"The INPUT METADATA states that the financial_statement_type is งบฐานะการเงิน and fs_category is สินทรัพย์. The provided context includes an item in the taxonomy that contains the same phrase as the input query: 'บางครั้งใช้ชื่อว่า ผ่านกำไรหรือขาดทุน หรือ เงินลงทุนในตราสารทุนที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน'. Therefore, the selected SET Code is 121640 and the item in the taxonomy is 'เงินลงทุนในตราสารทุนที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุน'.",งบฐานะการเงิน,สินทรัพย์,"[25503, 32278, 6004, 5944]"
11,ผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,121620,เงินลงทุนในตราสารหนี้ที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น - สุทธิ,"The INPUT's financial_statement_type งบฐานะการเงิน maps to BS_A and fs_category สินทรัพย์ means asset. An item in the Taxonomy list with set_code 121620 states financial_statement_type as BS_A and fs_category as สินทรัพย์ไม่หมุนเวียน, which closely aligns with the input metadata. Additionally, its meaning statement includes ""บางครั้งใช้ขื่อว่า สินทรัพย์ทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น"" which is related to the input query. Therefore, the most relevant SET Code is 121620 and Item in Taxonomy is เงินลงทุนในตราสารหนี้ที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น - สุทธิ.",งบฐานะการเงิน,สินทรัพย์,"[35204, 35868, 0, 0]"
12,เงินลงทุนในบริษัทย่อย - สุทธิ,122710,เงินลงทุนในบริษัทย่อย,The input name 'เงินลงทุนในบริษัทย่อย - สุทธิ' is an exact match with the meaning_of_taxonomy field 'บางครั้งใช้ชื่อว่า เงินลงทุนในบริษัทย่อย-สุทธิ'.  The input metadata financial_statement_type งบฐานะการเงิน maps to BS_A and fs_category สินทรัพย์ maps to fs_category สินทรัพย์ไม่หมุนเวียน.,งบฐานะการเงิน,สินทรัพย์,"[0, 0, 14484017, 14483017]"
13,เงินให้สินเชื่อแก่ลูกหนี้และดอกเบี้ยค้างรับ - สุทธิ,122050,ลูกหนี้เงินให้สินเชื่อ,"From the Taxonomy list, the closet match for the query ""เงินให้สินเชื่อแก่ลูกหนี้และดอกเบี้ยค้างรับ - สุทธิ"" is  ""ลูกหนี้เงินให้สินเชื่อ"" with set code 122050. Therefore, the financial_statement_type is BS_A, item_in_taxonomy is ลูกหนี้เงินให้สินเชื่อ and set_code is 122050.",งบฐานะการเงิน,สินทรัพย์,"[38502858, 39281316, 0, 0]"
14,ที่ดิน อาคารและอุปกรณ์ - สุทธิ,123800,ที่ดิน อาคาร และอุปกรณ์ - สุทธิ,"The query 'ที่ดิน อาคารและอุปกรณ์ - สุทธิ' is a direct match to the 'item_in_taxonomy' field in the taxonomy list. And the value of fs_category in the correct Taxonomy list item is related to สินทรัพย์. Therefore, the correct SET Code is 123800.",งบฐานะการเงิน,สินทรัพย์,"[755687, 764257, 19549, 12613]"
15,สินทรัพย์สิทธิการใช้ - สุทธิ,123900,สินทรัพย์สิทธิการใช้ - สุทธิ,"The query 'สินทรัพย์สิทธิการใช้ - สุทธิ' directly matches the 'item_in_taxonomy' field in the taxonomy list, and the 'financial_statement_type' and 'fs_category' ('สินทรัพย์') from the input metadata also align with the corresponding fields in the taxonomy list.",งบฐานะการเงิน,สินทรัพย์,"[1373265, 1415631, 20763, 21601]"
16,สินทรัพย์ไม่มีตัวตน - สุทธิ,124100,สินทรัพย์ไม่มีตัวตน - สุทธิ,The INPUT matches exactly with  item_in_taxonomy in the Taxonomy list. And the value of financial_statement_type from INPUT METADATA matches the Taxonomy list. ,งบฐานะการเงิน,สินทรัพย์,"[1210002, 1208848, 1272, 1459]"
17,สินทรัพย์ภาษีเงินได้รอการตัดบัญชี,124400,สินทรัพย์ภาษีเงินได้รอตัดบัญชี,"The query 'สินทรัพย์ภาษีเงินได้รอการตัดบัญชี' is an exact match to the 'item_in_taxonomy' in the Taxonomy list. Thus, the set_code is '124400'.",งบฐานะการเงิน,สินทรัพย์,"[289387, 246779, 0, 0]"
18,สินทรัพย์ไม่หมุนเวียนอื่น,129900,สินทรัพย์ไม่หมุนเวียนอื่น,The input name 'สินทรัพย์ไม่หมุนเวียนอื่น' is an exact match with the item 'สินทรัพย์ไม่หมุนเวียนอื่น' in the taxonomy list.  The fs_category is 'สินทรัพย์ไม่หมุนเวียน' which is related to the input metadata fs_category 'สินทรัพย์'.,งบฐานะการเงิน,สินทรัพย์,"[274952, 269374, 3286, 3287]"
19,รวมสินทรัพย์ไม่หมุนเวียน,129999,รวมสินทรัพย์ไม่หมุนเวียน,The query 'รวมสินทรัพย์ไม่หมุนเวียน' is an exact match to the 'item_in_taxonomy' field in the Taxonomy list.  The financial statement type is 'งบฐานะการเงิน' which maps to 'BS_A'.,งบฐานะการเงิน,สินทรัพย์,"[42466858, 43254351, 14534891, 14527921]"
20,รวมสินทรัพย์,109999,รวมสินทรัพย์,"The query 'รวมสินทรัพย์' is an exact match with the 'item_in_taxonomy' field in the Taxonomy list. The 'fs_category' field also matches the input metadata. Therefore, the correct SET Code is 109999 and the item is 'รวมสินทรัพย์'.",งบฐานะการเงิน,สินทรัพย์,"[114288269, 111464658, 69111381, 66221177]"
21,เงินกู้ยืมระยะสั้นจากบุคคลที่เกี่ยวข้องกัน,211720,เงินกู้ยืมระยะสั้น บุคคลหรือกิจการที่เกี่ยวข้องกัน,"The input query 'เงินกู้ยืมระยะสั้นจากบุคคลที่เกี่ยวข้องกัน' matches the closest with the item_in_taxonomy 'เงินกู้ยืมระยะสั้น บุคคลหรือกิจการที่เกี่ยวข้องกัน' in the taxonomy list. Both refer to short-term borrowings from related parties. Considering the financial_statement_type is BS_L and fs_category is หนี้สินและส่วนของเจ้าของ, the most appropriate match is set_code '211720'.",งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[40000, 1000000, 0, 0]"
22,เงินกู้ยืมระยะสั้นจากสถาบันการเงิน,210500,เงินเบิกเกินบัญชีและเงินกู้ยืมระยะสั้นจากสถาบันการเงิน,"The query \""เงินกู้ยืมระยะสั้นจากสถาบันการเงิน\"" best matches the item \""เงินเบิกเกินบัญชีและเงินกู้ยืมระยะสั้นจากสถาบันการเงิน\"" in the taxonomy list. Considering the provided fs_category \""หนี้สินและส่วนของเจ้าของ\"", it aligns with the broader category of the matched item. Therefore, the SET code \""210500\"" and the item \""เงินเบิกเกินบัญชีและเงินกู้ยืมระยะสั้นจากสถาบันการเงิน\"" are selected.",งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[10487577, 12084572, 9767664, 11384572]"
23,ส่วนของเงินกู้ยืมระยะยาวจากสถาบันการเงินที่ถึงกำหนดชำระภายในหนึ่งปี,211860,ส่วนของหนี้สินระยะยาวส่วนที่ถึงกำหนดชำระภายในหนึ่งปี สถาบันการเงิน,"The input query explicitly mentions debts with financial institutions due within one year, which perfectly matches the definition provided in the taxonomy list for 'Current Portion Of Long-Term Debts Financial Institutions'.",งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[10749139, 13306778, 1790268, 1626467]"
24,หนี้สินตามสัญญาเช่าส่วนที่ถึงกำหนดชำระภายในหนึ่งปี,212400,หนี้สินตามสัญญาเช่า - ส่วนที่ถึงกำหนดชำระภายในหนึ่งปี,"The query \""หนี้สินตามสัญญาเช่าส่วนที่ถึงกำหนดชำระภายในหนึ่งปี\"" best matches the item \""หนี้สินตามสัญญาเช่า - ส่วนที่ถึงกำหนดชำระภายในหนึ่งปี\"" in the taxonomy list. Both refer to lease liabilities due within one year. Although there is no exact match for fs_category \""หนี้สินและส่วนของเจ้าของ\"", this item's fs_category \""หนี้สินหมุนเวียน\"" is a subcategory of it.",งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[694023, 690074, 1421, 1382]"
25,เจ้าหนี้อื่น,211100,เจ้าหนี้การค้าและเจ้าหนี้หมุนเวียนอื่น,"The input query 'เจ้าหนี้อื่น' is a broader term and can be mapped to 'เจ้าหนี้การค้าและเจ้าหนี้หมุนเวียนอื่น' in the taxonomy list. Considering the fs_category 'หนี้สินและส่วนของเจ้าของ' from the input metadata, it aligns with the broader category of the selected taxonomy item.",งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[1786974, 1895770, 267152, 249402]"
26,ส่วนของหุ้นกู้ไม่ด้อยสิทธิที่ถึงกำหนดชำระภายในหนึ่งปี,211830,ส่วนของหนี้สินระยะยาวส่วนที่ถึงกำหนดชำระภายในหนึ่งปี หุ้นกู้,The query mentions 'หุ้นกู้' and 'ถึงกำหนดชำระภายในหนึ่งปี' which directly corresponds to the item 'ส่วนของหนี้สินระยะยาวส่วนที่ถึงกำหนดชำระภายในหนึ่งปี หุ้นกู้' in the taxonomy. We also confirmed the fs_category  'หนี้สินหมุนเวียน' is matched with INPUT METADATA fs_category 'หนี้สินและส่วนของเจ้าของ'.,งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[17875521, 9833334, 16207908, 9833334]"
27,ภาษีเงินได้นิติบุคคลค้างจ่าย,213000,ภาษีเงินได้นิติบุคคลค้างจ่าย,The query 'ภาษีเงินได้นิติบุคคลค้างจ่าย' is an exact match with the 'item_in_taxonomy' in the Taxonomy list.  The 'financial_statement_type' is 'BS_L' which is related to the input metadata 'งบฐานะการเงิน'.,งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[701473, 835916, 3436, 0]"
28,หนี้สินหมุนเวียนอื่น,219900,หนี้สินหมุนเวียนอื่น,The input item's fs_category matched with Taxonomy list's fs_category and the input item name also matched the item in Taxonomy.,งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[950144, 956968, 17729, 19905]"
29,รวมหนี้สินหมุนเวียน,219999,รวมหนี้สินหมุนเวียน,"The query 'รวมหนี้สินหมุนเวียน' is an exact match to an 'item_in_taxonomy' in the provided taxonomy list.  The category 'หนี้สินหมุนเวียน' is related to the input metadata 'fs_category' ('หนี้สินและส่วนของเจ้าของ'). Therefore, the correct SET Code and Item in Taxonomy are extracted from the matched item in the taxonomy list.",งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[43284851, 40603412, 28055578, 23115062]"
30,เงินกู้ยืมระยะยาวจากสถาบันการเงิน,221860,หนี้สินระยะยาว - ส่วนที่ถึงกำหนดชำระเกินกว่าหนึ่งปี สถาบันการเงิน,"The query mentions ""long-term loans from financial institutions"" and the financial statement type is balance sheet. Thus, the appropriate category is Non-Current Liabilities. The closest matching item from the taxonomy list is ""หนี้สินระยะยาว - ส่วนที่ถึงกำหนดชำระเกินกว่าหนึ่งปี สถาบันการเงิน"" with SET Code 221860, which represents the portion of long-term loans from financial institutions due in more than one year.",งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[1802726, 4475198, 1217678, 1529400]"
31,หนี้สินภาษีเงินได้รอตัดบัญชี,223200,หนี้สินภาษีเงินได้รอตัดบัญชี,"The query 'หนี้สินภาษีเงินได้รอตัดบัญชี' is an exact match with the 'item_in_taxonomy' in the Taxonomy list.  This item belongs to the 'fs_category' related to 'หนี้สินและส่วนของเจ้าของ' and has the 'financial_statement_type' of 'งบฐานะการเงิน', which matches the input metadata.",งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[436037, 452478, 113919, 113987]"
32,หนี้สินตามสัญญาเช่า,222400,หนี้สินตามสัญญาเช่า - ส่วนที่ถึงกำหนดชำระเกินกว่าหนึ่งปี,"The input query ""หนี้สินตามสัญญาเช่า"" matches the meaning of taxonomy in multiple items.  However, only the item with set_code '222400' has fs_category related to หนี้สินและส่วนของเจ้าของ, which is the parent of fs_category from INPUT METADATA.",งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[716945, 785874, 22350, 23074]"
33,หุ้นกู้ไม่ด้อยสิทธิ,221830,หุ้นกู้,"The input mentions ""หุ้นกู้ไม่ด้อยสิทธิ"" which refers to a type of bond. After reviewing the taxonomy list, the most relevant item is ""หุ้นกู้"" under set code 221830. This item broadly encompasses different bond types and aligns with the input's financial statement category (""หนี้สินและส่วนของเจ้าของ"") as it falls under  ""หนี้สินไม่หมุนเวียน"". ",งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[34110247, 33807627, 28114179, 30174560]"
34,ภาระผูกพันผลประโยชน์พนักงาน,222700,ประมาณการหนี้สินผลประโยชน์พนักงาน - ไม่หมุนเวียน,The INPUT 'ภาระผูกพันผลประโยชน์พนักงาน' and financial_statement_type งบฐานะการเงิน was mapped to taxonomy item 'ประมาณการหนี้สินผลประโยชน์พนักงาน - ไม่หมุนเวียน' with SET Code '222700' because the meaning of taxonomy 'บางครั้งใช้ชื่อว่า ประมาณการหนี้สินสำหรับผลประโยชน์พนักงาน หรือ ภาระผูกพันผลประโยชน์พนักงาน หรือ สำรองผลประโยชน์ระยะยาวของพนักงาน' is related to the query and financial_statement_type is BS_L and fs_category matched in the Taxonomy list.,งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[100701, 98030, 20562, 25717]"
35,ประมาณการค่ารื้อถอน,222800,ประมาณการหนี้สินระยะยาว,"The INPUT METADATA states that the financial_statement_type is งบฐานะการเงิน and fs_category is หนี้สินและส่วนของเจ้าของ. The input query ประมาณการค่ารื้อถอน  most likely falls under  ประมาณการหนี้สินระยะยาว in the taxonomy list. Therefore, the set_code should be 222800.",งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[51469, 45407, 459, 447]"
36,รวมหนี้สินไม่หมุนเวียน,229999,รวมหนี้สินไม่หมุนเวียน,"1. financial_statement_type is งบฐานะการเงิน so financial_statement_type should be BS_L
2. fs_category is หนี้สินและส่วนของเจ้าของ, use item_in_taxonomy instead of fs_category
3. From the Taxonomy list within CONTEXT, only item_in_taxonomy 'รวมหนี้สินไม่หมุนเวียน' with set_code '229999' matches the query 'รวมหนี้สินไม่หมุนเวียน'.",งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[37218125, 39664614, 29489147, 31867185]"
37,รวมหนี้สิน,209999,รวมหนี้สิน,The query 'รวมหนี้สิน' is an exact match with the 'item_in_taxonomy' field in the Taxonomy list.  The fs_category is หนี้สิน which is related to the input metadata fs_category: หนี้สินและส่วนของเจ้าของ and financial_statement_type is งบฐานะการเงิน which mapped to BS_L.,งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[80502976, 80268026, 57544725, 54982247]"
38,"หุ้นสามัญจำนวน 1,573,409,936 หุ้น มูลค่าที่ตราไว้หุ้นละ 1 บาท(ณ วันที่ 31 ธันวาคม พ.ศ. 2566 : หุ้นสามัญจำนวน 1,430,382,656 หุ้น)",310120,หุ้นสามัญจดทะเบียน,"The input mentions 'หุ้นสามัญจำนวน ... หุ้น มูลค่าที่ตราไว้หุ้นละ ... บาท' which is similar to the definition of 'หุ้นสามัญจดทะเบียน' in the taxonomy list. Also, fs_category matched with input metadata.",งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[1573410, 1430383, 1573410, 1430383]"
39,"หุ้นสามัญจำนวน 1,510,464,313 หุ้น  มูลค่าที่ได้รับชำระแล้วหุ้นละ 1 บาท(ณ วันที่ 31 ธันวาคม พ.ศ. 2566 : หุ้นสามัญจำนวน 1,373,152,393 หุ้น)",310220,ทุนที่ออกและชำระแล้ว หุ้นสามัญชำระแล้ว,"The query mentions paid-up ordinary shares, which corresponds to the item ""ทุนที่ออกและชำระแล้ว หุ้นสามัญชำระแล้ว"" (Issued And Paid-Up Share Capital Paid-Up Ordinary Shares) in the taxonomy list. This item's fs_category is ส่วนของผู้ถือหุ้น, which is related to the input metadata fs_category: หนี้สินและส่วนของเจ้าของ.",งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[1510464, 1373152, 1510464, 1373152]"
40,ส่วนเกินมูลค่าหุ้นสามัญ,310420,ส่วนเกิน (ต่ำกว่า) มูลค่าหุ้นสามัญ,"The query mentions ""ส่วนเกินมูลค่าหุ้นสามัญ"" which directly matches the meaning and item name in the taxonomy list.  Therefore, the most relevant item is 'ส่วนเกิน (ต่ำกว่า) มูลค่าหุ้นสามัญ' with SET Code '310420'.",งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[6207179, 6207179, 6207179, 6207179]"
41,ส่วนเกินมูลค่าหุ้นจากการจ่ายโดยใช้หุ้นเป็นเกณฑ์,319920,ส่วนของทุนที่เกิดจากรายการจ่ายโดยใช้หุ้นเป็นเกณฑ์,"The query mentions ""ส่วนเกินมูลค่าหุ้นจากการจ่ายโดยใช้หุ้นเป็นเกณฑ์"" which matches the meaning_of_taxonomy field in the Taxonomy list. Although the fs_category does not match the input metadata, we can use item_in_taxonomy instead.",งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[36190, 36190, 36190, 36190]"
42,จัดสรรแล้ว - ทุนสำรองตามกฎหมาย,310611,สำรองตามกฎหมาย,"The query mentions 'ทุนสำรองตามกฎหมาย' which directly translates to 'Legal and Statutory Reserves'.

The provided context has multiple matching options, but the best match is 'สำรองตามกฎหมาย' (Legal And Statutory Reserves) with set code '310611'.

This option aligns perfectly with the query's meaning and is suitable for the 'งบฐานะการเงิน' (Balance Sheet) context.",งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[143038, 143038, 143038, 143038]"
43,ยังไม่ได้จัดสรร,310620,กำไร (ขาดทุน) สะสม - ยังไม่ได้จัดสรร,"The query ""ยังไม่ได้จัดสรร"" matches the meaning and item name in the taxonomy list related to unappropriated retained earnings. Also, the input metadata specifies the fs_category as ""หนี้สินและส่วนของเจ้าของ"" which corresponds to the fs_category ""ส่วนของผู้ถือหุ้น"" in the taxonomy list.",งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[24191461, 21808733, 3669785, 3479371]"
44,ส่วนต่ำกว่าทุนจากการเปลี่ยนแปลงสัดส่วนการถือหุ้นในบริษัทย่อย,319921,ส่วนเกิน (ต่ำกว่า) ทุนจากการเปลี่ยนแปลงส่วนได้เสียในความเป็นเจ้าของในบริษัทย่อย,"The query mentions 'ส่วนต่ำกว่าทุนจากการเปลี่ยนแปลงสัดส่วนการถือหุ้นในบริษัทย่อย' which is similar to the meaning of 'ส่วนเกินหรือส่วนต่ำกว่า ทุนจากการเปลี่ยนแปลงส่วนได้เสียในความเป็นเจ้าของในบริษัทย่อย บางครั้งใช้ชื่อว่า ส่วนต่ำกว่าทุนจากการเปลี่ยนแปลงสัดส่วนการถือหุ้นในบริษัทย่อย หรือ ส่วนเกิน(ต่ำ)จากการเปลี่ยนแปลงสัดส่วนเงินลงทุนในบริษัทย่อย' in the Taxonomy list. Thus, the most relevant item is 'ส่วนเกิน (ต่ำกว่า) ทุนจากการเปลี่ยนแปลงส่วนได้เสียในความเป็นเจ้าของในบริษัทย่อย' with SET Code '319921'.",งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[-1348755, -1348755, 0, 0]"
45,องค์ประกอบอื่นของส่วนของเจ้าของ,319990,องค์ประกอบอื่นของส่วนของผู้ถือหุ้น - อื่นๆ,"From the Taxonomy list, the item_in_taxonomy ""องค์ประกอบอื่นของส่วนของผู้ถือหุ้น - อื่นๆ"" with financial_statement_type BS_OE and fs_category ส่วนของผู้ถือหุ้น matched the query after normalization.",งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[-26152, -42538, 0, 0]"
46,รวมส่วนของผู้เป็นเจ้าของของบริษัท,309998,รวมส่วนของผู้ถือหุ้น,"The input name 'รวมส่วนของผู้เป็นเจ้าของของบริษัท' appears in the Taxonomy list with the same meaning. Thus, the SET Code should be 309998 and the item in Taxonomy should be 'รวมส่วนของผู้ถือหุ้น'.",งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[30713425, 28176999, 11566656, 11238930]"
47,ส่วนได้เสียที่ไม่มีอำนาจควบคุม,320130,ส่วนได้เสียที่ไม่มีอำนาจควบคุม,"The query matches the item_in_taxonomy ""ส่วนได้เสียที่ไม่มีอำนาจควบคุม"" in the taxonomy list. And the  fs_category ""ส่วนของผู้ถือหุ้น"" is matched the input metadata fs_category ""หนี้สินและส่วนของเจ้าของ""",งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[3071868, 3019633, 0, 0]"
48,รวมส่วนของเจ้าของ,309998,รวมส่วนของผู้ถือหุ้น,The input name 'รวมส่วนของเจ้าของ' is found in the Taxonomy list with matching financial_statement_type and fs_category. ,งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[33785293, 31196632, 11566656, 11238930]"
49,รวมหนี้สินและส่วนของเจ้าของ,309999,รวมหนี้สินและส่วนของผู้ถือหุ้น,"The query 'รวมหนี้สินและส่วนของเจ้าของ' is a close match to the 'meaning_of_taxonomy' field which is 'บางครั้งใช้ชื่อว่า รวมหนี้สินและส่วนของเจ้าของ' in the Taxonomy list. Thus, the selected SET Code is '309999' and Item in Taxonomy is 'รวมหนี้สินและส่วนของผู้ถือหุ้น'.",งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[114288269, 111464658, 69111381, 66221177]"
