,query,set_code,item_in_taxonomy,reasoning,table_name,category,number_values
10,ที่ดิน อาคาร และอุปกรณ์,103800,ที่ดิน อาคาร และอุปกรณ์ - สุทธิ,The query 'ที่ดิน อาคาร และอุปกรณ์' is an exact match to the 'item_in_taxonomy' field 'ที่ดิน อาคาร และอุปกรณ์ - สุทธิ' in the taxonomy list where the fs_category is 'สินทรัพย์'.,งบฐานะการเงิน,สินทรัพย์,"[264870817, 207258192, 256242501, 198516439]"
11,สินทรัพย์สิทธิการใช้,103900,สินทรัพย์สิทธิการใช้ - สุทธิ,"The query 'สินทรัพย์สิทธิการใช้' is an exact match to the 'สินทรัพย์สิทธิการใช้ - สุทธิ' item in the taxonomy list, and the fs_category 'สินทรัพย์' also matched the criteria.",งบฐานะการเงิน,สินทรัพย์,"[772035250, 721925849, 737976545, 676856287]"
12,สินทรัพย์ไม่มีตัวตน,104100,สินทรัพย์ไม่มีตัวตน - สุทธิ,"The query 'สินทรัพย์ไม่มีตัวตน' is a close match to the item 'สินทรัพย์ไม่มีตัวตน - สุทธิ' in the provided taxonomy list. The taxonomy list item's fs_category is 'สินทรัพย์' which is also a match. Therefore, the SET code '104100' and item 'สินทรัพย์ไม่มีตัวตน - สุทธิ' are selected.",งบฐานะการเงิน,สินทรัพย์,"[47627976, 52308158, 26548215, 29710339]"
13,ค่าความนิยม,104200,ค่าความนิยม - สุทธิ,The input 'ค่าความนิยม' matches exactly with the 'ค่าความนิยม - สุทธิ' in the Taxonomy list. And the input metadata financial_statement_type งบฐานะการเงิน is also matched with financial_statement_type BS_A and fs_category สินทรัพย์ is also matched with fs_category สินทรัพย์ in the Taxonomy list. ,งบฐานะการเงิน,สินทรัพย์,"[26713599, 26713599, 0, 0]"
14,ทรัพย์สินรอการขาย,104700,สินทรัพย์ไม่หมุนเวียน และ/หรือ กลุ่มสินทรัพย์ที่ยกเลิกซึ่งถือไว้เพื่อขาย,"The meaning of taxonomy explains the definition that sometimes called ""ทรัพย์สินรอการขาย"".",งบฐานะการเงิน,สินทรัพย์,"[6416155, 6416155, 6416155, 6416155]"
15,สินทรัพย์ภาษีเงินได้รอการตัดบัญชี,104400,สินทรัพย์ภาษีเงินได้รอตัดบัญชี,"The query 'สินทรัพย์ภาษีเงินได้รอการตัดบัญชี' is an exact match to the 'item_in_taxonomy' field in the Taxonomy list, and the 'fs_category' field ('สินทรัพย์') also aligns with the input metadata.",งบฐานะการเงิน,สินทรัพย์,"[179103695, 67404297, 165807953, 55041121]"
16,สินทรัพย์อื่น,109900,สินทรัพย์อื่น - สุทธิ,"The query 'สินทรัพย์อื่น' is a close match to the 'สินทรัพย์อื่น - สุทธิ' in the taxonomy list.  Also, the fs_category 'สินทรัพย์' matched the input metadata.",งบฐานะการเงิน,สินทรัพย์,"[406724460, 438379313, 378810999, 414058369]"
17,เงินกู้ยืมจากสถาบันการเงิน,201900,เงินกู้ยืมจากสถาบันการเงิน,The input query 'เงินกู้ยืมจากสถาบันการเงิน' is an exact match with the 'item_in_taxonomy' in the Taxonomy list. And the 'fs_category' of the matched item is 'หนี้สิน' which is related to the input metadata 'fs_category'.,งบฐานะการเงิน,หนี้สิน,"[0, 149701740, 0, 149701740]"
18,หลักทรัพย์ขายโดยมีสัญญาซื้อคืน,200600,หลักทรัพย์ขายโดยมีสัญญาซื้อคืน,"Found an exact match for the input query 'หลักทรัพย์ขายโดยมีสัญญาซื้อคืน' in the taxonomy list.  The financial statement type is 'BS_L' and the fs_category is 'หนี้สิน', which align with the input metadata.",งบฐานะการเงิน,หนี้สิน,"[1725000000, 8767183770, 1725000000, 8767183770]"
19,เจ้าหนี้สำนักหักบัญชีและบริษัทหลักทรัพย์,200800,เจ้าหนี้สำนักหักบัญชีและบริษัทหลักทรัพย์,"The query \""เจ้าหนี้สำนักหักบัญชีและบริษัทหลักทรัพย์\"" is an exact match with the 'item_in_taxonomy' in the Taxonomy list. And the value of 'fs_category' matched the input metadata value.",งบฐานะการเงิน,หนี้สิน,"[812857649, 102594202, 812857649, 102594202]"
20,เจ้าหนี้ธุรกิจหลักทรัพย์และสัญญาซื้อขายล่วงหน้า,200900,เจ้าหนี้ธุรกิจหลักทรัพย์และสัญญาซื้อขายล่วงหน้า,The query 'เจ้าหนี้ธุรกิจหลักทรัพย์และสัญญาซื้อขายล่วงหน้า' is an exact match to the 'item_in_taxonomy' in the Taxonomy list with fs_category related to 'หนี้สิน'.,งบฐานะการเงิน,หนี้สิน,"[3222872360, 3743514099, 3222872360, 3743514099]"
21,ค่าธรรมเนียมและบริการค้างจ่ายจากธุรกิจจัดการลงทุน,201000,ค่าธรรมเนียมและบริการค้างจ่ายจากธุรกิจจัดการลงทุน,"The input 'ค่าธรรมเนียมและบริการค้างจ่ายจากธุรกิจจัดการลงทุน' and financial_statement_type งบฐานะการเงิน, fs_category หนี้สิน exactly match the item_in_taxonomy 'ค่าธรรมเนียมและบริการค้างจ่ายจากธุรกิจจัดการลงทุน' with financial_statement_type 'BS_L' and fs_category 'หนี้สิน' in the Taxonomy list. ",งบฐานะการเงิน,หนี้สิน,"[26301056, 28330737, 0, 0]"
22,หนี้สินทางการเงินที่กำหนดให้วัดมูลค่าด้วยมูลค่ายุติธรรม,200420,หนี้สินทางการเงินที่กำหนดให้วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรและขาดทุน,"The query \""หนี้สินทางการเงินที่กำหนดให้วัดมูลค่าด้วยมูลค่ายุติธรรม\"" matches the item \""หนี้สินทางการเงินที่กำหนดให้วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรและขาดทุน\"" in the taxonomy list. The fs_category property \""หนี้สิน\"" also aligns with the input metadata.",งบฐานะการเงิน,หนี้สิน,"[223747331, 0, 223747331, 0]"
23,หนี้สินอนุพันธ์,202100,หนี้สินอนุพันธ์,The query 'หนี้สินอนุพันธ์' is a direct match to the 'item_in_taxonomy' field in the Taxonomy list.  The financial statement type is confirmed as 'BS_L' (งบฐานะการเงิน).,งบฐานะการเงิน,หนี้สิน,"[149343274, 125190000, 149343274, 125190000]"
24,ค่าใช้จ่ายค้างจ่าย,202500,ค่าใช้จ่ายค้างจ่าย,"The query 'ค่าใช้จ่ายค้างจ่าย' is an exact match for the 'item_in_taxonomy' in the Taxonomy list, and the 'fs_category' ('หนี้สิน') also aligns with the input metadata.",งบฐานะการเงิน,หนี้สิน,"[273917848, 441370863, 206508440, 337172618]"
25,ภาษีเงินได้ค้างจ่าย,203000,ภาษีเงินได้นิติบุคคลค้างจ่าย,"The input name 'ภาษีเงินได้ค้างจ่าย' is a broader term for income tax payable.  The provided context indicates the financial_statement_type is BS_L and fs_category is หนี้สิน. The closest matching item from the taxonomy list is 'ภาษีเงินได้นิติบุคคลค้างจ่าย' with the SET code '203000', which aligns with the input information and context.",งบฐานะการเงิน,หนี้สิน,"[146133039, 38042620, 129561325, 18005189]"
26,ตราสารหนี้ที่ออกและเงินกู้ยืมอื่น,202000,ตราสารหนี้ที่ออกและเงินกู้ยืม,"The input name 'ตราสารหนี้ที่ออกและเงินกู้ยืมอื่น' is a broader term that closely matches the item 'ตราสารหนี้ที่ออกและเงินกู้ยืม' in the taxonomy list. Considering the input metadata financial_statement_type is งบฐานะการเงิน and fs_category is หนี้สิน, the most relevant item from the provided taxonomy list is 'ตราสารหนี้ที่ออกและเงินกู้ยืม' with SET Code '202000'.",งบฐานะการเงิน,หนี้สิน,"[1593959776, 1591453584, 1593959776, 1591453584]"
27,หนี้สินตามสัญญาเช่า,202400,หนี้สินตามสัญญาเช่า,"The query matches the item_in_taxonomy ""หนี้สินตามสัญญาเช่า"" in the taxonomy list, and the fs_category also matches the input metadata fs_category, which is หนี้สิน.",งบฐานะการเงิน,หนี้สิน,"[828603385, 740529242, 793380886, 694298011]"
28,เงินกู้ด้อยสิทธิจากบริษัทย่อย,201820,หนี้สินระยะยาว บุคคลหรือกิจการที่เกี่ยวข้องกัน,The query 'เงินกู้ด้อยสิทธิจากบริษัทย่อย' matches the meaning_of_taxonomy provided in the context. The context also mentions that this item is sometimes referred to as 'เงินกู้ด้อยสิทธิจากบริษัทย่อย'.,งบฐานะการเงิน,หนี้สิน,"[0, 0, 2282541003, 2119576335]"
29,สำรองผลประโยชน์ระยะยาวของพนักงาน,202700,ประมาณการหนี้สินผลประโยชน์พนักงาน,"The input name ""สำรองผลประโยชน์ระยะยาวของพนักงาน"" clearly refers to employee benefits, aligning with the definition of ""ประมาณการหนี้สินผลประโยชน์พนักงาน"" (Employee Benefit Obligations) in the taxonomy. This item also falls under the correct fs_category ""หนี้สิน"" (Liabilities).",งบฐานะการเงิน,หนี้สิน,"[226710103, 221070718, 175122590, 174432070]"
30,ประมาณการหนี้สิน,202800,ประมาณการหนี้สิน,"The input item name is ประมาณการหนี้สิน and the input metadata specifies financial_statement_type as งบฐานะการเงิน and fs_category as หนี้สิน. 

We found a match in the Taxonomy list where financial_statement_type is BS_L (งบฐานะการเงิน) and fs_category is หนี้สิน, with the item_in_taxonomy as ประมาณการหนี้สิน. Therefore, the correct SET Code is 202800 and the item in Taxonomy is ประมาณการหนี้สิน.",งบฐานะการเงิน,หนี้สิน,"[51784826, 77427164, 47736326, 73378664]"
31,หนี้สินอื่น,209900,หนี้สินอื่น,The query 'หนี้สินอื่น' is a close match to the 'item_in_taxonomy' meaning in the Taxonomy list. And the 'fs_category' matched the input metadata 'fs_category'.,งบฐานะการเงิน,หนี้สิน,"[71263762, 33623364, 71961853, 34727320]"
32,"ทุนจดทะเบียน ทุนที่ออกและชำระแล้ว หุ้นสามัญ 1,991,763,130 หุ้น มูลค่าหุ้นละ 1.00 บาท",310220,ทุนที่ออกและชำระแล้ว หุ้นสามัญชำระแล้ว,"The input mentions ""ทุนที่ออกและชำระแล้ว"" and ""หุ้นสามัญ"" which most closely match the item ""ทุนที่ออกและชำระแล้ว หุ้นสามัญชำระแล้ว"" in the taxonomy list. We also prioritize matching against 'item_in_taxonomy' before 'fs_category'.",งบฐานะการเงิน,ส่วนของเจ้าของ,"[1991763130, 1991763130, 1991763130, 1991763130]"
33,ส่วนเกินมูลค่าหุ้นสามัญ,310420,ส่วนเกิน (ต่ำกว่า) มูลค่าหุ้น ส่วนเกิน (ต่ำกว่า) มูลค่าหุ้นสามัญ,"The input name implies that the item belongs to the Share Premium category.  The most relevant item in the taxonomy list is 'ส่วนเกิน (ต่ำกว่า) มูลค่าหุ้น ส่วนเกิน (ต่ำกว่า) มูลค่าหุ้นสามัญ' with SET Code '310420', as it directly refers to share premium related to ordinary shares.",งบฐานะการเงิน,ส่วนของเจ้าของ,"[982166480, 982166480, 982166480, 982166480]"
34,ส่วนเกินทุนจากการไม่ใช้สิทธิของใบสำคัญแสดงสิทธิ,319919,ส่วนเกิน (ต่ำกว่า) ทุน ส่วนเกิน (ต่ำกว่า) ทุน - อื่น ๆ,"The meaning_of_taxonomy for SET Code 319919 explicitly mentions ""ส่วนเกินทุนจากการไม่ใช้สิทธิของใบสำคัญแสดงสิทธิ"" as an alternative name. Thus, this SET Code aligns with the provided input query.",งบฐานะการเงิน,ส่วนของเจ้าของ,"[101922580, 101922580, 101922580, 101922580]"
35,กำไรสะสม จัดสรรแล้ว - ทุนสำรองตามกฎหมาย,310611,กำไรสะสม - จัดสรรแล้ว สำรองตามกฎหมาย,"The input query 'กำไรสะสม จัดสรรแล้ว - ทุนสำรองตามกฎหมาย' is looking for the Retained Earnings - Appropriated Legal And Statutory Reserves in the taxonomy list. 
The closest match from the provided taxonomy list is: 
 {'indent': '2', 'meaning_of_taxonomy': 'หมายถึง สำรองที่กันไว้จากตามกฎหมาย', 'symbol': '23', 'financial_statement_type': 'BS_OE', 'fs_category': 'ส่วนของผู้ถือหุ้น', 'item_in_taxonomy_en': 'Retained Earnings - Appropriated Legal And Statutory Reserves', 'data_type': 'N', 'form_no': 'F3', 'mandatory_mapping': '', 'item_in_taxonomy': 'กำไรสะสม - จัดสรรแล้ว สำรองตามกฎหมาย', 'set_code': '310611'}
Therefore, the SET code is 310611 and the item in the taxonomy is กำไรสะสม - จัดสรรแล้ว สำรองตามกฎหมาย",งบฐานะการเงิน,ส่วนของเจ้าของ,"[199176313, 199176313, 199176313, 199176313]"
36,กำไรสะสม ยังไม่ได้จัดสรร,310620,กำไร (ขาดทุน) สะสม กำไร (ขาดทุน) สะสม - ยังไม่ได้จัดสรร,"The query mentions 'กำไรสะสม ยังไม่ได้จัดสรร' and the input metadata specifies 'financial_statement_type' as 'งบฐานะการเงิน' and 'fs_category' as 'ส่วนของเจ้าของ'.

This closely matches the taxonomy item 'กำไร (ขาดทุน) สะสม กำไร (ขาดทุน) สะสม - ยังไม่ได้จัดสรร' with SET Code '310620' which falls under the 'ส่วนของผู้ถือหุ้น' category in the balance sheet.",งบฐานะการเงิน,ส่วนของเจ้าของ,"[4155268132, 4393995222, 4155268132, 4393995222]"
37,องค์ประกอบอื่นของส่วนของเจ้าของ,319900,องค์ประกอบอื่นของส่วนของผู้ถือหุ้น,"The query 'องค์ประกอบอื่นของส่วนของเจ้าของ' is an alternative name used for 'องค์ประกอบอื่นของส่วนของผู้ถือหุ้น' in the taxonomy list, as indicated in its meaning. Both share the same set code '319900'.",งบฐานะการเงิน,ส่วนของเจ้าของ,"[-19054121, -39023071, -19054121, -39023071]"
38,รวมส่วนที่เป็นของผู้ถือหุ้นบริษัทฯ,309998,รวมส่วนของผู้ถือหุ้น,"The query mentions ""รวมส่วนที่เป็นของผู้ถือหุ้นบริษัทฯ"" which closely translates to ""Total Equity"" in English. Additionally, the provided financial_statement_type is งบฐานะการเงิน, which corresponds to the Balance Sheet (BS). Therefore, the most relevant item in the taxonomy is ""รวมส่วนของผู้ถือหุ้น"" with SET Code 309998.",งบฐานะการเงิน,ส่วนของเจ้าของ,"[7411242514, 7630000654, 7411242514, 7630000654]"
39,ส่วนได้เสียที่ไม่มีอำนาจควบคุม,320130,ส่วนได้เสียที่ไม่มีอำนาจควบคุม,"The input item name is  'ส่วนได้เสียที่ไม่มีอำนาจควบคุม' and financial_statement_type is งบฐานะการเงิน, fs_category is ส่วนของเจ้าของ. Found the exact match in the Taxonomy list with the same name and the fs_category is related to 'ส่วนของเจ้าของ'.",งบฐานะการเงิน,ส่วนของเจ้าของ,"[3272527, 3648775, 0, 0]"
40,รวมส่วนของเจ้าของ,309998,รวมส่วนของผู้ถือหุ้น,"The input query 'รวมส่วนของเจ้าของ' matches the closest with 'รวมส่วนของผู้ถือหุ้น' in the provided taxonomy list.  Also, the input metadata 'fs_category' is 'ส่วนของเจ้าของ' which is related to the selected item in taxonomy. Therefore, the selected SET Code is '309998' and Item in Taxonomy is 'รวมส่วนของผู้ถือหุ้น'.",งบฐานะการเงิน,ส่วนของเจ้าของ,"[7414515041, 7633649429, 7411242514, 7630000654]"
41,รวมหนี้สินและส่วนของเจ้าของ,309999,รวมหนี้สินและส่วนของผู้ถือหุ้น,"The query 'รวมหนี้สินและส่วนของเจ้าของ' matches the item_in_taxonomy 'รวมหนี้สินและส่วนของผู้ถือหุ้น' in the taxonomy list.  The fs_category of this item is 'ส่วนของผู้ถือหุ้น', which is related to the input 'รวมหนี้สินและส่วนของเจ้าของ'.",งบฐานะการเงิน,รวมหนี้สินและส่วนของเจ้าของ,"[16767009450, 23693681532, 18845835327, 25561228256]"
42,เงินลงทุนที่วางเป็นประกันขายหรือวางประกันอีกทอดหนึ่ง,101672,เงินลงทุนที่วางเป็นประกัน เงินลงทุนที่วางเป็นประกันและให้สิทธิผู้รับโอนขายหรือวางประกันอีกทอดหนึ่ง,"The input name emphasizes the right to sell or re-pledge by the transferee, directly corresponding to the definition of 'เงินลงทุนที่วางเป็นประกัน เงินลงทุนที่วางเป็นประกันและให้สิทธิผู้รับโอนขายหรือวางประกันอีกทอดหนึ่ง' in the taxonomy list.",งบฐานะการเงิน (ต่อ),สินทรัพย์,"[8872519, 8896529, 0, 0]"
43,"ทุนจดทะเบียน ทุนที่ออกและชำระแล้วหุ้นสามัญ 1,991,763,130 หุ้น มูลค่าหุ้นละ 1.00 บาท",310220,ทุนที่ออกและชำระแล้ว หุ้นสามัญชำระแล้ว,"The input query mentions both ""ทุนจดทะเบียน"" and ""ทุนที่ออกและชำระแล้ว"", specifically highlighting ""หุ้นสามัญ"".  This closely aligns with the item ""ทุนที่ออกและชำระแล้ว หุ้นสามัญชำระแล้ว"" in the taxonomy list, which refers to ordinary shares that have been issued and paid for.",งบฐานะการเงิน (ต่อ),ส่วนของเจ้าของ,"[1991763130, 1991763130, 1991763130, 1991763130]"
44,จัดสรรแล้ว - ทุนสำรองตามกฎหมาย,310611,กำไรสะสม - จัดสรรแล้ว สำรองตามกฎหมาย,The INPUT is similar to item_in_taxonomy กำไรสะสม - จัดสรรแล้ว สำรองตามกฎหมาย and financial_statement_type is งบฐานะการเงิน (ต่อ)  that mapped to BS_OE,งบฐานะการเงิน (ต่อ),ส่วนของเจ้าของ,"[199176313, 199176313, 199176313, 199176313]"
45,ยังไม่ได้จัดสรร,310620,กำไร (ขาดทุน) สะสม กำไร (ขาดทุน) สะสม - ยังไม่ได้จัดสรร,"The input 'ยังไม่ได้จัดสรร' matches the item 'กำไร (ขาดทุน) สะสม กำไร (ขาดทุน) สะสม - ยังไม่ได้จัดสรร' in the taxonomy list. Considering the fs_category 'ส่วนของเจ้าของ' from the input metadata, this item aligns semantically and belongs to the same category in the taxonomy.",งบฐานะการเงิน (ต่อ),ส่วนของเจ้าของ,"[4155268132, 4393995222, 4155268132, 4393995222]"
46,รายได้ค่านายหน้า,410115,รายได้ค่านายหน้า,"The query directly matches the item ""รายได้ค่านายหน้า"" in the taxonomy list, and the fs_category is related to กำไรหรือขาดทุน.",งบกำไรขาดทุนเบ็ดเสร็จ,กำไรหรือขาดทุน,"[167709170, 0.0, 204460854.0, 0.0, 167709170, 0.0, 204460854]"
47,รายได้ค่าธรรมเนียมและบริการ,410113,รายได้จากการดำเนินธุรกิจ รายได้ค่าธรรมเนียมและบริการ,"The query 'รายได้ค่าธรรมเนียมและบริการ' best matches the item 'รายได้จากการดำเนินธุรกิจ รายได้ค่าธรรมเนียมและบริการ' in the taxonomy list. Both share the same wording, indicating a strong semantic match. Using fs_category property 'กำไรขาดทุน' was not suitable as it was too broad.  Therefore, the SET code '410113' and item 'รายได้จากการดำเนินธุรกิจ รายได้ค่าธรรมเนียมและบริการ' are selected.",งบกำไรขาดทุนเบ็ดเสร็จ,กำไรหรือขาดทุน,"[306389901, 0.0, 357140119.0, 0.0, 48429844, 0.0, 105561483]"
48,รายได้ดอกเบี้ย,410108,รายได้จากการดำเนินธุรกิจ รายได้ดอกเบี้ย,"From the Taxonomy list,  'รายได้ดอกเบี้ย' is found in the item 'รายได้จากการดำเนินธุรกิจ รายได้ดอกเบี้ย' with set code '410108' and fs_category 'กำไรขาดทุน' which is related to 'กำไรหรือขาดทุน'.",งบกำไรขาดทุนเบ็ดเสร็จ,กำไรหรือขาดทุน,"[112295128, 0.0, 91142539.0, 0.0, 109344637, 0.0, 89743448]"
49,กำไรและผลตอบแทนจากเครื่องมือทางการเงิน,430100,กำไร (ขาดทุน) และผลตอบแทนจากเครื่องมือทางการเงิน,"The best match from the provided taxonomy list is  'กำไร (ขาดทุน) และผลตอบแทนจากเครื่องมือทางการเงิน' with set code '430100' because the query explicitly mentions both ""กำไร"" and ""ผลตอบแทนจากเครื่องมือทางการเงิน"", which aligns perfectly with the item's description.",งบกำไรขาดทุนเบ็ดเสร็จ,กำไรหรือขาดทุน,"[161979284, 0.0, 330325327.0, 0.0, 172518259, 0.0, 327431940]"
50,ส่วนแบ่งกำไรจากเงินลงทุนในบริษัทย่อย,431100,ส่วนแบ่งกำไร (ขาดทุน) จากเงินลงทุนตามวิธีส่วนได้เสีย,The input name 'ส่วนแบ่งกำไรจากเงินลงทุนในบริษัทย่อย' has a very similar meaning to the item in taxonomy 'ส่วนแบ่งกำไร (ขาดทุน) จากเงินลงทุนตามวิธีส่วนได้เสีย' and the input metadata financial_statement_type and fs_category are matched to the taxonomy list.,งบกำไรขาดทุนเบ็ดเสร็จ,กำไรหรือขาดทุน,"[0, 0.0, 0.0, 0.0, 74027131, 0.0, 158179310]"
51,รายได้อื่น,410200,รายได้อื่น,The input query 'รายได้อื่น' directly matches the 'item_in_taxonomy' in the Taxonomy list. And the input metadata 'fs_category' is related to 'กำไรขาดทุน' in the Taxonomy list. ,งบกำไรขาดทุนเบ็ดเสร็จ,กำไรหรือขาดทุน,"[2346496, 0.0, 1363943.0, 0.0, 744397, 0.0, 928479]"
52,รวมรายได้,419999,รวมรายได้,The input name is  'รวมรายได้' and financial_statement_type is 'งบกำไรขาดทุนเบ็ดเสร็จ' and fs_category is 'กำไรหรือขาดทุน' which matched the item 'รวมรายได้' in the taxonomy list. ,งบกำไรขาดทุนเบ็ดเสร็จ,กำไรหรือขาดทุน,"[750719979, 984432782.0, 572773438, 886305514]"
53,ค่าใช้จ่ายผลประโยชน์พนักงาน,422400,ค่าใช้จ่ายผลประโยชน์พนักงาน,"The input item name ค่าใช้จ่ายผลประโยชน์พนักงาน matched to item_in_taxonomy ค่าใช้จ่ายผลประโยชน์พนักงาน in the Taxonomy list.  The financial_statement_type of the matched item is PL which is related to งบกำไรขาดทุนเบ็ดเสร็จ. And the fs_category of the matched item is กำไรขาดทุน, which is related to กำไรหรือขาดทุน.",งบกำไรขาดทุนเบ็ดเสร็จ,กำไรหรือขาดทุน,"[253556431, 308108139.0, 164469553, 0.0, 225700689]"
54,ค่าธรรมเนียมและบริการจ่าย,422200,ค่าธรรมเนียมและบริการจ่าย,The query 'ค่าธรรมเนียมและบริการจ่าย' matched directly with item_in_taxonomy 'ค่าธรรมเนียมและบริการจ่าย' in the Taxonomy list.  The fs_category 'กำไรขาดทุน' is also related to 'กำไรหรือขาดทุน'.,งบกำไรขาดทุนเบ็ดเสร็จ,กำไรหรือขาดทุน,"[201128946, 218313763.0, 132970834, 0.0, 152947710]"
55,ค่าใช้จ่ายดอกเบี้ย,429900,ค่าใช้จ่ายดอกเบี้ย,"The query ""ค่าใช้จ่ายดอกเบี้ย"" perfectly matches an item in the taxonomy list with the same name.  The  financial_statement_type is 'งบกำไรขาดทุนเบ็ดเสร็จ' which is equivalent to 'PL' and fs_category is 'กำไรหรือขาดทุน' which is related to 'กำไรขาดทุน' in the taxonomy list. Therefore, the correct SET Code is 429900.",งบกำไรขาดทุนเบ็ดเสร็จ,กำไรหรือขาดทุน,"[41522050, 34097380.0, 41349152, 0.0, 33849597]"
