form_no,set_code,dm_code,running_number,reference_no,indent,item_in_taxonomy,item_in_taxonomy_en,parent_code,parent_code_operation,formating,data_type,symbol,financial_statement_type,fs_category,description_th,description_en,opposite_code_short,mandatory_mapping,zone_code,warning_mapping_msg_th,warning_mapping_msg_en,meaning_of_taxonomy
F3,101670,34,11,11,0,เงินลงทุนที่วางเป็นประกัน,Investment Pledged As Collateral,109999,1,,N,23,BS_A,สินทรัพย์,แสดงผลใน Company Highlight & Fact Sheet,Displayed in the Company Highlight & Fact Sheet,,,,,,"หมายถึง เงินลงทุนที่บริษัทหลักทรัพย์นำไปวางเป็นประกันสำหรับหนี้สินหรือหนี้สินที่อาจเกิดขึ้น รวมถึงเงินลงทุนที่ให้ยืมในธุรกรรมให้ยืมหลักทรัพย์ เพื่อให้เป็นไปตามมาตรฐานการรายงานทางการเงิน ฉบับที่ 9 เรื่อง เครื่องมือทางการเงิน และมาตรฐานการรายงานทางการเงิน ฉบับที่ 7 เรื่องการเปิดเผยข้อมูลสำหรับเครื่องมือทางการเงิน ซึ่งกำหนดให้เปิดเผยมูลค่าตามบัญชีของสินทรัพย์ทางการเงินที่บริษัทหลักทรัพย์นำไปวางเป็นหลักประกันสำหรับหนี้สินหรือหนี้สินที่อาจเกิดขึ้น แยกต่างหากจากสินทรัพย์อื่น

เงินลงทุนที่วางเป็นประกัน ประกอบด้วยเลขอ้างอิงที่ 12 ถึง 13"
F3,101671,36,12,12,1,เงินลงทุนที่วางเป็นประกันและไม่ได้ให้สิทธิผู้รับโอนขายหรือวางประกันอีกทอดหนึ่ง,Investment Pledged As Collateral That Cannot Be Sold Or Repledged By The Transferee,101670,1,,N,23,BS_A,สินทรัพย์,,,,,,,,หมายถึง เงินลงทุนที่ต้องจัดประเภทรายการใหม่แยกจากสินทรัพย์อื่น เนื่องจากคู่สัญญา (ผู้รับโอนสินทรัพย์) ไม่มีสิทธิในการนำสินทรัพย์ดังกล่าวไปขายหรือวางเป็นหลักประกันอีกทอดหนึ่ง
F3,101672,38,13,13,1,เงินลงทุนที่วางเป็นประกันและให้สิทธิผู้รับโอนขายหรือวางประกันอีกทอดหนึ่ง,Investment Pledged As Collateral That Can Be Sold Or Repledged By The Transferee,101670,1,,N,23,BS_A,สินทรัพย์,,,,,,,,หมายถึง เงินลงทุนที่ต้องจัดประเภทรายการใหม่แยกจากสินทรัพย์อื่น เนื่องจากคู่สัญญา (ผู้รับโอนสินทรัพย์) มีสิทธิในการนำสินทรัพย์ดังกล่าวไปขายหรือวางเป็นหลักประกันอีกทอดหนึ่ง
F3,102500,79,16,14,0,เงินให้กู้ยืม,Loan Receivables,109999,1,,N,23,BS_A,สินทรัพย์,แสดงผลใน Company Highlight & Fact Sheet,Displayed in the Company Highlight & Fact Sheet,,,,,,"หมายถึง ยอดดุลสุทธิของเงินให้กู้ยืมทุกประเภท บวกดอกเบี้ยค้างรับและรายได้ดอกเบี้ยที่ยังไม่ถึงกำหนดชำระตามสัญญา ที่คำนวณตามวิธีอัตราดอกเบี้ยที่แท้จริง หลังการหักค่าเผื่อผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น ซึ่งรวมถึงลูกหนี้ในลักษณะอื่นใด เช่น เงินให้กู้ยืมแก่บุคคลหรือกิจการที่เกี่ยวข้องกัน เงินให้กู้ยืมแก่สถาบันการเงิน (กรณีเป็นบริษัทหลักทรัพย์เพื่อธุรกิจหลักทรัพย์ (TSFC)) เป็นต้น ทั้งนี้ ไม่รวมถึงเลขอ้างอิงที่ 4 ลูกหนี้สำนักหักบัญชีและบริษัทหลักทรัพย์ เลขอ้างอิงที่ 5 ลูกหนี้ธุรกิจหลักทรัพย์และสัญญาซื้อขายล่วงหน้า และเลขอ้างอิงที่ 8 ลูกหนี้การค้า

เงินให้กู้ยืม - สุทธิ ประกอบด้วยเลขอ้างอิงที่ 15 ถึง 16"
F3,102510,81,17,15,1,บุคคลหรือกิจการอื่น,Other Parties,102500,1,,N,23,BS_A,สินทรัพย์,,,,,,,,หมายถึง เงินให้กู้ยืม - สุทธิที่เป็นรายการกับบุคคลหรือกิจการที่ไม่มีความเกี่ยวข้องกัน (อ้างอิงตามคำนิยามของบุคคลหรือกิจการที่เกี่ยวข้องกันตามมาตรฐานการบัญชี ฉบับที่ 24 เรื่อง บุคคลหรือกิจการที่เกี่ยวข้องกัน)
F3,102520,82,18,16,1,บุคคลหรือกิจการที่เกี่ยวข้องกัน,Related Parties,102500,1,,N,23,BS_A,สินทรัพย์,,,,,,,,หมายถึง เงินให้กู้ยืม - สุทธิที่เป็นรายการกับบุคคลหรือกิจการที่เกี่ยวข้องกัน (อ้างอิงตามคำนิยามของบุคคลหรือกิจการที่เกี่ยวข้องกันตามมาตรฐานการบัญชี ฉบับที่ 24 เรื่อง บุคคลหรือกิจการที่เกี่ยวข้องกัน)
F3,102900,101,20,17,0,สินค้าคงเหลือ - สุทธิ,Inventories - Net,109999,1,,N,23,BS_A,สินทรัพย์,,,,,,,,หมายถึง สินค้าสำเร็จรูป งานหรือสินค้าระหว่างทำ วัตถุดิบบรรจุภัณฑ์ วัตถุดิบและวัสดุที่ใช้ในการผลิตเพื่อขายหรือให้บริการตามปกติธุรกิจของบริษัท ที่บริษัทยังไม่โอนการควบคุมในสินค้าดังกล่าวให้แก่ลูกค้า โดยแสดงเป็นจำนวนเงินสุทธิจากค่าเผื่อการลดลงในมูลค่า และค่าเผื่อสินค้าล้าสมัยและเสื่อมสภาพ ทั้งนี้ ลักษณะของสินค้าคงเหลือดังกล่าวขึ้นอยู่กับลักษณะการประกอบธุรกิจตามปกติของบริษัท 
F3,102600,84,21,18,0,เงินลงทุนในบริษัทย่อย บริษัทร่วม และการร่วมค้า ที่บันทึกโดยวิธีส่วนได้เสีย - สุทธิ,"Investment In Subsidiaries, Associates And Joint Ventures Using The Equity Method - Net",109999,1,,N,23,BS_A,สินทรัพย์,,,,,,,,"หมายถึง รายการดังต่อไปนี้
1. เงินลงทุนในบริษัทย่อย หมายถึง เงินลงทุนที่บริษัทมีอำนาจควบคุมในกิจการผู้ถูกลงทุนนั้น
2. เงินลงทุนในบริษัทร่วม หมายถึง เงินลงทุนที่บริษัทมีอิทธิพลอย่างมีนัยสำคัญในกิจการผู้ถูกลงทุนนั้น แต่ไม่ถึงกับมีอำนาจควบคุมหรือมีการควบคุมร่วม
3. เงินลงทุนในการร่วมค้า หมายถึง เงินลงทุนที่บริษัทมีอำนาจควบคุมร่วมในกิจการผู้ถูกลงทุนนั้น โดยบริษัทมีสิทธิในสินทรัพย์สุทธิของการร่วมการงานนั้น

ทั้งนี้เฉพาะส่วนของเงินลงทุนที่บันทึกด้วยวิธีส่วนได้เสีย (Equity method) สุทธิหลังหักค่าเผื่อการด้อยค่าเท่านั้น

เงินลงทุนในบริษัทย่อย บริษัทร่วม และการร่วมค้า ที่บันทึกโดยวิธีส่วนได้เสีย - สุทธิ เป็นรายการสุทธิของเลขอ้างอิงที่ 19 ถึง 21"
F3,102610,86,22,19,1,เงินลงทุนในบริษัทย่อย,Investment In Subsidiaries,102600,1,,N,23,BS_A,สินทรัพย์,,,,,,,,หมายถึง เงินลงทุนที่บริษัทมีอำนาจควบคุมในกิจการผู้ถูกลงทุนนั้นที่บันทึกด้วยวิธีส่วนได้เสีย (Equity method) สุทธิจากค่าเผื่อการด้อยค่า
F3,102620,88,23,20,1,เงินลงทุนในบริษัทร่วม,Investment In Associates,102600,1,,N,23,BS_A,สินทรัพย์,,,,,,,,หมายถึง เงินลงทุนที่บริษัทมีอิทธิพลอย่างมีนัยสำคัญในกิจการผู้ถูกลงทุนนั้น แต่ไม่ถึงกับมีอำนาจควบคุมหรือมีการควบคุมร่วมที่บันทึกด้วยวิธีส่วนได้เสีย (Equity method) สุทธิจากค่าเผื่อการด้อยค่า
F3,102630,90,24,21,1,เงินลงทุนในการร่วมค้า,Investment In Joint Ventures,102600,1,,N,23,BS_A,สินทรัพย์,,,,,,,,หมายถึง เงินลงทุนที่บริษัทมีอำนาจควบคุมร่วมในกิจการผู้ถูกลงทุนนั้น โดยบริษัทมีสิทธิในสินทรัพย์สุทธิของการร่วมการงานนั้นที่บันทึกด้วยวิธีส่วนได้เสีย (Equity method) สุทธิจากค่าเผื่อการด้อยค่า
F3,102700,92,25,22,0,เงินลงทุนในบริษัทย่อย บริษัทร่วม และการร่วมค้า ที่บันทึกด้วยวิธีอื่น - สุทธิ,"Investment In Subsidiaries, Associates And Joint Ventures Using Other Methods - Net",109999,1,,N,23,BS_A,สินทรัพย์,เฉพาะส่วนของเงินลงทุนที่บันทึกบัญชีด้วยวิธีราคาทุนสุทธิจากค่าเผื่อการด้อยค่า และ/หรือ วิธีมูลค่ายุติธรรมเท่านั้น,"Only the investments measured at cost , net from the allowance for impairment and/or at fair value .",,,,งบการเงินรวมและงบการเงินที่จัดทำขึ้นตามวิธีส่วนได้เสียไม่ควรมีค่า,Should have no value in Consolidated and EQ method financial statements.,"หมายถึง รายการดังต่อไปนี้
1. เงินลงทุนในบริษัทย่อย หมายถึง เงินลงทุนที่บริษัทมีอำนาจควบคุมในกิจการผู้ถูกลงทุนนั้น
2. เงินลงทุนในบริษัทร่วม หมายถึง เงินลงทุนที่บริษัทมีอิทธิพลอย่างมีนัยสำคัญในกิจการผู้ถูกลงทุนนั้น แต่ไม่ถึงกับมีอำนาจควบคุมหรือมีการควบคุมร่วม
3. เงินลงทุนในการร่วมค้า หมายถึง เงินลงทุนที่บริษัทมีอำนาจควบคุมร่วมในกิจการผู้ถูกลงทุนนั้น โดยบริษัทมีสิทธิในสินทรัพย์สุทธิของการร่วมการงานนั้น

ทั้งนี้เฉพาะส่วนของเงินลงทุนที่บันทึกบัญชีด้วย วิธีราคาทุนสุทธิจากค่าเผื่อการด้อยค่า และ/หรือ วิธีมูลค่ายุติธรรมเท่านั้น

เงินลงทุนในบริษัทย่อย บริษัทร่วม และการร่วมค้า อื่น ๆ - สุทธิ เป็นรายการสุทธิของเลขอ้างอิงที่ 23 ถึง 25"
F3,102710,94,26,23,1,เงินลงทุนในบริษัทย่อย,Investment In Subsidiaries,102700,1,,N,23,BS_A,สินทรัพย์,,,,,,งบการเงินรวมและงบการเงินที่จัดทำขึ้นตามวิธีส่วนได้เสียไม่ควรมีค่า,Should have no value in Consolidated and EQ method financial statements.,หมายถึง เงินลงทุนที่บริษัทมีอำนาจควบคุมในกิจการผู้ถูกลงทุนนั้นที่บันทึกบัญชีด้วยวิธีราคาทุนสุทธิจากค่าเผื่อการด้อยค่า และ/หรือ วิธีมูลค่ายุติธรรม
F3,102720,96,27,24,1,เงินลงทุนในบริษัทร่วม,Investment In Associates,102700,1,,N,23,BS_A,สินทรัพย์,,,,,,งบการเงินรวมและงบการเงินที่จัดทำขึ้นตามวิธีส่วนได้เสียไม่ควรมีค่า,Should have no value in Consolidated and EQ method financial statements.,หมายถึง เงินลงทุนที่บริษัทมีอิทธิพลอย่างมีนัยสำคัญในกิจการผู้ถูกลงทุนนั้น แต่ไม่ถึงกับมีอำนาจควบคุมหรือมีการควบคุมร่วมที่บันทึกบัญชีด้วยวิธีราคาทุนสุทธิจากค่าเผื่อการด้อยค่า และ/หรือ วิธีมูลค่ายุติธรรม
F3,102730,98,28,25,1,เงินลงทุนในการร่วมค้า,Investment In Joint Ventures,102700,1,,N,23,BS_A,สินทรัพย์,,,,,,งบการเงินรวมและงบการเงินที่จัดทำขึ้นตามวิธีส่วนได้เสียไม่ควรมีค่า,Should have no value in Consolidated and EQ method financial statements.,หมายถึง เงินลงทุนที่บริษัทมีอำนาจควบคุมร่วมในกิจการผู้ถูกลงทุนนั้น โดยบริษัทมีสิทธิในสินทรัพย์สุทธิของการร่วมการงานนั้นที่บันทึกบัญชีด้วยวิธีราคาทุนสุทธิจากค่าเผื่อการด้อยค่า และ/หรือ วิธีมูลค่ายุติธรรม
F3,103100,111,29,26,0,สินทรัพย์ทางการเงินอื่น,Other Financial Assets,109999,1,,N,23,BS_A,สินทรัพย์,,,,,,,,หมายถึง สินทรัพย์ทางการเงินอื่นใดนอกจากเลขอ้างอิงที่ 2 ถึง 16 และ 18 ถึง 25
