,query,set_code,item_in_taxonomy,reasoning,table_name,category,number_values
18,หนี้สินภาษีเงินได้รอตัดบัญชี,203200,หนี้สินภาษีเงินได้รอตัดบัญชี,The query 'หนี้สินภาษีเงินได้รอตัดบัญชี' is an exact match to the 'item_in_taxonomy' in the Taxonomy list.  The 'fs_category' is 'หนี้สิน' which is related to the input metadata 'fs_category' with value 'หนี้สินและส่วนของเจ้าของ'.,งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[1188786, 1304064, 0, 0]"
19,หนี้สินอื่น,209900,หนี้สินอื่น,"The query 'หนี้สินอื่น' matches directly with the 'item_in_taxonomy' field 'หนี้สินอื่น' in the taxonomy list.  Also, the fs_category field 'หนี้สิน' is related to the input metadata 'fs_category' field 'หนี้สินและส่วนของเจ้าของ'.",งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[79035859, 78284538, 48922977, 46664543]"
20,รวมหนี้สิน,209999,รวมหนี้สิน,Found an exact match for the input query 'รวมหนี้สิน' in the taxonomy list with financial_statement_type as 'งบฐานะการเงิน' and fs_category as 'หนี้สิน'.,งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[2386539126, 2396841220, 2252805991, 2259038128]"
21,"ทุนจดทะเบียนหุ้นสามัญ  7,574,143,747 หุ้นมูลค่าหุ้นละ 10 บาท",310120,ทุนจดทะเบียน หุ้นสามัญจดทะเบียน,"The input mentions ทุนจดทะเบียน and หุ้นสามัญ, which most closely match the item ""ทุนจดทะเบียน หุ้นสามัญจดทะเบียน"" in the taxonomy. The input's fs_category is a close match to the taxonomy's fs_category, further supporting this selection.",งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[75741437, 75741437, 75741437, 75741437]"
22,"ทุนที่ออกและชำระแล้วหุ้นสามัญ 7,355,761,773 หุ้นมูลค่าหุ้นละ 10 บาท",310220,ทุนที่ออกและชำระแล้ว หุ้นสามัญชำระแล้ว,"The input query explicitly mentions ""ทุนที่ออกและชำระแล้ว"" and ""หุ้นสามัญ"", directly corresponding to the item ""ทุนที่ออกและชำระแล้ว หุ้นสามัญชำระแล้ว"" in the taxonomy list. We also confirmed the financial statement type and fs_category.",งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[73557618, 73557618, 73557618, 73557618]"
23,ส่วนเกินมูลค่าหุ้นสามัญ,310420,ส่วนเกิน (ต่ำกว่า) มูลค่าหุ้น ส่วนเกิน (ต่ำกว่า) มูลค่าหุ้นสามัญ,"The query mentions ""ส่วนเกินมูลค่าหุ้นสามัญ"" which most closely corresponds to the item ""ส่วนเกิน (ต่ำกว่า) มูลค่าหุ้น ส่วนเกิน (ต่ำกว่า) มูลค่าหุ้นสามัญ"" in the provided taxonomy.  The other requirements (financial_statement_type is BS_OE) are also met.",งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[52878749, 52878749, 52878749, 52878749]"
24,องค์ประกอบอื่นของส่วนของเจ้าของ,319900,องค์ประกอบอื่นของส่วนของผู้ถือหุ้น,"The query \""องค์ประกอบอื่นของส่วนของเจ้าของ\"" is very similar to the \""องค์ประกอบอื่นของส่วนของผู้ถือหุ้น\"" in the taxonomy list.  Also, both have the same fs_category \""ส่วนของผู้ถือหุ้น\"" which is related to the input metadata fs_category \""หนี้สินและส่วนของเจ้าของ\"".",งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[5750692, 3678725, 6094560, 5697899]"
25,จัดสรรแล้วทุนสำรองตามกฎหมาย,310611,กำไรสะสม - จัดสรรแล้ว สำรองตามกฎหมาย,"The INPUT, จัดสรรแล้วทุนสำรองตามกฎหมาย, matches the meaning of taxonomy: หมายถึง สำรองที่กันไว้จากกำไรสุทธิตามที่กฎหมายกำหนด. Thus, the best match from the Taxonomy list is: SET Code 310611, Item in Taxonomy: กำไรสะสม - จัดสรรแล้ว สำรองตามกฎหมาย.",งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[7574144, 7574144, 7574144, 7574144]"
26,ยังไม่ได้จัดสรร,310620,กำไร (ขาดทุน) สะสม กำไร (ขาดทุน) สะสม - ยังไม่ได้จัดสรร,"The query ""ยังไม่ได้จัดสรร"" matches the item ""กำไร (ขาดทุน) สะสม กำไร (ขาดทุน) สะสม - ยังไม่ได้จัดสรร"" in the taxonomy list. This item's fs_category is ""ส่วนของผู้ถือหุ้น"", which is related to the input metadata fs_category ""หนี้สินและส่วนของเจ้าของ"".",งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[243094636, 230764350, 134967290, 126124423]"
27,รวมส่วนของธนาคาร,319999,รวมส่วนของผู้ถือหุ้นของบริษัทใหญ่,"The query ""รวมส่วนของธนาคาร"" directly matches the meaning of taxonomy ""รวมส่วนของผู้ถือหุ้นของบริษัทใหญ่ หรือ รวมส่วนของธนาคาร เป็นรายการสุทธิของเลขอ้างอิงที่ 71 ถึง 105"" in the provided taxonomy list. Thus, the selected SET code is ""319999"" and the item in taxonomy is ""รวมส่วนของผู้ถือหุ้นของบริษัทใหญ่"".",งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[382855839, 368453586, 275072361, 265832833]"
28,ส่วนได้เสียที่ไม่มีอำนาจควบคุม,320130,ส่วนได้เสียที่ไม่มีอำนาจควบคุม,"Found an exact match for the input query ""ส่วนได้เสียที่ไม่มีอำนาจควบคุม"" in the taxonomy list.  The fs_category value of ""ส่วนของผู้ถือหุ้น"" is related to the input metadata fs_category ""หนี้สินและส่วนของเจ้าของ"".",งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[3382847, 3000088, 0, 0]"
29,รวมส่วนของเจ้าของ,309999,รวมหนี้สินและส่วนของผู้ถือหุ้น,"The input query \""รวมส่วนของเจ้าของ\"" closely translates to \""Total Equity,\"" while the provided taxonomy items primarily focus on specific components within equity. However, the item \""รวมหนี้สินและส่วนของผู้ถือหุ้น\"" meaning \""Total Liabilities And Equity\"" best encompasses the broader scope of the input query in the context of a balance sheet.",งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[386238686, 371453674, 275072361, 265832833]"
30,รวมหนี้สินและส่วนของเจ้าของ,309999,รวมหนี้สินและส่วนของผู้ถือหุ้น,"The query \""รวมหนี้สินและส่วนของเจ้าของ\"" matches the item \""รวมหนี้สินและส่วนของผู้ถือหุ้น\"" in the taxonomy list. Both represent the total amount of liabilities and owner's equity in the statement of financial position. Therefore, the set code 309999 is chosen.",งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[2772777812, 2768294894, 2527878352, 2524870961]"
31,สินทรัพย์ทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรม ผ่านกำไรหรือขาดทุน,100600,สินทรัพย์ทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน,"The input query 'สินทรัพย์ทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรม ผ่านกำไรหรือขาดทุน' is an exact match to the 'item_in_taxonomy' field in the Taxonomy list. Thus, the selected SET Code and Item in Taxonomy are correct.",งบฐานะการเงิน (ต่อ),สินทรัพย์,"[3345144, 1740461, 2303149, 622531]"
32,"ทุนเรือนหุ้น ทุนจดทะเบียน หุ้นสามัญ  7,574,143,747 หุ้น มูลค่าหุ้นละ 10 บาท",310120,ทุนจดทะเบียน หุ้นสามัญจดทะเบียน,"The input mentions ทุนจดทะเบียน and หุ้นสามัญ, which directly corresponds to ทุนจดทะเบียน หุ้นสามัญจดทะเบียน in the taxonomy list.  The input's fs_category of ส่วนของเจ้าของ is also related to ส่วนของผู้ถือหุ้น.",งบฐานะการเงิน (ต่อ),ส่วนของเจ้าของ,"[75741437, 75741437, 75741437, 75741437]"
33,"ทุนที่ออกและชำระแล้ว หุ้นสามัญ 7,355,761,773 หุ้น มูลค่าหุ้นละ 10 บาท",310220,ทุนที่ออกและชำระแล้ว หุ้นสามัญชำระแล้ว,"The input refers to the paid-up share capital for ordinary shares, aligning with the definition of 'ทุนที่ออกและชำระแล้ว หุ้นสามัญชำระแล้ว' in the taxonomy list. This item specifically points to ordinary shares that have been issued and paid for.",งบฐานะการเงิน (ต่อ),ส่วนของเจ้าของ,"[73557618, 73557618, 73557618, 73557618]"
34,กำไรสะสม จัดสรรแล้ว ทุนสำรองตามกฎหมาย,310611,กำไรสะสม - จัดสรรแล้ว สำรองตามกฎหมาย,The input query 'กำไรสะสม จัดสรรแล้ว ทุนสำรองตามกฎหมาย' is looking for an item in the taxonomy related to appropriated retained earnings for legal reserves. The item 'กำไรสะสม - จัดสรรแล้ว สำรองตามกฎหมาย' meaning 'Retained Earnings - Appropriated Legal And Statutory Reserves' is the most relevant match from the provided taxonomy list. This item also aligns with the input metadata where financial_statement_type is งบฐานะการเงิน (ต่อ) and fs_category is ส่วนของเจ้าของ.,งบฐานะการเงิน (ต่อ),ส่วนของเจ้าของ,"[7574144, 7574144, 7574144, 7574144]"
35,กำไรสะสม ยังไม่ได้จัดสรร,310620,กำไร (ขาดทุน) สะสม กำไร (ขาดทุน) สะสม - ยังไม่ได้จัดสรร,"The query mentions 'กำไรสะสม ยังไม่ได้จัดสรร' which directly translates to 'Retained Earnings - Unappropriated'.  The closest match in the provided taxonomy list is 'กำไร (ขาดทุน) สะสม กำไร (ขาดทุน) สะสม - ยังไม่ได้จัดสรร' with the set code '310620', and this item's fs_category 'ส่วนของผู้ถือหุ้น' is related to the input metadata's fs_category 'ส่วนของเจ้าของ'.",งบฐานะการเงิน (ต่อ),ส่วนของเจ้าของ,"[243094636, 230764350, 134967290, 126124423]"
36,"ทุนจดทะเบียน หุ้นสามัญ  7,574,143,747 หุ้น มูลค่าหุ้นละ 10 บาท",310120,ทุนจดทะเบียน หุ้นสามัญจดทะเบียน,"The input mentions 'ทุนจดทะเบียน หุ้นสามัญ' which directly corresponds to 'ทุนจดทะเบียน หุ้นสามัญจดทะเบียน' in the taxonomy. Although the input's fs_category is หนี้สินและส่วนของเจ้าของ, the taxonomy's fs_category is ส่วนของผู้ถือหุ้น, we prioritize matching item_in_taxonomy in this case.",งบฐานะการเงิน (ต่อ),หนี้สินและส่วนของเจ้าของ,"[75741437, 75741437, 75741437, 75741437]"
37,รายได้ดอกเบี้ย,410108,รายได้ดอกเบี้ย,Found item รายได้ดอกเบี้ย with fs_category รายได้ in the taxonomy list. This is an exact match to the input query.,งบกำไรขาดทุนและกำไรขาดทุนเบ็ดเสร็จอื่น สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,รายได้,"[41004357, 32503866, 26913545, 22875736.0]"
38,ค่าใช้จ่ายดอกเบี้ย,429900,ค่าใช้จ่ายดอกเบี้ย,"The input item name is ค่าใช้จ่ายดอกเบี้ย and the input metadata financial_statement_type is งบกำไรขาดทุนและกำไรขาดทุนเบ็ดเสร็จอื่น สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567, fs_category is รายได้. Found a perfect match in the Taxonomy list where financial_statement_type  is PL, item_in_taxonomy is ค่าใช้จ่ายดอกเบี้ย and fs_category is กำไรขาดทุน. ",งบกำไรขาดทุนและกำไรขาดทุนเบ็ดเสร็จอื่น สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,รายได้,"[12705281, 9204904, 10704873, 7760958.0]"
39,รายได้ดอกเบี้ยสุทธิ,400599,รายได้ดอกเบี้ยสุทธิ,The query 'รายได้ดอกเบี้ยสุทธิ' is an exact match with item_in_taxonomy 'รายได้ดอกเบี้ยสุทธิ' in the Taxonomy list. financial_statement_type is 'PL' which is related to งบกำไรขาดทุนและกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,งบกำไรขาดทุนและกำไรขาดทุนเบ็ดเสร็จอื่น สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,รายได้,"[28299076, 23298962, 16208672, 15114778.0]"
40,รายได้ค่าธรรมเนียมและบริการสุทธิ,400699,รายได้ค่าธรรมเนียมและบริการสุทธิ,"The query directly matches the item_in_taxonomy 'รายได้ค่าธรรมเนียมและบริการสุทธิ' in the Taxonomy list. Also, the fs_category of the matched item is 'กำไรขาดทุน', which is related to the input metadata 'รายได้' as instructed.",งบกำไรขาดทุนและกำไรขาดทุนเบ็ดเสร็จอื่น สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,รายได้,"[6281719, 4581623, 2028334, 1703395.0]"
41,กำไรสุทธิจากเครื่องมือทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน,431390,กำไร (ขาดทุน) สุทธิจากเครื่องมือทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน - อื่น ๆ,The input name suggests a financial gain from instruments measured at fair value through profit or loss. The closest match in the taxonomy list is 'กำไร (ขาดทุน) สุทธิจากเครื่องมือทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน - อื่น ๆ' with SET Code '431390'.,งบกำไรขาดทุนและกำไรขาดทุนเบ็ดเสร็จอื่น สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,รายได้,"[1507522, 1292412, 1529705, 1417714.0]"
42,ขาดทุนสุทธิจากเงินลงทุน,431400,กำไร (ขาดทุน) สุทธิจากเงินลงทุน,"The query mentions ""ขาดทุนสุทธิจากเงินลงทุน"" which closely translates to net loss from investments. This aligns with the item ""กำไร (ขาดทุน) สุทธิจากเงินลงทุน"" in the taxonomy, which refers to Gains (Losses) From Investments. Considering the provided fs_category 'รายได้'  and the query's relevance to investment-related gains or losses, this taxonomy item is the most appropriate match.",งบกำไรขาดทุนและกำไรขาดทุนเบ็ดเสร็จอื่น สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,รายได้,"[0, 0, -1230000, -260000.0]"
43,ส่วนแบ่งกำไรจากเงินลงทุนตามวิธีส่วนได้เสีย,431100,ส่วนแบ่งกำไร (ขาดทุน) จากเงินลงทุนตามวิธีส่วนได้เสีย,"The query mentions ""ส่วนแบ่งกำไรจากเงินลงทุนตามวิธีส่วนได้เสีย"", which directly corresponds to the item ""ส่วนแบ่งกำไร (ขาดทุน) จากเงินลงทุนตามวิธีส่วนได้เสีย"" in the taxonomy. This item falls under the fs_category ""กำไรขาดทุน"", which is related to the input metadata 'รายได้'. Therefore, the SET code 431100 is a suitable match.",งบกำไรขาดทุนและกำไรขาดทุนเบ็ดเสร็จอื่น สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,รายได้,"[384896, 406394, 0, 0.0]"
44,รายได้จากเงินปันผล,410202,รายได้เงินปันผล,"The input query 'รายได้จากเงินปันผล' is similar to the 'รายได้เงินปันผล' in the Taxonomy list. Thus, the correct SET Code is '410202'.",งบกำไรขาดทุนและกำไรขาดทุนเบ็ดเสร็จอื่น สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,รายได้,"[220121, 165885, 1684485, 2678547.0]"
45,หนี้สูญรับคืน,null,null,I can't find the item in taxonomy related to the query. And there is no item in taxonomy with fs_category is รายได้.,งบกำไรขาดทุนและกำไรขาดทุนเบ็ดเสร็จอื่น สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,รายได้,"[2115647, 1730285, 798032, 715034.0]"
46,รายได้จากการดำเนินงานอื่น ๆ,410200,รายได้จากการดําเนินงานอื่น ๆ,"The query \""รายได้จากการดำเนินงานอื่น ๆ\"" aligns with the \""item_in_taxonomy\"" in the Taxonomy list.  The \""fs_category\"" is related to รายได้, and the input metadata specifies the financial statement type as งบกำไรขาดทุนและกำไรขาดทุนเบ็ดเสร็จอื่น สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567, which corresponds to 'PL'.",งบกำไรขาดทุนและกำไรขาดทุนเบ็ดเสร็จอื่น สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,รายได้,"[662003, 670076, 662043, 619492.0]"
47,รวมค่าใช้จ่ายจากการดำเนินงานอื่น ๆ,429890,ค่าใช้จ่ายในการดำเนินงานอื่น ค่าใช้จ่ายอื่น - อื่น ๆ,"The INPUT's fs_category is ค่าใช้จ่าย and financial_statement_type is งบกำไรขาดทุนและกำไรขาดทุนเบ็ดเสร็จอื่น สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,  relate to fs_category  กำไรขาดทุน and financial_statement_type PL. The most relevant item_in_taxonomy in the Taxonomy list is ค่าใช้จ่ายในการดำเนินงานอื่น ค่าใช้จ่ายอื่น - อื่น ๆ because the INPUT name suggests other operating expenses, aligning with the Taxonomy meaning. ",งบกำไรขาดทุนและกำไรขาดทุนเบ็ดเสร็จอื่น สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,ค่าใช้จ่าย,"[17225663, 13794337, 9496295, 8775814.0]"
48,ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น,430700,ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น,The query 'ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น' is an exact match to the item_in_taxonomy 'ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น' in the taxonomy list. The fs_category is 'กำไรขาดทุน' which is related to the input metadata fs_category 'กำไรขาดทุน'.,งบกำไรขาดทุนและกำไรขาดทุนเบ็ดเสร็จอื่น สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,กำไรขาดทุน,"[11817201, 7811052, 5159847, 2836034.0]"
49,กำไรจากการดำเนินงานก่อนภาษีเงินได้,409994,กำไร (ขาดทุน) จากการดำเนินงานก่อนภาษีเงินได้,"The query ""กำไรจากการดำเนินงานก่อนภาษีเงินได้"" is an exact match to the item ""กำไร (ขาดทุน) จากการดำเนินงานก่อนภาษีเงินได้"" in the provided taxonomy list. The fs_category is ""กำไรขาดทุน"" which is related to the input metadata fs_category. Therefore, the correct SET Code is 409994.",งบกำไรขาดทุนและกำไรขาดทุนเบ็ดเสร็จอื่น สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,กำไรขาดทุน,"[10428120, 10540248, 7025129, 10377112.0]"
50,ภาษีเงินได้,439800,ภาษีเงินได้,"The query ""ภาษีเงินได้"" matches the item_in_taxonomy ""ภาษีเงินได้"" in the Taxonomy list. The fs_category ""กำไรขาดทุน"" also aligns with the input metadata's fs_category.",งบกำไรขาดทุนและกำไรขาดทุนเบ็ดเสร็จอื่น สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,กำไรขาดทุน,"[1989985, 2051210, 1134139, 1603013.0]"
51,กำไรสุทธิ,409996,กำไร (ขาดทุน) สุทธิ สำหรับงวด,"The input 'กำไรสุทธิ' best maps to the item 'กำไร (ขาดทุน) สุทธิ สำหรับงวด' in the provided taxonomy list. The other potential match 'กำไร (ขาดทุน) สุทธิ สำหรับงวด / กำไร (ขาดทุน) จากการดำเนินงานต่อเนื่อง' is less suitable as it includes additional information about continuing operations. Therefore, 'กำไร (ขาดทุน) สุทธิ สำหรับงวด' is selected as the most appropriate match.",งบกำไรขาดทุนและกำไรขาดทุนเบ็ดเสร็จอื่น สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,กำไรขาดทุน,"[8438135, 8489038, 5890990, 8774099.0]"
